case_id,center,metric_name,model_id,dice,pred_voxels,gt_voxels,pred_components,gt_components,empty_gt,empty_pred,model_disagreement_dice
Case1056,CenterA,lesion_union,nnunet_oof,0.7060299083453931,5312,5053,5,6,0,0,0.9457266750594489
Case1056,CenterA,lesion_union,mosaic_clean_oof,0.04231070589073296,8986,5053,1,6,0,0,0.9457266750594489
Case1058,CenterA,scar,nnunet_oof,0.6765799256505576,3789,4819,4,1,0,0,0.9660242944561147
Case1058,CenterA,scar,mosaic_clean_oof,0.05843559562567827,7160,4819,1,1,0,0,0.9660242944561147
Case1058,CenterA,lesion_union,nnunet_oof,0.6765799256505576,3789,4819,4,1,0,0,0.9660242944561147
Case1058,CenterA,lesion_union,mosaic_clean_oof,0.05843559562567827,7160,4819,1,1,0,0,0.9660242944561147
Case1063,CenterA,scar,nnunet_oof,0.6807777857501615,6901,7036,1,4,0,0,0.89092176337341
Case1063,CenterA,scar,mosaic_clean_oof,0.11307053941908714,10316,7036,1,4,0,0,0.89092176337341
Case1063,CenterA,lesion_union,nnunet_oof,0.6807777857501615,6901,7036,1,4,0,0,0.89092176337341
Case1063,CenterA,lesion_union,mosaic_clean_oof,0.11307053941908714,10316,7036,1,4,0,0,0.89092176337341
Case1069,CenterA,scar,nnunet_oof,0.4460813911363362,2966,5315,10,6,0,0,0.9363015924601885
Case1069,CenterA,scar,mosaic_clean_oof,0.08860103626943006,6265,5315,1,6,0,0,0.9363015924601885
Case1069,CenterA,lesion_union,nnunet_oof,0.4460813911363362,2966,5315,10,6,0,0,0.9363015924601885
Case1069,CenterA,lesion_union,mosaic_clean_oof,0.08860103626943006,6265,5315,1,6,0,0,0.9363015924601885
Case1072,CenterA,scar,nnunet_oof,0.6286165176223041,1705,2097,7,4,0,0,0.9789983844911146
Case1072,CenterA,scar,mosaic_clean_oof,0.05509065550906555,771,2097,1,4,0,0,0.9789983844911146
Case1072,CenterA,lesion_union,nnunet_oof,0.6266386995280545,1717,2097,8,4,0,0,0.9742765273311897
Case1072,CenterA,lesion_union,mosaic_clean_oof,0.05509065550906555,771,2097,1,4,0,0,0.9742765273311897
Case1074,CenterA,scar,nnunet_oof,0.4870613257710032,936,1885,3,3,0,0,0.7927239376337512
Case1074,CenterA,scar,mosaic_clean_oof,0.2843601895734597,2335,1885,1,3,0,0,0.7927239376337512
Case1074,CenterA,lesion_union,nnunet_oof,0.4870613257710032,936,1885,3,3,0,0,0.7927239376337512
Case1074,CenterA,lesion_union,mosaic_clean_oof,0.2843601895734597,2335,1885,1,3,0,0,0.7927239376337512
Case1077,CenterA,scar,nnunet_oof,0.4444444444444444,1541,2842,8,3,0,0,0.9039595619208087
Case1077,CenterA,scar,mosaic_clean_oof,0.20361990950226244,2020,2842,1,3,0,0,0.9039595619208087
Case1077,CenterA,lesion_union,nnunet_oof,0.4444444444444444,1541,2842,8,3,0,0,0.9039595619208087
Case1077,CenterA,lesion_union,mosaic_clean_oof,0.20361990950226244,2020,2842,1,3,0,0,0.9039595619208087
Case2001,CenterB,scar,nnunet_oof,0.7418604651162791,1435,1145,2,1,0,0,0.2369366878628698
Case2001,CenterB,scar,mosaic_clean_oof,0.6594529606251879,2182,1145,1,1,0,0,0.2369366878628698
Case2001,CenterB,pure_edema,nnunet_oof,0.6932989690721649,2246,2410,11,12,0,0,1.0
Case2001,CenterB,pure_edema,mosaic_clean_oof,0.0,0,2410,0,12,0,1,1.0
Case2001,CenterB,lesion_union,nnunet_oof,0.8510226644555002,3681,3555,1,1,0,0,0.3375405082722156
Case2001,CenterB,lesion_union,mosaic_clean_oof,0.6519086630643194,2182,3555,1,1,0,0,0.3375405082722156
Case2010,CenterB,scar,nnunet_oof,0.7929475587703436,963,1249,1,1,0,0,0.25381526104417673
Case2010,CenterB,scar,mosaic_clean_oof,0.8061959654178674,1527,1249,1,1,0,0,0.25381526104417673
Case2010,CenterB,pure_edema,nnunet_oof,0.7213313161875946,1745,1560,6,14,0,0,1.0
Case2010,CenterB,pure_edema,mosaic_clean_oof,0.0,0,1560,0,14,0,1,1.0
Case2010,CenterB,lesion_union,nnunet_oof,0.8794634765270981,2708,2809,1,1,0,0,0.33364817001180636
Case2010,CenterB,lesion_union,mosaic_clean_oof,0.665590405904059,1527,2809,1,1,0,0,0.33364817001180636
Case2016,CenterB,scar,nnunet_oof,0.787569178373776,1163,1186,1,1,0,0,0.2122905027932961
Case2016,CenterB,scar,mosaic_clean_oof,0.8390668248319494,1343,1186,1,1,0,0,0.2122905027932961
Case2016,CenterB,pure_edema,nnunet_oof,0.5546930134086098,1213,1621,3,7,0,0,1.0
Case2016,CenterB,pure_edema,mosaic_clean_oof,0.0,0,1621,0,7,0,1,1.0
Case2016,CenterB,lesion_union,nnunet_oof,0.7513023345552768,2376,2807,2,1,0,0,0.3369185264856144
Case2016,CenterB,lesion_union,mosaic_clean_oof,0.6009638554216867,1343,2807,1,1,0,0,0.3369185264856144
Case2024,CenterB,scar,nnunet_oof,0.6725978647686833,1146,1102,1,1,0,0,0.3690360272638754
Case2024,CenterB,scar,mosaic_clean_oof,0.6137635824827132,1935,1102,1,1,0,0,0.3690360272638754
Case2024,CenterB,pure_edema,nnunet_oof,0.6354920759146938,2586,2525,3,4,0,0,1.0
Case2024,CenterB,pure_edema,mosaic_clean_oof,0.0,0,2525,0,4,0,1,1.0
Case2024,CenterB,lesion_union,nnunet_oof,0.8204919146623183,3732,3627,1,1,0,0,0.4272101641079936
Case2024,CenterB,lesion_union,mosaic_clean_oof,0.5922330097087378,1935,3627,1,1,0,0,0.4272101641079936
Case2026,CenterB,scar,nnunet_oof,0.7915766738660908,813,1039,1,1,0,0,0.2591414944356121
Case2026,CenterB,scar,mosaic_clean_oof,0.7647893989588264,1074,1039,1,1,0,0,0.2591414944356121
Case2026,CenterB,pure_edema,nnunet_oof,0.6824529447480268,886,761,9,9,0,0,1.0
Case2026,CenterB,pure_edema,mosaic_clean_oof,0.0,0,761,0,9,0,1,1.0
Case2026,CenterB,lesion_union,nnunet_oof,0.8631037439268362,1699,1800,1,1,0,0,0.3263613415073927
Case2026,CenterB,lesion_union,mosaic_clean_oof,0.6958942240779401,1074,1800,1,1,0,0,0.3263613415073927
Case2027,CenterB,scar,nnunet_oof,0.590703414232826,1366,1065,1,1,0,0,0.3303720155469184
Case2027,CenterB,scar,mosaic_clean_oof,0.622841563162678,2236,1065,1,1,0,0,0.3303720155469184
Case2027,CenterB,pure_edema,nnunet_oof,0.5928338762214984,2177,2121,31,8,0,0,1.0
Case2027,CenterB,pure_edema,mosaic_clean_oof,0.0,0,2121,0,8,0,1,1.0
Case2027,CenterB,lesion_union,nnunet_oof,0.7466191113092584,3543,3186,1,1,0,0,0.4480013843225471
Case2027,CenterB,lesion_union,mosaic_clean_oof,0.6270748801180376,2236,3186,1,1,0,0,0.4480013843225471
Case2030,CenterB,scar,nnunet_oof,0.7531055900621118,602,686,1,1,0,0,0.3401162790697675
Case2030,CenterB,scar,mosaic_clean_oof,0.7383561643835617,774,686,1,1,0,0,0.3401162790697675
Case2030,CenterB,pure_edema,nnunet_oof,0.5475923852183651,1071,715,4,10,0,0,1.0
Case2030,CenterB,pure_edema,mosaic_clean_oof,0.0,0,715,0,10,0,1,1.0
Case2030,CenterB,lesion_union,nnunet_oof,0.7534157449577098,1673,1401,1,1,0,0,0.4662852472415202
Case2030,CenterB,lesion_union,mosaic_clean_oof,0.5554022988505747,774,1401,1,1,0,0,0.4662852472415202
Case3002,CenterC,scar,nnunet_oof,0.37649402390438247,1449,2567,1,1,0,0,1.0
Case3002,CenterC,scar,mosaic_clean_oof,0.0,1161,2567,1,1,0,0,1.0
Case3002,CenterC,pure_edema,nnunet_oof,0.12084118016321406,970,5402,5,16,0,0,1.0
Case3002,CenterC,pure_edema,mosaic_clean_oof,0.0,0,5402,0,16,0,1,1.0
Case3002,CenterC,lesion_union,nnunet_oof,0.4272237196765499,2419,7969,1,1,0,0,1.0
Case3002,CenterC,lesion_union,mosaic_clean_oof,0.0,1161,7969,1,1,0,0,1.0
Case3007,CenterC,scar,nnunet_oof,0.6102499209111041,2410,3912,2,1,0,0,0.19332406119610568
Case3007,CenterC,scar,mosaic_clean_oof,0.6151491966335119,2623,3912,1,1,0,0,0.19332406119610568
Case3007,CenterC,pure_edema,nnunet_oof,0.3103300471495928,1764,569,13,1,0,0,1.0
Case3007,CenterC,pure_edema,mosaic_clean_oof,0.0,0,569,0,1,0,1,1.0
Case3007,CenterC,lesion_union,nnunet_oof,0.627845176198729,4174,4481,1,1,0,0,0.3347064881565397
Case3007,CenterC,lesion_union,mosaic_clean_oof,0.5886824324324325,2623,4481,1,1,0,0,0.3347064881565397
Case3014,CenterC,scar,nnunet_oof,0.6675094816687737,2635,3693,3,1,0,0,0.2721145745577085
Case3014,CenterC,scar,mosaic_clean_oof,0.8205348205348205,3300,3693,1,1,0,0,0.2721145745577085
Case3014,CenterC,pure_edema,nnunet_oof,0.43486874690440813,2895,3162,7,13,0,0,1.0
Case3014,CenterC,pure_edema,mosaic_clean_oof,0.0,0,3162,0,13,0,1,1.0
Case3014,CenterC,lesion_union,nnunet_oof,0.7363746467501009,5530,6855,3,3,0,0,0.3802944507361269
Case3014,CenterC,lesion_union,mosaic_clean_oof,0.6123092072870507,3300,6855,1,3,0,0,0.3802944507361269
Case3018,CenterC,scar,nnunet_oof,0.8374622356495468,1859,1451,1,1,0,0,0.1617761620358349
Case3018,CenterC,scar,mosaic_clean_oof,0.807435376125472,1992,1451,1,1,0,0,0.1617761620358349
Case3018,CenterC,pure_edema,nnunet_oof,0.2441947565543071,1032,303,6,10,0,0,1.0
Case3018,CenterC,pure_edema,mosaic_clean_oof,0.0,0,303,0,10,0,1,1.0
Case3018,CenterC,lesion_union,nnunet_oof,0.7069967707212056,2891,1754,1,1,0,0,0.3172230186360844
Case3018,CenterC,lesion_union,mosaic_clean_oof,0.797650827549386,1992,1754,1,1,0,0,0.3172230186360844
Case3025,CenterC,scar,nnunet_oof,0.588078588078588,4154,7858,2,1,0,0,0.23603411513859274
Case3025,CenterC,scar,mosaic_clean_oof,0.7019260165087129,5226,7858,1,1,0,0,0.23603411513859274
Case3025,CenterC,pure_edema,nnunet_oof,0.26451099920487675,1447,2326,10,7,0,0,1.0
Case3025,CenterC,pure_edema,mosaic_clean_oof,0.0,0,2326,0,7,0,1,1.0
Case3025,CenterC,lesion_union,nnunet_oof,0.6093126385809312,5601,10184,4,1,0,0,0.27496074628244205
Case3025,CenterC,lesion_union,mosaic_clean_oof,0.6587929915639196,5226,10184,1,1,0,0,0.27496074628244205
Case3028,CenterC,scar,nnunet_oof,0.6900600400266844,4228,3267,3,3,0,0,0.21455280444669023
Case3028,CenterC,scar,mosaic_clean_oof,0.6489814192970674,5667,3267,1,3,0,0,0.21455280444669023
Case3028,CenterC,pure_edema,nnunet_oof,0.365702479338843,1378,2494,8,9,0,0,1.0
Case3028,CenterC,pure_edema,mosaic_clean_oof,0.0,0,2494,0,9,0,1,1.0
Case3028,CenterC,lesion_union,nnunet_oof,0.6670185625054984,5606,5761,3,3,0,0,0.25929211390047013
Case3028,CenterC,lesion_union,mosaic_clean_oof,0.5904795239761989,5667,5761,1,3,0,0,0.25929211390047013
Case3030,CenterC,scar,nnunet_oof,0.7492318946598391,5780,7890,2,1,0,0,0.2874480183314946
Case3030,CenterC,scar,mosaic_clean_oof,0.6914273375080976,6003,7890,1,1,0,0,0.2874480183314946
Case3030,CenterC,pure_edema,nnunet_oof,0.36507936507936506,2117,3049,13,26,0,0,1.0
Case3030,CenterC,pure_edema,mosaic_clean_oof,0.0,0,3049,0,26,0,1,1.0
Case3030,CenterC,lesion_union,nnunet_oof,0.7278615417286048,7897,10939,2,1,0,0,0.30402877697841724
Case3030,CenterC,lesion_union,mosaic_clean_oof,0.6135048990674065,6003,10939,1,1,0,0,0.30402877697841724
Case3033,CenterC,scar,nnunet_oof,0.7598614875037639,5878,7406,1,1,0,0,0.15811361557015724
Case3033,CenterC,scar,mosaic_clean_oof,0.7741126116153789,6145,7406,1,1,0,0,0.15811361557015724
Case3033,CenterC,pure_edema,nnunet_oof,0.1659084827401659,1962,1775,12,12,0,0,1.0
Case3033,CenterC,pure_edema,mosaic_clean_oof,0.0,0,1775,0,12,0,1,1.0
Case3033,CenterC,lesion_union,nnunet_oof,0.7910228541213795,7840,9181,2,2,0,0,0.19413657490168035
Case3033,CenterC,lesion_union,mosaic_clean_oof,0.7104267258253948,6145,9181,1,2,0,0,0.19413657490168035
Case3041,CenterC,scar,nnunet_oof,0.7920711974110033,1989,2955,3,1,0,0,0.14415437003405218
Case3041,CenterC,scar,mosaic_clean_oof,0.7894246881400112,2416,2955,1,1,0,0,0.14415437003405218
Case3041,CenterC,pure_edema,nnunet_oof,0.36869747899159666,1225,679,7,18,0,0,1.0
Case3041,CenterC,pure_edema,mosaic_clean_oof,0.0,0,679,0,18,0,1,1.0
Case3041,CenterC,lesion_union,nnunet_oof,0.7949766355140186,3214,3634,3,1,0,0,0.23339253996447606
Case3041,CenterC,lesion_union,mosaic_clean_oof,0.7490909090909091,2416,3634,1,1,0,0,0.23339253996447606
Case5007,CenterE,scar,nnunet_oof,0.0,258,0,13,0,1,0,1.0
Case5007,CenterE,scar,mosaic_clean_oof,0.0,34,0,1,0,1,0,1.0
Case5007,CenterE,lesion_union,nnunet_oof,0.0,258,0,13,0,1,0,1.0
Case5007,CenterE,lesion_union,mosaic_clean_oof,0.0,34,0,1,0,1,0,1.0
Case5010,CenterE,scar,nnunet_oof,0.18575851393188855,486,160,1,2,0,0,0.8690176322418136
Case5010,CenterE,scar,mosaic_clean_oof,0.0641025641025641,308,160,1,2,0,0,0.8690176322418136
Case5010,CenterE,lesion_union,nnunet_oof,0.18575851393188855,486,160,1,2,0,0,0.8690176322418136
Case5010,CenterE,lesion_union,mosaic_clean_oof,0.0641025641025641,308,160,1,2,0,0,0.8690176322418136
Case6004,CenterF,scar,nnunet_oof,0.38522427440633245,311,447,12,2,0,0,0.9855884707766213
Case6004,CenterF,scar,mosaic_clean_oof,0.07653429602888087,938,447,1,2,0,0,0.9855884707766213
Case6004,CenterF,lesion_union,nnunet_oof,0.38522427440633245,311,447,12,2,0,0,0.9855884707766213
Case6004,CenterF,lesion_union,mosaic_clean_oof,0.07653429602888087,938,447,1,2,0,0,0.9855884707766213
Case6006,CenterF,scar,nnunet_oof,0.22614840989399293,1913,2049,11,4,0,0,0.9378627517924206
Case6006,CenterF,scar,mosaic_clean_oof,0.04337671004337671,3945,2049,1,4,0,0,0.9378627517924206
Case6006,CenterF,lesion_union,nnunet_oof,0.22614840989399293,1913,2049,11,4,0,0,0.9378627517924206
Case6006,CenterF,lesion_union,mosaic_clean_oof,0.04337671004337671,3945,2049,1,4,0,0,0.9378627517924206
Case7004,CenterG,scar,nnunet_oof,0.7029231815091774,675,796,5,2,0,0,0.5780113177041228
Case7004,CenterG,scar,mosaic_clean_oof,0.3696612665684831,562,796,1,2,0,0,0.5780113177041228
Case7004,CenterG,lesion_union,nnunet_oof,0.7029231815091774,675,796,5,2,0,0,0.5780113177041228
Case7004,CenterG,lesion_union,mosaic_clean_oof,0.3696612665684831,562,796,1,2,0,0,0.5780113177041228
Case8004,CenterH,scar,nnunet_oof,0.6153846153846154,320,538,3,1,0,0,0.4010695187165776
Case8004,CenterH,scar,mosaic_clean_oof,0.6816999132697311,615,538,1,1,0,0,0.4010695187165776
Case8004,CenterH,lesion_union,nnunet_oof,0.6153846153846154,320,538,3,1,0,0,0.4010695187165776
Case8004,CenterH,lesion_union,mosaic_clean_oof,0.6816999132697311,615,538,1,1,0,0,0.4010695187165776
Case8006,CenterH,scar,nnunet_oof,0.5608716248223591,921,1190,8,3,0,0,0.4896489648964897
Case8006,CenterH,scar,mosaic_clean_oof,0.5459654757125653,1301,1190,1,3,0,0,0.4896489648964897
Case8006,CenterH,lesion_union,nnunet_oof,0.5608716248223591,921,1190,8,3,0,0,0.4896489648964897
Case8006,CenterH,lesion_union,mosaic_clean_oof,0.5459654757125653,1301,1190,1,3,0,0,0.4896489648964897
Case8008,CenterH,scar,nnunet_oof,0.4459750322858373,933,1390,4,2,0,0,0.3697478991596639
Case8008,CenterH,scar,mosaic_clean_oof,0.4032520325203252,1685,1390,1,2,0,0,0.3697478991596639
Case8008,CenterH,lesion_union,nnunet_oof,0.4459750322858373,933,1390,4,2,0,0,0.3697478991596639
Case8008,CenterH,lesion_union,mosaic_clean_oof,0.4032520325203252,1685,1390,1,2,0,0,0.3697478991596639
Case8013,CenterH,scar,nnunet_oof,0.7426099495313626,669,718,1,1,0,0,0.4285714285714286
Case8013,CenterH,scar,mosaic_clean_oof,0.6048237476808905,1438,718,1,1,0,0,0.4285714285714286
Case8013,CenterH,lesion_union,nnunet_oof,0.7426099495313626,669,718,1,1,0,0,0.4285714285714286
Case8013,CenterH,lesion_union,mosaic_clean_oof,0.6048237476808905,1438,718,1,1,0,0,0.4285714285714286
Case8016,CenterH,scar,nnunet_oof,0.3136954858454476,206,1101,4,1,0,0,0.6174242424242424
Case8016,CenterH,scar,mosaic_clean_oof,0.6324961558175295,850,1101,1,1,0,0,0.6174242424242424
Case8016,CenterH,lesion_union,nnunet_oof,0.3136954858454476,206,1101,4,1,0,0,0.6174242424242424
Case8016,CenterH,lesion_union,mosaic_clean_oof,0.6324961558175295,850,1101,1,1,0,0,0.6174242424242424
Case8024,CenterH,scar,nnunet_oof,0.6666666666666666,537,726,2,1,0,0,0.428380187416332
Case8024,CenterH,scar,mosaic_clean_oof,0.7058823529411765,957,726,1,1,0,0,0.428380187416332
Case8024,CenterH,lesion_union,nnunet_oof,0.6666666666666666,537,726,2,1,0,0,0.428380187416332
Case8024,CenterH,lesion_union,mosaic_clean_oof,0.7058823529411765,957,726,1,1,0,0,0.428380187416332
Case8029,CenterH,scar,nnunet_oof,0.07418397626112759,34,640,3,1,0,0,0.9472990777338604
Case8029,CenterH,scar,mosaic_clean_oof,0.3956043956043956,725,640,1,1,0,0,0.9472990777338604
Case8029,CenterH,lesion_union,nnunet_oof,0.07418397626112759,34,640,3,1,0,0,0.9472990777338604
Case8029,CenterH,lesion_union,mosaic_clean_oof,0.3956043956043956,725,640,1,1,0,0,0.9472990777338604
Case1012,CenterA,scar,nnunet_oof,0.3486005089058524,398,388,15,4,0,0,1.0
Case1012,CenterA,scar,mosaic_clean_oof,0.0,234,388,1,4,0,0,1.0
Case1012,CenterA,lesion_union,nnunet_oof,0.3472750316856781,401,388,16,4,0,0,1.0
Case1012,CenterA,lesion_union,mosaic_clean_oof,0.0,234,388,1,4,0,0,1.0
Case1014,CenterA,scar,nnunet_oof,0.32310015098137895,1573,414,20,10,0,0,0.8358473824312334
Case1014,CenterA,scar,mosaic_clean_oof,0.0547945205479452,681,414,1,10,0,0,0.8358473824312334
Case1014,CenterA,lesion_union,nnunet_oof,0.32310015098137895,1573,414,20,10,0,0,0.8358473824312334
Case1014,CenterA,lesion_union,mosaic_clean_oof,0.0547945205479452,681,414,1,10,0,0,0.8358473824312334
Case1016,CenterA,scar,nnunet_oof,0.6395609877775006,6479,5548,5,2,0,0,0.5749174917491748
Case1016,CenterA,scar,mosaic_clean_oof,0.3420969773299748,7156,5548,1,2,0,0,0.5749174917491748
Case1016,CenterA,lesion_union,nnunet_oof,0.6395609877775006,6479,5548,5,2,0,0,0.5749174917491748
Case1016,CenterA,lesion_union,mosaic_clean_oof,0.3420969773299748,7156,5548,1,2,0,0,0.5749174917491748
Case1020,CenterA,scar,nnunet_oof,0.5897654584221749,4552,4828,7,4,0,0,0.8019083969465649
Case1020,CenterA,scar,mosaic_clean_oof,0.2188545927854221,5928,4828,1,4,0,0,0.8019083969465649
Case1020,CenterA,lesion_union,nnunet_oof,0.5897654584221749,4552,4828,7,4,0,0,0.8019083969465649
Case1020,CenterA,lesion_union,mosaic_clean_oof,0.2188545927854221,5928,4828,1,4,0,0,0.8019083969465649
Case1024,CenterA,scar,nnunet_oof,0.5829669058088406,3536,5106,14,16,0,0,0.9035800571052054
Case1024,CenterA,scar,mosaic_clean_oof,0.0818658673660547,5570,5106,1,16,0,0,0.9035800571052054
Case1024,CenterA,lesion_union,nnunet_oof,0.5829669058088406,3536,5106,14,16,0,0,0.9035800571052054
Case1024,CenterA,lesion_union,mosaic_clean_oof,0.0818658673660547,5570,5106,1,16,0,0,0.9035800571052054
Case1025,CenterA,scar,nnunet_oof,0.531510503501167,2627,3371,3,10,0,0,0.6964980544747081
Case1025,CenterA,scar,mosaic_clean_oof,0.2922788371366052,3027,3371,1,10,0,0,0.6964980544747081
Case1025,CenterA,lesion_union,nnunet_oof,0.531510503501167,2627,3371,3,10,0,0,0.6964980544747081
Case1025,CenterA,lesion_union,mosaic_clean_oof,0.2922788371366052,3027,3371,1,10,0,0,0.6964980544747081
Case1027,CenterA,scar,nnunet_oof,0.4900011974613819,2703,5648,11,5,0,0,0.8713498622589532
Case1027,CenterA,scar,mosaic_clean_oof,0.14835864772170504,4557,5648,1,5,0,0,0.8713498622589532
Case1027,CenterA,lesion_union,nnunet_oof,0.4900011974613819,2703,5648,11,5,0,0,0.8713498622589532
Case1027,CenterA,lesion_union,mosaic_clean_oof,0.14835864772170504,4557,5648,1,5,0,0,0.8713498622589532
Case1030,CenterA,scar,nnunet_oof,0.4490924805531547,2100,3685,4,9,0,0,0.8813166434863235
Case1030,CenterA,scar,mosaic_clean_oof,0.22542204568023833,4371,3685,1,9,0,0,0.8813166434863235
Case1030,CenterA,lesion_union,nnunet_oof,0.4490924805531547,2100,3685,4,9,0,0,0.8813166434863235
Case1030,CenterA,lesion_union,mosaic_clean_oof,0.22542204568023833,4371,3685,1,9,0,0,0.8813166434863235
Case1039,CenterA,scar,nnunet_oof,0.6619605753862546,3345,4163,3,10,0,0,0.7073835480673935
Case1039,CenterA,scar,mosaic_clean_oof,0.24634420697412823,4727,4163,1,10,0,0,0.7073835480673935
Case1039,CenterA,lesion_union,nnunet_oof,0.6619605753862546,3345,4163,3,10,0,0,0.7073835480673935
Case1039,CenterA,lesion_union,mosaic_clean_oof,0.24634420697412823,4727,4163,1,10,0,0,0.7073835480673935
Case1044,CenterA,scar,nnunet_oof,0.6642759202615758,4562,4919,9,7,0,0,0.913906570288057
Case1044,CenterA,scar,mosaic_clean_oof,0.0943278620403075,4707,4919,1,7,0,0,0.913906570288057
Case1044,CenterA,lesion_union,nnunet_oof,0.6642759202615758,4562,4919,9,7,0,0,0.913906570288057
Case1044,CenterA,lesion_union,mosaic_clean_oof,0.0943278620403075,4707,4919,1,7,0,0,0.913906570288057
Case1048,CenterA,scar,nnunet_oof,0.6539314764604387,3624,4490,3,3,0,0,1.0
Case1048,CenterA,scar,mosaic_clean_oof,0.0,5161,4490,1,3,0,0,1.0
Case1048,CenterA,lesion_union,nnunet_oof,0.6539314764604387,3624,4490,3,3,0,0,1.0
Case1048,CenterA,lesion_union,mosaic_clean_oof,0.0,5161,4490,1,3,0,0,1.0
Case1051,CenterA,scar,nnunet_oof,0.7578385590393596,3745,3750,1,14,0,0,0.8068677670271296
Case1051,CenterA,scar,mosaic_clean_oof,0.18886887266521285,6797,3750,1,14,0,0,0.8068677670271296
Case1051,CenterA,lesion_union,nnunet_oof,0.7578385590393596,3745,3750,1,14,0,0,0.8068677670271296
Case1051,CenterA,lesion_union,mosaic_clean_oof,0.18886887266521285,6797,3750,1,14,0,0,0.8068677670271296
Case1055,CenterA,scar,nnunet_oof,0.45283681714386087,2754,2939,6,8,0,0,0.9415768576290414
Case1055,CenterA,scar,mosaic_clean_oof,0.037584634517065084,4298,2939,1,8,0,0,0.9415768576290414
Case1055,CenterA,lesion_union,nnunet_oof,0.45283681714386087,2754,2939,6,8,0,0,0.9415768576290414
Case1055,CenterA,lesion_union,mosaic_clean_oof,0.037584634517065084,4298,2939,1,8,0,0,0.9415768576290414
Case1057,CenterA,scar,nnunet_oof,0.7146034099332839,1404,1294,5,3,0,0,0.7741046831955922
Case1057,CenterA,scar,mosaic_clean_oof,0.21476084890719038,1863,1294,1,3,0,0,0.7741046831955922
Case1057,CenterA,lesion_union,nnunet_oof,0.7146034099332839,1404,1294,5,3,0,0,0.7741046831955922
Case1057,CenterA,lesion_union,mosaic_clean_oof,0.21476084890719038,1863,1294,1,3,0,0,0.7741046831955922
Case1059,CenterA,scar,nnunet_oof,0.5415793151642209,1653,1209,3,7,0,0,0.45472990109054023
Case1059,CenterA,scar,mosaic_clean_oof,0.4098313803943984,2290,1209,1,7,0,0,0.45472990109054023
Case1059,CenterA,lesion_union,nnunet_oof,0.5415793151642209,1653,1209,3,7,0,0,0.45472990109054023
Case1059,CenterA,lesion_union,mosaic_clean_oof,0.4098313803943984,2290,1209,1,7,0,0,0.45472990109054023
Case1068,CenterA,scar,nnunet_oof,0.5988602337486719,4488,5865,22,8,0,0,0.7220991815117959
Case1068,CenterA,scar,mosaic_clean_oof,0.28498554667573545,5897,5865,1,8,0,0,0.7220991815117959
Case1068,CenterA,lesion_union,nnunet_oof,0.5988602337486719,4488,5865,22,8,0,0,0.7220991815117959
Case1068,CenterA,lesion_union,mosaic_clean_oof,0.28498554667573545,5897,5865,1,8,0,0,0.7220991815117959
Case2006,CenterB,scar,nnunet_oof,0.7708798570790532,1057,1182,1,1,0,0,0.21311475409836067
Case2006,CenterB,scar,mosaic_clean_oof,0.7763304800893189,1505,1182,1,1,0,0,0.21311475409836067
Case2006,CenterB,pure_edema,nnunet_oof,0.37662337662337664,995,3471,6,11,0,0,1.0
Case2006,CenterB,pure_edema,mosaic_clean_oof,0.0,0,3471,0,11,0,1,1.0
Case2006,CenterB,lesion_union,nnunet_oof,0.5828486204325131,2052,4653,1,2,0,0,0.3314590947427608
Case2006,CenterB,lesion_union,mosaic_clean_oof,0.44170185125040595,1505,4653,1,2,0,0,0.3314590947427608
Case2009,CenterB,scar,nnunet_oof,0.3702857142857143,763,987,3,1,0,0,0.625
Case2009,CenterB,scar,mosaic_clean_oof,0.7393162393162394,885,987,1,1,0,0,0.625
Case2009,CenterB,pure_edema,nnunet_oof,0.719324391455539,2071,1955,8,6,0,0,1.0
Case2009,CenterB,pure_edema,mosaic_clean_oof,0.0,0,1955,0,6,0,1,1.0
Case2009,CenterB,lesion_union,nnunet_oof,0.7707756232686981,2834,2942,1,1,0,0,0.7531594514654477
Case2009,CenterB,lesion_union,mosaic_clean_oof,0.3914293180036582,885,2942,1,1,0,0,0.7531594514654477
Case2014,CenterB,scar,nnunet_oof,0.7616754935002408,1092,985,1,1,0,0,0.2663712456917775
Case2014,CenterB,scar,mosaic_clean_oof,0.7765072765072765,939,985,1,1,0,0,0.2663712456917775
Case2014,CenterB,pure_edema,nnunet_oof,0.7272727272727273,1685,1890,5,5,0,0,1.0
Case2014,CenterB,pure_edema,mosaic_clean_oof,0.0,0,1890,0,5,0,1,1.0
Case2014,CenterB,lesion_union,nnunet_oof,0.8559801840056617,2777,2875,4,1,0,0,0.5032292787944026
Case2014,CenterB,lesion_union,mosaic_clean_oof,0.4876769795490299,939,2875,1,1,0,0,0.5032292787944026
Case2019,CenterB,scar,nnunet_oof,0.8184438040345822,349,345,1,1,0,0,1.0
Case2019,CenterB,scar,mosaic_clean_oof,0.0,647,345,1,1,0,0,1.0
Case2019,CenterB,pure_edema,nnunet_oof,0.692992213570634,820,978,8,5,0,0,1.0
Case2019,CenterB,pure_edema,mosaic_clean_oof,0.0,0,978,0,5,0,1,1.0
Case2019,CenterB,lesion_union,nnunet_oof,0.7993579454253612,1169,1323,2,1,0,0,1.0
Case2019,CenterB,lesion_union,mosaic_clean_oof,0.0,647,1323,1,1,0,0,1.0
Case2022,CenterB,scar,nnunet_oof,0.6804123711340206,1003,1131,1,1,0,0,0.21555763823805063
