case_id,center,metric_name,model_id,dice,pred_voxels,gt_voxels,pred_components,gt_components,empty_gt,empty_pred,model_disagreement_dice
Case2022,CenterB,scar,mosaic_clean_oof,0.7382847038019452,1131,1131,1,1,0,0,0.21555763823805063
Case2022,CenterB,pure_edema,nnunet_oof,0.6383959437658446,1832,2507,7,2,0,0,1.0
Case2022,CenterB,pure_edema,mosaic_clean_oof,0.0,0,2507,0,2,0,1,1.0
Case2022,CenterB,lesion_union,nnunet_oof,0.7712034605283485,2835,3638,4,1,0,0,0.5466464952092789
Case2022,CenterB,lesion_union,mosaic_clean_oof,0.4306982595932061,1131,3638,1,1,0,0,0.5466464952092789
Case2023,CenterB,scar,nnunet_oof,0.7377381434941224,1118,1349,1,1,0,0,0.23630136986301364
Case2023,CenterB,scar,mosaic_clean_oof,0.8141799766264122,1218,1349,1,1,0,0,0.23630136986301364
Case2023,CenterB,pure_edema,nnunet_oof,0.6336949585194639,1642,1492,3,11,0,0,1.0
Case2023,CenterB,pure_edema,mosaic_clean_oof,0.0,0,1492,0,11,0,1,1.0
Case2023,CenterB,lesion_union,nnunet_oof,0.7834315300839136,2760,2841,2,1,0,0,0.5062845651080945
Case2023,CenterB,lesion_union,mosaic_clean_oof,0.5705838876570584,1218,2841,1,1,0,0,0.5062845651080945
Case2034,CenterB,scar,nnunet_oof,0.7941787941787942,747,696,1,1,0,0,0.2707942464040025
Case2034,CenterB,scar,mosaic_clean_oof,0.8074935400516796,852,696,1,1,0,0,0.2707942464040025
Case2034,CenterB,pure_edema,nnunet_oof,0.5722092115534738,1619,943,5,6,0,0,1.0
Case2034,CenterB,pure_edema,mosaic_clean_oof,0.0,0,943,0,6,0,1,1.0
Case2034,CenterB,lesion_union,nnunet_oof,0.7375780274656679,2366,1639,1,1,0,0,0.5717837165941579
Case2034,CenterB,lesion_union,mosaic_clean_oof,0.5339221196306704,852,1639,1,1,0,0,0.5717837165941579
Case3006,CenterC,scar,nnunet_oof,0.8571428571428571,1040,969,1,1,0,0,0.16646610509426396
Case3006,CenterC,scar,mosaic_clean_oof,0.7960363336085879,1453,969,1,1,0,0,0.16646610509426396
Case3006,CenterC,pure_edema,nnunet_oof,0.4971892567145534,1015,586,11,4,0,0,1.0
Case3006,CenterC,pure_edema,mosaic_clean_oof,0.0,0,586,0,4,0,1,1.0
Case3006,CenterC,lesion_union,nnunet_oof,0.8116343490304709,2055,1555,1,1,0,0,0.19213226909920178
Case3006,CenterC,lesion_union,mosaic_clean_oof,0.8304521276595744,1453,1555,1,1,0,0,0.19213226909920178
Case3008,CenterC,scar,nnunet_oof,0.6085153104794437,4247,3950,3,1,0,0,0.34636871508379885
Case3008,CenterC,scar,mosaic_clean_oof,0.47851833186342446,3987,3950,1,1,0,0,0.34636871508379885
Case3008,CenterC,pure_edema,nnunet_oof,0.34012960328749803,1332,4995,14,6,0,0,1.0
Case3008,CenterC,pure_edema,mosaic_clean_oof,0.0,0,4995,0,6,0,1,1.0
Case3008,CenterC,lesion_union,nnunet_oof,0.545855136326081,5579,8945,3,2,0,0,0.413757056240853
Case3008,CenterC,lesion_union,mosaic_clean_oof,0.33498298793690073,3987,8945,1,2,0,0,0.413757056240853
Case3015,CenterC,scar,nnunet_oof,0.7915079969535415,5913,4591,1,2,0,0,0.11384250233110116
Case3015,CenterC,scar,mosaic_clean_oof,0.7854892601431981,5884,4591,1,2,0,0,0.11384250233110116
Case3015,CenterC,pure_edema,nnunet_oof,0.4045683313975997,2644,2522,8,12,0,0,1.0
Case3015,CenterC,pure_edema,mosaic_clean_oof,0.0,0,2522,0,12,0,1,1.0
Case3015,CenterC,lesion_union,nnunet_oof,0.7788130185067007,8557,7113,2,2,0,0,0.2418807561803199
Case3015,CenterC,lesion_union,mosaic_clean_oof,0.7332461337231669,5884,7113,1,2,0,0,0.2418807561803199
Case3016,CenterC,scar,nnunet_oof,0.7760839437735102,2889,2162,1,1,0,0,0.16045072210760192
Case3016,CenterC,scar,mosaic_clean_oof,0.7534983853606028,3412,2162,1,1,0,0,0.16045072210760192
Case3016,CenterC,pure_edema,nnunet_oof,0.5627177700348432,2882,2858,6,7,0,0,1.0
Case3016,CenterC,pure_edema,mosaic_clean_oof,0.0,0,2858,0,7,0,1,1.0
Case3016,CenterC,lesion_union,nnunet_oof,0.8395885460105643,5771,5020,1,2,0,0,0.2771425460089295
Case3016,CenterC,lesion_union,mosaic_clean_oof,0.7250948766603416,3412,5020,1,2,0,0,0.2771425460089295
Case3017,CenterC,scar,nnunet_oof,0.8082071538292737,4280,4834,1,1,0,0,0.9245444801714898
Case3017,CenterC,scar,mosaic_clean_oof,0.09125859975718333,5050,4834,1,1,0,0,0.9245444801714898
Case3017,CenterC,pure_edema,nnunet_oof,0.36687116564417177,683,947,19,2,0,0,1.0
Case3017,CenterC,pure_edema,mosaic_clean_oof,0.0,0,947,0,2,0,1,1.0
Case3017,CenterC,lesion_union,nnunet_oof,0.8263216679076694,4963,5781,1,1,0,0,0.9264955557774892
Case3017,CenterC,lesion_union,mosaic_clean_oof,0.08327947557935556,5050,5781,1,1,0,0,0.9264955557774892
Case3024,CenterC,scar,nnunet_oof,0.8459077579312183,3805,3697,1,1,0,0,0.15642583839747914
Case3024,CenterC,scar,mosaic_clean_oof,0.784688995215311,5081,3697,1,1,0,0,0.15642583839747914
Case3024,CenterC,pure_edema,nnunet_oof,0.457958423828731,2023,4423,10,1,0,0,1.0
Case3024,CenterC,pure_edema,mosaic_clean_oof,0.0,0,4423,0,1,0,1,1.0
Case3024,CenterC,lesion_union,nnunet_oof,0.7416117006022369,5828,8120,1,1,0,0,0.22284352369603078
Case3024,CenterC,lesion_union,mosaic_clean_oof,0.6794939777289599,5081,8120,1,1,0,0,0.22284352369603078
Case3027,CenterC,scar,nnunet_oof,0.3031578947368421,2396,454,2,2,0,0,0.4095793116008013
Case3027,CenterC,scar,mosaic_clean_oof,0.1515919977458439,3095,454,1,2,0,0,0.4095793116008013
Case3027,CenterC,pure_edema,nnunet_oof,0.024159452385745923,67,4900,2,1,0,0,1.0
Case3027,CenterC,pure_edema,mosaic_clean_oof,0.0,0,4900,0,1,0,1,1.0
Case3027,CenterC,lesion_union,nnunet_oof,0.3761033644620698,2463,5354,2,2,0,0,0.4026628283555236
Case3027,CenterC,lesion_union,mosaic_clean_oof,0.40288791572967214,3095,5354,1,2,0,0,0.4026628283555236
Case3035,CenterC,scar,nnunet_oof,0.4470588235294118,914,616,2,2,0,0,0.5968194574368568
Case3035,CenterC,scar,mosaic_clean_oof,0.5858695652173913,1224,616,1,2,0,0,0.5968194574368568
Case3035,CenterC,pure_edema,nnunet_oof,0.5718782791185729,2514,3204,6,1,0,0,1.0
Case3035,CenterC,pure_edema,mosaic_clean_oof,0.0,0,3204,0,1,0,1,1.0
Case3035,CenterC,lesion_union,nnunet_oof,0.6661147902869757,3428,3820,2,2,0,0,0.7738607050730868
Case3035,CenterC,lesion_union,mosaic_clean_oof,0.21371927042030134,1224,3820,1,2,0,0,0.7738607050730868
Case3037,CenterC,scar,nnunet_oof,0.8291069459757442,2949,3400,1,1,0,0,0.13948562783661123
Case3037,CenterC,scar,mosaic_clean_oof,0.8950573573148279,3661,3400,1,1,0,0,0.13948562783661123
Case3037,CenterC,pure_edema,nnunet_oof,0.5072181037846274,2001,3125,10,6,0,0,1.0
Case3037,CenterC,pure_edema,mosaic_clean_oof,0.0,0,3125,0,6,0,1,1.0
Case3037,CenterC,lesion_union,nnunet_oof,0.7841394335511983,4950,6525,3,2,0,0,0.24886772732551388
Case3037,CenterC,lesion_union,mosaic_clean_oof,0.706067150991557,3661,6525,1,2,0,0,0.24886772732551388
Case5001,CenterE,scar,nnunet_oof,0.0,163,0,3,0,1,0,1.0
Case5001,CenterE,scar,mosaic_clean_oof,0.0,205,0,1,0,1,0,1.0
Case5001,CenterE,lesion_union,nnunet_oof,0.0,163,0,3,0,1,0,1.0
Case5001,CenterE,lesion_union,mosaic_clean_oof,0.0,205,0,1,0,1,0,1.0
Case5006,CenterE,scar,nnunet_oof,0.6807995154451847,865,786,1,1,0,0,1.0
Case5006,CenterE,scar,mosaic_clean_oof,0.0,570,786,1,1,0,0,1.0
Case5006,CenterE,lesion_union,nnunet_oof,0.6807995154451847,865,786,1,1,0,0,1.0
Case5006,CenterE,lesion_union,mosaic_clean_oof,0.0,570,786,1,1,0,0,1.0
Case6003,CenterF,scar,nnunet_oof,0.4479495268138801,1342,2145,12,3,0,0,0.9261285909712722
Case6003,CenterF,scar,mosaic_clean_oof,0.11215791834903545,2313,2145,1,3,0,0,0.9261285909712722
Case6003,CenterF,lesion_union,nnunet_oof,0.4479495268138801,1342,2145,12,3,0,0,0.9261285909712722
Case6003,CenterF,lesion_union,mosaic_clean_oof,0.11215791834903545,2313,2145,1,3,0,0,0.9261285909712722
Case7002,CenterG,scar,nnunet_oof,0.242,333,667,7,3,0,0,0.5507487520798668
Case7002,CenterG,scar,mosaic_clean_oof,0.40641711229946526,268,667,1,3,0,0,0.5507487520798668
Case7002,CenterG,lesion_union,nnunet_oof,0.242,333,667,7,3,0,0,0.5507487520798668
Case7002,CenterG,lesion_union,mosaic_clean_oof,0.40641711229946526,268,667,1,3,0,0,0.5507487520798668
Case7010,CenterG,scar,nnunet_oof,1.0,0,0,0,0,1,1,1.0
Case7010,CenterG,scar,mosaic_clean_oof,0.0,111,0,1,0,1,0,1.0
Case7010,CenterG,lesion_union,nnunet_oof,1.0,0,0,0,0,1,1,1.0
Case7010,CenterG,lesion_union,mosaic_clean_oof,0.0,111,0,1,0,1,0,1.0
Case8002,CenterH,scar,nnunet_oof,0.6820365033621518,535,506,1,2,0,0,0.3738237810094097
Case8002,CenterH,scar,mosaic_clean_oof,0.631578947368421,634,506,1,2,0,0,0.3738237810094097
Case8002,CenterH,lesion_union,nnunet_oof,0.6820365033621518,535,506,1,2,0,0,0.3738237810094097
Case8002,CenterH,lesion_union,mosaic_clean_oof,0.631578947368421,634,506,1,2,0,0,0.3738237810094097
Case8005,CenterH,scar,nnunet_oof,0.77985285795133,943,824,1,1,0,0,0.2342908438061041
Case8005,CenterH,scar,mosaic_clean_oof,0.7368421052631579,1285,824,1,1,0,0,0.2342908438061041
Case8005,CenterH,lesion_union,nnunet_oof,0.77985285795133,943,824,1,1,0,0,0.2342908438061041
Case8005,CenterH,lesion_union,mosaic_clean_oof,0.7368421052631579,1285,824,1,1,0,0,0.2342908438061041
Case8009,CenterH,scar,nnunet_oof,0.37688984881209503,735,1117,10,1,0,0,0.49183303085299457
Case8009,CenterH,scar,mosaic_clean_oof,0.35773955773955773,918,1117,1,1,0,0,0.49183303085299457
Case8009,CenterH,lesion_union,nnunet_oof,0.37688984881209503,735,1117,10,1,0,0,0.49183303085299457
Case8009,CenterH,lesion_union,mosaic_clean_oof,0.35773955773955773,918,1117,1,1,0,0,0.49183303085299457
Case8017,CenterH,scar,nnunet_oof,0.3134087237479806,499,120,1,1,0,0,0.7227414330218069
Case8017,CenterH,scar,mosaic_clean_oof,0.0,143,120,1,1,0,0,0.7227414330218069
Case8017,CenterH,lesion_union,nnunet_oof,0.3134087237479806,499,120,1,1,0,0,0.7227414330218069
Case8017,CenterH,lesion_union,mosaic_clean_oof,0.0,143,120,1,1,0,0,0.7227414330218069
Case8027,CenterH,scar,nnunet_oof,0.6706844597503229,1224,1099,6,1,0,0,0.25740806854694753
Case8027,CenterH,scar,mosaic_clean_oof,0.6517189835575485,1577,1099,1,1,0,0,0.25740806854694753
Case8027,CenterH,lesion_union,nnunet_oof,0.6706844597503229,1224,1099,6,1,0,0,0.25740806854694753
Case8027,CenterH,lesion_union,mosaic_clean_oof,0.6517189835575485,1577,1099,1,1,0,0,0.25740806854694753
Case8028,CenterH,scar,nnunet_oof,0.0,81,0,5,0,1,0,0.7113924050632912
Case8028,CenterH,scar,mosaic_clean_oof,0.0,314,0,1,0,1,0,0.7113924050632912
Case8028,CenterH,lesion_union,nnunet_oof,0.0,81,0,5,0,1,0,0.7113924050632912
Case8028,CenterH,lesion_union,mosaic_clean_oof,0.0,314,0,1,0,1,0,0.7113924050632912
Case8033,CenterH,scar,nnunet_oof,0.7420875420875421,734,751,1,1,0,0,0.2508792497069168
Case8033,CenterH,scar,mosaic_clean_oof,0.6906558328496808,972,751,1,1,0,0,0.2508792497069168
Case8033,CenterH,lesion_union,nnunet_oof,0.7420875420875421,734,751,1,1,0,0,0.2508792497069168
Case8033,CenterH,lesion_union,mosaic_clean_oof,0.6906558328496808,972,751,1,1,0,0,0.2508792497069168
Case1011,CenterA,scar,nnunet_oof,0.5233111322549953,713,338,8,1,0,0,1.0
Case1011,CenterA,scar,mosaic_clean_oof,0.0,955,338,1,1,0,0,1.0
Case1011,CenterA,lesion_union,nnunet_oof,0.5233111322549953,713,338,8,1,0,0,1.0
Case1011,CenterA,lesion_union,mosaic_clean_oof,0.0,955,338,1,1,0,0,1.0
Case1018,CenterA,scar,nnunet_oof,0.329073482428115,1347,1783,13,2,0,0,0.8940628637951106
Case1018,CenterA,scar,mosaic_clean_oof,0.07747933884297521,2089,1783,1,2,0,0,0.8940628637951106
Case1018,CenterA,lesion_union,nnunet_oof,0.329073482428115,1347,1783,13,2,0,0,0.8940628637951106
Case1018,CenterA,lesion_union,mosaic_clean_oof,0.07747933884297521,2089,1783,1,2,0,0,0.8940628637951106
Case1019,CenterA,scar,nnunet_oof,0.21818181818181817,96,234,1,6,0,0,1.0
Case1019,CenterA,scar,mosaic_clean_oof,0.06884681583476764,347,234,1,6,0,0,1.0
Case1019,CenterA,lesion_union,nnunet_oof,0.21818181818181817,96,234,1,6,0,0,1.0
Case1019,CenterA,lesion_union,mosaic_clean_oof,0.06884681583476764,347,234,1,6,0,0,1.0
Case1022,CenterA,scar,nnunet_oof,0.5939763629431948,1737,886,12,8,0,0,1.0
Case1022,CenterA,scar,mosaic_clean_oof,0.0,2248,886,1,8,0,0,1.0
Case1022,CenterA,lesion_union,nnunet_oof,0.5939763629431948,1737,886,12,8,0,0,1.0
Case1022,CenterA,lesion_union,mosaic_clean_oof,0.0,2248,886,1,8,0,0,1.0
Case1026,CenterA,scar,nnunet_oof,0.7082113481109718,3284,3889,4,33,0,0,0.941930501930502
Case1026,CenterA,scar,mosaic_clean_oof,0.07344632768361582,3191,3889,1,33,0,0,0.941930501930502
Case1026,CenterA,lesion_union,nnunet_oof,0.7082113481109718,3284,3889,4,33,0,0,0.941930501930502
Case1026,CenterA,lesion_union,mosaic_clean_oof,0.07344632768361582,3191,3889,1,33,0,0,0.941930501930502
Case1028,CenterA,scar,nnunet_oof,0.7514840798704803,3736,3676,5,4,0,0,0.8329428303655108
Case1028,CenterA,scar,mosaic_clean_oof,0.14983482774893817,4800,3676,1,4,0,0,0.8329428303655108
Case1028,CenterA,lesion_union,nnunet_oof,0.7514840798704803,3736,3676,5,4,0,0,0.8329428303655108
Case1028,CenterA,lesion_union,mosaic_clean_oof,0.14983482774893817,4800,3676,1,4,0,0,0.8329428303655108
Case1031,CenterA,scar,nnunet_oof,0.42529989094874593,3282,4971,7,8,0,0,0.846723044397463
Case1031,CenterA,scar,mosaic_clean_oof,0.2035216592848655,4286,4971,1,8,0,0,0.846723044397463
Case1031,CenterA,lesion_union,nnunet_oof,0.42529989094874593,3282,4971,7,8,0,0,0.846723044397463
Case1031,CenterA,lesion_union,mosaic_clean_oof,0.2035216592848655,4286,4971,1,8,0,0,0.846723044397463
Case1034,CenterA,scar,nnunet_oof,0.2959902794653706,3273,4957,16,2,0,0,0.8889646440050648
Case1034,CenterA,scar,mosaic_clean_oof,0.09287925696594428,6994,4957,1,2,0,0,0.8889646440050648
Case1034,CenterA,lesion_union,nnunet_oof,0.2959902794653706,3273,4957,16,2,0,0,0.8889646440050648
Case1034,CenterA,lesion_union,mosaic_clean_oof,0.09287925696594428,6994,4957,1,2,0,0,0.8889646440050648
Case1035,CenterA,scar,nnunet_oof,0.6008314492013712,5595,8116,13,5,0,0,0.9266810833075894
Case1035,CenterA,scar,mosaic_clean_oof,0.05313930673642904,4116,8116,1,5,0,0,0.9266810833075894
Case1035,CenterA,lesion_union,nnunet_oof,0.6008314492013712,5595,8116,13,5,0,0,0.9266810833075894
Case1035,CenterA,lesion_union,mosaic_clean_oof,0.05313930673642904,4116,8116,1,5,0,0,0.9266810833075894
Case1050,CenterA,scar,nnunet_oof,0.6496996522288966,6490,6162,2,3,0,0,0.8821938392186326
Case1050,CenterA,scar,mosaic_clean_oof,0.16669234324449236,6820,6162,1,3,0,0,0.8821938392186326
Case1050,CenterA,lesion_union,nnunet_oof,0.6496996522288966,6490,6162,2,3,0,0,0.8821938392186326
Case1050,CenterA,lesion_union,mosaic_clean_oof,0.16669234324449236,6820,6162,1,3,0,0,0.8821938392186326
Case1061,CenterA,scar,nnunet_oof,0.5770509240792447,3501,4020,22,5,0,0,0.9122170012815036
Case1061,CenterA,scar,mosaic_clean_oof,0.07770919761206112,5863,4020,1,5,0,0,0.9122170012815036
Case1061,CenterA,lesion_union,nnunet_oof,0.5770509240792447,3501,4020,22,5,0,0,0.9122170012815036
Case1061,CenterA,lesion_union,mosaic_clean_oof,0.07770919761206112,5863,4020,1,5,0,0,0.9122170012815036
Case1065,CenterA,scar,nnunet_oof,0.642570281124498,986,1504,4,1,0,0,0.7323001056710109
Case1065,CenterA,scar,mosaic_clean_oof,0.29371462615430444,1853,1504,1,1,0,0,0.7323001056710109
Case1065,CenterA,lesion_union,nnunet_oof,0.642570281124498,986,1504,4,1,0,0,0.7323001056710109
Case1065,CenterA,lesion_union,mosaic_clean_oof,0.29371462615430444,1853,1504,1,1,0,0,0.7323001056710109
Case1066,CenterA,scar,nnunet_oof,0.5830847517108264,4265,7133,14,11,0,0,0.7105544342870711
Case1066,CenterA,scar,mosaic_clean_oof,0.2848286245682402,4158,7133,1,11,0,0,0.7105544342870711
Case1066,CenterA,lesion_union,nnunet_oof,0.5830847517108264,4265,7133,14,11,0,0,0.7105544342870711
Case1066,CenterA,lesion_union,mosaic_clean_oof,0.2848286245682402,4158,7133,1,11,0,0,0.7105544342870711
Case1071,CenterA,scar,nnunet_oof,0.5834660489358622,3744,3163,2,1,0,0,0.7242524916943522
Case1071,CenterA,scar,mosaic_clean_oof,0.3150668718191502,5286,3163,1,1,0,0,0.7242524916943522
Case1071,CenterA,lesion_union,nnunet_oof,0.5834660489358622,3744,3163,2,1,0,0,0.7242524916943522
Case1071,CenterA,lesion_union,mosaic_clean_oof,0.3150668718191502,5286,3163,1,1,0,0,0.7242524916943522
Case1078,CenterA,scar,nnunet_oof,0.3290653008962868,1716,1408,17,4,0,0,0.955607476635514
Case1078,CenterA,scar,mosaic_clean_oof,0.005776636713735558,1708,1408,1,4,0,0,0.955607476635514
Case1078,CenterA,lesion_union,nnunet_oof,0.3290653008962868,1716,1408,17,4,0,0,0.955607476635514
Case1078,CenterA,lesion_union,mosaic_clean_oof,0.005776636713735558,1708,1408,1,4,0,0,0.955607476635514
Case1081,CenterA,scar,nnunet_oof,0.5233022636484687,654,848,5,4,0,0,0.8021248339973439
Case1081,CenterA,scar,mosaic_clean_oof,0.2023529411764706,852,848,1,4,0,0,0.8021248339973439
Case1081,CenterA,lesion_union,nnunet_oof,0.5233022636484687,654,848,5,4,0,0,0.8021248339973439
Case1081,CenterA,lesion_union,mosaic_clean_oof,0.2023529411764706,852,848,1,4,0,0,0.8021248339973439
Case2004,CenterB,scar,nnunet_oof,0.6665158371040724,2088,2332,1,1,0,0,0.33575705731394356
Case2004,CenterB,scar,mosaic_clean_oof,0.7821138211382114,2588,2332,1,1,0,0,0.33575705731394356
Case2004,CenterB,pure_edema,nnunet_oof,0.5406290956749672,2161,3943,3,11,0,0,1.0
Case2004,CenterB,pure_edema,mosaic_clean_oof,0.0,0,3943,0,11,0,1,1.0
Case2004,CenterB,lesion_union,nnunet_oof,0.6898517673888256,4249,6275,1,1,0,0,0.5059236507240017
Case2004,CenterB,lesion_union,mosaic_clean_oof,0.4831321223062169,2588,6275,1,1,0,0,0.5059236507240017
Case2005,CenterB,scar,nnunet_oof,0.8012791228871631,998,1191,1,1,0,0,0.21734985700667298
Case2005,CenterB,scar,mosaic_clean_oof,0.7027498908773462,1100,1191,1,1,0,0,0.21734985700667298
Case2005,CenterB,pure_edema,nnunet_oof,0.6558741905642923,1803,2521,6,26,0,0,1.0
Case2005,CenterB,pure_edema,mosaic_clean_oof,0.0,0,2521,0,26,0,1,1.0
Case2005,CenterB,lesion_union,nnunet_oof,0.8116075541225242,2801,3712,1,1,0,0,0.49653934888490125
Case2005,CenterB,lesion_union,mosaic_clean_oof,0.39900249376558605,1100,3712,1,1,0,0,0.49653934888490125
Case2012,CenterB,scar,nnunet_oof,0.609375,124,260,1,1,0,0,0.5407407407407407
Case2012,CenterB,scar,mosaic_clean_oof,0.3645320197044335,146,260,1,1,0,0,0.5407407407407407
Case2012,CenterB,pure_edema,nnunet_oof,0.5,235,249,2,1,0,0,1.0
Case2012,CenterB,pure_edema,mosaic_clean_oof,0.0,0,249,0,1,0,1,1.0
Case2012,CenterB,lesion_union,nnunet_oof,0.5806451612903226,359,509,2,1,0,0,0.4336633663366337
Case2012,CenterB,lesion_union,mosaic_clean_oof,0.4366412213740458,146,509,1,1,0,0,0.4336633663366337
Case2018,CenterB,scar,nnunet_oof,0.6427406199021207,2047,1631,2,1,0,0,0.3903281519861831
Case2018,CenterB,scar,mosaic_clean_oof,0.6494440810987574,1427,1631,1,1,0,0,0.3903281519861831
Case2018,CenterB,pure_edema,nnunet_oof,0.2754072924747867,822,1756,15,15,0,0,1.0
Case2018,CenterB,pure_edema,mosaic_clean_oof,0.0,0,1756,0,15,0,1,1.0
Case2018,CenterB,lesion_union,nnunet_oof,0.7164322250639387,2869,3387,4,1,0,0,0.473463687150838
Case2018,CenterB,lesion_union,mosaic_clean_oof,0.5093477357706688,1427,3387,1,1,0,0,0.473463687150838
Case2021,CenterB,scar,nnunet_oof,0.7987804878048781,838,1130,1,1,0,0,0.24459016393442623
Case2021,CenterB,scar,mosaic_clean_oof,0.7044578976334618,687,1130,1,1,0,0,0.24459016393442623
Case2021,CenterB,pure_edema,nnunet_oof,0.5660964230171073,1486,1086,1,7,0,0,1.0
Case2021,CenterB,pure_edema,mosaic_clean_oof,0.0,0,1086,0,7,0,1,1.0
Case2021,CenterB,lesion_union,nnunet_oof,0.811453744493392,2324,2216,1,1,0,0,0.5483228163400864
Case2021,CenterB,lesion_union,mosaic_clean_oof,0.4698587667929728,687,2216,1,1,0,0,0.5483228163400864
Case2029,CenterB,scar,nnunet_oof,0.7783849423193685,923,724,2,1,0,0,0.3074107959743825
Case2029,CenterB,scar,mosaic_clean_oof,0.60694514343231,1263,724,1,1,0,0,0.3074107959743825
Case2029,CenterB,pure_edema,nnunet_oof,0.6384303955154158,1822,1389,3,7,0,0,1.0
Case2029,CenterB,pure_edema,mosaic_clean_oof,0.0,0,1389,0,7,0,1,1.0
Case2029,CenterB,lesion_union,nnunet_oof,0.8036228900782215,2745,2113,1,1,0,0,0.5034930139720559
Case2029,CenterB,lesion_union,mosaic_clean_oof,0.568127962085308,1263,2113,1,1,0,0,0.5034930139720559
Case2032,CenterB,scar,nnunet_oof,0.6815742397137746,670,448,1,2,0,0,0.1560866318147871
Case2032,CenterB,scar,mosaic_clean_oof,0.6965085049239033,669,448,1,2,0,0,0.1560866318147871
Case2032,CenterB,pure_edema,nnunet_oof,0.4794628751974723,1236,1296,1,5,0,0,1.0
Case2032,CenterB,pure_edema,mosaic_clean_oof,0.0,0,1296,0,5,0,1,1.0
Case2032,CenterB,lesion_union,nnunet_oof,0.6684931506849315,1906,1744,1,2,0,0,0.4850485436893204
Case2032,CenterB,lesion_union,mosaic_clean_oof,0.5014504765851637,669,1744,1,2,0,0,0.4850485436893204
Case3003,CenterC,scar,nnunet_oof,0.7919354838709678,626,614,1,1,0,0,0.1990049751243781
Case3003,CenterC,scar,mosaic_clean_oof,0.864321608040201,580,614,1,1,0,0,0.1990049751243781
Case3003,CenterC,pure_edema,nnunet_oof,0.5455049944506104,1504,2100,1,3,0,0,1.0
Case3003,CenterC,pure_edema,mosaic_clean_oof,0.0,0,2100,0,3,0,1,1.0
Case3003,CenterC,lesion_union,nnunet_oof,0.6684558216350124,2130,2714,1,1,0,0,0.5719557195571956
Case3003,CenterC,lesion_union,mosaic_clean_oof,0.34790528233151186,580,2714,1,1,0,0,0.5719557195571956
Case3009,CenterC,scar,nnunet_oof,0.7434613244296049,807,990,1,1,0,0,0.263448275862069
Case3009,CenterC,scar,mosaic_clean_oof,0.7379134860050891,1368,990,1,1,0,0,0.263448275862069
Case3009,CenterC,pure_edema,nnunet_oof,0.3950617283950617,1441,908,3,3,0,0,1.0
Case3009,CenterC,pure_edema,mosaic_clean_oof,0.0,0,908,0,3,0,1,1.0
Case3009,CenterC,lesion_union,nnunet_oof,0.6714905933429812,2248,1898,1,1,0,0,0.3440265486725663
Case3009,CenterC,lesion_union,mosaic_clean_oof,0.6068585425597061,1368,1898,1,1,0,0,0.3440265486725663
Case3010,CenterC,scar,nnunet_oof,0.22377260981912145,3425,445,2,2,0,0,1.0
Case3010,CenterC,scar,mosaic_clean_oof,0.0,3113,445,1,2,0,0,1.0
Case3010,CenterC,pure_edema,nnunet_oof,0.21524836349634194,702,4492,5,9,0,0,1.0
Case3010,CenterC,pure_edema,mosaic_clean_oof,0.0,0,4492,0,9,0,1,1.0
Case3010,CenterC,lesion_union,nnunet_oof,0.7312444836716682,4127,4937,2,1,0,0,1.0
Case3010,CenterC,lesion_union,mosaic_clean_oof,0.0,3113,4937,1,1,0,0,1.0
Case3019,CenterC,scar,nnunet_oof,0.7185258123505416,3419,3690,1,1,0,0,0.2136058230683091
Case3019,CenterC,scar,mosaic_clean_oof,0.7908293998651382,3725,3690,1,1,0,0,0.2136058230683091
Case3019,CenterC,pure_edema,nnunet_oof,0.2633279483037157,1442,2272,14,20,0,0,1.0
Case3019,CenterC,pure_edema,mosaic_clean_oof,0.0,0,2272,0,20,0,1,1.0
Case3019,CenterC,lesion_union,nnunet_oof,0.7205026332809757,4861,5962,1,1,0,0,0.2799906825064058
Case3019,CenterC,lesion_union,mosaic_clean_oof,0.6676989780117684,3725,5962,1,1,0,0,0.2799906825064058
Case3020,CenterC,scar,nnunet_oof,0.4995583472372166,3038,7151,1,4,0,0,0.2546744036105738
Case3020,CenterC,scar,mosaic_clean_oof,0.4918096345836968,3166,7151,1,4,0,0,0.2546744036105738
Case3020,CenterC,pure_edema,nnunet_oof,0.40585774058577406,1778,3002,5,16,0,0,1.0
Case3020,CenterC,pure_edema,mosaic_clean_oof,0.0,0,3002,0,16,0,1,1.0
Case3020,CenterC,lesion_union,nnunet_oof,0.6069877747344512,4816,10153,2,1,0,0,0.34076672513154593
Case3020,CenterC,lesion_union,mosaic_clean_oof,0.459043471732112,3166,10153,1,1,0,0,0.34076672513154593
Case3021,CenterC,scar,nnunet_oof,0.7177802117561154,3343,2135,1,2,0,0,0.17352579852579852
Case3021,CenterC,scar,mosaic_clean_oof,0.7062594268476622,3169,2135,1,2,0,0,0.17352579852579852
Case3021,CenterC,pure_edema,nnunet_oof,0.41584533737680063,1283,3993,13,7,0,0,1.0
Case3021,CenterC,pure_edema,mosaic_clean_oof,0.0,0,3993,0,7,0,1,1.0
Case3021,CenterC,lesion_union,nnunet_oof,0.8095592337734796,4626,6128,1,1,0,0,0.25028864656831307
Case3021,CenterC,lesion_union,mosaic_clean_oof,0.606647305582446,3169,6128,1,1,0,0,0.25028864656831307
Case3029,CenterC,scar,nnunet_oof,0.8085373509102323,3723,2649,1,1,0,0,0.18282587343903467
