feature_source,task_id,probe_model,folds,passing_folds,mean_AUROC,mean_AUPRC,mean_balanced_accuracy,v4_status
NNUNET_DECODER_L3,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.984375,0.9868938898022976,0.95,PASS_ALL_FOLDS
NNUNET_DECODER_L3,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.9936979166666667,0.9943688725490196,0.9558333333333333,PASS_ALL_FOLDS
NNUNET_DECODER_L4,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.96484375,0.9657566841375859,0.9125,PASS_ALL_FOLDS
NNUNET_DECODER_L4,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.9890625,0.9891980333800188,0.95625,PASS_ALL_FOLDS
NNUNET_DECODER_L4,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.99765625,0.997875816993464,0.9625,PASS_ALL_FOLDS
NNUNET_ENCODER_L0,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.85703125,0.878350694297445,0.7625,PASS_ALL_FOLDS
NNUNET_ENCODER_L0,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.97265625,0.9758902143393243,0.8625,PASS_ALL_FOLDS
NNUNET_ENCODER_L0,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.98125,0.9787486459511421,0.925,PASS_ALL_FOLDS
NNUNET_ENCODER_L1,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.875,0.8863063752085246,0.81875,PASS_ALL_FOLDS
NNUNET_ENCODER_L1,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.9921875,0.9933830823996266,0.95,PASS_ALL_FOLDS
NNUNET_ENCODER_L1,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.99453125,0.9949932275541794,0.95625,PASS_ALL_FOLDS
NNUNET_ENCODER_L2,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.928125,0.9329161809758121,0.84375,PASS_ALL_FOLDS
NNUNET_ENCODER_L2,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.99375,0.9944672880116959,0.9625,PASS_ALL_FOLDS
NNUNET_ENCODER_L2,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.99296875,0.9941643323996265,0.95625,PASS_ALL_FOLDS
NNUNET_ENCODER_L3,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.9071354166666665,0.920271773446145,0.8237500000000001,PASS_ALL_FOLDS
NNUNET_ENCODER_L3,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.9401413170163171,0.9497150176599938,0.8806351981351982,PASS_ALL_FOLDS
NNUNET_ENCODER_L3,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.9691371128871129,0.9712245892635503,0.8877002164502164,PASS_ALL_FOLDS
NNUNET_ENCODER_L4,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.8880024801587302,0.8978818030650533,0.8066071428571429,PASS_ALL_FOLDS
NNUNET_ENCODER_L4,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.9429315476190474,0.9344138103959532,0.8553571428571429,PASS_ALL_FOLDS
NNUNET_ENCODER_L4,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.9795833333333333,0.9774587141253809,0.9255555555555555,PASS_ALL_FOLDS
NNUNET_ENCODER_L5,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.692257980115123,0.6353899561173997,0.6382967032967033,PASS_ALL_FOLDS
NNUNET_ENCODER_L5,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.8431013431013431,0.6065151515151515,0.5679487179487179,PASS_ALL_FOLDS
NNUNET_ENCODER_L5,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.8463369963369963,0.6709523809523809,0.6601648351648353,PASS_ALL_FOLDS
NNUNET_ENCODER_L6,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.6991666666666667,0.7091341991341991,0.7066666666666667,PASS_ALL_FOLDS
NNUNET_ENCODER_L6,P5_nnunet_pure_edema_FN,logistic_regression,5,4,0.7534722222222222,0.6321428571428571,0.5833333333333333,FAIL_OR_PARTIAL
NNUNET_ENCODER_L6,P6_nnunet_pure_edema_FP,logistic_regression,5,0,,,,FAIL_OR_PARTIAL
PATIENT_ID_LEAKAGE_CONTROL,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.5,0.49223373823874966,0.5,PASS_ALL_FOLDS
PATIENT_ID_LEAKAGE_CONTROL,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.49983606557377047,0.4708047383595709,0.5,PASS_ALL_FOLDS
PATIENT_ID_LEAKAGE_CONTROL,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.5,0.4688220050960852,0.5,PASS_ALL_FOLDS
PRISM_EDEMA_REFINER,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.93125,0.9428394839398424,0.8125,PASS_ALL_FOLDS
PRISM_EDEMA_REFINER,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.90703125,0.9187049858358873,0.85625,PASS_ALL_FOLDS
PRISM_EDEMA_REFINER,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.9578125,0.9573993852850571,0.8875,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L0,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.9796875,0.9816118764706226,0.90625,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L0,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.97421875,0.9779914205824911,0.9,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L0,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.9828125,0.984705675033171,0.925,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L1,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.95546875,0.9592479301636615,0.8875,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L1,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.9703125,0.9727201591193465,0.925,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L1,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.99609375,0.9961036706349207,0.98125,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L2,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.93359375,0.9337082329685851,0.86875,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L2,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.9609375,0.9661409164773136,0.9125,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L2,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.9897916666666667,0.9890455969683911,0.9429166666666667,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L3,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.9458333333333334,0.950469869421234,0.8545833333333335,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L3,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.8841083916083916,0.9109452923649501,0.8642657342657343,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L3,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.9478787878787879,0.9520544092989912,0.9034577922077922,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L0,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.80390625,0.8433729708372049,0.74375,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L0,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.9625,0.9691659917865708,0.9,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L0,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.975,0.9816859379929108,0.90625,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L1,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.85390625,0.8879532092362974,0.80625,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L1,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.959375,0.9623202839364797,0.90625,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L1,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.984375,0.9871224560094823,0.9375,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L2,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.896875,0.8906608020638132,0.8125,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L2,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.978125,0.9809491917396329,0.9375,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L2,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.9819270833333335,0.9827141018703518,0.9429166666666667,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L3,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.8278645833333333,0.8529045992050122,0.78,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L3,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.902878787878788,0.9138714558870238,0.8390617715617715,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L3,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.9339015151515152,0.9384167062521099,0.8780411255411256,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L0,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.85234375,0.8685010323730624,0.78125,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L0,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.9890625,0.9892955226962579,0.90625,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L0,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.9859375,0.9871850351982898,0.925,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L1,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.88828125,0.9033208256946983,0.8,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L1,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.9875,0.9881611811391224,0.94375,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L1,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.99609375,0.9965557275541794,0.9625,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L2,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.934375,0.9483286925698253,0.85,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L2,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.96875,0.978851367968422,0.9375,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L2,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.99609375,0.99671875,0.96875,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L3,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.8139583333333335,0.8537744008641865,0.7291666666666666,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L3,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.932465034965035,0.9346154586154587,0.8497552447552448,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L3,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.939383116883117,0.9365220618734551,0.8621536796536798,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L0,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.8453125,0.8384201081255969,0.7625,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L0,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.9546875,0.9578254725062296,0.89375,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L0,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.98046875,0.9845595207381198,0.93125,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L1,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.896875,0.9137872176113421,0.81875,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L1,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.965625,0.9726453709689004,0.9125,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L1,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.9859375,0.9860377612583495,0.9375,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L2,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.8609375,0.8893062503033915,0.78125,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L2,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.99375,0.9932834720426632,0.9625,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L2,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.984375,0.9830492411892374,0.95,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L3,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.6976041666666667,0.7660636220579651,0.6854166666666666,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L3,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.8555608974358975,0.8692325896485272,0.7883158508158508,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L3,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.9282076257076257,0.9391833638503112,0.8656302031302031,PASS_ALL_FOLDS
PRISM_SCAR_REFINER,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.865625,0.893784871196422,0.78125,PASS_ALL_FOLDS
PRISM_SCAR_REFINER,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.94375,0.9542510501017283,0.8375,PASS_ALL_FOLDS
PRISM_SCAR_REFINER,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.9453125,0.9566063777267338,0.8625,PASS_ALL_FOLDS
PRISM_SCAR_ROUTED_L0,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.90859375,0.9305302774951911,0.84375,PASS_ALL_FOLDS
PRISM_SCAR_ROUTED_L0,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.9671875,0.9702153598376804,0.875,PASS_ALL_FOLDS
PRISM_SCAR_ROUTED_L0,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.97109375,0.9718002500273204,0.89375,PASS_ALL_FOLDS
PRISM_SCAR_ROUTED_L1,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.946875,0.9564437737507591,0.86875,PASS_ALL_FOLDS
PRISM_SCAR_ROUTED_L1,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.9859375,0.9873884158926728,0.925,PASS_ALL_FOLDS
PRISM_SCAR_ROUTED_L1,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.99375,0.995460358056266,0.9625,PASS_ALL_FOLDS
PRISM_SCAR_ROUTED_L2,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.896875,0.9132109531397095,0.8125,PASS_ALL_FOLDS
PRISM_SCAR_ROUTED_L2,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.99296875,0.9937319938940489,0.95,PASS_ALL_FOLDS
PRISM_SCAR_ROUTED_L2,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.9921875,0.9924407679738563,0.9625,PASS_ALL_FOLDS
PRISM_SCAR_ROUTED_L3,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.846875,0.8567559437815193,0.7666666666666666,PASS_ALL_FOLDS
PRISM_SCAR_ROUTED_L3,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.922333916083916,0.927218659429267,0.817674825174825,PASS_ALL_FOLDS
PRISM_SCAR_ROUTED_L3,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.962940392940393,0.9616582767881467,0.9017499167499168,PASS_ALL_FOLDS
PRISM_SHARED_L0,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.84296875,0.8633333131055778,0.76875,PASS_ALL_FOLDS
PRISM_SHARED_L0,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.9734375,0.9769270665802207,0.8625,PASS_ALL_FOLDS
PRISM_SHARED_L0,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.9765625,0.9733377304884657,0.9125,PASS_ALL_FOLDS
PRISM_SHARED_L1,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.878125,0.8967059191763014,0.7875,PASS_ALL_FOLDS
PRISM_SHARED_L1,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.99140625,0.9927982870779891,0.94375,PASS_ALL_FOLDS
PRISM_SHARED_L1,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.99375,0.9943038893188854,0.9625,PASS_ALL_FOLDS
PRISM_SHARED_L2,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.92265625,0.9250582481288685,0.84375,PASS_ALL_FOLDS
PRISM_SHARED_L2,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.9953125,0.9958561769005847,0.9625,PASS_ALL_FOLDS
PRISM_SHARED_L2,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.99453125,0.9948427287581699,0.95625,PASS_ALL_FOLDS
PRISM_SHARED_L3,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.89546875,0.9075129785137861,0.8229166666666666,PASS_ALL_FOLDS
PRISM_SHARED_L3,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.9692365967365968,0.9679590160705901,0.884682400932401,PASS_ALL_FOLDS
PRISM_SHARED_L3,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.9565904928404928,0.9592347213226333,0.8756356143856145,PASS_ALL_FOLDS
RANDOM_LABEL_CONTROL,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.502913341230571,0.5012353299498284,0.49994870237702954,PASS_ALL_FOLDS
RANDOM_LABEL_CONTROL,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.5132750788247767,0.5146696378602842,0.505050254114375,PASS_ALL_FOLDS
RANDOM_LABEL_CONTROL,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.49433646183992863,0.4831759876255034,0.4953364477368565,PASS_ALL_FOLDS
RAW_INTENSITY_CONTROL,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.78203125,0.7968458781028038,0.71875,PASS_ALL_FOLDS
RAW_INTENSITY_CONTROL,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.8578125,0.8742609299150381,0.78125,PASS_ALL_FOLDS
RAW_INTENSITY_CONTROL,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.85859375,0.8817485300688336,0.8125,PASS_ALL_FOLDS
SHUFFLED_ACROSS_PATIENT_CONTROL,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.48986720259202476,0.4853607895476209,0.49201500827149697,PASS_ALL_FOLDS
SHUFFLED_ACROSS_PATIENT_CONTROL,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.4815639941615931,0.4568761470854098,0.4848518969967598,PASS_ALL_FOLDS
SHUFFLED_ACROSS_PATIENT_CONTROL,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.506598631069162,0.48222736401270366,0.5049733400914822,PASS_ALL_FOLDS
SHUFFLED_WITHIN_PATIENT_CONTROL,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.7565797765584025,0.7646855745287698,0.6853994855602545,PASS_ALL_FOLDS
SHUFFLED_WITHIN_PATIENT_CONTROL,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.8240075559733938,0.8221265487856406,0.7475859455622912,PASS_ALL_FOLDS
SHUFFLED_WITHIN_PATIENT_CONTROL,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.8586655814240862,0.8553975312567956,0.7776903744808855,PASS_ALL_FOLDS
SPATIAL_COORDINATE_ONLY_CONTROL,P4_pure_edema_vs_normal_myocardium,logistic_regression,5,5,0.5073860999047632,0.5141410613119726,0.49453575169251385,PASS_ALL_FOLDS
SPATIAL_COORDINATE_ONLY_CONTROL,P5_nnunet_pure_edema_FN,logistic_regression,5,5,0.5101088023510837,0.5001239942807819,0.49766848286426413,PASS_ALL_FOLDS
SPATIAL_COORDINATE_ONLY_CONTROL,P6_nnunet_pure_edema_FP,logistic_regression,5,5,0.5238488722231158,0.49828539014192935,0.5182358576143201,PASS_ALL_FOLDS
