matrix_variant,case_id,variant,metric_name,dice,hd95,component_count,remote_fp_count,crop_volume_ratio,is_full_volume_crop,taxonomy,evidence_level
srr_propref_shared_dual_dict,Case1002,srr_propref_shared_dual_dict__checkpoint_final__argmax,myops_edema,1.0,0.0,0,0,0.0,False,neutral_or_minor,hard_subgroup_spatial_overlay_and_metrics
srr_propref_shared_dual_dict,Case1002,srr_propref_shared_dual_dict__checkpoint_final__argmax,myops_scar,0.6167400881057269,4.323466070663145,3,0,0.041961669921875,False,neutral_or_minor,hard_subgroup_spatial_overlay_and_metrics
srr_propref_shared_dual_dict,Case1002,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware,myops_edema,1.0,0.0,0,0,0.0,False,neutral_or_minor,hard_subgroup_spatial_overlay_and_metrics
srr_propref_shared_dual_dict,Case1002,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware,myops_scar,0.6167400881057269,4.323466070663145,3,0,0.041961669921875,False,neutral_or_minor,hard_subgroup_spatial_overlay_and_metrics
srr_propref_shared_dual_dict,Case2002,srr_propref_shared_dual_dict__checkpoint_final__argmax,myops_edema,0.5375065570904004,17.453201935819685,5,0,0.7653929735603042,False,neutral_or_minor,hard_subgroup_spatial_overlay_and_metrics
srr_propref_shared_dual_dict,Case2002,srr_propref_shared_dual_dict__checkpoint_final__argmax,myops_scar,0.5595754944524843,21.499215876814937,5,0,0.034392732101895446,False,neutral_or_minor,hard_subgroup_spatial_overlay_and_metrics
srr_propref_shared_dual_dict,Case2002,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware,myops_edema,0.5375065570904004,17.453201935819685,5,0,0.7653929735603042,False,neutral_or_minor,hard_subgroup_spatial_overlay_and_metrics
srr_propref_shared_dual_dict,Case2002,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware,myops_scar,0.5595754944524843,21.499215876814937,5,0,0.034392732101895446,False,neutral_or_minor,hard_subgroup_spatial_overlay_and_metrics
srr_propref_shared_dual_dict,Case3004,srr_propref_shared_dual_dict__checkpoint_final__argmax,myops_edema,0.4529561972107641,9.222044972510458,4,0,0.7359797840969389,False,neutral_or_minor,hard_subgroup_spatial_overlay_and_metrics
srr_propref_shared_dual_dict,Case3004,srr_propref_shared_dual_dict__checkpoint_final__argmax,myops_scar,0.6244326031182159,24.000003814697266,1,0,0.008759644742908341,False,neutral_or_minor,hard_subgroup_spatial_overlay_and_metrics
