case_id,edema_candidate_probability_abs_max,edema_soft_roi_abs_max,edema_refinement_residual_abs_max,bounded_edema_correction_abs_max,mode,pathology,class_id,production_intervention_mode,production_gate_mean,production_gate_p50,production_gate_p95,production_gate_max,raw_correction_abs_mean,raw_correction_abs_p95,raw_correction_abs_max,bounded_correction_abs_mean,bounded_correction_abs_p95,bounded_correction_abs_max,proposal_positive_voxels,refiner_positive_voxels,refiner_residual_abs_mean,changed_voxels_vs_anchor
Case1002,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,edema,4,refiner_only,0.004283176269382238,0.0036753532476723194,0.00792035460472107,0.026883553713560104,10.790018081665039,10.789759635925293,13.97514533996582,0.0,0.0,0.0,0,0,0.0,0
Case1002,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,scar,5,refiner_only,0.9936181306838989,0.9947224855422974,0.9984560012817383,0.9999643564224243,5.068009376525879,6.543417930603027,9.107134819030762,3.347346067428589,3.6938257217407227,3.9091358184814453,1344,1313,0.03919549286365509,17
Case1007,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,edema,4,refiner_only,0.004250079859048128,0.003596676979213953,0.00806853175163269,0.02741585671901703,10.790392875671387,10.789759635925293,13.41038990020752,0.0,0.0,0.0,0,0,0.0,0
Case1007,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,scar,5,refiner_only,0.9938165545463562,0.9935471415519714,0.998456597328186,0.999975323677063,5.024562358856201,7.019268035888672,9.001551628112793,3.337275266647339,3.7516679763793945,3.9037272930145264,4429,4371,0.042972952127456665,36
Case1009,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,edema,4,refiner_only,0.004321337211877108,0.003772476688027382,0.00773722305893898,0.02693077176809311,10.790267944335938,10.789759635925293,13.491783142089844,0.0,0.0,0.0,0,0,0.0,0
Case1009,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,scar,5,refiner_only,0.9937529563903809,0.9945229887962341,0.9983977675437927,0.9999725818634033,5.035967826843262,6.413837432861328,8.980574607849121,3.3420498371124268,3.674708366394043,3.902409791946411,4076,4007,0.04802527278661728,40
Case1010,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,edema,4,refiner_only,0.004294215235859156,0.0037141870707273483,0.007852070964872837,0.028525546193122864,10.790630340576172,10.789759635925293,14.10462474822998,0.0,0.0,0.0,0,0,0.0,0
Case1010,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,scar,5,refiner_only,0.9936339259147644,0.994848906993866,0.9983887672424316,0.9999713897705078,5.053830623626709,6.562312602996826,9.17556095123291,3.3459293842315674,3.6954691410064697,3.9127814769744873,2032,1916,0.04679889231920242,26
Case1021,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,edema,4,refiner_only,0.0043049766682088375,0.003683913964778185,0.007955699227750301,0.016148539260029793,10.79012680053711,10.789759635925293,13.128576278686523,0.0,0.0,0.0,0,0,0.0,0
Case1021,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,scar,5,refiner_only,0.9937331080436707,0.994597315788269,0.9984416365623474,0.9999701976776123,5.064794063568115,6.433244705200195,9.082535743713379,3.3531768321990967,3.675049304962158,3.9080512523651123,1474,1470,0.03465169295668602,15
Case1023,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,edema,4,refiner_only,0.004344259854406118,0.0036459905095398426,0.00741957500576973,0.019319705665111542,10.791009902954102,10.789759635925293,14.036491394042969,0.0,0.0,0.0,0,0,0.0,0
Case1023,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,scar,5,refiner_only,0.9937489032745361,0.9942919611930847,0.9983488321304321,0.9999748468399048,5.027210235595703,6.02465295791626,11.885587692260742,3.362797260284424,3.616668462753296,3.978956460952759,2513,2629,0.032201796770095825,67
Case1029,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,edema,4,refiner_only,0.004279436077922583,0.0038383956998586655,0.007416018284857273,0.024950580671429634,10.791219711303711,10.789759635925293,13.74652099609375,0.0,0.0,0.0,0,0,0.0,0
Case1029,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,scar,5,refiner_only,0.9939298033714294,0.9940932393074036,0.9984375834465027,0.9999769926071167,5.001056671142578,5.997615337371826,12.898260116577148,3.352494478225708,3.611835479736328,3.987260103225708,4986,4991,0.05813213437795639,64
Case1033,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,edema,4,refiner_only,0.004189718514680862,0.003214155789464712,0.008513170294463634,0.027310535311698914,10.790346145629883,10.789759635925293,13.85118293762207,0.0,0.0,0.0,0,0,0.0,0
Case1033,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,scar,5,refiner_only,0.993216335773468,0.9952002167701721,0.998319685459137,0.9999713897705078,5.262087821960449,9.032793998718262,9.226984977722168,3.296536922454834,3.9063305854797363,3.915731906890869,5927,8216,0.05229157209396362,38
Case1040,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,edema,4,refiner_only,0.00428033247590065,0.003728801617398858,0.008195583708584309,0.03492921218276024,10.791245460510254,10.789759635925293,14.074862480163574,0.0,0.0,0.0,0,0,0.0,0
Case1040,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,scar,5,refiner_only,0.9936602711677551,0.9949076771736145,0.9984394907951355,0.9999696016311646,5.0958075523376465,8.44236946105957,9.165410995483398,3.3313419818878174,3.866546630859375,3.9130568504333496,2988,2825,0.05438045784831047,50
Case1042,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,edema,4,refiner_only,0.004209589678794146,0.0036935112439095974,0.007710432633757591,0.02669200301170349,10.790207862854004,10.789759635925293,13.296586990356445,0.0,0.0,0.0,0,0,0.0,0
Case1042,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,scar,5,refiner_only,0.9937826991081238,0.9946772456169128,0.9983226656913757,0.9999775886535645,5.107116222381592,8.272459030151367,10.820443153381348,3.3420510292053223,3.86033296585083,3.9643051624298096,953,923,0.04047068953514099,13
Case1045,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,edema,4,refiner_only,0.004157820716500282,0.003684959840029478,0.007911867462098598,0.019880620762705803,10.791236877441406,10.789759635925293,13.461152076721191,0.0,0.0,0.0,0,0,0.0,0
Case1045,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,scar,5,refiner_only,0.9939839839935303,0.9939157366752625,0.998433530330658,0.9999818801879883,5.025882720947266,6.496524810791016,17.406063079833984,3.3545939922332764,3.689009189605713,3.998598575592041,479,502,0.04684549570083618,30
Case1047,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,edema,4,refiner_only,0.004159361124038696,0.003533599665388465,0.00763776246458292,0.024663787335157394,10.790522575378418,10.789759635925293,13.79831314086914,0.0,0.0,0.0,0,0,0.0,0
Case1047,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,scar,5,refiner_only,0.9937888979911804,0.9935228824615479,0.998364269733429,0.9999771118164062,5.073629856109619,8.603221893310547,11.876813888549805,3.3352057933807373,3.880497455596924,3.9788472652435303,4220,6167,0.039890408515930176,78
Case1053,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,edema,4,refiner_only,0.004217841196805239,0.0037497628945857286,0.008031902834773064,0.025542065501213074,10.791982650756836,10.789759635925293,14.106322288513184,0.0,0.0,0.0,0,0,0.0,0
Case1053,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,scar,5,refiner_only,0.9938912987709045,0.9939562678337097,0.9984361529350281,0.9999724626541138,5.071348190307617,6.647679805755615,11.802414894104004,3.350308418273926,3.7103188037872314,3.9779629707336426,796,810,0.05347732827067375,32
Case1062,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,edema,4,refiner_only,0.0042000263929367065,0.003541389713063836,0.008137157186865807,0.028955012559890747,10.796167373657227,10.789759635925293,16.195030212402344,0.0,0.0,0.0,0,0,0.0,0
Case1062,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,scar,5,refiner_only,0.9938432574272156,0.9935588240623474,0.9983735084533691,0.9999698400497437,5.064101219177246,8.741094589233398,9.194347381591797,3.3221874237060547,3.8873345851898193,3.9133012294769287,9387,9313,0.07950518280267715,29
Case1070,0.0,0.0,0.0,0.0,anchor_bounded_refiner_only,edema,4,refiner_only,0.0040170191787183285,0.0033810667227953672,0.00759487459436059,0.030221091583371162,10.790704727172852,10.789759635925293,13.814425468444824,0.0,0.0,0.0,0,0,0.0,0
