case_id,edema_candidate_probability_abs_max,edema_soft_roi_abs_max,edema_refinement_residual_abs_max,bounded_edema_correction_abs_max,mode,pathology,class_id,production_intervention_mode,production_gate_mean,production_gate_p50,production_gate_p95,production_gate_max,raw_correction_abs_mean,raw_correction_abs_p95,raw_correction_abs_max,bounded_correction_abs_mean,bounded_correction_abs_p95,bounded_correction_abs_max,proposal_positive_voxels,refiner_positive_voxels,refiner_residual_abs_mean,changed_voxels_vs_anchor
Case1023,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.004344259854406118,0.0036459905095398426,0.00741957500576973,0.019319705665111542,10.791009902954102,10.789759635925293,14.036491394042969,0.0,0.0,0.0,0,0,0.0,0
Case1023,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.9937489032745361,0.9942919611930847,0.9983488321304321,0.9999748468399048,2.5001463890075684,4.905485153198242,7.032294273376465,2.053703784942627,3.3604941368103027,3.7654945850372314,2513,2629,0.032201796770095825,4
Case1029,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.004279436077922583,0.0038383956998586655,0.007416018284857273,0.024950580671429634,10.791219711303711,10.789759635925293,13.74652099609375,0.0,0.0,0.0,0,0,0.0,0
Case1029,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.9939298033714294,0.9940932393074036,0.9984375834465027,0.9999769926071167,2.170391798019409,5.0137786865234375,7.068254470825195,1.8088598251342773,3.3915698528289795,3.769413948059082,4986,4991,0.05813213437795639,22
Case1033,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.004189718514680862,0.003214155789464712,0.008513170294463634,0.027310535311698914,10.790346145629883,10.789759635925293,13.85118293762207,0.0,0.0,0.0,0,0,0.0,0
Case1033,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.993216335773468,0.9952002167701721,0.998319685459137,0.9999713897705078,2.7899975776672363,4.694266319274902,6.593433856964111,2.2367873191833496,3.2906274795532227,3.7103981971740723,5927,8216,0.05229157209396362,28
Case1040,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.00428033247590065,0.003728801617398858,0.008195583708584309,0.03492921218276024,10.791245460510254,10.789759635925293,14.074862480163574,0.0,0.0,0.0,0,0,0.0,0
Case1040,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.9936602711677551,0.9949076771736145,0.9984394907951355,0.9999696016311646,2.366910219192505,5.084979057312012,6.952268123626709,1.941782832145691,3.4104974269866943,3.7561185359954834,2988,2825,0.05438045784831047,28
Case1042,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.004209589678794146,0.0036935112439095974,0.007710432633757591,0.02669200301170349,10.790207862854004,10.789759635925293,13.296586990356445,0.0,0.0,0.0,0,0,0.0,0
Case1042,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.9937826991081238,0.9946772456169128,0.9983226656913757,0.9999775886535645,2.161548137664795,4.830604553222656,7.811252593994141,1.7875815629959106,3.3352580070495605,3.8389856815338135,953,923,0.04047068953514099,6
Case1045,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.004157820716500282,0.003684959840029478,0.007911867462098598,0.019880620762705803,10.791236877441406,10.789759635925293,13.461152076721191,0.0,0.0,0.0,0,0,0.0,0
Case1045,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.9939839839935303,0.9939157366752625,0.998433530330658,0.9999818801879883,1.7355608940124512,5.1607890129089355,7.796320915222168,1.4489573240280151,3.4272022247314453,3.8378148078918457,479,502,0.04684549570083618,11
Case1047,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.004159361124038696,0.003533599665388465,0.00763776246458292,0.024663787335157394,10.790522575378418,10.789759635925293,13.79831314086914,0.0,0.0,0.0,0,0,0.0,0
Case1047,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.9937888979911804,0.9935228824615479,0.998364269733429,0.9999771118164062,2.123436689376831,4.875337600708008,7.28359317779541,1.778870940208435,3.3516833782196045,3.7920944690704346,4220,6167,0.039890408515930176,39
Case1053,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.004217841196805239,0.0037497628945857286,0.008031902834773064,0.025542065501213074,10.791982650756836,10.789759635925293,14.106322288513184,0.0,0.0,0.0,0,0,0.0,0
Case1053,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.9938912987709045,0.9939562678337097,0.9984361529350281,0.9999724626541138,2.101588726043701,5.151806831359863,7.055898189544678,1.7239882946014404,3.4271240234375,3.768024444580078,796,810,0.05347732827067375,13
Case1062,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.0042000263929367065,0.003541389713063836,0.008137157186865807,0.028955012559890747,10.796167373657227,10.789759635925293,16.195030212402344,0.0,0.0,0.0,0,0,0.0,0
Case1062,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.9938432574272156,0.9935588240623474,0.9983735084533691,0.9999698400497437,2.144094228744507,4.79215145111084,7.0791425704956055,1.793306589126587,3.3264758586883545,3.770571231842041,9387,9313,0.07950518280267715,27
Case1070,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.0040170191787183285,0.0033810667227953672,0.00759487459436059,0.030221091583371162,10.790704727172852,10.789759635925293,13.814425468444824,0.0,0.0,0.0,0,0,0.0,0
Case1070,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.9935517311096191,0.9932899475097656,0.9983018636703491,0.9999750852584839,2.276196002960205,4.377641677856445,7.395568370819092,1.9026775360107422,3.1884279251098633,3.8030388355255127,5423,6510,0.052787672728300095,42
Case1073,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.0043698204681277275,0.0036831796169281006,0.007753511890769005,0.027418121695518494,10.789977073669434,10.789759635925293,12.73361587524414,0.0,0.0,0.0,0,0,0.0,0
Case1073,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.9936490058898926,0.9950703978538513,0.9984474778175354,0.9999701976776123,2.593294620513916,5.123927593231201,6.886600494384766,2.0924999713897705,3.421558380126953,3.74845814704895,1680,1676,0.043653443455696106,2
Case1080,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.0038400101475417614,0.003222427796572447,0.008031854405999184,0.02105926163494587,10.791532516479492,10.789759635925293,13.774553298950195,0.0,0.0,0.0,0,0,0.0,0
Case1080,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.9927384257316589,0.9940717220306396,0.9983262419700623,0.9997808337211609,2.956026077270508,4.484520435333252,10.59537124633789,2.328001022338867,3.2068254947662354,3.956486940383911,392,0,0.020055387169122696,180
Case2002,0.999923586845398,0.8054439425468445,10.393472671508789,3.036320686340332,anchor_bounded_proposal_only,edema,4,proposal_only,0.2965598702430725,0.29446059465408325,0.4781719446182251,0.942211389541626,3.2227444648742676,5.3492751121521,6.71884298324585,0.8069589734077454,1.5718858242034912,3.036320686340332,2722,18755,0.26894286274909973,3
Case2002,0.999923586845398,0.8054439425468445,10.393472671508789,3.036320686340332,anchor_bounded_proposal_only,scar,5,proposal_only,0.531105101108551,0.5262768268585205,0.7107151746749878,0.9808942675590515,2.0555379390716553,4.24924373626709,11.390069007873535,0.9460054636001587,2.0081002712249756,3.2333195209503174,1076,2397,0.03279033675789833,0
Case2007,0.9999116659164429,0.7564256191253662,8.712455749511719,2.81745982170105,anchor_bounded_proposal_only,edema,4,proposal_only,0.29628029465675354,0.2858860492706299,0.503049373626709,0.9013842344284058,3.113874912261963,5.240453243255615,7.195696830749512,0.7944791316986084,1.6119743585586548,2.81745982170105,1199,12566,0.14929108321666718,1
Case2007,0.9999116659164429,0.7564256191253662,8.712455749511719,2.81745982170105,anchor_bounded_proposal_only,scar,5,proposal_only,0.5386464595794678,0.5310947299003601,0.7064049243927002,0.9798547625541687,1.8885220289230347,3.7823410034179688,7.172471046447754,0.9064258933067322,1.867545485496521,3.219921112060547,820,806,0.055703405290842056,0
Case2008,0.9998983144760132,0.7215242385864258,13.383298873901367,2.9834342002868652,anchor_bounded_proposal_only,edema,4,proposal_only,0.2959216237068176,0.2834324240684509,0.4900070130825043,0.9546708464622498,3.1950480937957764,5.268421173095703,6.862203598022461,0.8058661222457886,1.6098283529281616,2.9834342002868652,1172,21625,0.187202587723732,0
Case2008,0.9998983144760132,0.7215242385864258,13.383298873901367,2.9834342002868652,anchor_bounded_proposal_only,scar,5,proposal_only,0.5364894866943359,0.5365209579467773,0.6932973861694336,0.9810647368431091,1.8326303958892822,4.0212554931640625,9.752884864807129,0.8618576526641846,1.8860629796981812,3.2252206802368164,1042,999,0.025197260081768036,0
Case2017,0.999925971031189,0.7951507568359375,8.681866645812988,3.012939691543579,anchor_bounded_proposal_only,edema,4,proposal_only,0.3001052439212799,0.29772600531578064,0.4893578886985779,0.9148200750350952,3.2238357067108154,5.39390230178833,6.975337982177734,0.8192035555839539,1.608201265335083,3.012939691543579,2278,20562,0.23080019652843475,3
Case2017,0.999925971031189,0.7951507568359375,8.681866645812988,3.012939691543579,anchor_bounded_proposal_only,scar,5,proposal_only,0.5347387790679932,0.5288708806037903,0.7009668350219727,0.979520320892334,1.8534091711044312,4.0466108322143555,9.49743938446045,0.8793415427207947,1.9700465202331543,3.3791823387145996,1229,1199,0.03436732292175293,1
Case2020,0.999875545501709,0.8197522163391113,9.96327018737793,2.9034616947174072,anchor_bounded_proposal_only,edema,4,proposal_only,0.29425710439682007,0.2902977764606476,0.4761946499347687,0.9401575922966003,3.168266534805298,5.40609884262085,7.085052490234375,0.7935856580734253,1.5543160438537598,2.9034616947174072,951,8898,0.2258993536233902,0
Case2020,0.999875545501709,0.8197522163391113,9.96327018737793,2.9034616947174072,anchor_bounded_proposal_only,scar,5,proposal_only,0.5304188132286072,0.527682900428772,0.7054417133331299,0.9730278253555298,1.901955008506775,3.926417589187622,10.26469898223877,0.8955054879188538,1.9383288621902466,3.259026050567627,173,201,0.011977968737483025,0
Case2031,0.9998446702957153,0.7072585225105286,8.735872268676758,3.0556585788726807,anchor_bounded_proposal_only,edema,4,proposal_only,0.29649677872657776,0.2963648736476898,0.4907727539539337,0.9124768972396851,3.283254384994507,5.441450119018555,7.1765851974487305,0.8239257335662842,1.6520662307739258,3.0556585788726807,195,8345,0.1885043978691101,0
Case2031,0.9998446702957153,0.7072585225105286,8.735872268676758,3.0556585788726807,anchor_bounded_proposal_only,scar,5,proposal_only,0.5371832251548767,0.5290220379829407,0.7104029059410095,0.9887301325798035,1.7284432649612427,3.7263240814208984,6.489649772644043,0.8428487181663513,1.8910473585128784,3.2877941131591797,858,796,0.027071230113506317,0
Case2033,0.999916672706604,0.7251479625701904,9.361427307128906,2.9298219680786133,anchor_bounded_proposal_only,edema,4,proposal_only,0.29271039366722107,0.28374508023262024,0.4766504466533661,0.9123649597167969,3.2059152126312256,5.361593246459961,7.290579319000244,0.7946054935455322,1.5629291534423828,2.9298219680786133,1822,21314,0.20823639631271362,1
Case2033,0.999916672706604,0.7251479625701904,9.361427307128906,2.9298219680786133,anchor_bounded_proposal_only,scar,5,proposal_only,0.5319892764091492,0.5263511538505554,0.6901967525482178,0.9859290719032288,1.8671903610229492,3.8980185985565186,8.77072811126709,0.8826852440834045,1.906038761138916,3.3056583404541016,1125,1117,0.027222635224461555,0
Case3004,0.9999129772186279,0.7255319952964783,11.429285049438477,2.965355634689331,anchor_bounded_proposal_only,edema,4,proposal_only,0.2849120497703552,0.29188352823257446,0.4619563817977905,0.9044998288154602,3.0706787109375,5.366284370422363,7.52338171005249,0.7534089088439941,1.5403640270233154,2.965355634689331,1746,216323,0.2573491930961609,0
Case3004,0.9999129772186279,0.7255319952964783,11.429285049438477,2.965355634689331,anchor_bounded_proposal_only,scar,5,proposal_only,0.5608847737312317,0.5612794160842896,0.7107070088386536,0.9864106774330139,1.8942978382110596,3.725625514984131,9.79471492767334,0.9519542455673218,1.8606818914413452,3.2593560218811035,2742,47282,0.012236441485583782,0
Case3011,0.9998675584793091,0.8139989376068115,8.841174125671387,2.7387547492980957,anchor_bounded_proposal_only,edema,4,proposal_only,0.28242263197898865,0.28802841901779175,0.4267197251319885,0.8357118368148804,2.799098491668701,4.981993675231934,6.285988807678223,0.6903525590896606,1.3748079538345337,2.7387547492980957,1337,82442,0.12863580882549286,0
Case3011,0.9998675584793091,0.8139989376068115,8.841174125671387,2.7387547492980957,anchor_bounded_proposal_only,scar,5,proposal_only,0.5966591835021973,0.6059640645980835,0.7392158508300781,0.9790369868278503,1.7345057725906372,3.4566423892974854,5.756068706512451,0.9424729347229004,1.9553136825561523,3.13728404045105,2455,17201,0.03736691549420357,0
Case3012,0.9999308586120605,0.7314594984054565,8.56402587890625,3.157423257827759,anchor_bounded_proposal_only,edema,4,proposal_only,0.2832217514514923,0.29314038157463074,0.4466753304004669,0.8962618112564087,2.999215602874756,5.017260551452637,7.389339447021484,0.733993649482727,1.4245307445526123,3.157423257827759,1958,199410,0.12321989983320236,5
Case3012,0.9999308586120605,0.7314594984054565,8.56402587890625,3.157423257827759,anchor_bounded_proposal_only,scar,5,proposal_only,0.5676349401473999,0.5738341212272644,0.6968197822570801,0.9731978178024292,1.7298918962478638,3.4513871669769287,9.006268501281738,0.8963617086410522,1.7704862356185913,3.3252320289611816,2514,50196,0.017716096714138985,0
Case3023,0.9999176263809204,0.707731306552887,7.156425476074219,2.783397674560547,anchor_bounded_proposal_only,edema,4,proposal_only,0.29067370295524597,0.3054716885089874,0.47010374069213867,0.7772643566131592,2.973055601119995,5.153529644012451,6.87213134765625,0.7529652118682861,1.5450172424316406,2.783397674560547,892,149183,0.2304607778787613,2
Case3023,0.9999176263809204,0.707731306552887,7.156425476074219,2.783397674560547,anchor_bounded_proposal_only,scar,5,proposal_only,0.5760478377342224,0.5809068083763123,0.7061975598335266,0.9773803353309631,1.743073582649231,3.4593257904052734,6.4237871170043945,0.9141709804534912,1.7343026399612427,3.1274497509002686,2635,38435,0.030363403260707855,0
Case3026,0.9999485015869141,0.7327330708503723,10.038495063781738,2.7154788970947266,anchor_bounded_proposal_only,edema,4,proposal_only,0.2849594056606293,0.2916177213191986,0.4611131548881531,0.8572208285331726,2.967167854309082,5.087827682495117,7.652692794799805,0.7353841066360474,1.5066102743148804,2.7154788970947266,1430,226784,0.27898353338241577,2
Case3026,0.9999485015869141,0.7327330708503723,10.038495063781738,2.7154788970947266,anchor_bounded_proposal_only,scar,5,proposal_only,0.5741706490516663,0.5860450267791748,0.68965083360672,0.9736888408660889,1.8066502809524536,3.5183238983154297,12.135903358459473,0.9311336278915405,1.7268519401550293,3.2371084690093994,3232,11329,0.02568678930401802,0
Case3034,0.9999347925186157,0.7737857699394226,5.878754138946533,2.7454538345336914,anchor_bounded_proposal_only,edema,4,proposal_only,0.28773999214172363,0.2964239716529846,0.46992915868759155,0.860933780670166,3.042621374130249,5.2353081703186035,7.348370552062988,0.7548498511314392,1.4975273609161377,2.7454538345336914,1789,114777,0.19340813159942627,3
Case3034,0.9999347925186157,0.7737857699394226,5.878754138946533,2.7454538345336914,anchor_bounded_proposal_only,scar,5,proposal_only,0.5641857385635376,0.5645962953567505,0.7106742262840271,0.9864748120307922,1.7020697593688965,3.5928471088409424,6.9032392501831055,0.8766850233078003,1.8638248443603516,3.351994752883911,3545,71037,0.03749711811542511,0
Case3038,0.99994957447052,0.7542463541030884,7.713169097900391,3.0216801166534424,anchor_bounded_proposal_only,edema,4,proposal_only,0.2882322072982788,0.30662816762924194,0.44498321413993835,0.8418127298355103,2.8242990970611572,5.148141384124756,7.394734859466553,0.7171996831893921,1.4425609111785889,3.0216801166534424,4113,206268,0.144260972738266,2
Case3038,0.99994957447052,0.7542463541030884,7.713169097900391,3.0216801166534424,anchor_bounded_proposal_only,scar,5,proposal_only,0.6012198328971863,0.6371561288833618,0.7321375012397766,0.9885773658752441,1.8985047340393066,3.477423667907715,7.905524253845215,1.035845160484314,1.9700894355773926,3.2945451736450195,7687,8078,0.05917210504412651,0
Case3040,0.9999394416809082,0.7906733155250549,5.955528736114502,2.904076337814331,anchor_bounded_proposal_only,edema,4,proposal_only,0.28458771109580994,0.30367499589920044,0.45197442173957825,0.8413329720497131,2.938899040222168,5.178256511688232,7.420191764831543,0.7316136360168457,1.4985601902008057,2.904076337814331,1438,159061,0.1710246205329895,3
Case3040,0.9999394416809082,0.7906733155250549,5.955528736114502,2.904076337814331,anchor_bounded_proposal_only,scar,5,proposal_only,0.5826039910316467,0.5932661294937134,0.7292249798774719,0.9718876481056213,1.7762906551361084,3.434384346008301,7.03255558013916,0.9476219415664673,1.855893611907959,3.1526832580566406,2280,19065,0.017097746953368187,0
Case3044,0.9999475479125977,0.7584994435310364,8.07733154296875,2.9952094554901123,anchor_bounded_proposal_only,edema,4,proposal_only,0.2857622802257538,0.30423691868782043,0.4462520182132721,0.8852216005325317,2.968263626098633,5.209583282470703,7.536149024963379,0.7359600067138672,1.4621644020080566,2.9952094554901123,1923,149550,0.1301618069410324,1
Case3044,0.9999475479125977,0.7584994435310364,8.07733154296875,2.9952094554901123,anchor_bounded_proposal_only,scar,5,proposal_only,0.5793095827102661,0.5830795764923096,0.7311299443244934,0.9822861552238464,1.7678390741348267,3.3639633655548096,6.570949554443359,0.9374151825904846,1.8309478759765625,3.2394063472747803,4022,34826,0.03810841217637062,0
Case5005,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.004676212090998888,0.004316839389503002,0.009502246975898743,0.016626685857772827,10.795329093933105,10.789759635925293,14.464132308959961,0.0,0.0,0.0,0,0,0.0,0
Case5005,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.9944028854370117,0.9957483410835266,0.9986300468444824,0.999995231628418,2.2871854305267334,5.7782769203186035,15.061018943786621,1.783331036567688,3.555939197540283,3.9701013565063477,3735,3344,0.16417893767356873,181
Case6001,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.004615359008312225,0.004038246348500252,0.010827681981027126,0.019956393167376518,10.790083885192871,10.789759635925293,12.662330627441406,0.0,0.0,0.0,0,0,0.0,0
Case6001,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.9943550229072571,0.9960124492645264,0.9985641837120056,0.9999958276748657,2.5550758838653564,5.683635234832764,12.546330451965332,1.979166865348816,3.537529945373535,3.9694902896881104,2476,2396,0.15181618928909302,119
Case6010,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.004545513074845076,0.0040498655289411545,0.0097627192735672,0.030009130015969276,10.790048599243164,10.789759635925293,12.419919967651367,0.0,0.0,0.0,0,0,0.0,0
Case6010,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.9944098591804504,0.9957181811332703,0.9987483024597168,0.999996542930603,2.5133368968963623,5.908713340759277,12.940779685974121,1.9208334684371948,3.5928890705108643,3.965235948562622,1929,1679,0.20619024336338043,19
Case7005,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.004558683838695288,0.003996353130787611,0.009085334837436676,0.023727962747216225,10.79337215423584,10.789759635925293,14.693603515625,0.0,0.0,0.0,0,0,0.0,0
Case7005,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.9943928122520447,0.9956242442131042,0.9987130165100098,0.9999083280563354,2.545710563659668,6.12101936340332,12.613090515136719,1.9380993843078613,3.630821704864502,3.9849724769592285,1508,1529,0.3306864798069,2
Case8003,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.004202563315629959,0.0037708464078605175,0.007527966517955065,0.026930298656225204,10.789759635925293,10.789759635925293,10.789759635925293,0.0,0.0,0.0,0,0,0.0,0
Case8003,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.9938280582427979,0.994820237159729,0.9982333183288574,0.9999631643295288,1.9772695302963257,4.6491217613220215,7.064640045166016,1.6660751104354858,3.2676517963409424,3.7690014839172363,2068,1843,0.06308449804782867,7
Case8011,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.004339879844337702,0.0037318889517337084,0.008602956309914589,0.029855981469154358,10.789759635925293,10.789759635925293,10.789759635925293,0.0,0.0,0.0,0,0,0.0,0
Case8011,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.9934809803962708,0.9952538013458252,0.9983349442481995,0.9999558925628662,2.4067108631134033,5.182765960693359,7.494454383850098,1.9298819303512573,3.419983386993408,3.8121817111968994,141,131,0.013306288048624992,1
Case8015,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.004212340340018272,0.0038339055608958006,0.007736277766525745,0.022642729803919792,10.789759635925293,10.789759635925293,10.789759635925293,0.0,0.0,0.0,0,0,0.0,0
Case8015,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.9938082098960876,0.9946229457855225,0.9983798265457153,0.9999680519104004,2.0198469161987305,5.05179500579834,8.573548316955566,1.6737920045852661,3.396510362625122,3.7844672203063965,1117,1071,0.045368872582912445,1
Case8019,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.00428749481216073,0.003611542284488678,0.008200528100132942,0.023210417479276657,10.789759635925293,10.789759635925293,10.789759635925293,0.0,0.0,0.0,0,0,0.0,0
Case8019,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.9936029314994812,0.994691789150238,0.9984034895896912,0.9999685287475586,2.3790500164031982,5.145341873168945,7.282339096069336,1.9262261390686035,3.422142505645752,3.7920031547546387,678,651,0.027983522042632103,2
Case8021,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.004221111070364714,0.003694579005241394,0.00782126933336258,0.012960653752088547,10.789759635925293,10.789759635925293,10.789759635925293,0.0,0.0,0.0,0,0,0.0,0
Case8021,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.9936590790748596,0.9945766925811768,0.99835604429245,0.9991707801818848,2.2488701343536377,5.03623104095459,7.223721981048584,1.8441505432128906,3.3940391540527344,3.7859647274017334,0,0,0.00030627730302512646,0
Case8022,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.0042068506591022015,0.003765827976167202,0.007552030496299267,0.023171154782176018,10.789759635925293,10.789759635925293,10.789759635925293,0.0,0.0,0.0,0,0,0.0,0
Case8022,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.9936907887458801,0.9945774078369141,0.9983854293823242,0.9999682903289795,2.187580108642578,5.033968925476074,8.641770362854004,1.803125023841858,3.393185615539551,3.7564382553100586,1246,1179,0.04473963379859924,2
Case8023,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,edema,4,proposal_only,0.004248395562171936,0.0038169845938682556,0.008236216381192207,0.026630867272615433,10.789759635925293,10.789759635925293,10.789759635925293,0.0,0.0,0.0,0,0,0.0,0
Case8023,0.0,0.0,0.0,0.0,anchor_bounded_proposal_only,scar,5,proposal_only,0.9938241839408875,0.994861900806427,0.9982835054397583,0.999974250793457,2.0709712505340576,4.890963554382324,7.651128768920898,1.7176939249038696,3.3470587730407715,3.825860023498535,1282,1147,0.04864736646413803,29
