case_id,mode,source_fold,image_shape_zyx,availability_lge_t2_c0,source_probability_path,source_prediction_path,output_prediction_path,gt_path,model_forward_count,checkpoint_actual_load_count,prototype_memory_actual_load_count,memory_query_policy,raw_anchor_used_for_final_baseline,safety_context_used_for_srr_evidence,changed_voxels,raw_label_mismatch,anchor_identity_softmax_max_abs_delta,nonidentity_downstream_tensor_max_abs_delta,no_t2_case,no_t2_full_chain_exact_zero,geometry_matches_gt,output_sha256
Case1002,anchor_bounded_refiner_only,0,"[9, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1002.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1002.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/anchor_bounded_refiner_only/predictions/Case1002.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1002.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,17,0,,3.9091358184814453,True,True,True,90cf66fab046689ad55f7c88cb02b78ad87edec3319b633144fb54323c9397e3
Case1007,anchor_bounded_refiner_only,0,"[24, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1007.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1007.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/anchor_bounded_refiner_only/predictions/Case1007.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1007.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,36,0,,3.9037272930145264,True,True,True,8571c9897a07c36ae9e486a7319897eba7b0503d0e8eee09706c990b1cf3fe73
Case1009,anchor_bounded_refiner_only,0,"[16, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1009.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1009.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/anchor_bounded_refiner_only/predictions/Case1009.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1009.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,40,0,,3.902409791946411,True,True,True,dcff79d76abf7852103c78b5451f0bef74dd15e2f782dbb96371f05ce37b4b54
Case1010,anchor_bounded_refiner_only,0,"[12, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1010.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1010.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/anchor_bounded_refiner_only/predictions/Case1010.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1010.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,26,0,,3.9127814769744873,True,True,True,53e0d93d3d7c94db70e8e059a4f7aaf1e8944e9aa72dce3af3e2e4bf42da33e8
Case1021,anchor_bounded_refiner_only,0,"[12, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1021.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1021.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/anchor_bounded_refiner_only/predictions/Case1021.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1021.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,15,0,,3.9080512523651123,True,True,True,41441c5626146da8b5903b91732dafefbc5c8e151ebf2871049c9fc9d2d1f2ea
Case1023,anchor_bounded_refiner_only,0,"[21, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1023.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1023.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/anchor_bounded_refiner_only/predictions/Case1023.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1023.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,67,0,,3.978956460952759,True,True,True,2f682b15c4813e9e94f4441b36d5f4aae2a7c88bfd7c621eca8f72210e37199e
Case1029,anchor_bounded_refiner_only,0,"[19, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1029.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1029.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/anchor_bounded_refiner_only/predictions/Case1029.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1029.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,64,0,,3.987260103225708,True,True,True,6a6ee0e7827a03995cb850f6105ddcc8aa7c7711589c952a54ca515a4cccff4a
Case1033,anchor_bounded_refiner_only,0,"[20, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1033.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1033.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/anchor_bounded_refiner_only/predictions/Case1033.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1033.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,38,0,,3.915731906890869,True,True,True,cacc84d8b7cc5276640662d9e572a6429e0e1a65f2f9704e3e4fc79036da7a6c
Case1040,anchor_bounded_refiner_only,0,"[12, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1040.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1040.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/anchor_bounded_refiner_only/predictions/Case1040.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1040.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,50,0,,3.9130568504333496,True,True,True,efdebaf27b32dba900966d3a2c3f75b2aea6caca02d8f742406974d3db005d29
Case1042,anchor_bounded_refiner_only,0,"[7, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1042.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1042.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/anchor_bounded_refiner_only/predictions/Case1042.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1042.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,13,0,,3.9643051624298096,True,True,True,ee8d5d1a6762e72bbee9ba29bbf0a1d1f43ebf97012acf2df9d47749b5b267d3
