case_id,mode,source_fold,image_shape_zyx,availability_lge_t2_c0,source_probability_path,source_prediction_path,output_prediction_path,gt_path,model_forward_count,checkpoint_actual_load_count,prototype_memory_actual_load_count,memory_query_policy,raw_anchor_used_for_final_baseline,safety_context_used_for_srr_evidence,changed_voxels,raw_label_mismatch,anchor_identity_softmax_max_abs_delta,nonidentity_downstream_tensor_max_abs_delta,no_t2_case,no_t2_full_chain_exact_zero,geometry_matches_gt,output_sha256
Case6001,srr_no_anchor_control,0,"[8, 288, 288]","1.0,0.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case6001.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case6001.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case6001.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case6001.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,17057,0,,3.9984629154205322,True,True,True,b7f0a4a2ab209b5761b54b421827e9a05a4b8ac4d61134275712f60aea6054ff
Case6010,srr_no_anchor_control,0,"[7, 288, 288]","1.0,0.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case6010.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case6010.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case6010.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case6010.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,38623,0,,3.9990243911743164,True,True,True,158e0a79ee61b11ff5da2e1509eb50c375a8b400bbd148247e3fd68e4ee8b75e
Case7005,srr_no_anchor_control,0,"[6, 256, 200]","1.0,0.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case7005.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case7005.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case7005.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case7005.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,46304,0,,3.9988133907318115,True,True,True,dbfa66dcdbdb288ab4107e6294a876b45ffcf07424c01463a6c08573bbe529ae
Case8003,srr_no_anchor_control,0,"[8, 256, 192]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8003.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8003.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case8003.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8003.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,10954,0,,3.703878879547119,True,True,False,8a0a734a3b601f752dbd9ad15476d1169bfb91271a1e64b00503fa66154c9a4e
Case8011,srr_no_anchor_control,0,"[8, 256, 192]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8011.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8011.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case8011.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8011.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,8397,0,,3.719576597213745,True,True,False,bb6367a3423f955c4614fdd2d85387348b051c513f7094efad212afb757af176
Case8015,srr_no_anchor_control,0,"[8, 256, 206]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8015.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8015.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case8015.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8015.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,18690,0,,3.7546353340148926,True,True,False,82a21185b129930c1fee7674d5f178c1b1fec179804e98dc1f5522a25f474701
Case8019,srr_no_anchor_control,0,"[8, 256, 192]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8019.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8019.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case8019.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8019.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,16747,0,,3.740705728530884,True,True,False,f5533add41896c29eb791b3bfe36ff560c10a139073f2ec1922068accbd0018b
Case8021,srr_no_anchor_control,0,"[8, 256, 192]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8021.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8021.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case8021.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8021.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,10903,0,,3.72957706451416,True,True,False,6e87a08df5d9ab1bf90af9865e108f2c3ca00e91a19b47622aeb3491da486fd1
Case8022,srr_no_anchor_control,0,"[8, 256, 192]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8022.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8022.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case8022.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8022.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,13145,0,,3.7337985038757324,True,True,False,f20394238e388ba641caadf7c9901a500062700d85d66f6ec9331443398ddedc
Case8023,srr_no_anchor_control,0,"[8, 256, 192]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8023.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8023.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case8023.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8023.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,12149,0,,3.73539662361145,True,True,False,1150a49aa768c666fd196ae14e9b1a7e16be3c6417a7f70f56fb9501f150247a
