case_id,center,class_id,gt_voxels,lesion_wise_recall,memory_negative_similarity_mean,metric_name,modality_group,neg_similarity_mean,outside_myocardium_fp_ratio,pos_similarity_mean,proposal_component_count,proposal_gate_mean,proposal_gate_p95,proposal_precision,proposal_recall,proposal_remote_fp_count,proposal_small_fp_count,proposal_threshold,proposal_voxels,t2_present,variant
Case1040,CenterA,4,0,,0.5126714706420898,myops_edema,LGE-only,0.6682870984077454,0.9714956272151347,0.4247312545776367,445,0.543101966381073,0.6164907813072205,0.0,,445,444,0.5,630605,False,srr_propref_scar_precision
Case1042,CenterA,5,906,1.0,0.5893079042434692,myops_scar,LGE-only,0.6061588525772095,0.967792801671463,0.44913631677627563,10483,0.4000323712825775,0.5029494762420654,0.002641226790712343,0.0739514348785872,8968,10395,0.5,25367,False,srr_propref_scar_precision
Case1042,CenterA,4,0,,0.5036354660987854,myops_edema,LGE-only,0.6653950810432434,0.9728153420324239,0.42121919989585876,464,0.5419943928718567,0.6187174916267395,0.0,,464,463,0.5,354060,False,srr_propref_scar_precision
Case1045,CenterA,5,1488,0.2857142857142857,0.5887121558189392,myops_scar,LGE-only,0.6032406687736511,0.9117612152860195,0.44944387674331665,9813,0.40225279331207275,0.5052759647369385,0.005548302872062663,0.1256720430107527,8109,9696,0.5,33704,False,srr_propref_scar_precision
Case1045,CenterA,4,0,,0.5083646774291992,myops_edema,LGE-only,0.6585261225700378,0.954888720972121,0.4162328839302063,421,0.5413742065429688,0.6149419546127319,0.0,,421,420,0.5,455252,False,srr_propref_scar_precision
Case1047,CenterA,5,6704,0.42857142857142855,0.5874400734901428,myops_scar,LGE-only,0.5990484356880188,0.9378601613522858,0.4570739269256592,45444,0.40780699253082275,0.49806711077690125,0.01330881949399045,0.14468973747016706,39701,45035,0.5,72884,False,srr_propref_scar_precision
Case1047,CenterA,4,0,,0.5126652717590332,myops_edema,LGE-only,0.6640284657478333,0.9761092509291515,0.428523451089859,542,0.5491380095481873,0.6184451580047607,0.0,,542,541,0.5,1330515,False,srr_propref_scar_precision
Case1053,CenterA,5,1051,0.7,0.5900399684906006,myops_scar,LGE-only,0.6046812534332275,0.9182962764532547,0.4494171142578125,9688,0.4023243188858032,0.500443696975708,0.002009107956067506,0.05708848715509039,7968,9565,0.5,29864,False,srr_propref_scar_precision
Case1053,CenterA,4,0,,0.5074581503868103,myops_edema,LGE-only,0.6617594957351685,0.9641720747509387,0.4210706055164337,455,0.5432900786399841,0.617322564125061,0.0,,455,454,0.5,460730,False,srr_propref_scar_precision
Case1062,CenterA,5,4726,0.42857142857142855,0.587162435054779,myops_scar,LGE-only,0.5994877815246582,0.9357362533373889,0.45773810148239136,38787,0.406480610370636,0.49748367071151733,0.00532292405961675,0.06665256030469742,32239,38527,0.5,59178,False,srr_propref_scar_precision
Case1062,CenterA,4,0,,0.5110382437705994,myops_edema,LGE-only,0.6668093800544739,0.9649901808673387,0.4286743700504303,394,0.5482469201087952,0.6185410618782043,0.0,,394,393,0.5,1106004,False,srr_propref_scar_precision
Case1070,CenterA,5,2507,1.0,0.5907711386680603,myops_scar,LGE-only,0.6062437295913696,0.9029186104792382,0.4650229811668396,44246,0.40841221809387207,0.5048013925552368,0.0034185397951446454,0.10610291184682888,39051,44083,0.5,77811,False,srr_propref_scar_precision
Case1070,CenterA,4,0,,0.5085231065750122,myops_edema,LGE-only,0.6618365049362183,0.9701543088980965,0.4258393347263336,323,0.5488774180412292,0.6186861395835876,0.0,,323,322,0.5,1113092,False,srr_propref_scar_precision
Case1073,CenterA,5,2199,0.3333333333333333,0.5871649980545044,myops_scar,LGE-only,0.6037499904632568,0.9710510389348396,0.4474067687988281,12655,0.3999481201171875,0.4970066547393799,0.0044381682469235425,0.06002728512960437,10406,12507,0.5,29742,False,srr_propref_scar_precision
Case1073,CenterA,4,0,,0.5077726244926453,myops_edema,LGE-only,0.661599338054657,0.9774919125221907,0.4204220771789551,343,0.5440978407859802,0.6172775626182556,0.0,,343,342,0.5,526122,False,srr_propref_scar_precision
Case1080,CenterA,5,1384,0.6,0.5921850204467773,myops_scar,LGE-only,0.6079766750335693,0.990190021529533,0.46848222613334656,22073,0.4123590588569641,0.5180814266204834,0.0017972479640550407,0.06936416184971098,20194,21920,0.5,53415,False,srr_propref_scar_precision
Case1080,CenterA,4,0,,0.5077183246612549,myops_edema,LGE-only,0.6668456792831421,0.9804088531221647,0.4252828061580658,388,0.5430127382278442,0.6207347512245178,0.0,,388,387,0.5,466231,False,srr_propref_scar_precision
Case2002,CenterB,5,998,1.0,0.5454352498054504,myops_scar,C0+LGE+T2,0.5771973133087158,0.9622700762673845,0.42955419421195984,7094,0.38460975885391235,0.5048507452011108,0.0022431583669807087,0.050100200400801605,6668,7028,0.5,22290,True,srr_propref_scar_precision
Case2002,CenterB,4,3016,0.8,0.5127947330474854,myops_edema,C0+LGE+T2,0.6650823354721069,0.9682767940677085,0.4087252914905548,365,0.5326918959617615,0.6090251207351685,0.007113898610485464,0.6807029177718833,341,364,0.5,288590,True,srr_propref_scar_precision
Case2007,CenterB,5,1303,1.0,0.5538141131401062,myops_scar,C0+LGE+T2,0.5816109776496887,0.945400077309625,0.4408395290374756,4460,0.38712742924690247,0.5115301012992859,0.00782759953614225,0.06216423637759018,3665,4404,0.5,10348,True,srr_propref_scar_precision
Case2007,CenterB,4,1462,0.875,0.5213366150856018,myops_edema,C0+LGE+T2,0.6587504744529724,0.9511350727564507,0.3986367881298065,416,0.5285443663597107,0.6068605184555054,0.010476207648893777,0.7948016415868673,359,414,0.5,110918,True,srr_propref_scar_precision
Case2008,CenterB,5,1016,1.0,0.5485530495643616,myops_scar,C0+LGE+T2,0.5788849592208862,0.9436602822983726,0.4333670735359192,3558,0.3902198374271393,0.5252408385276794,0.004878243832220401,0.12007874015748031,3426,3473,0.5,25009,True,srr_propref_scar_precision
Case2008,CenterB,4,3603,1.0,0.49596869945526123,myops_edema,C0+LGE+T2,0.660203754901886,0.9551227172324415,0.4031583368778229,316,0.5360152721405029,0.6139933466911316,0.012349766579478859,0.7246738828753816,294,314,0.5,211421,True,srr_propref_scar_precision
Case2017,CenterB,5,810,1.0,0.5485880374908447,myops_scar,C0+LGE+T2,0.578788161277771,0.9330366514127377,0.43511438369750977,5708,0.3902124762535095,0.5183089971542358,0.010243922918678367,0.3012345679012346,5554,5651,0.5,23819,True,srr_propref_scar_precision
Case2017,CenterB,4,2211,1.0,0.5026780366897583,myops_edema,C0+LGE+T2,0.6630052924156189,0.9471976226396175,0.39906737208366394,1170,0.5289376378059387,0.6097747087478638,0.007584217171141689,0.7526006331976481,1137,1168,0.5,219403,True,srr_propref_scar_precision
Case2020,CenterB,5,561,1.0,0.5536623001098633,myops_scar,C0+LGE+T2,0.5831543207168579,0.969321351100093,0.43231022357940674,3929,0.38229772448539734,0.5098353028297424,0.0017560169403987192,0.030303030303030304,3581,3883,0.5,9681,True,srr_propref_scar_precision
Case2020,CenterB,4,1032,0.5833333333333334,0.5188254714012146,myops_edema,C0+LGE+T2,0.6606640815734863,0.9601348708109014,0.39914536476135254,342,0.5289742946624756,0.6086809635162354,0.0067994262401967175,0.7073643410852714,282,339,0.5,107362,True,srr_propref_scar_precision
Case2031,CenterB,5,864,1.0,0.5708670020103455,myops_scar,C0+LGE+T2,0.6108703017234802,0.8912600407624985,0.42525047063827515,2929,0.3720426559448242,0.49592581391334534,0.004915477760460377,0.047453703703703706,2797,2870,0.5,8341,True,srr_propref_scar_precision
Case2031,CenterB,4,307,0.46153846153846156,0.5120666027069092,myops_edema,C0+LGE+T2,0.6843808889389038,0.9605714733972662,0.38833948969841003,1071,0.5089486241340637,0.5752512216567993,0.0006667843344904002,0.22149837133550487,862,1053,0.5,101982,True,srr_propref_scar_precision
Case2033,CenterB,5,1100,1.0,0.5414049029350281,myops_scar,C0+LGE+T2,0.5686132311820984,0.9575684766938972,0.43454602360725403,4052,0.38958069682121277,0.5027854442596436,0.005910619894281596,0.11181818181818182,3836,3982,0.5,20810,True,srr_propref_scar_precision
Case2033,CenterB,4,1009,0.6111111111111112,0.49948516488075256,myops_edema,C0+LGE+T2,0.6684466004371643,0.9492140143861634,0.4158605933189392,171,0.5379005074501038,0.6118717193603516,0.002815269807915084,0.8285431119920713,160,169,0.5,296952,True,srr_propref_scar_precision
Case3004,CenterC,5,2326,1.0,0.5570278763771057,myops_scar,C0+LGE+T2,0.5841830968856812,0.9474810040642467,0.44720011949539185,38526,0.39140570163726807,0.5187020301818848,0.0007626275308538638,0.0352536543422184,38251,38323,0.5,107523,True,srr_propref_scar_precision
Case3004,CenterC,4,3347,0.9285714285714286,0.5101972818374634,myops_edema,C0+LGE+T2,0.6609978675842285,0.95598784716192,0.4013140797615051,1832,0.5290738940238953,0.6028811931610107,0.002738883565268382,0.8010158350761877,1822,1831,0.5,978866,True,srr_propref_scar_precision
Case3011,CenterC,5,3126,1.0,0.5569276809692383,myops_scar,C0+LGE+T2,0.6361200213432312,0.944400719586238,0.3875988721847534,10849,0.3390888571739197,0.4898936450481415,0.0031481897908702495,0.017914267434420986,10369,10771,0.5,17788,True,srr_propref_scar_precision
Case3011,CenterC,4,868,0.5384615384615384,0.5038301348686218,myops_edema,C0+LGE+T2,0.6267335414886475,0.951999626092511,0.3341228663921356,2415,0.5118014812469482,0.6042729616165161,0.0007867636748874383,0.23271889400921658,2355,2401,0.5,256748,True,srr_propref_scar_precision
Case3012,CenterC,5,2818,1.0,0.5571848154067993,myops_scar,C0+LGE+T2,0.5858616232872009,0.9067833419851048,0.44995272159576416,21003,0.3967183530330658,0.5195800065994263,0.0025743434364836376,0.08623136976579134,20897,20756,0.5,94393,True,srr_propref_scar_precision
Case3012,CenterC,4,4092,1.0,0.4994758367538452,myops_edema,C0+LGE+T2,0.6612122058868408,0.9514050033672455,0.40109655261039734,3732,0.5313679575920105,0.6101948022842407,0.003992325408627342,0.7866568914956011,3711,3728,0.5,806297,True,srr_propref_scar_precision
Case3023,CenterC,5,1935,1.0,0.5783358812332153,myops_scar,C0+LGE+T2,0.61721271276474,0.944105478707844,0.4445759057998657,16637,0.38373684883117676,0.5148904323577881,0.0026536838146182457,0.06563307493540052,16538,16528,0.5,47858,True,srr_propref_scar_precision
Case3023,CenterC,4,764,0.5,0.5035985708236694,myops_edema,C0+LGE+T2,0.6815977096557617,0.96820670844698,0.38979601860046387,5491,0.5114069581031799,0.5798201560974121,0.000598596681171792,0.3010471204188482,5395,5461,0.5,384232,True,srr_propref_scar_precision
Case3026,CenterC,5,4353,1.0,0.5620102882385254,myops_scar,C0+LGE+T2,0.5922573804855347,0.9677019990532717,0.4470561146736145,32396,0.39627212285995483,0.5119823217391968,0.0005340518758572139,0.01010797151389846,31828,32241,0.5,82389,True,srr_propref_scar_precision
Case3026,CenterC,4,1828,0.8823529411764706,0.5048019289970398,myops_edema,C0+LGE+T2,0.6567471623420715,0.9614254162530119,0.3958437442779541,6725,0.5279027223587036,0.6064940690994263,0.0017011484056299662,0.7133479212253829,6686,6720,0.5,766541,True,srr_propref_scar_precision
Case3034,CenterC,5,2826,1.0,0.5593214631080627,myops_scar,C0+LGE+T2,0.5944337844848633,0.9153655302220131,0.43366485834121704,27084,0.3780335783958435,0.503730297088623,0.008362920819609017,0.1383581033262562,25656,27000,0.5,46754,True,srr_propref_scar_precision
Case3034,CenterC,4,2038,1.0,0.5208796262741089,myops_edema,C0+LGE+T2,0.655332624912262,0.9530299501287883,0.3930371105670929,1211,0.5276617407798767,0.6052572727203369,0.003015906724393051,0.8640824337585868,1163,1210,0.5,583904,True,srr_propref_scar_precision
Case3038,CenterC,5,8515,1.0,0.5957058668136597,myops_scar,C0+LGE+T2,0.6314697265625,0.956080094662917,0.45678603649139404,39616,0.3869968354701996,0.5325393676757812,0.0035805941020085135,0.02736347621843805,38309,39366,0.5,65073,True,srr_propref_scar_precision
Case3038,CenterC,4,1585,0.6363636363636364,0.5053852796554565,myops_edema,C0+LGE+T2,0.6758612990379333,0.9551907815027852,0.38559266924858093,7506,0.5109766125679016,0.5907925963401794,0.0026358363821891062,0.6958990536277603,5656,7474,0.5,418463,True,srr_propref_scar_precision
Case3040,CenterC,5,2794,1.0,0.5854694247245789,myops_scar,C0+LGE+T2,0.623636782169342,0.9426971646414105,0.4463893175125122,23430,0.3832756578922272,0.5168070793151855,0.0106028115320467,0.19112383679312814,23248,23346,0.5,50364,True,srr_propref_scar_precision
Case3040,CenterC,4,324,0.5,0.5042507648468018,myops_edema,C0+LGE+T2,0.6795037984848022,0.9661172609717869,0.38992878794670105,8205,0.5124166011810303,0.5880100727081299,0.0002669474921630094,0.33641975308641975,8089,8184,0.5,408320,True,srr_propref_scar_precision
Case3044,CenterC,5,5781,1.0,0.5829460024833679,myops_scar,C0+LGE+T2,0.6207671761512756,0.946595649884564,0.4482559561729431,18435,0.38505566120147705,0.5119369029998779,0.003179553647373324,0.027157931153779624,18122,18313,0.5,49378,True,srr_propref_scar_precision
Case3044,CenterC,4,263,0.9,0.5026029944419861,myops_edema,C0+LGE+T2,0.6806498765945435,0.9675471857490122,0.39200690388679504,4953,0.5132180452346802,0.5863832235336304,0.0005326287929270651,0.8631178707224335,4905,4942,0.5,426188,True,srr_propref_scar_precision
Case5005,CenterE,5,5585,1.0,0.5822233557701111,myops_scar,C0+LGE,0.6054789423942566,0.8818215777498557,0.4533173143863678,12110,0.39632096886634827,0.5148409008979797,0.018847420789893706,0.09937332139659803,10832,11921,0.5,29447,False,srr_propref_scar_precision
Case5005,CenterE,4,0,,0.5134173631668091,myops_edema,C0+LGE,0.6520000100135803,0.9182478176442804,0.39323922991752625,652,0.5314345359802246,0.611059308052063,0.0,,652,651,0.5,285815,False,srr_propref_scar_precision
Case6001,CenterF,5,1590,1.0,0.5871343016624451,myops_scar,C0+LGE,0.6111871004104614,0.9373323175780862,0.4673410952091217,28398,0.4002709686756134,0.5206040740013123,0.0035772250008280614,0.13584905660377358,27296,28246,0.5,60382,False,srr_propref_scar_precision
Case6001,CenterF,4,0,,0.5113634467124939,myops_edema,C0+LGE,0.6333040595054626,0.9632866752075656,0.3824160695075989,666,0.5357341170310974,0.6117797493934631,0.0,,666,665,0.5,505021,False,srr_propref_scar_precision
Case6010,CenterF,5,1559,0.5,0.5948660969734192,myops_scar,C0+LGE,0.6130212545394897,0.9688919958056623,0.47549647092819214,20185,0.4083859622478485,0.5248494148254395,0.0014314009420615503,0.055163566388710714,18924,19999,0.5,60081,False,srr_propref_scar_precision
Case6010,CenterF,4,0,,0.5050227642059326,myops_edema,C0+LGE,0.6400744915008545,0.958377904842549,0.3904745876789093,595,0.5362945795059204,0.6118407845497131,0.0,,595,594,0.5,444043,False,srr_propref_scar_precision
Case7005,CenterG,5,0,,0.5894487500190735,myops_scar,C0+LGE,0.6111202836036682,0.9250977215903088,0.46249908208847046,9566,0.40317368507385254,0.523947536945343,0.0,,9566,9491,0.5,28397,False,srr_propref_scar_precision
Case7005,CenterG,4,0,,0.5149048566818237,myops_edema,C0+LGE,0.6427756547927856,0.9281810898964274,0.38118210434913635,1264,0.5255629420280457,0.60722416639328,0.0,,1264,1263,0.5,209708,False,srr_propref_scar_precision
Case8003,CenterH,5,2366,1.0,0.5860447883605957,myops_scar,LGE-only,0.6080638766288757,0.9933074607951845,0.4555729925632477,10313,0.4019414484500885,0.5086323022842407,0.0066925392048154606,0.07142857142857142,8523,10146,0.5,25252,False,srr_propref_scar_precision
Case8003,CenterH,4,0,,0.513410747051239,myops_edema,LGE-only,0.6644142866134644,0.9940236451426684,0.41716504096984863,476,0.5386489629745483,0.6166844367980957,0.0,,476,475,0.5,299681,False,srr_propref_scar_precision
Case8011,CenterH,5,347,0.75,0.5843484997749329,myops_scar,LGE-only,0.6090078353881836,0.9997012138188609,0.45608702301979065,10773,0.40109729766845703,0.5112930536270142,0.0002987861811391223,0.023054755043227664,9507,10712,0.5,26775,False,srr_propref_scar_precision
Case8011,CenterH,4,0,,0.5145393013954163,myops_edema,LGE-only,0.6647763252258301,0.9991575682923473,0.41571953892707825,494,0.5372770428657532,0.6164456605911255,0.0,,494,493,0.5,297947,False,srr_propref_scar_precision
Case8015,CenterH,5,1734,1.0,0.5827283263206482,myops_scar,LGE-only,0.6040415167808533,0.9949738800063321,0.44740524888038635,10495,0.3977693021297455,0.5063667893409729,0.0050261199936678805,0.07324106113033449,8821,10355,0.5,25268,False,srr_propref_scar_precision
Case8015,CenterH,4,0,,0.5160199999809265,myops_edema,LGE-only,0.6612319350242615,0.9958633340404557,0.4127598702907562,405,0.5378625988960266,0.6170592904090881,0.0,,405,404,0.5,320548,False,srr_propref_scar_precision
Case8019,CenterH,5,437,1.0,0.5852247476577759,myops_scar,LGE-only,0.6080837845802307,0.999605367008682,0.4566851556301117,10271,0.4014526307582855,0.5094435811042786,0.0003946329913180742,0.02288329519450801,9080,10205,0.5,25340,False,srr_propref_scar_precision
Case8019,CenterH,4,0,,0.5126011371612549,myops_edema,LGE-only,0.6624549031257629,0.998894195860562,0.4140368700027466,362,0.5377077460289001,0.6156529188156128,0.0,,362,361,0.5,300234,False,srr_propref_scar_precision
Case8021,CenterH,5,60,1.0,0.5845498442649841,myops_scar,LGE-only,0.6048368811607361,0.9998431003373343,0.4509705603122711,10168,0.4014972746372223,0.5091939568519592,0.00015689966266572527,0.06666666666666667,9519,10091,0.5,25494,False,srr_propref_scar_precision
Case8021,CenterH,4,0,,0.5147363543510437,myops_edema,LGE-only,0.6629498600959778,0.9998032428250329,0.4151502847671509,394,0.5383191704750061,0.6173802018165588,0.0,,394,393,0.5,299862,False,srr_propref_scar_precision
Case8022,CenterH,5,1374,1.0,0.5841204524040222,myops_scar,LGE-only,0.6043066382408142,0.996850944716585,0.44867023825645447,9595,0.3999152183532715,0.5053003430366516,0.0031490552834149755,0.05240174672489083,7960,9504,0.5,22864,False,srr_propref_scar_precision
Case8022,CenterH,4,0,,0.5148832201957703,myops_edema,LGE-only,0.6600096821784973,0.9965492282054303,0.41230297088623047,429,0.537493109703064,0.615878701210022,0.0,,429,428,0.5,297035,False,srr_propref_scar_precision
Case8023,CenterH,5,811,1.0,0.5846590399742126,myops_scar,LGE-only,0.6074206829071045,0.9988662559993954,0.45425722002983093,10992,0.40060314536094666,0.510509729385376,0.0011337440006046636,0.036991368680641186,9600,10902,0.5,26461,False,srr_propref_scar_precision
Case8023,CenterH,4,0,,0.5140843987464905,myops_edema,LGE-only,0.6641965508460999,0.9979412659209326,0.4154506027698517,400,0.538037896156311,0.6171826124191284,0.0,,400,399,0.5,299213,False,srr_propref_scar_precision
Case1002,CenterA,5,2062,1.0,0.0,myops_scar,LGE-only,0.0,0.9609590650658866,0.0,7167,0.496429443359375,0.6428664922714233,0.0038546390703971434,0.5329776915615907,6496,7140,0.5,285111,False,srr_propref_no_proto_cascade
Case1002,CenterA,4,0,,0.0,myops_edema,LGE-only,0.0,0.9681293545329533,0.0,1,0.6663442850112915,0.7116189002990723,0.0,,1,0,0.5,589759,False,srr_propref_no_proto_cascade
Case1007,CenterA,5,2509,0.7777777777777778,0.0,myops_scar,LGE-only,0.0,0.9646502261944169,0.0,19186,0.4983079433441162,0.6298279166221619,0.001431895920475861,0.45516141889198886,17221,19118,0.5,797544,False,srr_propref_no_proto_cascade
Case1007,CenterA,4,0,,0.0,myops_edema,LGE-only,0.0,0.971358340873066,0.0,1,0.6663210391998291,0.7151268124580383,0.0,,1,0,0.5,1572779,False,srr_propref_no_proto_cascade
Case1009,CenterA,5,4090,0.2857142857142857,0.0,myops_scar,LGE-only,0.0,0.9558588000213546,0.0,12223,0.49733394384384155,0.6372472047805786,0.0043700760377977255,0.5603911980440098,11202,12162,0.5,524476,False,srr_propref_no_proto_cascade
Case1009,CenterA,4,0,,0.0,myops_edema,LGE-only,0.0,0.9701485847257191,0.0,1,0.6661472916603088,0.7157013416290283,0.0,,1,0,0.5,1048560,False,srr_propref_no_proto_cascade
Case1010,CenterA,5,2012,1.0,0.0,myops_scar,LGE-only,0.0,0.9673418102152155,0.0,7433,0.4959256649017334,0.6415547728538513,0.0027922161604879933,0.5168986083499006,6549,7399,0.5,372464,False,srr_propref_no_proto_cascade
Case1010,CenterA,4,0,,0.0,myops_edema,LGE-only,0.0,0.9760417819115453,0.0,1,0.6656994223594666,0.7116180658340454,0.0,,1,0,0.5,786369,False,srr_propref_no_proto_cascade
Case1021,CenterA,5,1766,0.5,0.0,myops_scar,LGE-only,0.0,0.9635019320968611,0.0,7321,0.496931791305542,0.6423944234848022,0.0019451692349523905,0.42129105322763305,6564,7282,0.5,382486,False,srr_propref_no_proto_cascade
Case1021,CenterA,4,0,,0.0,myops_edema,LGE-only,0.0,0.9737032185866704,0.0,1,0.6660284399986267,0.7122243046760559,0.0,,1,0,0.5,786370,False,srr_propref_no_proto_cascade
Case1023,CenterA,5,2380,1.0,0.0,myops_scar,LGE-only,0.0,0.9608780641728104,0.0,8897,0.5003962516784668,0.6261922121047974,0.0022916950788722827,0.7201680672268908,7332,8871,0.5,747918,False,srr_propref_no_proto_cascade
Case1023,CenterA,4,0,,0.0,myops_edema,LGE-only,0.0,0.9696403359683651,0.0,1,0.6680536270141602,0.7047939300537109,0.0,,1,0,0.5,1376201,False,srr_propref_no_proto_cascade
Case1029,CenterA,5,585,1.0,0.0,myops_scar,LGE-only,0.0,0.9531648091896817,0.0,10061,0.49974003434181213,0.63181471824646,0.0008274607450493054,0.9299145299145299,9810,10041,0.5,657433,False,srr_propref_no_proto_cascade
Case1029,CenterA,4,0,,0.0,myops_edema,LGE-only,0.0,0.9672072428046995,0.0,1,0.6672768592834473,0.7072352170944214,0.0,,1,0,0.5,1245153,False,srr_propref_no_proto_cascade
Case1033,CenterA,5,4081,1.0,0.0,myops_scar,LGE-only,0.0,0.9547061948883855,0.0,20918,0.4970085620880127,0.639010488986969,0.0050955333677029585,0.7919627542269052,19069,20835,0.5,634281,False,srr_propref_no_proto_cascade
Case1033,CenterA,4,0,,0.0,myops_edema,LGE-only,0.0,0.9714716673647685,0.0,1,0.6670304536819458,0.7179728150367737,0.0,,1,0,0.5,1310697,False,srr_propref_no_proto_cascade
Case1040,CenterA,5,2164,0.75,0.0,myops_scar,LGE-only,0.0,0.9549110733756367,0.0,7622,0.49638068675994873,0.6401033401489258,0.0041637532660754,0.7319778188539742,7149,7596,0.5,380426,False,srr_propref_no_proto_cascade
Case1040,CenterA,4,0,,0.0,myops_edema,LGE-only,0.0,0.9691604804520705,0.0,1,0.6658864617347717,0.7180573344230652,0.0,,1,0,0.5,786426,False,srr_propref_no_proto_cascade
Case1042,CenterA,5,906,1.0,0.0,myops_scar,LGE-only,0.0,0.9604801242546311,0.0,3767,0.4955494701862335,0.653042197227478,0.00303370225211519,0.7373068432671082,3494,3756,0.5,220193,False,srr_propref_no_proto_cascade
Case1042,CenterA,4,0,,0.0,myops_edema,LGE-only,0.0,0.9751823990129636,0.0,1,0.6655825972557068,0.7132592797279358,0.0,,1,0,0.5,458747,False,srr_propref_no_proto_cascade
Case1045,CenterA,5,1488,1.0,0.0,myops_scar,LGE-only,0.0,0.9288925199441047,0.0,13260,0.49521955847740173,0.6536755561828613,0.0036782917938973625,0.6686827956989247,12654,13232,0.5,270506,False,srr_propref_no_proto_cascade
Case1045,CenterA,4,0,,0.0,myops_edema,LGE-only,0.0,0.9566121237812633,0.0,1,0.6629087924957275,0.7119222283363342,0.0,,1,0,0.5,589750,False,srr_propref_no_proto_cascade
Case1047,CenterA,5,6704,0.7142857142857143,0.0,myops_scar,LGE-only,0.0,0.9618365583007004,0.0,20891,0.49674272537231445,0.6379934549331665,0.00651539444427936,0.7522374701670644,19497,20813,0.5,774013,False,srr_propref_no_proto_cascade
Case1047,CenterA,4,0,,0.0,myops_edema,LGE-only,0.0,0.9741468709009397,0.0,1,0.6667192578315735,0.7141923904418945,0.0,,1,0,0.5,1572769,False,srr_propref_no_proto_cascade
Case1053,CenterA,5,1051,0.8,0.0,myops_scar,LGE-only,0.0,0.9372701961336304,0.0,8240,0.49744293093681335,0.6474156379699707,0.0027224570088677257,0.7545195052331113,7866,8233,0.5,291281,False,srr_propref_no_proto_cascade
Case1053,CenterA,4,0,,0.0,myops_edema,LGE-only,0.0,0.9631755903282304,0.0,1,0.6650245785713196,0.7107266187667847,0.0,,1,0,0.5,589799,False,srr_propref_no_proto_cascade
Case1062,CenterA,5,4726,0.8571428571428571,0.0,myops_scar,LGE-only,0.0,0.9349698473496985,0.0,18827,0.4948696494102478,0.6424264907836914,0.004435772044357721,0.5844265763859501,16834,18709,0.5,622665,False,srr_propref_no_proto_cascade
Case1062,CenterA,4,0,,0.0,myops_edema,LGE-only,0.0,0.9599452203203619,0.0,1,0.6670961380004883,0.7166950702667236,0.0,,1,0,0.5,1310705,False,srr_propref_no_proto_cascade
Case1070,CenterA,5,2507,1.0,0.0,myops_scar,LGE-only,0.0,0.9497364858605934,0.0,17975,0.49527233839035034,0.6452478766441345,0.002491317765712122,0.611487834064619,16549,17927,0.5,615337,False,srr_propref_no_proto_cascade
Case1070,CenterA,4,0,,0.0,myops_edema,LGE-only,0.0,0.9673164713234178,0.0,1,0.6668499708175659,0.7171948552131653,0.0,,1,0,0.5,1310599,False,srr_propref_no_proto_cascade
Case1073,CenterA,5,2199,0.6666666666666666,0.0,myops_scar,LGE-only,0.0,0.9665562861443397,0.0,5834,0.4954915940761566,0.6441514492034912,0.00394517943436584,0.5661664392905866,4874,5780,0.5,315575,False,srr_propref_no_proto_cascade
Case1073,CenterA,4,0,,0.0,myops_edema,LGE-only,0.0,0.9777575984188879,0.0,1,0.6668124198913574,0.7112786173820496,0.0,,1,0,0.5,655235,False,srr_propref_no_proto_cascade
Case1080,CenterA,5,1384,0.8,0.0,myops_scar,LGE-only,0.0,0.9746314400125277,0.0,13084,0.4974863827228546,0.6499113440513611,0.002691960657106851,0.5216763005780347,12611,13068,0.5,268206,False,srr_propref_no_proto_cascade
Case1080,CenterA,4,0,,0.0,myops_edema,LGE-only,0.0,0.9810520318834535,0.0,1,0.6640780568122864,0.7181239724159241,0.0,,1,0,0.5,589773,False,srr_propref_no_proto_cascade
Case2002,CenterB,5,998,1.0,0.0,myops_scar,C0+LGE+T2,0.0,0.9585583437364117,0.0,3701,0.4723075330257416,0.6562979817390442,0.004972437686729413,0.7104208416833667,3445,3680,0.5,142586,True,srr_propref_no_proto_cascade
Case2002,CenterB,4,3016,1.0,0.0,myops_edema,C0+LGE+T2,0.0,0.968738681637088,0.0,1,0.6649417877197266,0.7129835486412048,0.007585818342790454,1.0,0,0,0.5,397584,True,srr_propref_no_proto_cascade
Case2007,CenterB,5,1303,1.0,0.0,myops_scar,C0+LGE+T2,0.0,0.9540177555201457,0.0,3004,0.4707268476486206,0.6616618633270264,0.010376356324455573,0.41980046047582503,2329,2960,0.5,52716,True,srr_propref_no_proto_cascade
Case2007,CenterB,4,1462,1.0,0.0,myops_edema,C0+LGE+T2,0.0,0.953300702811245,0.0,1,0.6652358174324036,0.7154413461685181,0.009174196787148594,1.0,0,0,0.5,159360,True,srr_propref_no_proto_cascade
Case2008,CenterB,5,1016,1.0,0.0,myops_scar,C0+LGE+T2,0.0,0.9598535605750946,0.0,585,0.476887583732605,0.6813573241233826,0.0033944089996267926,0.37598425196850394,526,571,0.5,112538,True,srr_propref_no_proto_cascade
Case2008,CenterB,4,3603,1.0,0.0,myops_edema,C0+LGE+T2,0.0,0.9541616947686986,0.0,1,0.6690833568572998,0.7112272381782532,0.012461738002594034,1.0,0,0,0.5,289125,True,srr_propref_no_proto_cascade
