variant,step,stage,loss,evidence_loss,final_loss,scar_proposal_loss,edema_proposal_loss,proposal_margin_loss,roi_cover_loss,roi_remote_loss,proposal_weight,refine_weight,edema_supervised_batch_fraction,anchor_present_batch_fraction,component_present_batch_fraction,batch_cases,elapsed_seconds
srr_propref_shared_dual_dict,1,evidence_warmup,3.9987473487854004,3.9987473487854004,3.9603590965270996,0.22222253680229187,0.18121784925460815,0.2398875653743744,0.33024322986602783,0.042609650641679764,0.0,0.0,0.5,1.0,1.0,"Case1068,Case3029",0.2730175039905589
srr_propref_shared_dual_dict,50,evidence_warmup,2.082216501235962,2.082216501235962,2.0658490657806396,0.3018464744091034,0.609898567199707,0.2591744363307953,0.4782724678516388,0.020646845921874046,0.0,0.0,1.0,1.0,1.0,"Case3027,Case2006",7.453827824007021
srr_propref_shared_dual_dict,100,evidence_warmup,1.802631139755249,1.802631139755249,1.7875962257385254,0.21891538798809052,0.35522907972335815,0.2521611452102661,0.35479044914245605,0.012069412507116795,0.0,0.0,0.5,1.0,1.0,"Case3021,Case8004",14.682822823990136
srr_propref_shared_dual_dict,150,evidence_warmup,1.9012081623077393,1.9012081623077393,1.891607403755188,0.39902573823928833,0.3110145330429077,0.25445854663848877,0.38880348205566406,0.010559790767729282,0.0,0.0,0.5,1.0,1.0,"Case3032,Case1061",21.898185224010376
srr_propref_shared_dual_dict,200,evidence_warmup,1.0989017486572266,1.0989017486572266,1.0959429740905762,0.37880197167396545,-0.0,0.2548476457595825,0.2335188239812851,0.00904097594320774,0.0,0.0,0.0,0.5,0.5,"Case3009,Case8024",29.2152900499932
srr_propref_shared_dual_dict,250,evidence_warmup,1.440577507019043,1.440577507019043,1.4325398206710815,0.4761059284210205,0.4151189923286438,0.2462376207113266,0.4514542818069458,0.012076360173523426,0.0,0.0,1.0,1.0,1.0,"Case2009,Case3010",36.408379200001946
srr_propref_shared_dual_dict,300,evidence_warmup,0.934866726398468,0.934866726398468,0.9323476552963257,0.2984844148159027,-0.0,0.25142228603363037,0.21720124781131744,0.009336979128420353,0.0,0.0,0.0,1.0,1.0,"Case1011,Case1066",43.61780007299967
srr_propref_shared_dual_dict,350,evidence_warmup,1.403771162033081,1.403771162033081,1.39377760887146,0.15320289134979248,0.2439253181219101,0.2417106032371521,0.35778167843818665,0.011449604295194149,0.0,0.0,1.0,1.0,1.0,"Case2029,Case2023",50.770883346005576
srr_propref_shared_dual_dict,400,evidence_warmup,1.410825490951538,1.410825490951538,1.3946659564971924,0.16157422959804535,0.3536496162414551,0.2439958155155182,0.35960763692855835,0.008899270556867123,0.0,0.0,1.0,1.0,1.0,"Case2021,Case3041",57.96548457900644
srr_propref_shared_dual_dict,450,evidence_warmup,1.5586475133895874,1.5586475133895874,1.5560004711151123,0.44470101594924927,0.129611998796463,0.24038851261138916,0.3423323631286621,0.007598762400448322,0.0,0.0,0.5,0.5,0.5,"Case3024,Case2028",65.29773026998737
srr_propref_shared_dual_dict,500,evidence_warmup,1.0123357772827148,1.0123357772827148,1.007584810256958,0.4510074555873871,-0.0,0.23258891701698303,0.24542012810707092,0.0077323936857283115,0.0,0.0,0.0,0.5,0.5,"Case8016,Case3005",72.54590250100591
srr_propref_shared_dual_dict,550,evidence_warmup,1.359241247177124,1.359241247177124,1.353285789489746,0.4161776900291443,0.43871939182281494,0.23071323335170746,0.4436386823654175,0.012469185516238213,0.0,0.0,1.0,1.0,1.0,"Case2027,Case3010",79.76931174998754
srr_propref_shared_dual_dict,600,evidence_warmup,0.8208084106445312,0.8208084106445312,0.8208490610122681,0.38063591718673706,-0.0,0.23215731978416443,0.21374768018722534,0.009429026395082474,0.0,0.0,0.0,0.5,0.5,"Case6003,Case1025",86.98913709499175
srr_propref_shared_dual_dict,600,evidence_warmup,,,,,,,,,,,,,,,87.47745379401022
srr_propref_shared_dual_dict,650,evidence_warmup,1.227742314338684,1.227742314338684,1.224193811416626,0.36122623085975647,0.3909139931201935,0.23705124855041504,0.41931188106536865,0.00976649858057499,0.0,0.0,1.0,0.5,0.5,"Case2035,Case2001",94.82468394000898
srr_propref_shared_dual_dict,700,evidence_warmup,1.4525786638259888,1.4525786638259888,1.4467923641204834,0.35586151480674744,0.1735452115535736,0.24188899993896484,0.3133831322193146,0.005773463286459446,0.0,0.0,0.5,0.5,0.5,"Case2030,Case2005",102.06211894800072
srr_propref_shared_dual_dict,750,evidence_warmup,1.4060120582580566,1.4060120582580566,1.3996281623840332,0.2771030366420746,0.22838149964809418,0.2480873167514801,0.3210076689720154,0.005902161821722984,0.0,0.0,0.5,1.0,1.0,"Case3014,Case1078",109.25185248500202
srr_propref_shared_dual_dict,800,evidence_warmup,1.3406375646591187,1.3406375646591187,1.3349266052246094,0.43124985694885254,0.3602515459060669,0.23724237084388733,0.37526777386665344,0.010063265450298786,0.0,0.0,0.5,0.5,0.5,"Case1003,Case2014",116.46859795300406
srr_propref_shared_dual_dict,850,evidence_warmup,1.0913739204406738,1.0913739204406738,1.08326256275177,0.16993257403373718,0.21341395378112793,0.2432832568883896,0.3312961459159851,0.00956907868385315,0.0,0.0,1.0,1.0,1.0,"Case2010,Case2003",123.7303237330052
srr_propref_shared_dual_dict,900,evidence_warmup,1.6448698043823242,1.6448698043823242,1.6360043287277222,0.15756487846374512,0.17041069269180298,0.25050675868988037,0.29148486256599426,0.009243374690413475,0.0,0.0,0.5,1.0,1.0,"Case1076,Case2034",130.96362293799757
srr_propref_shared_dual_dict,950,evidence_warmup,1.3683747053146362,1.3683747053146362,1.3594269752502441,0.1372816264629364,0.17287683486938477,0.2372223138809204,0.2759035527706146,0.011804357171058655,0.0,0.0,0.5,1.0,1.0,"Case8013,Case2005",138.21626470898627
srr_propref_shared_dual_dict,1000,evidence_warmup,1.355314016342163,1.355314016342163,1.351483702659607,0.3423273265361786,0.505557119846344,0.2303505837917328,0.4669874310493469,0.004226613324135542,0.0,0.0,1.0,1.0,0.5,"Case3005,Case2032",145.359277459007
srr_propref_shared_dual_dict,1050,evidence_warmup,1.6534427404403687,1.6534427404403687,1.6408708095550537,0.3287356495857239,0.36505478620529175,0.23010341823101044,0.33784762024879456,0.0026805668603628874,0.0,0.0,0.5,1.0,1.0,"Case7001,Case3024",152.63841146600316
