group,split,case_count,care_dice,nnunet_dice,delta_care_minus_nnunet,care_help_count,care_harm_count,tie_count,care_sensitivity,nnunet_sensitivity,care_precision,nnunet_precision,care_hd95,nnunet_hd95,care_empty_prediction_count_from_blank_precision,nnunet_empty_prediction_count_from_blank_precision,care_volume_ratio,nnunet_volume_ratio,volume_ratio_status
all_outer_scar,fold2,44,0.5295093412652232,0.5907895789501983,-0.06128023768497515,16,25,3,0.5202479069264747,0.6428328885662334,0.6661295409946212,0.594918560768269,45479.67123557849,45476.2521793547,1,1,0.8938177629404096,1.2354645766573629,
all_outer_scar,fold3,44,0.3722464024206817,0.5217329613658714,-0.14948655894518975,10,32,2,0.3322655663247594,0.5394461368757272,0.7242047537376527,0.6034435577554697,204562.84581715695,45474.353488854045,10,1,0.5570775846399509,0.9830039354130073,
all_outer_scar,combined,88,0.45087787184295247,0.5562612701580348,-0.10538339831508237,26,57,5,0.42401885161845376,0.589908718057998,0.6917731414266091,0.5991810592618694,125021.25852636773,45475.30283410437,11,2,0.7214388621437462,1.1062287722108475,
complete_tri_modal_scar,fold2,16,0.7041290341166848,0.6979646355691234,0.006164398547561456,11,5,0,0.7371074192404357,0.750334723649224,0.7053213886527843,0.6875612506211377,29.270756147358295,31.193280429144465,0,0,1.1765919099776356,1.2939623394402084,
complete_tri_modal_scar,fold3,16,0.6544408813826648,0.6469524168089137,0.007488464573751075,8,8,0,0.6633914607901991,0.7576388179006573,0.7388814707777208,0.6652168447647131,62508.37516723414,62511.31064113309,2,0,1.1775373942250391,1.4295075012136327,
complete_tri_modal_scar,combined,32,0.6792849577496748,0.6724585261890185,0.006826431560656321,19,13,0,0.7014384070870954,0.7538689628031434,0.720982760311088,0.6763890476929254,31268.822961690752,31271.251960781115,2,0,1.1770494023554117,1.3595487080402524,
partial_modality_scar,fold2,28,0.4297266596358166,0.5295466894536697,-0.0998200298178531,5,20,3,0.3814578190455397,0.5740317141131193,0.6429047423823763,0.540019189003606,71451.32865239629,71444.85726445501,1,1,0.712842308836585,1.1980260084763419,
partial_modality_scar,fold3,28,0.2109924144424056,0.4501789868269901,-0.2391865723845845,2,24,2,0.1548766942897025,0.42255720061237173,0.7139310518096049,0.5668371654536958,285736.82904568425,35738.94940183745,8,1,0.22468840093365358,0.7438055965912437,
partial_modality_scar,combined,56,0.3203595370391111,0.48986283814032994,-0.16950330110121886,7,44,5,0.26175458332547474,0.4940074428297055,0.6731287038407714,0.5534281772286509,178594.07884904026,53591.903333146234,9,2,0.45494967824635707,0.9580605078577993,
pure_edema_t2_present,fold2,16,0.5074194166598365,0.5064918016281862,0.0009276150316502862,6,10,0,0.48205923839243303,0.48965686026533856,0.6346965808069881,0.6368878409756581,25.207658106419842,24.374850838831595,0,0,0.8157290362958105,0.8515079523603493,
pure_edema_t2_present,fold3,16,0.39324223035262673,0.4437688151589355,-0.05052658480630878,6,10,0,0.3428504667646082,0.40195234776566946,0.6343913833772382,0.5916424630981989,62528.738437704014,26.040761453968233,1,0,0.5855832820037523,0.7363935389819696,
pure_edema_t2_present,combined,32,0.4503308235062316,0.4751303083935609,-0.024799484887329304,12,20,0,0.4124548525785206,0.445804604015504,0.6345489046313026,0.6142651520369284,31276.973047905216,25.207806146399914,1,0,0.7006561591497814,0.7939507456711594,
centerB_complete_scar,fold2,7,0.7199068520377787,0.7027605727013267,0.017146279336451964,5,2,0,0.6984520129710065,0.6875059626307926,0.7492736048879296,0.7237349231035187,11.14796124527199,11.935278554451939,0,0,0.936635378953012,0.9434245361260131,
centerB_complete_scar,fold3,7,0.6175101112133797,0.715168004806489,-0.09765789359310928,3,4,0,0.6033525247992595,0.718788682102543,0.7616262251777358,0.757084518406238,142865.84257863657,13.70921256920637,1,0,0.8147274912106541,1.0131250824213214,
centerB_complete_scar,combined,14,0.6687084816255792,0.7089642887539078,-0.04025580712832866,8,6,0,0.650902268885133,0.7031473223666678,0.7549748142524556,0.7404097207548784,71438.49526994093,12.822245561829153,1,0,0.875681435081833,0.9782748092736673,
centerB_complete_edema,fold2,7,0.6087131935280635,0.6178153508032873,-0.009102157275223788,3,4,0,0.6006511371170402,0.6134297067851948,0.7093177095776501,0.6894628197282033,14.381531122494925,13.309147601843518,0,0,0.9272199457432275,0.9591833373714448,
centerB_complete_edema,fold3,7,0.4388064749636218,0.524333687865021,-0.0855272129013992,2,5,0,0.40659863528847356,0.5100735778223073,0.6237261548160863,0.5777636649860017,142876.43094438393,20.57867621795293,1,0,0.6688590725022753,0.9054126453776548,
centerB_complete_edema,combined,14,0.5237598342458426,0.5710745193341541,-0.04731468508831149,5,9,0,0.5036248862027569,0.5617516423037511,0.6698139150723128,0.6336132423571026,71445.40623775321,16.943911909898222,1,0,0.7980395091227513,0.9322979913745498,
centerC_complete_scar,fold2,9,0.691857397955834,0.6942344622440763,-0.0023770642882422477,6,3,0,0.7671727352277694,0.7992015377746707,0.6711363315810046,0.6594261720237303,43.36626329342542,46.1717263316831,0,0,1.3632247674412317,1.566602853129027,
centerC_complete_scar,fold3,9,0.6831648137365532,0.5938958483663551,0.08926896537019813,5,4,0,0.715925529782271,0.7916326867240074,0.7218229049777095,0.5937642097101936,8.12273614335093,111120.55619668278,1,0,1.4949960593626261,1.7938421176569055,
centerC_complete_scar,combined,18,0.6875111058461936,0.6440651553052157,0.043445950540977885,11,7,0,0.7430564032534173,0.7956397255155351,0.6949888367088657,0.6265951908669619,25.744499718388177,55583.36396150723,1,0,1.4252347871689466,1.6735389776127345,
centerC_complete_edema,fold2,9,0.42863536798454877,0.4199068189364409,0.008728549048107881,3,6,0,0.38982109493996075,0.39338909074989487,0.5766579250964732,0.5959961908347897,33.627979093917,32.981508912044546,0,0,0.729013884503375,0.7677604306850526,
centerC_complete_edema,fold3,9,0.35780337343296387,0.38110724749864683,-0.02330387406568296,4,5,0,0.29326855791271295,0.31785805772161774,0.6415015357513396,0.6024370838521299,36.088710286307276,30.289049970869023,0,0,0.5208132227271233,0.6049342340075478,
centerC_complete_edema,combined,18,0.39321937070875634,0.4005070332175439,-0.00728766250878754,7,11,0,0.3415448264263368,0.3556235742357563,0.6090797304239064,0.5992166373434598,34.85834469011214,31.635279441456785,0,0,0.6249135536152491,0.6863473323463002,
