variant,step,loss,anatomy_loss,scar_loss,edema_loss,retrieval_loss,soft_containment_loss,component_compactness_loss,edema_supervised_batch_fraction,batch_cases,elapsed_seconds
scar_lge_fallback_boost,1,2.8350539207458496,1.4642614126205444,0.794806718826294,-0.0,0.006913966964930296,-0.0,-0.0,0.0,"Case1056,Case1018",0.5125651694834232
scar_lge_fallback_boost,1,2.8350539207458496,,,,,,,,,0.6655409727245569
scar_lge_fallback_boost,500,1.463750958442688,0.5412728190422058,0.5110538005828857,-0.0,0.05111640319228172,-0.0,-0.0,0.0,"Case1052,Case1022",14.20763835683465
scar_lge_fallback_boost,1000,1.194166898727417,0.31167614459991455,0.4910721778869629,-0.0,0.04674096032977104,-0.0,-0.0,0.0,"Case8009,Case1004",27.50432955287397
scar_lge_fallback_boost,1500,1.2597280740737915,0.41392403841018677,0.4855448007583618,-0.0,0.01909777708351612,-0.0,-0.0,0.0,"Case8012,Case1030",40.864964202046394
scar_lge_fallback_boost,2000,1.257551908493042,0.6105880737304688,0.374538779258728,-0.0,0.009549739770591259,-0.0,-0.0,0.0,"Case1018,Case1026",54.1872759796679
scar_lge_fallback_boost,2500,1.594221830368042,0.30200523138046265,0.4255828857421875,0.46836957335472107,0.0061834342777729034,-0.0,-0.0,0.5,"Case1005,Case3025",67.64797871932387
scar_lge_fallback_boost,3000,1.4998615980148315,0.09562259912490845,0.5131977796554565,0.4408828616142273,0.0025185924023389816,-0.0,-0.0,0.5,"Case1054,Case3002",81.35003250464797
scar_lge_fallback_boost,3500,1.5410445928573608,0.41810956597328186,0.36331915855407715,0.4185378849506378,0.0024520293809473515,-0.0,-0.0,1.0,"Case3009,Case3028",94.88786579109728
scar_lge_fallback_boost,4000,1.3835140466690063,0.24319542944431305,0.407792329788208,0.36566245555877686,0.007940812036395073,-0.0,-0.0,0.5,"Case1074,Case2016",108.2848208360374
scar_lge_fallback_boost,4500,0.8673818111419678,0.10647960752248764,0.4414324462413788,-0.0,0.010175177827477455,-0.0,-0.0,0.0,"Case8016,Case3021",121.75732169114053
scar_lge_fallback_boost,5000,1.0090246200561523,0.25311407446861267,0.42860299348831177,-0.0,0.026669204235076904,-0.0,-0.0,0.0,"Case1079,Case8018",135.0176995191723
scar_lge_fallback_boost,5000,1.0090246200561523,,,,,,,,,135.17251929081976
scar_lge_fallback_boost,5500,1.5146182775497437,0.0993598997592926,0.47615891695022583,0.5004612803459167,0.004510580562055111,-0.0,-0.0,0.5,"Case1063,Case3045",148.70658387243748
scar_lge_fallback_boost,6000,1.021854281425476,0.18562644720077515,0.4810723066329956,-0.0,0.01810644380748272,-0.0,-0.0,0.0,"Case1064,Case2028",162.0555107947439
scar_lge_fallback_boost,6500,1.25716233253479,0.2032189965248108,0.39557889103889465,0.3153524696826935,0.0024597193114459515,-0.0,-0.0,0.5,"Case8018,Case3003",175.5176963787526
