metric,count,mean,min,max,last
baseline_gate_mean,37,0.01798621006309986,0.01798621006309986,0.01798621006309986,0.01798621006309986
baseline_residual_abs_mean,37,0.07177391124738229,0.0712796151638031,0.07194473594427109,0.07132568955421448
branch_correction_open_rate,37,1.0,1.0,1.0,1.0
proposal_weight_mean,37,0.16098118885546117,0.049698811024427414,0.2314751297235489,0.18683521449565887
refiner_weight_mean,37,0.16098118885546117,0.049698811024427414,0.2314751297235489,0.18683521449565887
final_logit_delta_roi_abs_mean,37,1.2325816951893471,0.34615904092788696,1.928393006324768,1.6112359762191772
