case_id,mode,source_fold,image_shape_zyx,availability_lge_t2_c0,source_probability_path,source_prediction_path,output_prediction_path,gt_path,model_forward_count,checkpoint_actual_load_count,prototype_memory_actual_load_count,memory_query_policy,raw_anchor_used_for_final_baseline,safety_context_used_for_srr_evidence,changed_voxels,raw_label_mismatch,nonidentity_downstream_tensor_max_abs_delta,no_t2_case,no_t2_full_chain_exact_zero,geometry_matches_gt,output_sha256
Case1045,srr_no_anchor_control,0,"[9, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1045.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1045.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case1045.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1045.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,583619,0,0.11609949916601181,True,True,True,7cef3fc6af086f4272d598cb43bda5b50cbe4f687697aa4739f2846470b1d2aa
Case1047,srr_no_anchor_control,0,"[24, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1047.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1047.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case1047.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1047.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,1561754,0,0.28166231513023376,True,True,True,f4e3d0c075f5ec00a020a170729c645cb5c4878e9a89f19850c303d129c2d360
Case1053,srr_no_anchor_control,0,"[9, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1053.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1053.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case1053.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1053.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,585207,0,0.10645534843206406,True,True,True,5912557ff857ad79492a3597893f1717e76c82e6618dbffc850c6e5a6fa64649
Case1062,srr_no_anchor_control,0,"[20, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1062.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1062.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case1062.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1062.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,1300609,0,0.19125504791736603,True,True,True,9ae38bb5a30bb06c1f907724505e0d0fd683ade141ed769c428e90389475b93e
Case1070,srr_no_anchor_control,0,"[20, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1070.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1070.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case1070.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1070.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,1301378,0,0.2704364061355591,True,True,True,25c5b3583c365fa53e0c6505be5fd76410c3f0970c62d598b4ec25402a4596c2
Case1073,srr_no_anchor_control,0,"[10, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1073.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1073.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case1073.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1073.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,652535,0,0.18832194805145264,True,True,True,3bf84572bdf9db86c69ca09881137b2f4fd0e867838346e2218186a55e65e2d0
Case1080,srr_no_anchor_control,0,"[9, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1080.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1080.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case1080.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1080.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,585484,0,0.14440740644931793,True,True,True,8dc2bc1096e2244c6a6f0ec9513167ca3844ac95fca3152e474c1ea3bc6cdef1
Case2002,srr_no_anchor_control,0,"[6, 251, 264]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2002.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2002.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case2002.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2002.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,394299,0,3.6224071979522705,False,True,True,824726f95e807c93c6cb6b81ed311814df24431cef4da5bbcd18edfcc50f56d4
Case2007,srr_no_anchor_control,0,"[6, 166, 160]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2007.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2007.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case2007.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2007.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,158025,0,3.6641604900360107,False,True,True,f51621e12fce583af2ce8cdc8d175f77e25adc573b722dbd5e8483441961caa1
Case2008,srr_no_anchor_control,0,"[5, 257, 225]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2008.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2008.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case2008.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2008.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,287407,0,3.6297788619995117,False,True,True,a63a03e4007a505ba9488f11e7934e8d6f67d855b668b2c0ac2dba959d6ed29e
Case2017,srr_no_anchor_control,0,"[5, 257, 248]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2017.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2017.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case2017.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2017.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,316166,0,3.6317360401153564,False,True,True,9537aeeba98a9463aa16688dc95dc3fda46d9ce3d451c26d760e8a14a2b53e6f
Case2020,srr_no_anchor_control,0,"[6, 160, 160]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2020.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2020.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case2020.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2020.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,152548,0,3.596069097518921,False,True,True,ebc78a217e0323c0baf72b78f01f2f9a18fe1b03810ef27aeeb0c1eaab9b3438
Case2031,srr_no_anchor_control,0,"[3, 255, 247]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2031.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2031.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case2031.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2031.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,187797,0,3.6125383377075195,False,True,True,4911a7300b06fdd09a01b47d3fdd88c2cf6923bbf67472fb10fdb9bb4b87b752
Case2033,srr_no_anchor_control,0,"[7, 247, 225]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2033.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2033.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case2033.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2033.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,385876,0,3.6346895694732666,False,True,True,daa71e9807ab1f1989b8632c6c48cc5716e5cac72f94cc25a3cc42d79b9eb0e7
Case3004,srr_no_anchor_control,0,"[6, 478, 481]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3004.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3004.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case3004.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3004.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,1374564,0,3.627133369445801,False,True,False,3edef16943ca9cd493c9b8f3a5067a305498469885fc718b534b0fdb77350e2a
Case3011,srr_no_anchor_control,0,"[2, 498, 489]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3011.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3011.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case3011.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3011.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,483760,0,3.668823480606079,False,True,False,6509e9514ae747c3c1b061f358ef60a2e9e352d95de56ee0a5b965a158e8705d
Case3012,srr_no_anchor_control,0,"[5, 477, 477]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3012.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3012.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case3012.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3012.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,1129060,0,3.654435157775879,False,True,False,2e600bf16050058284fdb756b5e5e5e8e168b6c61b7d9cb0cc703b0f14f19f0c
Case3023,srr_no_anchor_control,0,"[3, 479, 481]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3023.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3023.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case3023.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3023.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,687393,0,3.6463828086853027,False,True,False,aaede170ac4f17bc2f0b81e35a81e06867087ec922b5a90ac5f7b5704ea55b82
Case3026,srr_no_anchor_control,0,"[5, 471, 474]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3026.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3026.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case3026.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3026.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,1110461,0,3.602285385131836,False,True,False,02ae47728783eb0e8ca738b6e7276a5b9163fa7abe0b7e51534c8ee9abd40db1
Case3034,srr_no_anchor_control,0,"[4, 458, 462]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3034.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3034.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case3034.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3034.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,839415,0,3.7004940509796143,False,True,False,bb4a3f6b3a61fc852419d3690b5796b218b3e669b36ebe3e21e6b373c93d8846
Case3038,srr_no_anchor_control,0,"[3, 508, 506]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3038.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3038.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case3038.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3038.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,765419,0,3.6527223587036133,False,True,True,ba16aae6501f8e52f1082fbd1eed86808cf6b6aaf34179979cba0fbece08839b
Case3040,srr_no_anchor_control,0,"[3, 495, 498]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3040.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3040.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case3040.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3040.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,734581,0,3.681175708770752,False,True,False,d23a317f31ac450a70ae601ce143adb28044899dffa5556f8d5879343943310f
Case3044,srr_no_anchor_control,0,"[3, 499, 501]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3044.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3044.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case3044.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3044.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,745781,0,3.6620800495147705,False,True,True,4a6ef96a6b4c1d873b28572e22d16432633964b5553388161cf3127b73c11019
Case5005,srr_no_anchor_control,0,"[6, 256, 256]","1.0,0.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case5005.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case5005.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case5005.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case5005.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,383827,0,0.26305338740348816,True,True,True,8b2c3737de9187bfc7e4e4da0a9e2473ef8bf0d7fcf6002d52a9031b9903891a
Case6001,srr_no_anchor_control,0,"[8, 288, 288]","1.0,0.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case6001.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case6001.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case6001.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case6001.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,657947,0,0.21278342604637146,True,True,True,af0e65f2fc0ee64388a7dda1d36b16c6c2c149716134f524b9197b0e81ec2312
Case6010,srr_no_anchor_control,0,"[7, 288, 288]","1.0,0.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case6010.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case6010.nii.gz,results/srr_production/inference/srr_no_anchor_control/predictions/Case6010.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case6010.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,573722,0,0.1340797245502472,True,True,True,7e16bc9a83a61ee6d7043466556b7da3cb20d62a6e92dfcbf8a1ec42508668a1
