step,scar_active,edema_active,loss
1,3.131516933441162,0.0,3.5655516386032104
2,2.559108018875122,0.0,2.9839513301849365
3,2.480152726173401,0.0,2.8914260864257812
4,2.4860419034957886,0.0,2.8859118223190308
5,2.4896949529647827,2.691392183303833,4.236050248146057
6,2.995317578315735,2.4836273193359375,4.634910821914673
7,2.9993607997894287,0.0,3.38318932056427
8,2.434472680091858,0.0,2.8111151456832886
9,2.3792072534561157,0.0,2.750422716140747
10,2.3974069356918335,0.0,2.76233446598053
11,2.4157514572143555,2.406662702560425,3.9853657484054565
12,2.9363322257995605,2.4010610580444336,4.502292513847351
13,2.936962842941284,0.0,3.2895947694778442
14,2.3687446117401123,0.0,2.7125853300094604
15,2.3219250440597534,0.0,2.6586893796920776
16,2.335987091064453,0.0,2.667393207550049
17,2.355021595954895,2.387521743774414,3.8822156190872192
18,2.883163332939148,2.3819363117218018,4.409087896347046
19,2.8815590143203735,0.0,3.207158923149109
20,2.3186639547348022,0.0,2.636226534843445
21,2.2853184938430786,0.0,2.597919225692749
22,2.295871615409851,0.0,2.603563904762268
23,2.3071271181106567,2.3662304878234863,3.8003140687942505
24,2.838266611099243,2.359867811203003,4.331454157829285
25,2.8381799459457397,0.0,3.142886519432068
26,2.283385157585144,0.0,2.5795799493789673
27,2.2624454498291016,0.0,2.556101679801941
28,2.269761800765991,0.0,2.5604708194732666
29,2.274298667907715,2.3403189182281494,3.7383177280426025
30,2.807356357574463,2.3335564136505127,4.271685600280762
31,2.808834671974182,0.0,3.0988906621932983
32,2.2572011947631836,0.0,2.539746046066284
33,2.241899251937866,0.0,2.5217937231063843
34,2.2466108798980713,0.0,2.5240131616592407
35,2.2459983825683594,2.3136467933654785,3.6834518909454346
36,2.7838646173477173,2.307478427886963,4.223123550415039
37,2.786870837211609,0.0,3.0651811361312866
38,2.2298762798309326,0.0,2.5010669231414795
39,2.215666890144348,0.0,2.484980344772339
40,2.2198160886764526,0.0,2.486839771270752
41,2.217964291572571,2.2912437915802,3.6344451904296875
42,2.7641642093658447,2.2849276065826416,4.181857109069824
43,2.768019676208496,0.0,3.036352276802063
44,2.20150887966156,0.0,2.463148355484009
45,2.1869508028030396,0.0,2.4468483924865723
46,2.1926738023757935,0.0,2.450415015220642
47,2.1925541162490845,2.268892765045166,3.589056611061096
48,2.745056629180908,2.262223243713379,4.142617106437683
49,2.7497057914733887,0.0,3.0096616744995117
50,2.1772687435150146,0.0,2.4313926696777344
51,2.162200450897217,0.0,2.414701461791992
52,2.1698466539382935,0.0,2.420272946357727
53,2.1710561513900757,2.2428054809570312,3.547631859779358
54,2.725050449371338,2.2353768348693848,4.101585030555725
55,2.73003089427948,0.0,2.982457160949707
56,2.1573296785354614,0.0,2.404713749885559
57,2.1422526836395264,0.0,2.3880257606506348
58,2.1512298583984375,0.0,2.3950992822647095
59,2.1534842252731323,2.21673846244812,3.511538863182068
60,2.7056007385253906,2.2072501182556152,4.061895489692688
61,2.7093088626861572,0.0,2.955952763557434
62,2.1391079425811768,0.0,2.3814228773117065
63,2.124394178390503,0.0,2.364739775657654
64,2.1339954137802124,0.0,2.3725064992904663
65,2.13906991481781,2.1940243244171143,3.4803626537323
66,2.6864497661590576,2.1845643520355225,4.025323987007141
67,2.689011812210083,0.0,2.9330376386642456
68,2.1231486797332764,0.0,2.3625658750534058
69,2.1094112396240234,0.0,2.3457571268081665
70,2.1199214458465576,0.0,2.3550031185150146
71,2.126531481742859,2.1702120304107666,3.452602505683899
72,2.669527530670166,2.160374164581299,3.9930983781814575
73,2.6710976362228394,0.0,2.908698797225952
74,2.109537124633789,0.0,2.3437769412994385
75,2.0941635370254517,0.0,2.3260194063186646
76,2.105353355407715,0.0,2.3351916074752808
77,2.1143652200698853,2.1580452919006348,3.4279948472976685
78,2.652288556098938,2.1393468379974365,3.9597442150115967
79,2.6523479223251343,0.0,2.8827664852142334
80,2.0951391458511353,0.0,2.32144033908844
81,2.079132318496704,0.0,2.3032437562942505
82,2.0919103622436523,0.0,2.314401865005493
83,2.104901671409607,2.1437647342681885,3.406268358230591
84,2.639180898666382,2.129016637802124,3.933863878250122
85,2.6371209621429443,0.0,2.8606306314468384
86,2.0829206705093384,0.0,2.3043835163116455
87,2.067877769470215,0.0,2.2872835397720337
88,2.081609010696411,0.0,2.298413038253784
89,2.096071720123291,2.1157591342926025,3.3739514350891113
90,2.6227587461471558,2.106285810470581,3.8967702388763428
91,2.618885636329651,0.0,2.836869239807129
92,2.0710917711257935,0.0,2.287106156349182
93,2.054895281791687,0.0,2.268224596977234
94,2.070640206336975,0.0,2.2819769382476807
95,2.087627410888672,2.09208607673645,3.348586320877075
96,2.606892943382263,2.08613657951355,3.8647637367248535
97,2.6033620834350586,0.0,2.814004898071289
98,2.0593687295913696,0.0,2.2692095041275024
99,2.041483759880066,0.0,2.2482179403305054
100,2.0585561990737915,0.0,2.2653175592422485
101,2.077423095703125,2.0754129886627197,3.32511305809021
102,2.592375874519348,2.067453622817993,3.8343204259872437
103,2.587851643562317,0.0,2.7914700508117676
104,2.045817494392395,0.0,2.2504302263259888
105,2.028131127357483,0.0,2.2302510738372803
106,2.047785758972168,0.0,2.2487456798553467
107,2.072467088699341,2.0622005462646484,3.309172034263611
108,2.5769999027252197,2.0512282848358154,3.8067305088043213
109,2.569902777671814,0.0,2.770971655845642
110,2.035291910171509,0.0,2.235711455345154
111,2.0137163400650024,0.0,2.2123173475265503
112,2.034654378890991,0.0,2.233617424964905
113,2.061579704284668,2.0547914505004883,3.2928435802459717
114,2.56807279586792,2.045191764831543,3.796008825302124
115,2.557984471321106,0.0,2.7548670768737793
116,2.025040328502655,0.0,2.2210049629211426
117,2.0040327310562134,0.0,2.1994433403015137
118,2.025830864906311,0.0,2.2210030555725098
119,2.0512319803237915,2.034313440322876,3.2702728509902954
120,2.5479726791381836,2.027844190597534,3.7651866674423218
121,2.5397783517837524,0.0,2.7382349967956543
122,2.008457839488983,0.0,2.206670045852661
123,1.9884159564971924,0.0,2.180906057357788
124,2.014935791492462,0.0,2.2049124240875244
125,2.041210889816284,2.0172088146209717,3.2493847608566284
126,2.531712532043457,2.0118610858917236,3.7387810945510864
127,2.525349259376526,0.0,2.7151758670806885
128,2.0084747672080994,0.0,2.1989493370056152
129,1.9835367798805237,0.0,2.1727147102355957
130,2.0095653533935547,0.0,2.1965770721435547
131,2.0288854837417603,2.006063938140869,3.225593686103821
132,2.5043275356292725,1.9983073472976685,3.7004828453063965
133,2.5080037117004395,0.0,2.696333408355713
134,1.992523968219757,0.0,2.1788519620895386
135,1.9683359861373901,0.0,2.1525096893310547
