step,scar_active,edema_active,loss
136,1.9942514300346375,0.0,2.1775823831558228
137,2.0024967789649963,1.9976561069488525,3.1891051530838013
138,2.480923652648926,1.98268723487854,3.662079930305481
139,2.4888566732406616,0.0,2.67211651802063
140,1.9808743596076965,0.0,2.165218472480774
141,1.9537919759750366,0.0,2.1355464458465576
142,1.9894415736198425,0.0,2.168781280517578
143,2.0135899782180786,1.9844450950622559,3.1881470680236816
144,2.461228370666504,1.9768391847610474,3.6315574645996094
145,2.4730082750320435,0.0,2.6499552726745605
146,1.9662955403327942,0.0,2.1437089443206787
147,1.936617910861969,0.0,2.114832878112793
148,1.976148784160614,0.0,2.1550309658050537
149,1.9698285460472107,1.9675661325454712,3.1324607133865356
150,2.4467594027519226,1.9585869312286377,3.602602481842041
151,2.4596787691116333,0.0,2.6343576908111572
152,1.9743752479553223,0.0,2.153968930244446
153,1.9340240359306335,0.0,2.1095300912857056
154,1.9725652933120728,0.0,2.146971106529236
155,1.9966120719909668,1.9620507955551147,3.1550968885421753
156,2.42999666929245,1.9516466856002808,3.5858062505722046
157,2.4372849464416504,0.0,2.610115170478821
158,1.9426167011260986,0.0,2.1129146814346313
159,1.9091451168060303,0.0,2.079219937324524
160,1.9524900913238525,0.0,2.124127507209778
161,1.9510636925697327,1.955259084701538,3.1047979593276978
162,2.385600209236145,1.9463376998901367,3.534869432449341
163,2.4109739661216736,0.0,2.5781257152557373
164,1.9334283471107483,0.0,2.101719856262207
165,1.8983287811279297,0.0,2.0651386976242065
166,1.948117733001709,0.0,2.1146010160446167
167,1.9446654915809631,1.9387972354888916,3.0875402688980103
168,2.3539604544639587,1.9309947490692139,3.4961023330688477
169,2.3912869095802307,0.0,2.5574251413345337
170,1.9263771176338196,0.0,2.0918760299682617
171,1.883092224597931,0.0,2.0472614765167236
172,1.933998942375183,0.0,2.09772264957428
173,1.9210142493247986,1.9187886714935303,3.0490301847457886
174,2.3178534507751465,1.9131114482879639,3.446508288383484
175,2.3539395332336426,0.0,2.518489956855774
176,1.9016980528831482,0.0,2.0647205114364624
177,1.8667530417442322,0.0,2.0284512042999268
178,1.9251934885978699,0.0,2.0854930877685547
179,1.9163421392440796,1.8971012830734253,3.0290873050689697
180,2.286706864833832,1.8932769298553467,3.3969250917434692
181,2.327258825302124,0.0,2.486160397529602
182,1.891633927822113,0.0,2.051028072834015
183,1.8483022451400757,0.0,2.0065565705299377
184,1.9125967621803284,0.0,2.06978440284729
185,1.8893011212348938,1.877905011177063,2.9881728887557983
186,2.2407922744750977,1.872995376586914,3.33548641204834
187,2.295867443084717,0.0,2.45003604888916
188,1.887330412864685,0.0,2.045362710952759
189,1.834441065788269,0.0,1.9900534749031067
190,1.90169358253479,0.0,2.055277466773987
191,1.8748523592948914,1.8649264574050903,2.963422417640686
192,2.199295938014984,1.8606369495391846,3.282787799835205
193,2.258024513721466,0.0,2.408724546432495
194,1.876213252544403,0.0,2.030219793319702
195,1.8161641359329224,0.0,1.9680219292640686
196,1.9041741490364075,0.0,2.0549886226654053
197,1.8589548468589783,1.8496028184890747,2.938176989555359
198,2.124422788619995,1.8436686992645264,3.198621988296509
199,2.2510486245155334,0.0,2.4005571603775024
200,1.9248000979423523,0.0,2.076110303401947
201,1.793163537979126,0.0,1.9429160952568054
202,1.9338220357894897,0.0,2.0830312967300415
203,1.8691487908363342,1.8466280698776245,2.9460049867630005
204,2.0428571105003357,1.831478476524353,3.1172189712524414
205,2.3533380031585693,0.0,2.5057681798934937
206,1.87504243850708,0.0,2.0253844261169434
207,1.9025091528892517,0.0,2.0547353625297546
208,1.9092679619789124,0.0,2.0610889196395874
209,1.7886990904808044,1.859066367149353,2.874108910560608
210,2.0405163764953613,1.7544879913330078,3.069913387298584
211,2.3776522874832153,0.0,2.5245907306671143
212,1.9695523977279663,0.0,2.1233245134353638
213,1.739398717880249,0.0,1.8901179432868958
214,1.8037803769111633,0.0,1.9529669880867004
215,1.750674545764923,1.9895764589309692,2.9165680408477783
216,2.0086724162101746,1.7001583576202393,3.018412232398987
217,2.2417221665382385,0.0,2.3904736042022705
218,1.7530308365821838,0.0,1.905810534954071
219,1.6482456922531128,0.0,1.799551546573639
220,1.7254148721694946,0.0,1.8725416660308838
221,1.5466024279594421,1.6438026428222656,2.5204691290855408
222,1.8410022854804993,1.5325286388397217,2.7618565559387207
223,2.181968569755554,0.0,2.329970955848694
224,1.6902503371238708,0.0,1.836883306503296
225,1.5938559174537659,0.0,1.7395507097244263
226,1.6667400002479553,0.0,1.8099695444107056
227,1.508783221244812,1.9021246433258057,2.6104132533073425
228,1.824195384979248,1.4564129114151,2.7028924226760864
229,2.053070604801178,0.0,2.198693811893463
230,1.7226834893226624,0.0,1.867139220237732
231,1.692137062549591,0.0,1.8351001143455505
232,1.6387736797332764,0.0,1.7830203771591187
233,1.4466796517372131,1.4452069997787476,2.3189027309417725
234,1.7324169278144836,1.4137635231018066,2.588466167449951
235,1.9670132398605347,0.0,2.111245274543762
236,1.6100324988365173,0.0,1.755029022693634
237,1.4869219660758972,0.0,1.6293883919715881
238,1.5618178248405457,0.0,1.7022786736488342
239,1.33096581697464,1.4117118120193481,2.1824029088020325
240,1.6224981546401978,1.3294180631637573,2.4326319694519043
241,1.9041721820831299,0.0,2.0464937686920166
242,1.5755084156990051,0.0,1.7239956855773926
243,1.4975454211235046,0.0,1.6399480104446411
244,1.4300183653831482,0.0,1.5672566294670105
245,1.233343243598938,1.3139170408248901,2.0319722294807434
246,1.5556277930736542,1.2765233516693115,2.3352006673812866
247,1.7964526414871216,0.0,1.933383822441101
248,1.4636475443840027,0.0,1.5996971130371094
249,1.4502657651901245,0.0,1.5860901474952698
250,1.4180395603179932,0.0,1.5529041290283203
251,1.2087033092975616,1.216018795967102,1.954708993434906
252,1.5252566635608673,1.1969211101531982,2.2610470056533813
253,1.797213852405548,0.0,1.929206669330597
254,1.3631795048713684,0.0,1.4961181282997131
255,1.282926082611084,0.0,1.4153637886047363
256,1.3393267393112183,0.0,1.471597671508789
257,1.1525361835956573,1.1968295574188232,1.8876389861106873
258,1.5031258463859558,1.127596139907837,2.202341675758362
259,1.7144395112991333,0.0,1.8444382548332214
260,1.2496320605278015,0.0,1.3798060417175293
261,1.2022099494934082,0.0,1.332668960094452
262,1.2694966197013855,0.0,1.4007177352905273
263,1.063169002532959,1.209551453590393,1.8013625741004944
264,1.4538568556308746,1.1905462741851807,2.179723858833313
265,1.727609097957611,0.0,1.8541106581687927
266,1.262060821056366,0.0,1.3902230262756348
267,1.1676291823387146,0.0,1.2953972816467285
268,1.2253563404083252,0.0,1.3521981239318848
269,1.0398001968860626,1.080270767211914,1.7105027437210083
270,1.3980344831943512,1.0621964931488037,2.0569941997528076
271,1.6554721593856812,0.0,1.78010755777359
272,1.2094836235046387,0.0,1.3367551565170288
273,1.2061969637870789,0.0,1.3325543999671936
274,1.2859482169151306,0.0,1.41158789396286
275,1.0332432687282562,1.0880107879638672,1.7055657505989075
276,1.4037184119224548,1.0440479516983032,2.050850808620453
277,1.7362016439437866,0.0,1.85787832736969
278,1.2634404301643372,0.0,1.3886218070983887
279,1.2492294907569885,0.0,1.3746456503868103
280,1.251993179321289,0.0,1.3761795163154602
281,0.9686953723430634,1.035853385925293,1.6129189133644104
282,1.3850952684879303,1.0263737440109253,2.0221402049064636
283,1.7004539370536804,0.0,1.8209553360939026
284,1.2335845828056335,0.0,1.3578422665596008
285,1.1123695373535156,0.0,1.235719084739685
286,1.1661583185195923,0.0,1.2897599339485168
287,0.9477390944957733,0.9872236847877502,1.5672849416732788
288,1.3529039919376373,0.9771488308906555,1.9635297060012817
289,1.6504645943641663,0.0,1.7694629430770874
290,1.147367775440216,0.0,1.2688124775886536
291,1.053704857826233,0.0,1.1741623282432556
292,1.1419410705566406,0.0,1.2620556950569153
293,0.9090213775634766,0.9556465148925781,1.5101024508476257
294,1.3240211606025696,0.9474775791168213,1.9176031351089478
295,1.5925485491752625,0.0,1.7085247039794922
296,1.0751533508300781,0.0,1.1940826177597046
297,1.007660448551178,0.0,1.1264593005180359
298,1.0801377892494202,0.0,1.19863623380661
299,0.8761607110500336,0.9249868392944336,1.4595069289207458
300,1.3082076609134674,0.9170752763748169,1.8840287327766418
