phase,design,variant,runtime_summary,slurm_job_id,slurm_state,slurm_exit_code,slurm_log_path,status,actual_optimizer_steps,required_optimizer_steps,train_loop_seconds,required_train_loop_seconds,validation_event_count,required_validation_events,eval_cases,required_eval_cases,stop_reason
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_hierarchical_memory_propref,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_myops_d3_full_propref/runtime/variants/m10_d3_full_memory_propref_formal/summary.json,58644106,FAILED,1:0,logs/M10D3MyoPS_58644106_20260711_112204.log,STARTUP_FAILED_NEEDS_EVIDENCE,EVIDENCE_NOT_FOUND,45000,EVIDENCE_NOT_FOUND,14400,0,22,EVIDENCE_NOT_FOUND,44,EVIDENCE_NOT_FOUND
