phase,status,first_loss,last_loss,median_first_window,median_last_window,loss_decrease,last_five_cv
d3_full_propref,REQUIRES_REVIEW,4.220096588134766,0.5499440431594849,1.4841312170028687,0.435478538274765,1.0486526787281036,0.9339081002372968
