label,component_index,component_voxels,overlaps_baseline_support,kept,case_id,mode,source_label
4,0,0,False,False,Case1002,top2_pathology_overlap_dilate2,coarse_to_fine_srr_roi_signal_seek
5,1,1,True,False,Case1002,top2_pathology_overlap_dilate2,coarse_to_fine_srr_roi_signal_seek
5,2,1424,True,True,Case1002,top2_pathology_overlap_dilate2,coarse_to_fine_srr_roi_signal_seek
5,3,1,True,False,Case1002,top2_pathology_overlap_dilate2,coarse_to_fine_srr_roi_signal_seek
5,4,2,True,True,Case1002,top2_pathology_overlap_dilate2,coarse_to_fine_srr_roi_signal_seek
4,0,0,False,False,Case1007,top2_pathology_overlap_dilate2,coarse_to_fine_srr_roi_signal_seek
5,1,4575,True,True,Case1007,top2_pathology_overlap_dilate2,coarse_to_fine_srr_roi_signal_seek
5,2,32,True,True,Case1007,top2_pathology_overlap_dilate2,coarse_to_fine_srr_roi_signal_seek
5,3,2,True,False,Case1007,top2_pathology_overlap_dilate2,coarse_to_fine_srr_roi_signal_seek
5,4,3,False,False,Case1007,top2_pathology_overlap_dilate2,coarse_to_fine_srr_roi_signal_seek
5,5,4,True,False,Case1007,top2_pathology_overlap_dilate2,coarse_to_fine_srr_roi_signal_seek
5,6,1,True,False,Case1007,top2_pathology_overlap_dilate2,coarse_to_fine_srr_roi_signal_seek
4,0,0,False,False,Case1009,top2_pathology_overlap_dilate2,coarse_to_fine_srr_roi_signal_seek
5,1,4224,True,True,Case1009,top2_pathology_overlap_dilate2,coarse_to_fine_srr_roi_signal_seek
5,2,1,True,True,Case1009,top2_pathology_overlap_dilate2,coarse_to_fine_srr_roi_signal_seek
4,0,0,False,False,Case1010,top2_pathology_overlap_dilate2,coarse_to_fine_srr_roi_signal_seek
5,1,2079,True,True,Case1010,top2_pathology_overlap_dilate2,coarse_to_fine_srr_roi_signal_seek
5,2,1,True,True,Case1010,top2_pathology_overlap_dilate2,coarse_to_fine_srr_roi_signal_seek
4,0,0,False,False,Case1021,top2_pathology_overlap_dilate2,coarse_to_fine_srr_roi_signal_seek
5,1,94,True,True,Case1021,top2_pathology_overlap_dilate2,coarse_to_fine_srr_roi_signal_seek
5,2,1425,True,True,Case1021,top2_pathology_overlap_dilate2,coarse_to_fine_srr_roi_signal_seek
