stage,local_step,total_step,case_id,center,modality_group,t2_present,pathology,class_id,gt_positive,anchor_dice,srr_dice,dice_delta_vs_anchor,anchor_hd95,srr_hd95,hd95_delta_vs_anchor,anchor_component_count,srr_component_count,component_delta,anchor_remote_fp_volume_mm3,srr_remote_fp_volume_mm3,remote_fp_delta_mm3,changed_voxels_vs_anchor,prediction_path
formal_100,100,100,Case3012,CenterC,C0+LGE+T2,True,myops_edema,4,True,0.45068083693125205,0.45652173913043476,0.005840902199182707,22.41202445117764,22.298418155824553,-0.11360629535308675,18,20,2.0,0.0,0.0,0.0,50,results/20260721_srr_batch6_final_objective_alignment/runtime/attempts/batch6_formal300_htzhulab_59744053/variants/batch6_formal300_htzhulab_59744053/predictions/fold_0/step_100/argmax/Case3012.nii.gz
formal_100,100,100,Case3012,CenterC,C0+LGE+T2,True,myops_scar,5,True,0.8267066766691673,0.8266666666666667,-4.001000250064557e-05,2.916266679763794,2.62868726170387,-0.28757941805992404,2,1,-1.0,0.0,0.0,0.0,84,results/20260721_srr_batch6_final_objective_alignment/runtime/attempts/batch6_formal300_htzhulab_59744053/variants/batch6_formal300_htzhulab_59744053/predictions/fold_0/step_100/argmax/Case3012.nii.gz
formal_100,100,100,Case3023,CenterC,C0+LGE+T2,True,myops_edema,4,True,0.16291793313069908,0.1684717208182912,0.005553787687592127,41.324851944191856,41.29814823042973,-0.026703713762124437,13,12,-1.0,0.0,0.0,0.0,21,results/20260721_srr_batch6_final_objective_alignment/runtime/attempts/batch6_formal300_htzhulab_59744053/variants/batch6_formal300_htzhulab_59744053/predictions/fold_0/step_100/argmax/Case3023.nii.gz
formal_100,100,100,Case3023,CenterC,C0+LGE+T2,True,myops_scar,5,True,0.6612691466083152,0.6727924697445092,0.011523323136194086,4.124789669313123,3.926682778862521,-0.1981068904506018,2,3,1.0,0.0,0.0,0.0,118,results/20260721_srr_batch6_final_objective_alignment/runtime/attempts/batch6_formal300_htzhulab_59744053/variants/batch6_formal300_htzhulab_59744053/predictions/fold_0/step_100/argmax/Case3023.nii.gz
formal_100,100,100,Case3026,CenterC,C0+LGE+T2,True,myops_edema,4,True,0.21919504643962848,0.2201722017220172,0.0009771552823887308,17.325748731744103,17.156183981705425,-0.16956475003867766,4,4,0.0,0.0,0.0,0.0,26,results/20260721_srr_batch6_final_objective_alignment/runtime/attempts/batch6_formal300_htzhulab_59744053/variants/batch6_formal300_htzhulab_59744053/predictions/fold_0/step_100/argmax/Case3026.nii.gz
formal_100,100,100,Case3026,CenterC,C0+LGE+T2,True,myops_scar,5,True,0.8081740276862228,0.8027265437048917,-0.005447483981331103,2.916266679763794,2.916266679763794,0.0,1,1,0.0,0.0,0.0,0.0,111,results/20260721_srr_batch6_final_objective_alignment/runtime/attempts/batch6_formal300_htzhulab_59744053/variants/batch6_formal300_htzhulab_59744053/predictions/fold_0/step_100/argmax/Case3026.nii.gz
formal_100,100,100,Case3034,CenterC,C0+LGE+T2,True,myops_edema,4,True,0.6546035125066525,0.6604166666666667,0.005813154160014156,9.135179190762985,9.505866376464233,0.37068718570124837,5,4,-1.0,0.0,0.0,0.0,82,results/20260721_srr_batch6_final_objective_alignment/runtime/attempts/batch6_formal300_htzhulab_59744053/variants/batch6_formal300_htzhulab_59744053/predictions/fold_0/step_100/argmax/Case3034.nii.gz
formal_100,100,100,Case3034,CenterC,C0+LGE+T2,True,myops_scar,5,True,0.8293831423638361,0.836139896373057,0.006756754009220822,1.6302426341173635,1.458133339881897,-0.1721092942354665,1,1,0.0,0.0,0.0,0.0,213,results/20260721_srr_batch6_final_objective_alignment/runtime/attempts/batch6_formal300_htzhulab_59744053/variants/batch6_formal300_htzhulab_59744053/predictions/fold_0/step_100/argmax/Case3034.nii.gz
formal_100,100,100,Case3038,CenterC,C0+LGE+T2,True,myops_edema,4,True,0.16778761061946904,0.16860670194003527,0.0008190913205662342,28.21288893486063,28.205304893481102,-0.007584041379526951,12,13,1.0,0.0,0.0,0.0,28,results/20260721_srr_batch6_final_objective_alignment/runtime/attempts/batch6_formal300_htzhulab_59744053/variants/batch6_formal300_htzhulab_59744053/predictions/fold_0/step_100/argmax/Case3038.nii.gz
formal_100,100,100,Case3038,CenterC,C0+LGE+T2,True,myops_scar,5,True,0.75830144426614,0.7460276781137878,-0.012273766152352206,8.297908510253126,8.655319218910993,0.3574107086578664,1,2,1.0,0.0,0.0,0.0,644,results/20260721_srr_batch6_final_objective_alignment/runtime/attempts/batch6_formal300_htzhulab_59744053/variants/batch6_formal300_htzhulab_59744053/predictions/fold_0/step_100/argmax/Case3038.nii.gz
formal_100,100,100,Case3040,CenterC,C0+LGE+T2,True,myops_edema,4,True,0.24913093858632676,0.2411665731912507,-0.007964365395076056,24.13887469193756,24.179575117396663,0.040700425459103684,10,11,1.0,0.0,0.0,0.0,57,results/20260721_srr_batch6_final_objective_alignment/runtime/attempts/batch6_formal300_htzhulab_59744053/variants/batch6_formal300_htzhulab_59744053/predictions/fold_0/step_100/argmax/Case3040.nii.gz
formal_100,100,100,Case3040,CenterC,C0+LGE+T2,True,myops_scar,5,True,0.8691367757193535,0.8630027877339705,-0.006133987985383005,1.458133339881897,1.458133339881897,0.0,1,1,0.0,0.0,0.0,0.0,52,results/20260721_srr_batch6_final_objective_alignment/runtime/attempts/batch6_formal300_htzhulab_59744053/variants/batch6_formal300_htzhulab_59744053/predictions/fold_0/step_100/argmax/Case3040.nii.gz
formal_100,100,100,Case3044,CenterC,C0+LGE+T2,True,myops_edema,4,True,0.16612529002320187,0.16289592760180996,-0.003229362421391907,22.61223504639135,22.92554873034411,0.31331368395276016,19,20,1.0,0.0,0.0,0.0,57,results/20260721_srr_batch6_final_objective_alignment/runtime/attempts/batch6_formal300_htzhulab_59744053/variants/batch6_formal300_htzhulab_59744053/predictions/fold_0/step_100/argmax/Case3044.nii.gz
formal_100,100,100,Case3044,CenterC,C0+LGE+T2,True,myops_scar,5,True,0.7844537386514332,0.7790385805652982,-0.005415158086135019,4.89072790235209,4.89072790235209,0.0,2,2,0.0,0.0,0.0,0.0,113,results/20260721_srr_batch6_final_objective_alignment/runtime/attempts/batch6_formal300_htzhulab_59744053/variants/batch6_formal300_htzhulab_59744053/predictions/fold_0/step_100/argmax/Case3044.nii.gz
