candidate_id,selection_metric,selected_checkpoint,decode_mode,status,mean_dice_delta,mean_hd95_delta,mean_remote_fp_delta,composite_score,case_metric_rows
m9_srr_main_lesion_proposal_memory,m9_metric_aligned_composite_dice_hd95_remote_fp,checkpoint_final,pathology_aware,M9_POST_JOB_METRIC_ALIGNED_SELECTION_FROM_RUNTIME,-0.05545883664777711,4.260275480239561,0.7083333333333334,-0.061135778794683335,88
m9_srr_main_true_br2_pattern_sip,m9_metric_aligned_composite_dice_hd95_remote_fp,checkpoint_best,pathology_aware,M9_POST_JOB_METRIC_ALIGNED_SELECTION_FROM_RUNTIME,-0.039907359093456156,14.476471543076247,2.4166666666666665,-0.05921716396986574,88
