fold,checkpoint_step,case_id,role,center,t2_present,region,margin_count,margin_mean,margin_median,margin_p10,margin_p25,margin_frac_gt0,scar_half_logit_count,scar_half_logit_mean,scar_half_logit_median,scar_half_logit_p10,scar_half_logit_p25,scar_half_logit_frac_gt0,scar_full_logit_count,scar_full_logit_mean,scar_full_logit_median,scar_full_logit_p10,scar_full_logit_p25,scar_full_logit_frac_gt0,scar_final_logit_count,scar_final_logit_mean,scar_final_logit_median,scar_final_logit_p10,scar_final_logit_p25,scar_final_logit_frac_gt0,z_scar_count,z_scar_mean,z_scar_median,z_scar_p10,z_scar_p25,z_scar_frac_gt0,anatomy_class1_logit_count,anatomy_class1_logit_mean,anatomy_class1_logit_median,anatomy_class1_logit_p10,anatomy_class1_logit_p25,anatomy_class1_logit_frac_gt0
2,2000,Case1001,actual-train,CenterA,false,non_scar_myocardium_voxels,10377,-16.92227369,-17.18933105,-20.29507561,-18.93533325,0.002216440204,10377,-8.773907706,-8.873235703,-12.40576363,-10.83931637,0.005492917028,10377,-7.336006961,-7.617479801,-8.375066566,-8.072518349,0.007323889371,10377,-7.336006961,-7.617479801,-8.375066566,-8.072518349,0.007323889371,10377,-7.336006961,-7.617479801,-8.375066566,-8.072518349,0.007323889371,10377,10.68358455,10.92438507,7.741628265,9.487304688,1
2,2000,Case1001,actual-train,CenterA,false,predicted_scar_voxels,1592,6.88271499,7.036432505,4.344633436,5.807110071,1,1592,7.442520527,7.110836983,3.452900743,5.025363564,0.9993718593,1592,6.13678603,6.25979495,4.233040571,5.203133583,1,1592,6.13678603,6.25979495,4.233040571,5.203133583,1,1592,6.13678603,6.25979495,4.233040571,5.203133583,1,1592,-0.414309118,-0.8239316344,-1.824089313,-1.417440891,0.2964824121
2,2000,Case1002,actual-train,CenterA,false,gt_scar_voxels,4124,4.659846936,5.659806728,0.293947342,3.711729527,0.9051891368,4124,5.999957034,6.069254875,1.005666685,3.443126023,0.9391367604,4124,4.686405374,5.409739256,1.559248042,4.001991034,0.9296799224,4124,4.686405374,5.409739256,1.559248042,4.001991034,0.9296799224,4124,4.686405374,5.409739256,1.559248042,4.001991034,0.9296799224,4124,0.4978347566,-0.01757574081,-1.830047488,-1.312845647,0.4975751697
2,2000,Case1002,actual-train,CenterA,false,non_scar_myocardium_voxels,9568,-17.94454345,-18.71289635,-21.92937317,-20.58392906,0.008256688963,9568,-10.40742384,-10.83965206,-14.8715066,-13.02916622,0.02372491639,9568,-7.771122085,-8.288967609,-8.90442152,-8.624773026,0.01912625418,9568,-7.771122085,-8.288967609,-8.90442152,-8.624773026,0.01912625418,9568,-7.771122085,-8.288967609,-8.90442152,-8.624773026,0.01912625418,9568,11.30216587,11.72681427,7.775636435,9.701069593,0.9997909699
2,2000,Case1002,actual-train,CenterA,false,predicted_scar_voxels,3651,5.803394539,6.05575943,3.073989868,4.453825474,1,3651,6.904213419,6.584121704,2.944262266,4.50713253,0.9980827171,3651,5.57112023,5.676671505,3.795180321,4.686539888,1,3651,5.57112023,5.676671505,3.795180321,4.686539888,1,3651,5.57112023,5.676671505,3.795180321,4.686539888,1,3651,0.2575891712,-0.1059892252,-1.795712948,-1.307257414,0.4883593536
2,2000,Case1004,actual-train,CenterA,false,gt_scar_voxels,11287,5.217572043,6.390020847,0.1917626202,4.545507193,0.9014795783,11287,6.665439207,7.425933361,0.4674886286,3.892070532,0.9151235935,11287,5.078930721,6.129841805,1.257624769,4.703742027,0.9174271286,11287,5.078930721,6.129841805,1.257624769,4.703742027,0.9174271286,11287,5.078930721,6.129841805,1.257624769,4.703742027,0.9174271286,11287,0.2991164473,0.001027532271,-1.775472713,-1.043561518,0.5006644813
2,2000,Case1004,actual-train,CenterA,false,non_scar_myocardium_voxels,9920,-13.83868795,-14.68287134,-18.26080399,-16.85505056,0.02741935484,9920,-8.94604338,-9.197572231,-14.37910404,-11.93253136,0.04243951613,9920,-6.524282014,-7.297821045,-8.28402195,-7.900103092,0.04314516129,9920,-6.524282014,-7.297821045,-8.28402195,-7.900103092,0.04314516129,9920,-6.524282014,-7.297821045,-8.28402195,-7.900103092,0.04314516129,9920,8.366611982,8.777319908,4.231454277,7.03188169,0.9987903226
2,2000,Case1004,actual-train,CenterA,false,predicted_scar_voxels,10682,6.358428717,6.649544477,3.845160508,5.29012394,1,10682,7.599605822,7.817265034,3.057841349,5.027809858,0.9972851526,10682,6.003339709,6.252625227,4.249444866,5.263588309,1,10682,6.003339709,6.252625227,4.249444866,5.263588309,1,10682,6.003339709,6.252625227,4.249444866,5.263588309,1,10682,0.1038949103,-0.061416585,-1.851344991,-1.152142942,0.487736379
2,2000,Case2002,actual-train,CenterB,true,gt_scar_voxels,1880,8.964281758,9.933382988,3.773558831,6.491622806,0.9627659574,1880,12.536172,12.93314791,3.876806903,7.432222009,0.9739361702,1880,8.81199187,9.622945309,4.65162487,6.893960834,0.9675531915,1880,8.81199187,9.622945309,4.65162487,6.893960834,0.9675531915,1880,8.81199187,9.622945309,4.65162487,6.893960834,0.9675531915,1880,-0.1522898911,-0.242568247,-1.543768311,-0.927031368,0.425
2,2000,Case2002,actual-train,CenterB,true,non_scar_myocardium_voxels,3148,-22.09907532,-22.89461899,-26.33321381,-24.92868996,0,3148,-16.94173775,-16.89195061,-21.29851818,-19.32525492,0.003811944091,3148,-10.43498998,-10.56406689,-10.95026932,-10.77486253,0.00127064803,3148,-10.43498998,-10.56406689,-10.95026932,-10.77486253,0.00127064803,3148,-10.43498998,-10.56406689,-10.95026932,-10.77486253,0.00127064803,3148,11.66408533,12.32599831,6.632015371,9.78430295,0.9869758577
2,2000,Case2002,actual-train,CenterB,true,predicted_scar_voxels,1847,9.319094646,9.992930412,4.312429333,6.758131027,1,1847,12.87683012,13.15384483,4.462383938,7.721562862,0.9962100704,1847,9.167159808,9.676185608,5.191009998,7.091487408,1,1847,9.167159808,9.676185608,5.191009998,7.091487408,1,1847,9.167159808,9.676185608,5.191009998,7.091487408,1,1847,-0.1519348416,-0.243459627,-1.488957024,-0.9080196619,0.4206821873
2,6000,Case1079,inner,CenterA,false,gt_scar_voxels,1923,-4.529694054,-2.722781181,-13.1484684,-7.202580214,0.1476859074,1923,5.710997054,6.220997334,-5.738003254,0.1070208959,0.754550182,1923,3.622877321,6.048256874,-6.556563759,-0.03202058561,0.7488299532,1923,3.622877321,6.048256874,-6.556563759,-0.03202058561,0.7488299532,1923,3.622877321,6.048256874,-6.556563759,-0.03202058561,0.7488299532,1923,9.007279922,9.590925217,5.091915703,7.524938583,1
2,6000,Case1079,inner,CenterA,false,non_scar_myocardium_voxels,14424,-17.19475121,-17.6553936,-19.57633209,-18.74226761,0.0002079866889,14424,-13.45730254,-13.93339014,-18.14769554,-16.07601833,0.01975873544,14424,-10.36993959,-10.8423996,-12.35717926,-11.74630737,0.01844148641,14424,-10.36993959,-10.8423996,-12.35717926,-11.74630737,0.01844148641,14424,-10.36993959,-10.8423996,-12.35717926,-11.74630737,0.01844148641,14424,7.766682692,7.968632698,5.233213282,6.877437234,1
2,6000,Case1079,inner,CenterA,false,predicted_scar_voxels,267,0.8131234494,0.6558227539,0.07385120392,0.2552449703,1,267,14.19509809,14.42002392,8.753873634,11.39081669,1,267,8.783820929,8.980207443,7.199553394,7.884879112,1,267,8.783820929,8.980207443,7.199553394,7.884879112,1,267,8.783820929,8.980207443,7.199553394,7.884879112,1,267,8.921589817,9.189226151,6.8134161,7.791592121,1
2,6000,Case1031,inner,CenterA,false,gt_scar_voxels,4756,-4.307512004,-2.380235195,-14.26337481,-6.940006137,0.2287636669,4756,5.568282424,6.895873547,-4.77752471,0.9866820127,0.7779646762,4756,3.394839281,6.074809551,-6.811423063,0.7672336251,0.7626156434,4756,3.394839281,6.074809551,-6.811423063,0.7672336251,0.7626156434,4756,3.394839281,6.074809551,-6.811423063,0.7672336251,0.7626156434,4756,7.702351286,8.073989868,4.562115908,6.243183017,0.9995794786
2,6000,Case1031,inner,CenterA,false,non_scar_myocardium_voxels,13981,-18.14202189,-18.57294464,-20.74274826,-19.78895569,7.152564194e-05,13981,-15.38181414,-15.54257774,-22.38493919,-18.91060448,0.01723767971,13981,-10.81128961,-11.38050747,-12.75634575,-12.13841915,0.01344682069,13981,-10.81128961,-11.38050747,-12.75634575,-12.13841915,0.01344682069,13981,-10.81128961,-11.38050747,-12.75634575,-12.13841915,0.01344682069,13981,7.330732278,7.57661581,5.336528778,6.455556393,1
2,6000,Case1031,inner,CenterA,false,predicted_scar_voxels,1371,1.30048345,1.106709003,0.20692873,0.5633888245,1,1371,9.862582854,10.12411213,3.921266556,6.88414979,1,1371,6.930410818,7.15612936,4.953325748,6.111209154,1,1371,6.930410818,7.15612936,4.953325748,6.111209154,1,1371,6.930410818,7.15612936,4.953325748,6.111209154,1,1371,5.629927368,5.808301449,3.543561697,4.556800365,1
2,6000,Case1035,inner,CenterA,false,gt_scar_voxels,7668,-4.328046303,-2.365760088,-14.18589306,-7.698667526,0.2493479395,7668,4.582885739,5.912321091,-6.57982111,-0.2372131161,0.7421752739,7668,2.74070936,5.537724495,-7.598460054,-1.56094867,0.7291340636,7668,2.74070936,5.537724495,-7.598460054,-1.56094867,0.7291340636,7668,2.74070936,5.537724495,-7.598460054,-1.56094867,0.7291340636,7668,7.068755659,7.214232683,4.042039919,5.8025316,0.9979134064
2,6000,Case1035,inner,CenterA,false,non_scar_myocardium_voxels,8974,-17.24221872,-17.93621922,-20.3940155,-19.3860774,0.000445732115,8974,-13.27841016,-13.76187325,-20.22556,-16.99772024,0.03220414531,8974,-10.13266456,-10.90863466,-12.7188386,-11.99159241,0.0298640517,8974,-10.13266456,-10.90863466,-12.7188386,-11.99159241,0.0298640517,8974,-10.13266456,-10.90863466,-12.7188386,-11.99159241,0.0298640517,8974,7.109554153,7.339042425,4.749230719,6.195038319,0.9996657009
2,6000,Case1035,inner,CenterA,false,predicted_scar_voxels,2023,1.421253875,1.19935894,0.2452047348,0.5819945335,1,2023,11.26949715,11.84371567,6.236844635,9.146886826,1,2023,7.258085406,7.456799507,5.810550785,6.750269651,1,2023,7.258085406,7.456799507,5.810550785,6.750269651,1,2023,7.258085406,7.456799507,5.810550785,6.750269651,1,2023,5.83683153,6.059468746,4.068451023,5.076559067,1
2,6000,Case1001,actual-train,CenterA,false,gt_scar_voxels,1792,1.893532193,2.616270065,-2.393925762,0.4592186213,0.7829241071,1792,9.32402622,9.859903812,3.104674816,6.571071029,0.9542410714,1792,6.381927628,7.118360043,4.006553221,5.877503872,0.9542410714,1792,6.381927628,7.118360043,4.006553221,5.877503872,0.9542410714,1792,6.381927628,7.118360043,4.006553221,5.877503872,0.9542410714,1792,5.434042971,5.223864794,2.775551796,3.676999569,1
2,6000,Case1001,actual-train,CenterA,false,non_scar_myocardium_voxels,10377,-17.67233194,-17.83870316,-20.04971581,-19.00086975,0.0006745687578,10377,-15.19105604,-15.16669464,-21.001894,-18.18760109,0.00713115544,10377,-10.93425157,-11.10152054,-12.50072498,-11.82767105,0.007034788475,10377,-10.93425157,-11.10152054,-12.50072498,-11.82767105,0.007034788475,10377,-10.93425157,-11.10152054,-12.50072498,-11.82767105,0.007034788475,10377,7.708555344,7.91744709,5.798759937,6.882125378,1
2,6000,Case1001,actual-train,CenterA,false,predicted_scar_voxels,1501,3.285581466,3.367861748,0.9795837402,1.962422371,1,1501,10.49999996,10.52950954,5.559030056,7.914385796,1,1501,7.193744378,7.34773016,5.496864319,6.370515823,1,1501,7.193744378,7.34773016,5.496864319,6.370515823,1,1501,7.193744378,7.34773016,5.496864319,6.370515823,1,1501,4.885516052,4.898110867,2.755887032,3.536235094,1
2,6000,Case1002,actual-train,CenterA,false,gt_scar_voxels,4124,-1.533662267,-0.04856824875,-9.595151138,-3.899087071,0.4953928225,4124,7.593274601,8.689936161,-1.096944964,3.901097953,0.8806983511,4124,5.064835733,6.75843668,-3.813342023,4.713389874,0.8644519884,4124,5.064835733,6.75843668,-3.813342023,4.713389874,0.8644519884,4124,5.064835733,6.75843668,-3.813342023,4.713389874,0.8644519884,4124,7.579825884,7.529300213,4.106854105,5.663439035,1
2,6000,Case1002,actual-train,CenterA,false,non_scar_myocardium_voxels,9568,-18.73163726,-19.24796581,-21.2480505,-20.37582636,0.001358695652,9568,-17.268283,-18.10982418,-23.74103451,-20.91320086,0.02027591973,9568,-11.4761851,-12.24829388,-13.536621,-12.90948796,0.01578177258,9568,-11.4761851,-12.24829388,-13.536621,-12.90948796,0.01578177258,9568,-11.4761851,-12.24829388,-13.536621,-12.90948796,0.01578177258,9568,8.20579145,8.416342258,6.035181761,7.317926645,1
2,6000,Case1002,actual-train,CenterA,false,predicted_scar_voxels,2339,2.609919186,2.550139427,0.6530976295,1.378409386,1,2339,11.23869653,11.46940136,6.12822113,8.675260544,1,2339,7.539040887,7.68969965,5.864587879,6.78461647,1,2339,7.539040887,7.68969965,5.864587879,6.78461647,1,2339,7.539040887,7.68969965,5.864587879,6.78461647,1,2339,5.943233765,6.013167381,3.680737782,4.828085184,1
2,6000,Case1004,actual-train,CenterA,false,gt_scar_voxels,11287,-1.410193995,-0.1419124603,-7.711633587,-2.690808058,0.4801098609,11287,7.509063504,8.682936668,-1.259244704,3.694970369,0.8673695402,11287,5.222277805,6.898977757,-3.025520039,4.776655912,0.8591299725,11287,5.222277805,6.898977757,-3.025520039,4.776655912,0.8591299725,11287,5.222277805,6.898977757,-3.025520039,4.776655912,0.8591299725,11287,7.574922958,7.697154045,4.615566254,6.301392078,1
2,6000,Case1004,actual-train,CenterA,false,non_scar_myocardium_voxels,9920,-15.40366739,-16.24681854,-18.19339867,-17.41591454,0.002419354839,9920,-13.79219762,-14.12944412,-21.3379755,-18.07983732,0.03185483871,9920,-9.184651411,-9.842400551,-11.64353495,-10.93152189,0.03024193548,9920,-9.184651411,-9.842400551,-11.64353495,-10.93152189,0.03024193548,9920,-9.184651411,-9.842400551,-11.64353495,-10.93152189,0.03024193548,9920,7.166182536,7.535406351,4.286217976,6.023866296,0.9997983871
2,6000,Case1004,actual-train,CenterA,false,predicted_scar_voxels,5930,1.653578727,1.53824544,0.330650568,0.7906649113,1,5930,10.67449526,11.24602032,5.064611244,8.029073477,0.9998313659,5930,7.505503532,7.767681837,5.770862341,6.808024049,1,5930,7.505503532,7.767681837,5.770862341,6.808024049,1,5930,7.505503532,7.767681837,5.770862341,6.808024049,1,5930,6.891870084,7.038855314,4.995262003,6.051021457,1
2,6000,Case2002,actual-train,CenterB,true,gt_scar_voxels,1880,7.392968617,8.464682579,3.784513831,6.326734662,0.9382978723,1880,15.28782764,16.11660099,3.333548427,8.732563734,0.9473404255,1880,8.321025541,9.45249939,3.929924202,6.940894604,0.9382978723,1880,8.321025541,9.45249939,3.929924202,6.940894604,0.9382978723,1880,8.321025541,9.45249939,3.929924202,6.940894604,0.9382978723,1880,0.928056923,0.9675768912,-0.4351331711,0.07795222849,0.775
2,6000,Case2002,actual-train,CenterB,true,non_scar_myocardium_voxels,3148,-25.6956519,-26.74187374,-31.23963509,-28.70787668,0.001588310038,3148,-25.44352615,-25.4972105,-34.53605461,-29.91579485,0.004447268107,3148,-18.6529577,-19.02310753,-21.77440586,-20.63855934,0.003494282084,3148,-18.6529577,-19.02310753,-21.77440586,-20.63855934,0.003494282084,3148,-18.6529577,-19.02310753,-21.77440586,-20.63855934,0.003494282084,3148,7.042694196,7.575451851,1.591171074,5.250958681,0.9888818297
2,6000,Case2002,actual-train,CenterB,true,predicted_scar_voxels,1840,8.015737165,8.521974087,4.742055035,6.563738823,1,1840,16.04575059,16.3429327,5.171173,9.576465368,0.9967391304,1840,8.997662423,9.546588421,5.01720233,7.173126936,0.9994565217,1840,8.997662423,9.546588421,5.01720233,7.173126936,0.9994565217,1840,8.997662423,9.546588421,5.01720233,7.173126936,0.9994565217,1840,0.9819252567,1.017526507,-0.4021176338,0.1092631761,0.7891304348
3,2000,Case1007,inner,CenterA,false,gt_scar_voxels,1987,3.565507524,4.509367943,-1.045329952,2.347295046,0.8721690991,1987,4.554228156,4.69201088,-0.1093102276,2.128648043,0.8943130347,1987,4.115658705,4.758242607,0.3587140381,3.255133271,0.9058882738,1987,4.115658705,4.758242607,0.3587140381,3.255133271,0.9058882738,1987,4.115658705,4.758242607,0.3587140381,3.255133271,0.9058882738,1987,1.023919178,0.7234412432,-1.117817831,-0.2932084203,0.6899849019
3,2000,Case1007,inner,CenterA,false,non_scar_myocardium_voxels,9301,-15.79458558,-16.61209869,-18.18595505,-17.50205612,0.0118266853,9301,-11.80117436,-12.62761688,-15.30876446,-13.98567295,0.0251585851,9301,-8.369962518,-8.817299843,-9.360567093,-9.081551552,0.02085797226,9301,-8.369962518,-8.817299843,-9.360567093,-9.081551552,0.02085797226,9301,-8.369962518,-8.817299843,-9.360567093,-9.081551552,0.02085797226,9301,8.692199439,9.185241699,5.980029106,7.942240715,0.9988173315
3,2000,Case1007,inner,CenterA,false,predicted_scar_voxels,1689,4.860821175,5.080387115,2.140299368,3.690476656,1,1689,5.75314139,5.540026665,2.221787071,3.660430193,0.9940793369,1689,5.310807507,5.291790485,3.653526926,4.311126232,1,1689,5.310807507,5.291790485,3.653526926,4.311126232,1,1689,5.310807507,5.291790485,3.653526926,4.311126232,1,1689,0.9639528251,0.8164386153,-0.8947710633,-0.1203812957,0.7193605684
3,2000,Case1021,inner,CenterA,false,gt_scar_voxels,3230,5.290214238,5.902762413,1.926089752,4.29877615,0.9430340557,3230,7.464377849,7.221601963,1.852567399,4.165710807,0.9529411765,3230,5.348883143,5.599411011,2.901708698,4.440320373,0.9647058824,3230,5.348883143,5.599411011,2.901708698,4.440320373,0.9647058824,3230,5.348883143,5.599411011,2.901708698,4.440320373,0.9647058824,3230,0.4455178495,-0.03078376967,-1.678825927,-1.01792866,0.4965944272
3,2000,Case1021,inner,CenterA,false,non_scar_myocardium_voxels,10563,-16.73262971,-17.45872498,-19.33581696,-18.63656521,0.006816245385,10563,-12.24389106,-12.66497993,-16.48514252,-14.5581131,0.01524188204,10563,-8.399637348,-8.816637039,-9.271124649,-9.052312851,0.01429518129,10563,-8.399637348,-8.816637039,-9.271124649,-9.052312851,0.01429518129,10563,-8.399637348,-8.816637039,-9.271124649,-9.052312851,0.01429518129,10563,9.628190352,10.06123066,7.107583904,8.709755898,0.9972545678
3,2000,Case1021,inner,CenterA,false,predicted_scar_voxels,2882,5.980762861,6.188548326,3.305834365,4.948243976,1,2882,8.284893311,7.916335106,3.024730849,4.999156713,0.9951422623,2882,5.962757953,5.862875938,4.087223101,4.87890017,1,2882,5.962757953,5.862875938,4.087223101,4.87890017,1,2882,5.962757953,5.862875938,4.087223101,4.87890017,1,2882,0.3871515677,-0.02969663031,-1.613283491,-1.003594667,0.4968771686
3,2000,Case1024,inner,CenterA,false,gt_scar_voxels,4907,4.43959343,5.493562698,-0.9145136118,3.146146178,0.880578765,4907,7.062161295,7.481340885,0.7048419356,3.883703232,0.9176686366,4907,4.867321701,5.719717503,0.5151450634,3.97454679,0.9078866925,4907,4.867321701,5.719717503,0.5151450634,3.97454679,0.9078866925,4907,4.867321701,5.719717503,0.5151450634,3.97454679,0.9078866925,4907,0.4277282718,0.06945499778,-1.735076141,-0.9347257316,0.515793764
3,2000,Case1024,inner,CenterA,false,non_scar_myocardium_voxels,6184,-17.25768422,-18.64314651,-21.19530869,-20.15909767,0.02474126779,6184,-11.34316641,-12.30101919,-16.81923771,-14.70907235,0.04204398448,6184,-7.979803965,-8.697086334,-9.571235466,-9.17084384,0.04220569211,6184,-7.979803965,-8.697086334,-9.571235466,-9.17084384,0.04220569211,6184,-7.979803965,-8.697086334,-9.571235466,-9.17084384,0.04220569211,6184,9.277880262,9.910689354,5.485212326,8.304761171,0.9891655886
3,2000,Case1024,inner,CenterA,false,predicted_scar_voxels,3992,5.823017339,6.096754551,2.742591763,4.533131361,1,3992,8.71343958,8.688013077,4.11166358,6.239916801,0.997995992,3992,6.186008028,6.254251957,4.199535799,5.085667849,1,3992,6.186008028,6.254251957,4.199535799,5.085667849,1,3992,6.186008028,6.254251957,4.199535799,5.085667849,1,3992,0.3629906883,0.1549313068,-1.554715204,-0.8159076571,0.5335671343
3,2000,Case1001,actual-train,CenterA,false,gt_scar_voxels,1792,6.609003009,6.981916904,3.586524177,5.540135026,0.9793526786,1792,7.120335863,7.117084265,2.709701848,4.673539996,0.9787946429,1792,6.252805791,6.579880476,3.866369605,5.21630919,0.9832589286,1792,6.252805791,6.579880476,3.866369605,5.21630919,0.9832589286,1792,6.252805791,6.579880476,3.866369605,5.21630919,0.9832589286,1792,-0.04517315078,-0.2124908864,-1.381173897,-0.8063130379,0.4202008929
3,2000,Case1001,actual-train,CenterA,false,non_scar_myocardium_voxels,10377,-17.29249213,-17.45694733,-20.01176758,-18.86536407,0.002023706273,10377,-11.72748788,-11.77585602,-15.18090534,-13.6889658,0.003469210755,10377,-8.524514835,-8.625083923,-9.14835434,-8.893910408,0.003951045582,10377,-8.524514835,-8.625083923,-9.14835434,-8.893910408,0.003951045582,10377,-8.524514835,-8.625083923,-9.14835434,-8.893910408,0.003951045582,10377,10.0489052,10.22926998,7.37598114,8.852143288,1
3,2000,Case1001,actual-train,CenterA,false,predicted_scar_voxels,1622,7.091415866,7.193722725,4.603825521,6.011366606,1,1622,7.697966107,7.527400255,3.795756078,5.405700088,0.9981504316,1622,6.707321497,6.750080109,4.713818932,5.653124809,1,1622,6.707321497,6.750080109,4.713818932,5.653124809,1,1622,6.707321497,6.750080109,4.713818932,5.653124809,1,1622,-0.04757016146,-0.192854695,-1.381173897,-0.7933911085,0.424784217
3,2000,Case1002,actual-train,CenterA,false,gt_scar_voxels,4124,4.677906974,5.747247458,0.3852463245,3.524068236,0.9090688652,4124,6.744934581,6.87569809,1.344937134,4.164027691,0.94471387,4124,5.291686407,5.935147762,2.22507236,4.457845092,0.9413191077,4124,5.291686407,5.935147762,2.22507236,4.457845092,0.9413191077,4124,5.291686407,5.935147762,2.22507236,4.457845092,0.9413191077,4124,1.172858786,0.8290389776,-0.9801372766,-0.3119530976,0.6731328807
