case_count,empty_predictions,gt_positive_cases,mean_Dice,mean_HD95,mean_component_count,mean_exact_HD,mean_precision,mean_recall,mean_remote_FP_mm3,mean_volume_ratio,model_id,pathology,prediction_positive_cases,subgroup
7,0,7,0.30087046426496444,25.226960697393714,2.857142857142857,36.9240142606395,0.3179362382415814,0.3462582333242704,4751.093947579938,1.2272533235960565,clean_current_bug,pure_edema,7,CenterB
9,0,9,0.19917472654504798,20.88323059140807,4.222222222222222,28.74292704870772,0.1787306360464661,0.31227725098002246,466.10004396991616,2.635816889217626,clean_current_bug,pure_edema,9,CenterC
16,0,16,0.24366661179751148,22.783612512776788,3.625,32.32215270392787,0.23963308700682906,0.3271439307556309,2340.784876799301,2.0195703292581895,clean_current_bug,pure_edema,16,GT-positive
16,0,16,0.24366661179751148,22.783612512776788,3.625,32.32215270392787,0.23963308700682906,0.3271439307556309,2340.784876799301,2.0195703292581895,clean_current_bug,pure_edema,16,T2-present
16,0,16,0.24366661179751148,22.783612512776788,3.625,32.32215270392787,0.23963308700682906,0.3271439307556309,2340.784876799301,2.0195703292581895,clean_current_bug,pure_edema,16,T2-present_reliable
16,0,16,0.24366661179751148,22.783612512776788,3.625,32.32215270392787,0.23963308700682906,0.3271439307556309,2340.784876799301,2.0195703292581895,clean_current_bug,pure_edema,16,T2-present_reliable_GT-positive
4,0,0,0.0,,3.75,,0.0,1.0,15874.774932861328,,clean_current_bug,pure_edema,4,modality:C0+LGE
16,0,16,0.24366661179751148,22.783612512776788,3.625,32.32215270392787,0.23963308700682906,0.3271439307556309,2340.784876799301,2.0195703292581895,clean_current_bug,pure_edema,16,modality:C0+LGE+T2
24,0,0,0.0,,3.5833333333333335,,0.0,1.0,79070.7593288176,,clean_current_bug,pure_edema,24,modality:LGE-only
7,0,7,0.5323205622051889,24.15095655316134,1.0,36.517019531764966,0.4674484788350012,0.6438358524342949,1173.704169737915,1.2599046772941616,clean_current_bug,scar,7,CenterB
9,0,9,0.5695987862597076,17.9903120911055,1.0,24.480361905643534,0.5490852471688581,0.6749065163920283,218.87566681028545,1.4177513023202235,clean_current_bug,scar,9,CenterC
43,0,43,0.34710622576988265,28.074713795326204,1.0,38.946136113534635,0.315352169143653,0.43307711251923525,6229.370542211441,1.7812866306736426,clean_current_bug,scar,43,GT-positive
24,0,24,0.23587946479228683,31.531536405766488,1.0,44.096784282841156,0.20600614009426965,0.31570723869327005,9320.626539333054,2.188702716044372,clean_current_bug,scar,24,LGE-only
16,0,16,0.5532895632358557,20.68559404325493,1.0,29.746399617071656,0.5133691610227957,0.6613131009105199,636.6131368411234,1.3486934038713216,clean_current_bug,scar,16,T2-present
44,0,43,0.33921744791147623,28.074713795326204,1.0,38.946136113534635,0.30818507439038817,0.4459617235983435,6087.793938979362,1.7812866306736426,clean_current_bug,scar,44,all44
16,0,16,0.5532895632358557,20.68559404325493,1.0,29.746399617071656,0.5133691610227957,0.6613131009105199,636.6131368411234,1.3486934038713216,clean_current_bug,scar,16,complete_three_modal
4,0,3,0.10295688532909446,39.828771589517395,1.0,46.80621207355154,0.1005223336374694,0.36608312378007846,8495.521545410156,0.8291218239868569,clean_current_bug,scar,4,modality:C0+LGE
16,0,16,0.5532895632358557,20.68559404325493,1.0,29.746399617071656,0.5133691610227957,0.6613131009105199,636.6131368411234,1.3486934038713216,clean_current_bug,scar,16,modality:C0+LGE+T2
24,0,24,0.23587946479228683,31.531536405766488,1.0,44.096784282841156,0.20600614009426965,0.31570723869327005,9320.626539333054,2.188702716044372,clean_current_bug,scar,24,modality:LGE-only
7,0,7,0.3319271336411072,25.45433786652378,1.7142857142857142,36.79981362004286,0.32069954421965324,0.4249227399618178,4966.1237118972695,1.4788640527175032,clean_pathology_checkpoint,pure_edema,7,CenterB
9,0,9,0.21077772342405304,22.95022058847869,3.6666666666666665,32.06100524667694,0.17354957382990488,0.3613331068423753,583.274712632853,3.041034513123373,clean_pathology_checkpoint,pure_edema,9,CenterC
