step,stage,micro_roles,loss,scar_active,edema_active,anatomy,alignment
750,A1,edema_positive+scar_positive,1.1871487498283386,0.5784049332141876,0.5310430526733398,0.21408797800540924,1.341197431087494
751,A1,scar_positive+complete,1.699606478214264,1.261737585067749,0.356212317943573,0.246443472802639,0.7697825282812119
752,A1,complete+lge_c0,1.632698655128479,1.1729241907596588,0.376679927110672,0.24292657524347305,1.020714282989502
753,A1,lge_c0+lge_only,1.1289656460285187,1.046077311038971,0.0,0.26062648743391037,0.4700366407632828
754,A1,lge_only+hard_negative,2.3784592151641846,2.3006845116615295,0.0,0.24240175634622574,0.5054149925708771
755,A1,hard_negative+edema_positive,2.0533708333969116,1.6735944747924805,0.30306074023246765,0.22700338810682297,0.8614347577095032
756,A1,edema_positive+scar_positive,1.6428716778755188,1.1455253958702087,0.41755950450897217,0.24423303455114365,0.6513085961341858
757,A1,scar_positive+complete,1.7168580889701843,0.7689363360404968,0.8729612231254578,0.21792686730623245,0.954064130783081
758,A1,complete+lge_c0,1.1477625668048859,0.7347235977649689,0.33560147881507874,0.23173625022172928,0.7911879420280457
759,A1,lge_c0+lge_only,1.8047047853469849,1.7247767448425293,0.0,0.25403138995170593,0.3718601018190384
760,A1,lge_only+hard_negative,2.453834652900696,2.3734487891197205,0.0,0.2566201165318489,0.3399832025170326
761,A1,hard_negative+edema_positive,2.3045828342437744,1.8144762516021729,0.4095795154571533,0.24794649332761765,0.6032236218452454
762,A1,edema_positive+scar_positive,1.4642996191978455,1.1674448251724243,0.221605584025383,0.23000221699476242,0.6237752139568329
763,A1,scar_positive+complete,1.5316084027290344,1.088884860277176,0.3593531548976898,0.2548760026693344,0.6808559447526932
764,A1,complete+lge_c0,1.5551446676254272,1.1354604065418243,0.33813512325286865,0.24317827820777893,0.8592670261859894
765,A1,lge_c0+lge_only,1.1917203664779663,1.1067962050437927,0.0,0.26914356648921967,0.41810956597328186
766,A1,lge_only+hard_negative,2.163039267063141,2.0773463249206543,0.0,0.2760002762079239,0.28928664326667786
767,A1,hard_negative+edema_positive,2.4315643310546875,1.9429832100868225,0.4050231873989105,0.25505122542381287,0.7035353779792786
768,A1,edema_positive+scar_positive,1.2825441360473633,0.6384168565273285,0.5650375336408615,0.230677030980587,0.981245756149292
769,A1,scar_positive+complete,1.6858965754508972,0.7718461453914642,0.8417229652404785,0.20950621366500854,0.9299114048480988
770,A1,complete+lge_c0,3.093488335609436,2.8115493059158325,0.2058788388967514,0.22592706233263016,0.826859712600708
771,A1,lge_c0+lge_only,1.5426259636878967,1.4646071791648865,0.0,0.2476835921406746,0.37136857211589813
772,A1,lge_only+hard_negative,2.2124605774879456,2.1400786638259888,0.0,0.22871533036231995,0.3767300471663475
773,A1,hard_negative+edema_positive,1.9985846877098083,1.6871227025985718,0.24272280931472778,0.20080197602510452,0.8480132818222046
774,A1,edema_positive+scar_positive,1.5483819842338562,1.083103597164154,0.3773985803127289,0.2636749595403671,0.8762322068214417
775,A1,scar_positive+complete,1.8632874488830566,1.003978669643402,0.7828189134597778,0.21601396054029465,1.1609060168266296
776,A1,complete+lge_c0,1.383573055267334,0.9886650443077087,0.3099014461040497,0.25324519723653793,0.9020894765853882
777,A1,lge_c0+lge_only,1.6654555201530457,1.5856213569641113,0.0,0.2525039464235306,0.40829998254776
778,A1,lge_only+hard_negative,2.793869972229004,2.7196547985076904,0.0,0.23343629390001297,0.4184343218803406
779,A1,hard_negative+edema_positive,2.0844576358795166,1.7045031785964966,0.30339282751083374,0.23158930242061615,0.7069803476333618
780,A1,edema_positive+scar_positive,1.645170271396637,1.2986074090003967,0.27353954315185547,0.22130808979272842,0.6602587103843689
781,A1,scar_positive+complete,1.320287823677063,0.7042149901390076,0.5471730530261993,0.19538071751594543,1.0159701704978943
782,A1,complete+lge_c0,2.0636390447616577,1.7216650545597076,0.2717015743255615,0.2067154422402382,0.8246704339981079
783,A1,lge_c0+lge_only,1.3482537269592285,1.2746572494506836,0.0,0.23018844425678253,0.4539942145347595
784,A1,lge_only+hard_negative,2.2038793563842773,2.1325936317443848,0.0,0.22247584909200668,0.4542955607175827
785,A1,hard_negative+edema_positive,2.509050130844116,1.987843096256256,0.45020580291748047,0.21167698502540588,0.7478787004947662
786,A1,edema_positive+scar_positive,2.0932921171188354,1.1393397748470306,0.8694108128547668,0.24798651784658432,1.012494444847107
787,A1,scar_positive+complete,1.4057228565216064,0.9485007226467133,0.37594321370124817,0.24610406160354614,0.7417935431003571
788,A1,complete+lge_c0,1.859043300151825,1.5950598269701004,0.19959481060504913,0.19041478633880615,0.724503219127655
789,A1,lge_c0+lge_only,1.5686218738555908,1.4946478009223938,0.0,0.23469243943691254,0.35662998259067535
790,A1,lge_only+hard_negative,2.2504777908325195,2.171250283718109,0.0,0.24959106743335724,0.43502381443977356
791,A1,hard_negative+edema_positive,2.1389166116714478,1.6978363990783691,0.36856305599212646,0.2207450047135353,0.629330188035965
792,A1,edema_positive+scar_positive,1.5025126934051514,0.7891256213188171,0.6366667151451111,0.22127526998519897,1.028897225856781
793,A1,scar_positive+complete,1.4834520518779755,1.1797036081552505,0.23206351697444916,0.2200736552476883,0.5641367360949516
794,A1,complete+lge_c0,2.5217719674110413,2.0587918758392334,0.3952358067035675,0.19798683375120163,0.8324039578437805
795,A1,lge_c0+lge_only,1.532852590084076,1.4623268842697144,0.0,0.2199905961751938,0.4528503715991974
796,A1,lge_only+hard_negative,2.3325449228286743,2.2613359689712524,0.0,0.2254330813884735,0.3579046428203583
797,A1,hard_negative+edema_positive,2.391143798828125,1.965490996837616,0.35156866908073425,0.22335979342460632,0.7048041373491287
798,A1,edema_positive+scar_positive,1.6346015930175781,0.8285706043243408,0.7305572032928467,0.22094862908124924,0.9178928136825562
799,A1,scar_positive+complete,1.4056320786476135,1.0081202983856201,0.3262311816215515,0.2088610902428627,0.8581026196479797
800,A1,complete+lge_c0,1.121269166469574,0.8252477198839188,0.2253057360649109,0.2042621448636055,0.9416896104812622
801,A1,lge_c0+lge_only,1.5450172424316406,1.4674057364463806,0.0,0.24549230933189392,0.396385982632637
802,A1,lge_only+hard_negative,2.3211233615875244,2.25375235080719,0.0,0.2086564302444458,0.4774104505777359
803,A1,hard_negative+edema_positive,2.175366520881653,1.8074164390563965,0.29713231325149536,0.2077198401093483,0.849938154220581
804,A1,edema_positive+scar_positive,1.196057140827179,0.9053119122982025,0.21812784671783447,0.21183846145868301,0.9036474227905273
805,A1,scar_positive+complete,1.7660669684410095,1.3358973562717438,0.3444036841392517,0.26184724271297455,0.7208552658557892
806,A1,complete+lge_c0,1.292412519454956,0.9119945168495178,0.3179316222667694,0.18096210062503815,0.8169491291046143
807,A1,lge_c0+lge_only,1.8411234617233276,1.753126323223114,0.0,0.2792225852608681,0.42303013801574707
808,A1,lge_only+hard_negative,2.370982825756073,2.3019429445266724,0.0,0.21831747889518738,0.35447418689727783
809,A1,hard_negative+edema_positive,2.2844106554985046,1.7590627670288086,0.4501166343688965,0.22670622169971466,0.7215003073215485
810,A1,edema_positive+scar_positive,1.6944371461868286,1.2638268768787384,0.3530650734901428,0.23983720690011978,0.5591345205903053
811,A1,scar_positive+complete,1.3325047492980957,1.0280232727527618,0.24077849090099335,0.19262461364269257,0.5914057940244675
812,A1,complete+lge_c0,2.4751213788986206,1.9984980821609497,0.4089476466178894,0.20073752105236053,0.7450898289680481
813,A1,lge_c0+lge_only,1.3445616960525513,1.2733798325061798,0.0,0.22476819157600403,0.3751361221075058
814,A1,lge_only+hard_negative,2.2254034876823425,2.1498910188674927,0.0,0.23701950162649155,0.44066211581230164
815,A1,hard_negative+edema_positive,1.797494262456894,1.5258063822984695,0.2055247724056244,0.19824866205453873,0.6682369709014893
816,A1,edema_positive+scar_positive,1.7778819799423218,0.9287514984607697,0.7792890071868896,0.20556601136922836,0.8108479380607605
817,A1,scar_positive+complete,2.1256401538848877,1.4949465990066528,0.5657719373703003,0.18636222183704376,0.8992101550102234
818,A1,complete+lge_c0,1.911013424396515,1.616870939731598,0.2324916422367096,0.1809224784374237,0.7344519197940826
819,A1,lge_c0+lge_only,2.1810452342033386,2.1141892671585083,0.0,0.20952819287776947,0.3997456878423691
820,A1,lge_only+hard_negative,2.084208071231842,2.0188459157943726,0.0,0.20372147113084793,0.4245745539665222
821,A1,hard_negative+edema_positive,2.076777160167694,1.755096673965454,0.25731396675109863,0.1917615458369255,0.6761028170585632
822,A1,edema_positive+scar_positive,1.1646573543548584,0.7958630323410034,0.29488903284072876,0.22102731466293335,0.7596947550773621
823,A1,scar_positive+complete,1.4980517029762268,0.6704006195068359,0.757422924041748,0.19925611466169357,1.0428388118743896
824,A1,complete+lge_c0,1.149137556552887,0.7858263850212097,0.288825660943985,0.22111406177282333,0.8147559762001038
825,A1,lge_c0+lge_only,2.3439810276031494,2.2758182287216187,0.0,0.21028991043567657,0.5075773000717163
826,A1,lge_only+hard_negative,2.2542662024497986,2.184499680995941,0.0,0.22311147302389145,0.28330692648887634
827,A1,hard_negative+edema_positive,2.0899930596351624,1.78834468126297,0.23152777552604675,0.2042723298072815,0.8833864629268646
828,A1,edema_positive+scar_positive,1.299149513244629,0.7112340033054352,0.5156129002571106,0.2029273509979248,1.1415832042694092
829,A1,scar_positive+complete,1.4414451122283936,1.0929933190345764,0.27517589926719666,0.2173212170600891,0.8062115609645844
830,A1,complete+lge_c0,1.5963276028633118,1.1536269783973694,0.35682788491249084,0.25022822618484497,1.079618752002716
831,A1,lge_c0+lge_only,1.4145936369895935,1.3414087295532227,0.0,0.22838301211595535,0.46700307726860046
832,A1,lge_only+hard_negative,2.4027839303016663,2.3227254152297974,0.0,0.2477020099759102,0.5748011916875839
833,A1,hard_negative+edema_positive,1.9530718922615051,1.6385750472545624,0.25036317110061646,0.18149015307426453,0.9669986367225647
834,A1,edema_positive+scar_positive,1.6193153262138367,0.7417762577533722,0.8071854710578918,0.1993645876646042,1.0525327920913696
835,A1,scar_positive+complete,1.6359144449234009,1.242158830165863,0.3204560875892639,0.2202928140759468,0.7184567004442215
836,A1,complete+lge_c0,1.8051401376724243,1.2812025547027588,0.4524748623371124,0.20627842843532562,0.9517475366592407
837,A1,lge_c0+lge_only,1.445697396993637,1.3698772192001343,0.0,0.23875846713781357,0.41925856471061707
838,A1,lge_only+hard_negative,2.0811885595321655,2.006090760231018,0.0,0.2336314246058464,0.5008374601602554
839,A1,hard_negative+edema_positive,3.0008137226104736,2.762845277786255,0.17309319972991943,0.18760161846876144,0.8526659607887268
840,A1,edema_positive+scar_positive,1.2699756622314453,0.6070374846458435,0.5981903970241547,0.1787293255329132,1.1116556525230408
841,A1,scar_positive+complete,1.0986536741256714,0.8416372984647751,0.19268882274627686,0.19278287142515182,0.6491531133651733
842,A1,complete+lge_c0,1.7009509205818176,1.1826518774032593,0.4442838728427887,0.21523259580135345,0.943298727273941
843,A1,lge_c0+lge_only,1.4061594009399414,1.3383617401123047,0.0,0.21136195957660675,0.43891358375549316
844,A1,lge_only+hard_negative,2.3067694902420044,2.2381719946861267,0.0,0.22024421393871307,0.25242212414741516
845,A1,hard_negative+edema_positive,1.8112855553627014,1.57579705119133,0.16762228310108185,0.20024405419826508,0.7784774601459503
846,A1,edema_positive+scar_positive,1.6157520413398743,1.2254341840744019,0.3151339292526245,0.22756821662187576,0.691065676510334
847,A1,scar_positive+complete,1.5652843713760376,1.2461016178131104,0.2528500556945801,0.1971680000424385,0.7181421592831612
848,A1,complete+lge_c0,2.0768831372261047,1.6930947005748749,0.3146662712097168,0.20019766688346863,0.9060940444469452
849,A1,lge_c0+lge_only,1.6102737188339233,1.5374816060066223,0.0,0.23017504066228867,0.3739570081233978
850,A1,lge_only+hard_negative,2.1294301748275757,2.0700043439865112,0.0,0.18437141925096512,0.4114457219839096
851,A1,hard_negative+edema_positive,1.9847431182861328,1.646417498588562,0.2756534814834595,0.18358244001865387,0.7597031593322754
852,A1,edema_positive+scar_positive,1.6481877565383911,1.2115399539470673,0.3666854202747345,0.21807872503995895,0.45382724702358246
853,A1,scar_positive+complete,1.212410569190979,0.9926015883684158,0.1575806736946106,0.18951252847909927,0.5361407846212387
854,A1,complete+lge_c0,1.9290980696678162,1.6374991238117218,0.23572731018066406,0.1611742004752159,0.7403444647789001
855,A1,lge_c0+lge_only,2.4613200426101685,2.401721715927124,0.0,0.18891286849975586,0.29244575649499893
856,A1,lge_only+hard_negative,2.3512513637542725,2.2839449048042297,0.0,0.21060632914304733,0.4124515652656555
857,A1,hard_negative+edema_positive,2.120936155319214,1.6798434853553772,0.37884095311164856,0.18047592043876648,0.8101674318313599
858,A1,edema_positive+scar_positive,1.5519601702690125,1.133158802986145,0.35197556018829346,0.20244164019823074,0.5943402945995331
859,A1,scar_positive+complete,1.3996631503105164,0.9777543544769287,0.3609858751296997,0.18141423165798187,0.6495024561882019
860,A1,complete+lge_c0,2.9425172805786133,2.726414203643799,0.1586003601551056,0.162065289914608,0.8874705731868744
861,A1,lge_c0+lge_only,1.4579982161521912,1.3906673192977905,0.0,0.212317056953907,0.3635811284184456
862,A1,lge_only+hard_negative,2.18677294254303,2.12322735786438,0.0,0.19677838683128357,0.45120769739151
863,A1,hard_negative+edema_positive,2.921671152114868,2.7258355617523193,0.13980859518051147,0.15958881378173828,0.8061352670192719
864,A1,edema_positive+scar_positive,1.1404809355735779,0.9097353219985962,0.1686127483844757,0.18611367791891098,0.6285026371479034
865,A1,scar_positive+complete,1.1352676451206207,0.8617444038391113,0.2096627652645111,0.1918819099664688,0.62940414249897
866,A1,complete+lge_c0,1.5372235178947449,1.2116605341434479,0.2498006820678711,0.223954975605011,0.8573701977729797
867,A1,lge_c0+lge_only,2.1244869232177734,2.0644628405570984,0.0,0.186964713037014,0.393459789454937
868,A1,lge_only+hard_negative,2.220082402229309,2.1584592461586,0.0,0.19199810922145844,0.40237025916576385
869,A1,hard_negative+edema_positive,1.8623434901237488,1.577730268239975,0.22966666519641876,0.15949856489896774,0.7096128463745117
870,A1,edema_positive+scar_positive,1.144540160894394,0.764998584985733,0.3156109154224396,0.19022583961486816,0.6854894459247589
871,A1,scar_positive+complete,1.4970595836639404,1.1393174529075623,0.2980373799800873,0.1753729283809662,0.7083896100521088
872,A1,complete+lge_c0,2.214668571949005,1.7967664003372192,0.35512617230415344,0.18658263236284256,0.6738610863685608
873,A1,lge_c0+lge_only,2.2579861283302307,2.1885225772857666,0.0,0.22061532735824585,0.3278898149728775
874,A1,lge_only+hard_negative,2.154362142086029,2.087429106235504,0.0,0.2162795588374138,0.20492470264434814
875,A1,hard_negative+edema_positive,1.8280296623706818,1.5805805623531342,0.1863538920879364,0.18573512136936188,0.5354828611016273
876,A1,edema_positive+scar_positive,1.7893636226654053,1.2803748846054077,0.4423445761203766,0.20432055741548538,0.5311974138021469
877,A1,scar_positive+complete,1.1681163012981415,0.9261333048343658,0.18345031142234802,0.17606519162654877,0.5666304603219032
878,A1,complete+lge_c0,1.35030198097229,0.9363537132740021,0.34624505043029785,0.20161934942007065,0.7183664441108704
879,A1,lge_c0+lge_only,2.2249439358711243,2.163719356060028,0.0,0.19097226858139038,0.3932930678129196
880,A1,lge_only+hard_negative,2.19354248046875,2.1344024538993835,0.0,0.18966476619243622,0.22406773269176483
881,A1,hard_negative+edema_positive,1.9770433902740479,1.6885916590690613,0.22243773937225342,0.19437458366155624,0.7581181824207306
882,A1,edema_positive+scar_positive,1.4449907541275024,1.1778156757354736,0.2078131139278412,0.17851227521896362,0.5701763033866882
883,A1,scar_positive+complete,1.5215228199958801,1.1255501508712769,0.3268756866455078,0.2075473964214325,0.6804580986499786
884,A1,complete+lge_c0,2.0794621109962463,1.6556201875209808,0.36825641989707947,0.15808776766061783,0.814686119556427
885,A1,lge_c0+lge_only,1.6073508262634277,1.542721927165985,0.0,0.20131468027830124,0.42344826459884644
886,A1,lge_only+hard_negative,2.0738651156425476,2.015906810760498,0.0,0.18702270090579987,0.1851474940776825
887,A1,hard_negative+edema_positive,2.1401175260543823,1.7269183993339539,0.3474874794483185,0.1957748830318451,0.6955420076847076
888,A1,edema_positive+scar_positive,1.1613295078277588,0.9117081761360168,0.19062742590904236,0.176882803440094,0.5926777571439743
889,A1,scar_positive+complete,2.103203594684601,1.9490065574645996,0.09669722616672516,0.17107697576284409,0.6140288263559341
890,A1,complete+lge_c0,1.118463933467865,0.8924730569124222,0.17043334245681763,0.15930390357971191,0.7727728188037872
891,A1,lge_c0+lge_only,1.301967740058899,1.2390221953392029,0.0,0.19732896238565445,0.3746829405426979
892,A1,lge_only+hard_negative,2.131155252456665,2.071414351463318,0.0,0.18822038173675537,0.3274734392762184
893,A1,hard_negative+edema_positive,2.120402455329895,1.7079220712184906,0.3568155765533447,0.16407658159732819,0.6363764107227325
894,A1,edema_positive+scar_positive,1.265644133090973,0.9789147675037384,0.22982287406921387,0.1701178327202797,0.5818632915616035
895,A1,scar_positive+complete,1.2341742515563965,0.9126676619052887,0.26560288667678833,0.1676555871963501,0.5470487028360367
896,A1,complete+lge_c0,1.420960247516632,1.1016475558280945,0.2595888078212738,0.1759047880768776,0.6944627910852432
897,A1,lge_c0+lge_only,2.682926654815674,2.6249924898147583,0.0,0.17930545657873154,0.41425536572933197
898,A1,lge_only+hard_negative,2.403875231742859,2.3451706171035767,0.0,0.1815355271100998,0.4243968725204468
899,A1,hard_negative+edema_positive,2.16539466381073,1.7490050196647644,0.35829877853393555,0.17483096569776535,0.5641531050205231
900,A1,edema_positive+scar_positive,1.9717977046966553,1.3664016723632812,0.5460116267204285,0.17878130823373795,0.5743736922740936
901,A1,scar_positive+complete,0.9494304060935974,0.6306964755058289,0.26175743341445923,0.1661357879638672,0.7134764343500137
902,A1,complete+lge_c0,1.7319980263710022,1.2745585441589355,0.3952891528606415,0.1824086308479309,0.7365742921829224
903,A1,lge_c0+lge_only,2.2031202912330627,2.1517106890678406,0.0,0.1621810719370842,0.2755334824323654
904,A1,lge_only+hard_negative,2.0547849535942078,1.9945234060287476,0.0,0.1876377910375595,0.39701487123966217
905,A1,hard_negative+edema_positive,2.0977747440338135,1.7434221804141998,0.28512489795684814,0.21071210503578186,0.6000971049070358
906,A1,edema_positive+scar_positive,1.4931207299232483,1.1020764112472534,0.33437874913215637,0.17159368097782135,0.5180419832468033
907,A1,scar_positive+complete,2.524765193462372,2.307165741920471,0.16195504367351532,0.16820266842842102,0.5166987702250481
908,A1,complete+lge_c0,1.925283670425415,1.639876127243042,0.235488623380661,0.14374767988920212,0.6786636412143707
909,A1,lge_c0+lge_only,1.5191470980644226,1.454906702041626,0.0,0.20136044919490814,0.38322101533412933
910,A1,lge_only+hard_negative,2.0138238668441772,1.94964200258255,0.0,0.20071027427911758,0.39688247442245483
911,A1,hard_negative+edema_positive,1.7928621768951416,1.5125446021556854,0.22624915838241577,0.16076142340898514,0.5802378058433533
912,A1,edema_positive+scar_positive,1.3646968603134155,0.9960448741912842,0.3137187957763672,0.1621251255273819,0.6070050001144409
913,A1,scar_positive+complete,1.4281403422355652,1.0752606689929962,0.2938026189804077,0.17514893412590027,0.6507477760314941
914,A1,complete+lge_c0,1.1650540828704834,0.8506558239459991,0.2606075406074524,0.15882133692502975,0.6133402585983276
915,A1,lge_c0+lge_only,1.261885643005371,1.206623911857605,0.0,0.17366691678762436,0.31616825610399246
916,A1,lge_only+hard_negative,2.2108508348464966,2.157158851623535,0.0,0.16510305553674698,0.4160957932472229
917,A1,hard_negative+edema_positive,1.7713433802127838,1.550534337759018,0.17058642208576202,0.14280014485120773,0.7351861000061035
918,A1,edema_positive+scar_positive,1.1107978522777557,0.8690082728862762,0.18650665879249573,0.16183440387248993,0.6704400852322578
919,A1,scar_positive+complete,1.6293649077415466,1.2316302061080933,0.3412829339504242,0.16855967789888382,0.5763241499662399
920,A1,complete+lge_c0,1.3450077772140503,1.005560964345932,0.28118589520454407,0.16709090024232864,0.8067292273044586
921,A1,lge_c0+lge_only,1.0619951486587524,1.0075873136520386,0.0,0.16746187955141068,0.416931189596653
922,A1,lge_only+hard_negative,2.082484245300293,2.0323631167411804,0.0,0.157655231654644,0.28245776891708374
923,A1,hard_negative+edema_positive,2.0931805968284607,1.781638264656067,0.2597663700580597,0.1518140807747841,0.6082412302494049
924,A1,edema_positive+scar_positive,1.2402794659137726,0.9394960701465607,0.24546150863170624,0.16669031232595444,0.5296987146139145
925,A1,scar_positive+complete,1.241481363773346,0.9675697982311249,0.2164703756570816,0.17359612882137299,0.5272590965032578
926,A1,complete+lge_c0,1.0099281966686249,0.7439437806606293,0.20153555274009705,0.1912957727909088,0.6984317600727081
927,A1,lge_c0+lge_only,1.4689170122146606,1.413487195968628,0.0,0.17100484669208527,0.4128396809101105
928,A1,lge_only+hard_negative,2.1193023324012756,2.06027615070343,0.0,0.1793479546904564,0.522184282541275
929,A1,hard_negative+edema_positive,1.9396409392356873,1.6271827816963196,0.25583329796791077,0.16101355105638504,0.8316168189048767
930,A1,edema_positive+scar_positive,1.6137652397155762,1.1570894122123718,0.3925344944000244,0.18880467116832733,0.7478211224079132
931,A1,scar_positive+complete,0.9576800763607025,0.788444310426712,0.11525295674800873,0.15754198282957077,0.6716851443052292
932,A1,complete+lge_c0,1.7700343430042267,1.5460152626037598,0.17552201449871063,0.1370856761932373,0.7370494455099106
933,A1,lge_c0+lge_only,1.5242290496826172,1.4687444567680359,0.0,0.1703118532896042,0.43909965455532074
934,A1,lge_only+hard_negative,2.300049066543579,2.243035078048706,0.0,0.17742926627397537,0.37851493060588837
935,A1,hard_negative+edema_positive,2.8965003490448,2.752146363258362,0.09135855734348297,0.1492358148097992,0.8167547583580017
936,A1,edema_positive+scar_positive,0.9089961647987366,0.4831712394952774,0.3737756162881851,0.14085564017295837,0.9755746722221375
937,A1,scar_positive+complete,1.5349910259246826,1.1895882487297058,0.2882322669029236,0.17302122712135315,0.5233362093567848
938,A1,complete+lge_c0,2.0569761395454407,1.7009001672267914,0.29852479696273804,0.16990074515342712,0.6552980989217758
939,A1,lge_c0+lge_only,1.267029732465744,1.209683120250702,0.0,0.17921973019838333,0.35807080566883087
940,A1,lge_only+hard_negative,2.1916614174842834,2.141737699508667,0.0,0.15311729162931442,0.3988552838563919
941,A1,hard_negative+edema_positive,2.4040164947509766,1.9545065760612488,0.38806501030921936,0.17835582047700882,0.7924433648586273
942,A1,edema_positive+scar_positive,1.9236619472503662,1.4068153500556946,0.45336198806762695,0.1912456750869751,0.6108446717262268
943,A1,scar_positive+complete,1.0194913148880005,0.49413979053497314,0.4718595892190933,0.1477968543767929,0.9144127070903778
944,A1,complete+lge_c0,1.186009705066681,0.8720481395721436,0.2555293142795563,0.1682642549276352,0.7913689613342285
945,A1,lge_c0+lge_only,1.0534261167049408,0.9985465705394745,0.0,0.17119324207305908,0.3521508648991585
946,A1,lge_only+hard_negative,2.0669862627983093,2.011774718761444,0.0,0.17709185928106308,0.20840106159448624
947,A1,hard_negative+edema_positive,1.8250469863414764,1.585862323641777,0.18804503977298737,0.14489007741212845,0.7661527693271637
948,A1,edema_positive+scar_positive,0.9281750917434692,0.7119036465883255,0.1611638069152832,0.16482990235090256,0.5650485306978226
949,A1,scar_positive+complete,1.4318703413009644,1.0833784341812134,0.2896323800086975,0.1778126209974289,0.5489993393421173
950,A1,complete+lge_c0,1.1767802238464355,0.870346337556839,0.24798329174518585,0.17092503607273102,0.7166560143232346
951,A1,lge_c0+lge_only,1.474923312664032,1.4240075945854187,0.0,0.15583840757608414,0.41641659289598465
952,A1,lge_only+hard_negative,2.186070144176483,2.131135046482086,0.0,0.1708812490105629,0.3670773208141327
953,A1,hard_negative+edema_positive,2.184334456920624,1.8439580500125885,0.286754310131073,0.15512396395206451,0.7078206837177277
954,A1,edema_positive+scar_positive,1.1285489201545715,0.7957935631275177,0.27600353956222534,0.16642732918262482,0.6677842885255814
955,A1,scar_positive+complete,1.078051507472992,0.7728916704654694,0.24761992692947388,0.16273989528417587,0.8711622953414917
956,A1,complete+lge_c0,1.01096910238266,0.8017689287662506,0.15476632118225098,0.15598615258932114,0.7631760835647583
957,A1,lge_c0+lge_only,2.258502721786499,2.2066025733947754,0.0,0.15732166171073914,0.47036825120449066
958,A1,lge_only+hard_negative,2.3728119134902954,2.323543965816498,0.0,0.14977911859750748,0.4334174245595932
959,A1,hard_negative+edema_positive,1.7244300246238708,1.528201624751091,0.14969336986541748,0.1292061060667038,0.7769757807254791
960,A1,edema_positive+scar_positive,1.0714622735977173,0.777438759803772,0.24306294322013855,0.14892994612455368,0.6281571686267853
961,A1,scar_positive+complete,0.9333867728710175,0.4563397467136383,0.4235229641199112,0.14424417167901993,1.0240671038627625
962,A1,complete+lge_c0,1.8721570372581482,1.5826235711574554,0.2418748140335083,0.13381435722112656,0.7510815560817719
963,A1,lge_c0+lge_only,1.9803144931793213,1.9228975772857666,0.0,0.17656660825014114,0.4446949064731598
964,A1,lge_only+hard_negative,2.369862675666809,2.3194597959518433,0.0,0.15627964586019516,0.35189786553382874
965,A1,hard_negative+edema_positive,2.1907345056533813,1.7632258832454681,0.3750615119934082,0.15040480345487595,0.7286350280046463
966,A1,edema_positive+scar_positive,0.874906599521637,0.4117572009563446,0.4131995141506195,0.1336398422718048,0.9655175805091858
967,A1,scar_positive+complete,1.6085759997367859,0.6930314600467682,0.8535774946212769,0.17644257843494415,0.8999993801116943
968,A1,complete+lge_c0,1.0394229292869568,0.727411299943924,0.2550205588340759,0.1626698300242424,0.8188291788101196
969,A1,lge_c0+lge_only,1.331841766834259,1.2798234224319458,0.0,0.15982560068368912,0.4070679843425751
970,A1,lge_only+hard_negative,2.0500062704086304,2.000757336616516,0.0,0.14961235970258713,0.43651725351810455
971,A1,hard_negative+edema_positive,2.15918505191803,1.7389179468154907,0.3665587604045868,0.15066107362508774,0.8506696224212646
972,A1,edema_positive+scar_positive,1.1618841886520386,0.7847702503204346,0.32319003343582153,0.15779780596494675,0.6581060141324997
973,A1,scar_positive+complete,1.3192320466041565,0.892841100692749,0.36881023645401,0.15994448214769363,0.9575918316841125
974,A1,complete+lge_c0,1.7465525269508362,1.5864350497722626,0.10897991061210632,0.13873660564422607,0.9509182572364807
975,A1,lge_c0+lge_only,1.2164466381072998,1.1672801971435547,0.0,0.1459922343492508,0.536876454949379
976,A1,lge_only+hard_negative,2.0815518498420715,2.0302164554595947,0.0,0.1607540100812912,0.3109181821346283
977,A1,hard_negative+edema_positive,1.8941977620124817,1.583755612373352,0.2564789056777954,0.1539819911122322,0.7761741578578949
978,A1,edema_positive+scar_positive,1.1951738595962524,0.6209365129470825,0.5211817175149918,0.14325354993343353,1.0053785145282745
979,A1,scar_positive+complete,1.3440638780593872,0.6390496492385864,0.6444862335920334,0.16935865581035614,0.9651224911212921
980,A1,complete+lge_c0,0.7047503292560577,0.560879111289978,0.09695214778184891,0.13168847560882568,0.7399580776691437
981,A1,lge_c0+lge_only,1.825572907924652,1.7767125368118286,0.0,0.15234815329313278,0.3155842199921608
982,A1,lge_only+hard_negative,2.022038161754608,1.9754587411880493,0.0,0.14486347883939743,0.3120435029268265
983,A1,hard_negative+edema_positive,1.9312066435813904,1.648214727640152,0.23569348454475403,0.13318699225783348,0.7342002987861633
984,A1,edema_positive+scar_positive,1.3521620035171509,0.67087721824646,0.6242509484291077,0.15812944620847702,0.9582300186157227
985,A1,scar_positive+complete,0.9122478663921356,0.5164800882339478,0.34526030719280243,0.13323991000652313,1.0508666634559631
986,A1,complete+lge_c0,1.6784031391143799,1.2178101539611816,0.40831518173217773,0.1526247262954712,0.6485913544893265
987,A1,lge_c0+lge_only,2.0767792463302612,2.0329423546791077,0.0,0.13490786775946617,0.3364586979150772
988,A1,lge_only+hard_negative,2.269675850868225,2.21095073223114,0.0,0.1827719360589981,0.38935399055480957
