mode,total_step,pathology,group,case_count,metric_case_count,anchor_dice_mean,srr_dice_mean,dice_delta_mean,anchor_hd95_mean,srr_hd95_mean,hd95_delta_mean,anchor_remote_fp_volume_mm3_mean,srr_remote_fp_volume_mm3_mean,remote_fp_delta_mm3_mean,changed_voxels_vs_anchor_mean
semantic_negative_memory_off,0,myops_edema,CenterC,9,9,0.3100170023938187,0.3156445748337091,0.005627572439890498,23.18333127231124,22.95633478693567,-0.2269964853755708,0.0,17.36358504954731,17.36358504954731,232.0
semantic_negative_memory_off,0,myops_edema,LGE-only,24,24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
semantic_negative_memory_off,0,myops_edema,t2_present,16,16,0.3944358976789887,0.40067924331881455,0.006243345639825879,20.011536366061485,19.71884749140533,-0.29268887465615256,237.02621459960938,253.40791624857349,16.38170164896411,195.9375
semantic_negative_memory_off,0,myops_scar,all_cases,44,44,0.5601692281262312,0.5552316720631546,-0.0049375560630765735,13.600533414596173,14.043879230644517,0.4433458160483464,620.3619700074735,560.000963691751,-60.36100631572251,132.77272727272728
semantic_negative_memory_off,0,myops_scar,gt_positive_only,43,43,0.573196419478004,0.5681440365297395,-0.0050523829482644,13.600533414596173,14.043879230644517,0.4433458160483464,634.7889925657869,573.0242419171406,-61.76475064864629,135.8139534883721
semantic_negative_memory_off,0,myops_scar,CenterB,7,7,0.6131815991584469,0.6056007010426278,-0.007580898115819016,12.440137428805636,12.99296656892348,0.5528291401178453,2.5198800223214284,15.119280133928571,12.599400111607142,92.0
semantic_negative_memory_off,0,myops_scar,CenterC,9,9,0.7556758410852354,0.7503838226914884,-0.005292018393747007,6.799401617662012,6.607160124848786,-0.19224149281322594,0.0,0.0,0.0,173.33333333333334
semantic_negative_memory_off,0,myops_scar,LGE-only,24,24,0.501789292579108,0.4976874447371862,-0.004101847841921733,16.87568991233629,17.51360830244459,0.6379183901083046,1136.5953133405244,1022.2586433958144,-114.33666994471002,146.45833333333334
semantic_negative_memory_off,0,myops_scar,t2_present,16,16,0.6933346102422654,0.687041206970112,-0.006293403272153511,9.267223535037347,9.400950444131466,0.13372690909411777,1.102447509765625,6.61468505859375,5.512237548828125,137.75
zero_anchor_confirmation_context,0,myops_edema,all_cases,44,44,0.7797948718832686,0.7824160798764951,0.002621207993226629,7.276922314931449,7.181218266333342,-0.09570404859810738,86.19135076349431,89.38595229136263,3.194601527868312,74.93181818181819
zero_anchor_confirmation_context,0,myops_edema,gt_positive_only,16,16,0.3944358976789887,0.4016442196603619,0.007208321981373229,20.011536366061485,19.74835023241669,-0.2631861336447953,237.02621459960938,245.81136880124723,8.785154201637859,206.0625
zero_anchor_confirmation_context,0,myops_edema,CenterB,7,7,0.5029744773313501,0.5134179707086212,0.01044349337727113,15.933514343740368,15.553712144984475,-0.3798021987558921,541.7742047991071,534.2145647321429,-7.559640066964286,146.85714285714286
zero_anchor_confirmation_context,0,myops_edema,CenterC,9,9,0.3100170023938187,0.3147090799561602,0.0046920775623415295,23.18333127231124,23.010846522641746,-0.17248474966949778,0.0,21.497771966106193,21.497771966106193,252.11111111111111
zero_anchor_confirmation_context,0,myops_edema,LGE-only,24,24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zero_anchor_confirmation_context,0,myops_edema,t2_present,16,16,0.3944358976789887,0.4016442196603619,0.007208321981373229,20.011536366061485,19.74835023241669,-0.2631861336447953,237.02621459960938,245.81136880124723,8.785154201637859,206.0625
zero_anchor_confirmation_context,0,myops_scar,all_cases,44,44,0.5601692281262312,0.5519875578088107,-0.008181670317420535,13.600533414596173,14.023893969702922,0.42336055510674603,620.3619700074735,532.8739082682562,-87.48806173921726,200.70454545454547
zero_anchor_confirmation_context,0,myops_scar,gt_positive_only,43,43,0.573196419478004,0.5648244777578527,-0.008371941720151245,13.600533414596173,14.023893969702922,0.42336055510674603,634.7889925657869,545.266324739611,-89.5226678261758,205.2325581395349
zero_anchor_confirmation_context,0,myops_scar,CenterB,7,7,0.6131815991584469,0.6052126877797236,-0.007968911378723378,12.440137428805636,12.680452163867702,0.2403147350620673,2.5198800223214284,27.718680245535715,25.198800223214285,99.42857142857143
zero_anchor_confirmation_context,0,myops_scar,CenterC,9,9,0.7556758410852354,0.746184329086836,-0.009491511998399359,6.799401617662012,6.890447251332955,0.09104563367094369,0.0,0.0,0.0,214.11111111111111
zero_anchor_confirmation_context,0,myops_scar,LGE-only,24,24,0.501789292579108,0.49504904291627155,-0.006740249662836321,16.87568991233629,17.45019602817519,0.5745061158389014,1136.5953133405244,968.8508834201884,-167.74442992033582,242.54166666666666
zero_anchor_confirmation_context,0,myops_scar,t2_present,16,16,0.6933346102422654,0.6845092360149743,-0.008825374227291117,9.267223535037347,9.42357440056691,0.15635086552956026,1.102447509765625,12.126922607421875,11.02447509765625,163.9375
