mode,total_step,pathology,group,case_count,metric_case_count,anchor_dice_mean,srr_dice_mean,dice_delta_mean,anchor_hd95_mean,srr_hd95_mean,hd95_delta_mean,anchor_remote_fp_volume_mm3_mean,srr_remote_fp_volume_mm3_mean,remote_fp_delta_mm3_mean,changed_voxels_vs_anchor_mean
anchor_identity,0,myops_edema,all_cases,44,44,0.7797948718832686,0.7797948718832686,0.0,7.276922314931449,7.276922314931449,0.0,86.19135076349431,86.19135076349431,0.0,0.0
anchor_identity,0,myops_edema,gt_positive_only,16,16,0.3944358976789887,0.3944358976789887,0.0,20.011536366061485,20.011536366061485,0.0,237.02621459960938,237.02621459960938,0.0,0.0
anchor_identity,0,myops_edema,CenterB,7,7,0.5029744773313501,0.5029744773313501,0.0,15.933514343740368,15.933514343740368,0.0,541.7742047991071,541.7742047991071,0.0,0.0
anchor_identity,0,myops_edema,CenterC,9,9,0.3100170023938187,0.3100170023938187,0.0,23.18333127231124,23.18333127231124,0.0,0.0,0.0,0.0,0.0
anchor_identity,0,myops_edema,LGE-only,24,24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_identity,0,myops_edema,t2_present,16,16,0.3944358976789887,0.3944358976789887,0.0,20.011536366061485,20.011536366061485,0.0,237.02621459960938,237.02621459960938,0.0,0.0
anchor_identity,0,myops_scar,all_cases,44,44,0.5601692281262312,0.5601692281262312,0.0,13.600533414596173,13.600533414596173,0.0,620.3619700074735,620.3619700074735,0.0,0.0
anchor_identity,0,myops_scar,gt_positive_only,43,43,0.573196419478004,0.573196419478004,0.0,13.600533414596173,13.600533414596173,0.0,634.7889925657869,634.7889925657869,0.0,0.0
anchor_identity,0,myops_scar,CenterB,7,7,0.6131815991584469,0.6131815991584469,0.0,12.440137428805636,12.440137428805636,0.0,2.5198800223214284,2.5198800223214284,0.0,0.0
anchor_identity,0,myops_scar,CenterC,9,9,0.7556758410852354,0.7556758410852354,0.0,6.799401617662012,6.799401617662012,0.0,0.0,0.0,0.0,0.0
anchor_identity,0,myops_scar,LGE-only,24,24,0.501789292579108,0.501789292579108,0.0,16.87568991233629,16.87568991233629,0.0,1136.5953133405244,1136.5953133405244,0.0,0.0
anchor_identity,0,myops_scar,t2_present,16,16,0.6933346102422654,0.6933346102422654,0.0,9.267223535037347,9.267223535037347,0.0,1.102447509765625,1.102447509765625,0.0,0.0
full_learned,0,myops_edema,all_cases,44,44,0.7797948718832686,0.7818386288640397,0.0020437569807709734,7.276922314931449,7.168427530496185,-0.10849478443526443,86.19135076349431,92.6557106665135,6.464359903019176,73.13636363636364
full_learned,0,myops_edema,gt_positive_only,16,16,0.3944358976789887,0.40005622937610885,0.005620331697120177,20.011536366061485,19.713175708864505,-0.2983606571969772,237.02621459960938,254.80320433291212,17.776989733302734,201.125
full_learned,0,myops_edema,CenterB,7,7,0.5029744773313501,0.5095014557313248,0.0065269783999747765,15.933514343740368,15.587085365639362,-0.3464289781010071,541.7742047991071,556.8934849330357,15.119280133928571,150.57142857142858
full_learned,0,myops_edema,CenterC,9,9,0.3100170023938187,0.3149321644331631,0.004915162039344377,23.18333127231124,22.922357086928507,-0.2609741853827317,0.0,19.84409719948264,19.84409719948264,240.44444444444446
full_learned,0,myops_edema,LGE-only,24,24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full_learned,0,myops_edema,t2_present,16,16,0.3944358976789887,0.40005622937610885,0.005620331697120177,20.011536366061485,19.713175708864505,-0.2983606571969772,237.02621459960938,254.80320433291212,17.776989733302734,201.125
full_learned,0,myops_scar,all_cases,44,44,0.5601692281262312,0.5552428713957404,-0.004926356730490792,13.600533414596173,14.149882443586792,0.549349028990618,620.3619700074735,558.8263838533835,-61.535586154090055,136.04545454545453
full_learned,0,myops_scar,gt_positive_only,43,43,0.573196419478004,0.5681554963119203,-0.005040923166083601,13.600533414596173,14.149882443586792,0.549349028990618,634.7889925657869,571.8223462685784,-62.96664629720843,139.13953488372093
full_learned,0,myops_scar,CenterB,7,7,0.6131815991584469,0.6042890629299468,-0.008892536228500145,12.440137428805636,13.66546552431632,1.2253280955106842,2.5198800223214284,20.159040178571427,17.63916015625,98.14285714285714
full_learned,0,myops_scar,CenterC,9,9,0.7556758410852354,0.7511965702144076,-0.004479270870827816,6.799401617662012,6.583973996882264,-0.21542762077974745,0.0,0.0,0.0,185.55555555555554
full_learned,0,myops_scar,LGE-only,24,24,0.501789292579108,0.49771005954355746,-0.00407923303555049,16.87568991233629,17.51424296091717,0.6385530485808809,1136.5953133405244,1018.635317012453,-117.95999632807134,146.20833333333334
full_learned,0,myops_scar,t2_present,16,16,0.6933346102422654,0.6869245357774559,-0.00641007446480946,9.267223535037347,9.682126540134664,0.41490300509731637,1.102447509765625,8.819580078125,7.717132568359375,147.3125
learned_source_gate_one,0,myops_edema,all_cases,44,44,0.7797948718832686,0.7803192664543327,0.0005243945710639852,7.276922314931449,7.171393499835897,-0.10552881509555134,86.19135076349431,92.24230216242158,6.050951398927261,92.56818181818181
learned_source_gate_one,0,myops_edema,gt_positive_only,16,16,0.3944358976789887,0.39587798274941466,0.0014420850704259594,20.011536366061485,19.721332124548717,-0.2902042415127662,237.02621459960938,253.66633094665934,16.64011634704997,254.5625
learned_source_gate_one,0,myops_edema,CenterB,7,7,0.5029744773313501,0.5056370874337947,0.0026626101024445547,15.933514343740368,15.613160368542589,-0.32035397519778047,541.7742047991071,526.6549246651786,-15.119280133928571,177.14285714285714
learned_source_gate_one,0,myops_edema,CenterC,9,9,0.3100170023938187,0.31050979021711905,0.0004927878233003854,23.18333127231124,22.916576823664595,-0.266754448646644,0.0,41.34186916558883,41.34186916558883,314.77777777777777
learned_source_gate_one,0,myops_edema,LGE-only,24,24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learned_source_gate_one,0,myops_edema,t2_present,16,16,0.3944358976789887,0.39587798274941466,0.0014420850704259594,20.011536366061485,19.721332124548717,-0.2902042415127662,237.02621459960938,253.66633094665934,16.64011634704997,254.5625
learned_source_gate_one,0,myops_scar,all_cases,44,44,0.5601692281262312,0.5535981907379223,-0.006571037388309004,13.600533414596173,13.938990791967921,0.33845737737174775,620.3619700074735,538.8944864502502,-81.46748355722336,191.9318181818182
learned_source_gate_one,0,myops_scar,gt_positive_only,43,43,0.573196419478004,0.5664725672667111,-0.006723852211292934,13.600533414596173,13.938990791967921,0.33845737737174775,634.7889925657869,551.4269163676978,-83.36207619808901,196.1627906976744
learned_source_gate_one,0,myops_scar,CenterB,7,7,0.6131815991584469,0.6053276736571316,-0.007853925501315275,12.440137428805636,12.8811829006416,0.4410454718359621,2.5198800223214284,42.837960379464285,40.318080357142854,131.71428571428572
learned_source_gate_one,0,myops_scar,CenterC,9,9,0.7556758410852354,0.749544865004764,-0.006130976080471257,6.799401617662012,6.25036238888494,-0.5490392287770717,0.0,0.0,0.0,253.77777777777777
learned_source_gate_one,0,myops_scar,LGE-only,24,24,0.501789292579108,0.49535676892896446,-0.006432523650143476,16.87568991233629,17.55419049127054,0.678500578934251,1136.5953133405244,975.4788200481148,-161.1164932924095,208.875
learned_source_gate_one,0,myops_scar,t2_present,16,16,0.6933346102422654,0.6864498437901749,-0.006884766452090515,9.267223535037347,9.151346362778478,-0.1158771722588694,1.102447509765625,18.741607666015625,17.63916015625,200.375
no_anchor_diagnostic,0,myops_edema,all_cases,44,44,0.7797948718832686,0.6996320911063063,-0.08016278077696226,6.135846653211869,14.58596458903314,8.450117935821272,86.19135076349431,178.71608763305878,92.52473686956445,522.1136363636364
no_anchor_diagnostic,0,myops_edema,gt_positive_only,16,16,0.3944358976789887,0.17398825054234246,-0.22044764713664622,18.40753995963561,43.75789376709942,25.350353807463815,237.02621459960938,491.46924099091166,254.44302639130225,1435.8125
no_anchor_diagnostic,0,myops_edema,CenterB,7,7,0.5029744773313501,0.2963350952258477,-0.2066393821055024,15.933514343740368,27.267623619561096,11.334109275820726,541.7742047991071,645.0892893331392,103.31508453403204,1002.0
no_anchor_diagnostic,0,myops_edema,CenterC,9,9,0.3100170023938187,0.07882959356628279,-0.23118740882753588,20.88156557553085,60.24816391463775,39.36659833910689,0.0,371.986981169179,371.986981169179,1773.2222222222222
no_anchor_diagnostic,0,myops_edema,LGE-only,24,24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_anchor_diagnostic,0,myops_edema,t2_present,16,16,0.3944358976789887,0.17398825054234246,-0.22044764713664622,18.40753995963561,43.75789376709942,25.350353807463815,237.02621459960938,491.46924099091166,254.44302639130225,1435.8125
no_anchor_diagnostic,0,myops_scar,all_cases,44,44,0.5601692281262312,0.23821252996477568,-0.3219566981614555,11.53530835518721,63.24668731074454,51.71137895555732,620.3619700074735,1043.941310611095,423.57934060362163,1908.659090909091
no_anchor_diagnostic,0,myops_scar,gt_positive_only,43,43,0.573196419478004,0.2204965422895379,-0.35269987718846607,11.53530835518721,63.24668731074454,51.71137895555732,634.7889925657869,1068.2190155090275,433.4300229432407,1952.2325581395348
no_anchor_diagnostic,0,myops_scar,CenterB,7,7,0.6131815991584469,0.5519899432087797,-0.061191655949667155,12.440137428805636,12.9941937384195,0.5540563096138652,2.5198800223214284,7.559640066964286,5.039760044642857,250.42857142857142
no_anchor_diagnostic,0,myops_scar,CenterC,9,9,0.7556758410852354,0.45849416680366617,-0.2971816742815692,6.799401617662012,131.1937651908944,124.3943635732324,0.0,5097.833354046605,5097.833354046605,2362.5555555555557
no_anchor_diagnostic,0,myops_scar,LGE-only,24,24,0.501789292579108,0.02920729632776126,-0.47258199625134667,15.144240687112452,45.59015957542652,30.445918888314065,1136.5953133405244,0.0,-1136.5953133405244,2415.8333333333335
no_anchor_diagnostic,0,myops_scar,t2_present,16,16,0.6933346102422654,0.4993985689809033,-0.1939360412613621,9.267223535037347,79.48145268043663,70.21422914539929,1.102447509765625,2870.8386041805115,2869.736156670746,1438.5
production_gate_closed,0,myops_edema,all_cases,44,44,0.7797948718832686,0.7797948718832686,0.0,7.276922314931449,7.276922314931449,0.0,86.19135076349431,86.19135076349431,0.0,0.0
production_gate_closed,0,myops_edema,gt_positive_only,16,16,0.3944358976789887,0.3944358976789887,0.0,20.011536366061485,20.011536366061485,0.0,237.02621459960938,237.02621459960938,0.0,0.0
production_gate_closed,0,myops_edema,CenterB,7,7,0.5029744773313501,0.5029744773313501,0.0,15.933514343740368,15.933514343740368,0.0,541.7742047991071,541.7742047991071,0.0,0.0
production_gate_closed,0,myops_edema,CenterC,9,9,0.3100170023938187,0.3100170023938187,0.0,23.18333127231124,23.18333127231124,0.0,0.0,0.0,0.0,0.0
production_gate_closed,0,myops_edema,LGE-only,24,24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
production_gate_closed,0,myops_edema,t2_present,16,16,0.3944358976789887,0.3944358976789887,0.0,20.011536366061485,20.011536366061485,0.0,237.02621459960938,237.02621459960938,0.0,0.0
production_gate_closed,0,myops_scar,all_cases,44,44,0.5601692281262312,0.5601692281262312,0.0,13.600533414596173,13.600533414596173,0.0,620.3619700074735,620.3619700074735,0.0,0.0
production_gate_closed,0,myops_scar,gt_positive_only,43,43,0.573196419478004,0.573196419478004,0.0,13.600533414596173,13.600533414596173,0.0,634.7889925657869,634.7889925657869,0.0,0.0
production_gate_closed,0,myops_scar,CenterB,7,7,0.6131815991584469,0.6131815991584469,0.0,12.440137428805636,12.440137428805636,0.0,2.5198800223214284,2.5198800223214284,0.0,0.0
production_gate_closed,0,myops_scar,CenterC,9,9,0.7556758410852354,0.7556758410852354,0.0,6.799401617662012,6.799401617662012,0.0,0.0,0.0,0.0,0.0
production_gate_closed,0,myops_scar,LGE-only,24,24,0.501789292579108,0.501789292579108,0.0,16.87568991233629,16.87568991233629,0.0,1136.5953133405244,1136.5953133405244,0.0,0.0
production_gate_closed,0,myops_scar,t2_present,16,16,0.6933346102422654,0.6933346102422654,0.0,9.267223535037347,9.267223535037347,0.0,1.102447509765625,1.102447509765625,0.0,0.0
production_gate_one,0,myops_edema,all_cases,44,44,0.7797948718832686,0.7806532796901128,0.0008584078068441651,7.276922314931449,7.16666722098229,-0.1102550939491596,86.19135076349431,91.39667302039817,5.205322256903853,89.0
production_gate_one,0,myops_edema,gt_positive_only,16,16,0.3944358976789887,0.3967965191478101,0.002360621468821454,20.011536366061485,19.708334857701296,-0.3032015083601889,237.02621459960938,251.34085080609498,14.314636206485595,244.75
production_gate_one,0,myops_edema,CenterB,7,7,0.5029744773313501,0.5075165024130085,0.004542025081658407,15.933514343740368,15.585784033435989,-0.34773031030437934,541.7742047991071,526.6549246651786,-15.119280133928571,170.0
production_gate_one,0,myops_edema,CenterC,9,9,0.3100170023938187,0.3106809766082114,0.0006639742143927127,23.18333127231124,22.914763276574305,-0.26856799573692963,0.0,37.20768224902994,37.20768224902994,302.8888888888889
production_gate_one,0,myops_edema,LGE-only,24,24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
production_gate_one,0,myops_edema,t2_present,16,16,0.3944358976789887,0.3967965191478101,0.002360621468821454,20.011536366061485,19.708334857701296,-0.3032015083601889,237.02621459960938,251.34085080609498,14.314636206485595,244.75
production_gate_one,0,myops_scar,all_cases,44,44,0.5601692281262312,0.5543438034515747,-0.0058254246746564705,13.600533414596173,13.835305021646025,0.23477160704985384,620.3619700074735,554.7017136039861,-65.66025640348738,169.61363636363637
production_gate_one,0,myops_scar,gt_positive_only,43,43,0.573196419478004,0.5672355198109136,-0.005960899667090342,13.600533414596173,13.835305021646025,0.23477160704985384,634.7889925657869,567.6017534552416,-67.18723911054522,173.25581395348837
production_gate_one,0,myops_scar,CenterB,7,7,0.6131815991584469,0.6061137391817851,-0.007067859976661682,12.440137428805636,12.87046404679615,0.43032661799051425,2.5198800223214284,42.837960379464285,40.318080357142854,125.42857142857143
production_gate_one,0,myops_scar,CenterC,9,9,0.7556758410852354,0.7486976206328814,-0.006978220452353967,6.799401617662012,6.272374265601673,-0.5270273520603381,0.0,0.0,0.0,246.55555555555554
production_gate_one,0,myops_scar,LGE-only,24,24,0.501789292579108,0.49669458914590053,-0.005094703433207355,16.87568991233629,17.357380084931293,0.4816901725950004,1136.5953133405244,1004.4587364966309,-132.13657684389352,173.45833333333334
production_gate_one,0,myops_scar,t2_present,16,16,0.6933346102422654,0.6863171724980268,-0.007017437744238592,9.267223535037347,9.159038544874257,-0.10818499016309022,1.102447509765625,18.741607666015625,17.63916015625,193.5625
proposal_only_gate_one,0,myops_edema,all_cases,44,44,0.7797948718832686,0.7807084448610364,0.0009135729777678144,7.276922314931449,7.197124849103336,-0.07979746582811277,86.19135076349431,89.62398717778895,3.432636414294627,81.68181818181819
proposal_only_gate_one,0,myops_edema,gt_positive_only,16,16,0.3944358976789887,0.39694822336785013,0.0025123256888614897,20.011536366061485,19.792093335034174,-0.2194430310273101,237.02621459960938,246.4659647389196,9.439750139310224,224.625
proposal_only_gate_one,0,myops_edema,CenterB,7,7,0.5029744773313501,0.5083894247346926,0.005414947403342466,15.933514343740368,15.709078420493528,-0.22443592324683997,541.7742047991071,516.5754045758929,-25.198800223214285,134.0
proposal_only_gate_one,0,myops_edema,CenterC,9,9,0.3100170023938187,0.3102717334158616,0.00025473102204295265,23.18333127231124,22.967771601899123,-0.2155596704121202,0.0,36.380844865718174,36.380844865718174,295.1111111111111
proposal_only_gate_one,0,myops_edema,LGE-only,24,24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proposal_only_gate_one,0,myops_edema,t2_present,16,16,0.3944358976789887,0.39694822336785013,0.0025123256888614897,20.011536366061485,19.792093335034174,-0.2194430310273101,237.02621459960938,246.4659647389196,9.439750139310224,224.625
proposal_only_gate_one,0,myops_scar,all_cases,44,44,0.5601692281262312,0.5540469194755717,-0.006122308650659422,13.600533414596173,13.758985105319203,0.15845169072303408,620.3619700074735,596.2442593447369,-24.117710662736577,128.54545454545453
proposal_only_gate_one,0,myops_scar,gt_positive_only,43,43,0.573196419478004,0.566931731556399,-0.00626468792160499,13.600533414596173,13.758985105319203,0.15845169072303408,634.7889925657869,610.1104049108936,-24.678587654893242,131.02325581395348
proposal_only_gate_one,0,myops_scar,CenterB,7,7,0.6131815991584469,0.6052436519939352,-0.007937947164511754,12.440137428805636,12.66528728843605,0.22514985963041287,2.5198800223214284,45.357840401785715,42.837960379464285,112.42857142857143
proposal_only_gate_one,0,myops_scar,CenterC,9,9,0.7556758410852354,0.7447412261046867,-0.010934614980548743,6.799401617662012,6.300237679171146,-0.49916393849086593,0.0,0.0,0.0,249.88888888888889
proposal_only_gate_one,0,myops_scar,LGE-only,24,24,0.501789292579108,0.4977332565934265,-0.004056035985681388,16.87568991233629,17.37269856232335,0.49700864998705674,1136.5953133405244,1079.8851053481635,-56.71020799236081,99.70833333333333
proposal_only_gate_one,0,myops_scar,t2_present,16,16,0.6933346102422654,0.6837110374312327,-0.009623572811032561,9.267223535037347,9.084946883224541,-0.18227665181280647,1.102447509765625,19.84405517578125,18.741607666015625,189.75
prototype_maps_off,0,myops_edema,all_cases,44,44,0.7797948718832686,0.7815712045889769,0.0017763327057082655,7.276922314931449,7.157826798418594,-0.1190955165128542,86.19135076349431,92.14833318129945,5.956982417805131,71.8409090909091
prototype_maps_off,0,myops_edema,gt_positive_only,16,16,0.3944358976789887,0.3993208126196864,0.00488491494069773,20.011536366061485,19.684023695651135,-0.32751267041034904,237.02621459960938,253.40791624857349,16.38170164896411,197.5625
prototype_maps_off,0,myops_edema,CenterB,7,7,0.5029744773313501,0.5081130590426223,0.00513858171127208,15.933514343740368,15.579333490512592,-0.3541808532277769,541.7742047991071,556.8934849330357,15.119280133928571,150.85714285714286
prototype_maps_off,0,myops_edema,CenterC,9,9,0.3100170023938187,0.31470462095740304,0.004687618563584347,23.18333127231124,22.87656052187,-0.30677075044123847,0.0,17.36358504954731,17.36358504954731,233.88888888888889
prototype_maps_off,0,myops_edema,LGE-only,24,24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prototype_maps_off,0,myops_edema,t2_present,16,16,0.3944358976789887,0.3993208126196864,0.00488491494069773,20.011536366061485,19.684023695651135,-0.32751267041034904,237.02621459960938,253.40791624857349,16.38170164896411,197.5625
prototype_maps_off,0,myops_scar,all_cases,44,44,0.5601692281262312,0.5553344717264351,-0.004834756399796043,13.600533414596173,14.131899145388374,0.5313657307922015,620.3619700074735,559.2512023647531,-61.11076764272037,132.95454545454547
prototype_maps_off,0,myops_scar,gt_positive_only,43,43,0.573196419478004,0.568249226882864,-0.004947192595140136,13.600533414596173,14.131899145388374,0.5313657307922015,634.7889925657869,572.2570442802125,-62.53194828557434,135.97674418604652
prototype_maps_off,0,myops_scar,CenterB,7,7,0.6131815991584469,0.6041175768372985,-0.00906402232114835,12.440137428805636,13.565704759916269,1.1255673311106311,2.5198800223214284,20.159040178571427,17.63916015625,100.14285714285714
prototype_maps_off,0,myops_scar,CenterC,9,9,0.7556758410852354,0.7515501419916678,-0.004125699093567599,6.799401617662012,6.481783305189898,-0.31761831247211314,0.0,0.0,0.0,180.0
prototype_maps_off,0,myops_scar,LGE-only,24,24,0.501789292579108,0.49779866971643266,-0.003990622862675272,16.87568991233629,17.551753528382307,0.6760636160460187,1136.5953133405244,1019.4141509499641,-117.18116239056026,142.04166666666666
prototype_maps_off,0,myops_scar,t2_present,16,16,0.6933346102422654,0.6870483947366313,-0.006286215505634178,9.267223535037347,9.580998941632686,0.31377540659533754,1.102447509765625,8.819580078125,7.717132568359375,145.0625
refiner_only_gate_one,0,myops_edema,all_cases,44,44,0.7797948718832686,0.781282442817735,0.0014875709344663117,7.276922314931449,7.1840583878872515,-0.09286392704419753,86.19135076349431,93.63288721330031,7.441536449805991,87.79545454545455
refiner_only_gate_one,0,myops_edema,gt_positive_only,16,16,0.3944358976789887,0.398526717748771,0.004090820069782357,20.011536366061485,19.75616056668994,-0.2553757993715432,237.02621459960938,257.49043983657583,20.464225236966474,241.4375
refiner_only_gate_one,0,myops_edema,CenterB,7,7,0.5029744773313501,0.5099350116775024,0.0069605343461522995,15.933514343740368,15.637142635022927,-0.2963717087174412,541.7742047991071,541.7742047991071,0.0,172.28571428571428
refiner_only_gate_one,0,myops_edema,CenterC,9,9,0.3100170023938187,0.3118758224708688,0.0018588200770501798,23.18333127231124,22.959841180208727,-0.22349009210251147,0.0,36.380844865718174,36.380844865718174,295.22222222222223
refiner_only_gate_one,0,myops_edema,LGE-only,24,24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refiner_only_gate_one,0,myops_edema,t2_present,16,16,0.3944358976789887,0.398526717748771,0.004090820069782357,20.011536366061485,19.75616056668994,-0.2553757993715432,237.02621459960938,257.49043983657583,20.464225236966474,241.4375
refiner_only_gate_one,0,myops_scar,all_cases,44,44,0.5601692281262312,0.55437968733428,-0.005789540791951166,13.600533414596173,14.104411492515728,0.5038780779195575,620.3619700074735,534.0399304283075,-86.322039579166,194.1818181818182
refiner_only_gate_one,0,myops_scar,gt_positive_only,43,43,0.573196419478004,0.5672722382025192,-0.005924181275484914,13.600533414596173,14.104411492515728,0.5038780779195575,634.7889925657869,546.459463694082,-88.32952887170474,198.48837209302326
refiner_only_gate_one,0,myops_scar,CenterB,7,7,0.6131815991584469,0.6098355805843251,-0.0033460185741217086,12.440137428805636,13.808595062156588,1.368457633350953,2.5198800223214284,40.318080357142854,37.79820033482143,117.28571428571429
refiner_only_gate_one,0,myops_scar,CenterC,9,9,0.7556758410852354,0.7509862426223471,-0.0046895984628882136,6.799401617662012,6.30011125968868,-0.49929035797333277,0.0,0.0,0.0,233.77777777777777
refiner_only_gate_one,0,myops_scar,LGE-only,24,24,0.501789292579108,0.49504446218974435,-0.006744830389363517,16.87568991233629,17.55242015981048,0.6767302474741932,1136.5953133405244,967.3137656810637,-169.28154765946059,224.375
refiner_only_gate_one,0,myops_scar,t2_present,16,16,0.6933346102422654,0.6892328279807125,-0.004101782261552868,9.267223535037347,9.58507292326839,0.31784938823104236,1.102447509765625,17.63916015625,16.536712646484375,182.8125
semantic_negative_memory_off,0,myops_edema,all_cases,44,44,0.7797948718832686,0.7820651793886598,0.0022703075053912285,7.276922314931449,7.170489996874665,-0.10643231805678276,86.19135076349431,92.14833318129945,5.956982417805131,71.25
semantic_negative_memory_off,0,myops_edema,gt_positive_only,16,16,0.3944358976789887,0.40067924331881455,0.006243345639825879,20.011536366061485,19.71884749140533,-0.29268887465615256,237.02621459960938,253.40791624857349,16.38170164896411,195.9375
semantic_negative_memory_off,0,myops_edema,CenterB,7,7,0.5029744773313501,0.5100095313710928,0.007035054039742797,15.933514343740368,15.556363825723466,-0.3771505180169005,541.7742047991071,556.8934849330357,15.119280133928571,149.57142857142858
