pathology,proposal_only_dice_delta,refiner_only_dice_delta,refiner_minus_proposal_dice_delta,source
myops_edema,0.0025123256888614897,0.004090820069782357,0.0015784943809208675,independent_prediction_roots
myops_scar,-0.00626468792160499,-0.005924181275484914,0.0003405066461200758,independent_prediction_roots
