epoch,mean_loss,max_loss,loss_is_finite,scar_changed_voxels_train_patches,no_t2_new_edema_voxels_train_patches
1,0.24983364447951317,0.5555945634841919,True,1634,0
2,0.2431994480267167,0.5193374156951904,True,1466,0
3,0.23966871872544288,0.5457215309143066,True,2208,7
4,0.244182705655694,0.5468863844871521,True,2891,8
5,0.23864436876028777,0.5168260335922241,True,3627,0
6,0.23953040547668933,0.5501036047935486,True,4306,0
7,0.23384104136377573,0.510918378829956,True,4795,3
8,0.22937675535678864,0.5139589905738831,True,4024,3
9,0.23521081499755384,0.5178278684616089,True,4597,0
10,0.2308673055842519,0.5467091798782349,True,4952,0
11,0.241265929620713,0.5505131483078003,True,4046,0
12,0.2522039623372257,0.5484292507171631,True,4367,0
13,0.22077711850404738,0.543226957321167,True,3789,0
14,0.23890038495883345,0.5099539160728455,True,4340,8
15,0.25006821889430286,0.5097149014472961,True,4385,0
16,0.23976156760007142,0.5487577319145203,True,4063,0
17,0.23221921034157275,0.5205099582672119,True,5120,16
18,0.22999209305271506,0.5060773491859436,True,4244,4
19,0.23570137098431587,0.5495193004608154,True,4826,0
20,0.22896504014730454,0.5487640500068665,True,4471,4
21,0.23766358295455575,0.5086628198623657,True,4788,6
22,0.23081181213259697,0.5418535470962524,True,4201,0
23,0.232945909909904,0.5502036809921265,True,4238,5
24,0.21503752239048482,0.47283756732940674,True,4653,0
25,0.2304245813935995,0.4894884526729584,True,4428,0
26,0.22766478229314088,0.4980461001396179,True,4678,0
27,0.2356864482536912,0.5092910528182983,True,4527,0
28,0.24063706068322063,0.5504183769226074,True,4271,0
29,0.2279608684591949,0.5003619194030762,True,4171,0
30,0.23550396393984557,0.5112695097923279,True,4672,8
