phase,checkpoint_name,case_id,intervention,logits_shape,logits_sha256,label_sha256,label_values,scar_voxels,edema_voxels,route_C_generated,path,artifact_kind
d2_hierarchical_psip,checkpoint_best,Case2002,baseline,"[1, 6, 6, 251, 264]",e9c239258dd484b95661467fad06407a145903a02624a8df29db62f0dea8ee4d,7b1fcc7ee19d859ce02bb875724941269ef05b79accf7cb55835d0b55a1b78c3,"[0, 1, 2, 3, 4, 5]",990,5619,true,/users/a/e/aereinh/CARE_worktrees/route_C_executors/myops_evidence/results/route_C/executors/myops/runtime/d2_hierarchical_psip/checkpoint_best/Case2002/baseline.json,baseline_final_output_hash
d2_hierarchical_psip,checkpoint_best,Case2002,retrieval_prototype,"[1, 6, 6, 251, 264]",1c5a1405b79aa81e5c45fe8af7f66390a1ad6a2e88ac1e02b272bbcc85d2e333,11869a93c04c3089b3a776fbfcc1d65a8827480eae3d30ceadabe5fd90adf9c1,"[0, 1, 2, 3, 4, 5]",968,5476,true,/users/a/e/aereinh/CARE_worktrees/route_C_executors/myops_evidence/results/route_C/executors/myops/runtime/d2_hierarchical_psip/checkpoint_best/Case2002/intervention_retrieval_prototype.json,intervention_final_output_hash
d2_hierarchical_psip,checkpoint_best,Case2002,proposal,"[1, 6, 6, 251, 264]",d105b1967b5617e1bd7d07d2a2e360b9391d3d06c53db4c48c98381671300278,a5653ca99ce213be43e590420963dfa8f261f30eac203698e9d5113fe30b2e4d,"[0, 1, 2, 3, 4, 5]",467,4549,true,/users/a/e/aereinh/CARE_worktrees/route_C_executors/myops_evidence/results/route_C/executors/myops/runtime/d2_hierarchical_psip/checkpoint_best/Case2002/intervention_proposal.json,intervention_final_output_hash
d2_hierarchical_psip,checkpoint_best,Case2002,scar_refiner,"[1, 6, 6, 251, 264]",cccee2388cf6d1c6917cea79b039a05215f7ca1906a3267ff9559dcccb771ba4,7d1c8a06b4354003dd9bb42ab17150f71e020216709e27373b501b187946c067,"[0, 1, 2, 3, 4]",0,5661,true,/users/a/e/aereinh/CARE_worktrees/route_C_executors/myops_evidence/results/route_C/executors/myops/runtime/d2_hierarchical_psip/checkpoint_best/Case2002/intervention_scar_refiner.json,intervention_final_output_hash
d2_hierarchical_psip,checkpoint_best,Case2002,edema_refiner,"[1, 6, 6, 251, 264]",8236e021a97a0a696d1819472b9eac53793afab5b3dc49b87eb50c81fe4651b9,5d4b5c8115c4b771a8040c268f473b128464e338f08640ecbb862a04984ad138,"[0, 1, 2, 3, 5]",1026,0,true,/users/a/e/aereinh/CARE_worktrees/route_C_executors/myops_evidence/results/route_C/executors/myops/runtime/d2_hierarchical_psip/checkpoint_best/Case2002/intervention_edema_refiner.json,intervention_final_output_hash
d2_hierarchical_psip,checkpoint_best,Case2002,nnunet_context,"[1, 6, 6, 251, 264]",fb3f094f23142bfceb9ca11e4b02ba2a5a541cd8623822d4c446081969d56e76,14b1e9d016181e4aeaee52e481a0aab39eb2737a15409969483a91947512480e,"[0, 1, 2, 3, 4, 5]",754,6124,true,/users/a/e/aereinh/CARE_worktrees/route_C_executors/myops_evidence/results/route_C/executors/myops/runtime/d2_hierarchical_psip/checkpoint_best/Case2002/intervention_nnunet_context.json,intervention_final_output_hash
d2_hierarchical_psip,checkpoint_best,Case2002,residual_gate,"[1, 6, 6, 251, 264]",e9c239258dd484b95661467fad06407a145903a02624a8df29db62f0dea8ee4d,7b1fcc7ee19d859ce02bb875724941269ef05b79accf7cb55835d0b55a1b78c3,"[0, 1, 2, 3, 4, 5]",990,5619,true,/users/a/e/aereinh/CARE_worktrees/route_C_executors/myops_evidence/results/route_C/executors/myops/runtime/d2_hierarchical_psip/checkpoint_best/Case2002/intervention_residual_gate.json,intervention_final_output_hash
d2_hierarchical_psip,checkpoint_best,Case2002,bounded_correction,"[1, 6, 6, 251, 264]",aded73b3ae86a61d19ca9f4caf5ad99b21c73d5f467e2f177223b7b313dae3da,4afc875a1884b7eb23195d97b53cd7ff8dd3d5a6ff1636288bfe4acdf5f68a38,"[0, 1, 2, 3]",0,0,true,/users/a/e/aereinh/CARE_worktrees/route_C_executors/myops_evidence/results/route_C/executors/myops/runtime/d2_hierarchical_psip/checkpoint_best/Case2002/intervention_bounded_correction.json,intervention_final_output_hash
d2_hierarchical_psip,checkpoint_best,Case2002,no_op_control,"[1, 6, 6, 251, 264]",e9c239258dd484b95661467fad06407a145903a02624a8df29db62f0dea8ee4d,7b1fcc7ee19d859ce02bb875724941269ef05b79accf7cb55835d0b55a1b78c3,"[0, 1, 2, 3, 4, 5]",990,5619,true,/users/a/e/aereinh/CARE_worktrees/route_C_executors/myops_evidence/results/route_C/executors/myops/runtime/d2_hierarchical_psip/checkpoint_best/Case2002/intervention_no_op_control.json,intervention_final_output_hash
