checkpoint,class_id,component_count_mean,decode_mode,dice_mean,empty_prediction_rate,group,hd95_mean,hd_mean,metric_name,n,pred_gt_volume_ratio_mean,remote_fp_mean,variant
best,5,31.625,threshold_sweep_mixed_t0.60,0.1538844549186415,0.0,complete_modality,,,myops_scar,16,0.8720069365214627,23.9375,proposal_pos_neg_basic
best,5,22.857142857142858,threshold_sweep_mixed_t0.60,0.19610691957540252,0.0,CenterB,,,myops_scar,7,1.1424625537174622,13.714285714285714,proposal_pos_neg_basic
best,5,38.44444444444444,threshold_sweep_mixed_t0.60,0.12104476018560516,0.0,CenterC,,,myops_scar,9,0.661652567591241,31.88888888888889,proposal_pos_neg_basic
best,5,155.375,threshold_sweep_mixed_t0.60,0.07341383196206439,0.0,LGE-only,,,myops_scar,24,7.860641220076647,124.20833333333333,proposal_pos_neg_basic
best,5,31.0,threshold_sweep_mixed_t0.60,0.0,0.0,no_T2_empty_GT,,,myops_scar,1,,31.0,proposal_pos_neg_basic
best,4,34.72727272727273,threshold_sweep_mixed_t0.70,0.22340803881527768,0.1590909090909091,all_cases,,,myops_edema,44,1.8132528316801035,29.068181818181817,proposal_pos_neg_basic
best,4,62.5,threshold_sweep_mixed_t0.70,0.1768721067420136,0.0,gt_positive_only,,,myops_edema,16,1.8132528316801035,46.9375,proposal_pos_neg_basic
best,4,62.5,threshold_sweep_mixed_t0.70,0.1768721067420136,0.0,t2_present,,,myops_edema,16,1.8132528316801035,46.9375,proposal_pos_neg_basic
best,4,62.5,threshold_sweep_mixed_t0.70,0.1768721067420136,0.0,complete_modality,,,myops_edema,16,1.8132528316801035,46.9375,proposal_pos_neg_basic
best,4,42.57142857142857,threshold_sweep_mixed_t0.70,0.33339571174160954,0.0,CenterB,,,myops_edema,7,1.6130914751725722,27.142857142857142,proposal_pos_neg_basic
best,4,78.0,threshold_sweep_mixed_t0.70,0.055131525075661166,0.0,CenterC,,,myops_edema,9,1.9689338867415165,62.333333333333336,proposal_pos_neg_basic
best,4,19.666666666666668,threshold_sweep_mixed_t0.70,0.2916666666666667,0.2916666666666667,LGE-only,,,myops_edema,24,,19.666666666666668,proposal_pos_neg_basic
best,4,18.857142857142858,threshold_sweep_mixed_t0.70,0.25,0.25,no_T2_empty_GT,,,myops_edema,28,,18.857142857142858,proposal_pos_neg_basic
best,5,95.0909090909091,threshold_sweep_mixed_t0.70,0.10373647402627793,0.0,all_cases,,,myops_scar,44,4.1120366124851335,73.63636363636364,proposal_pos_neg_basic
best,5,96.67441860465117,threshold_sweep_mixed_t0.70,0.10614895016642394,0.0,gt_positive_only,,,myops_scar,43,4.1120366124851335,74.72093023255815,proposal_pos_neg_basic
best,5,29.8125,threshold_sweep_mixed_t0.70,0.15208254804805071,0.0,t2_present,,,myops_scar,16,0.8209322036169161,22.25,proposal_pos_neg_basic
best,5,29.8125,threshold_sweep_mixed_t0.70,0.15208254804805071,0.0,complete_modality,,,myops_scar,16,0.8209322036169161,22.25,proposal_pos_neg_basic
best,5,21.714285714285715,threshold_sweep_mixed_t0.70,0.1938428653177187,0.0,CenterB,,,myops_scar,7,1.0737389228927456,12.428571428571429,proposal_pos_neg_basic
best,5,36.111111111111114,threshold_sweep_mixed_t0.70,0.11960230128275337,0.0,CenterC,,,myops_scar,9,0.624304755291271,29.88888888888889,proposal_pos_neg_basic
best,5,144.79166666666666,threshold_sweep_mixed_t0.70,0.07435980725275211,0.0,LGE-only,,,myops_scar,24,6.728619369514707,113.875,proposal_pos_neg_basic
best,5,27.0,threshold_sweep_mixed_t0.70,0.0,0.0,no_T2_empty_GT,,,myops_scar,1,,27.0,proposal_pos_neg_basic
best,4,30.954545454545453,threshold_sweep_mixed_t0.80,0.26777096468112743,0.20454545454545456,all_cases,,,myops_edema,44,1.6423315532452833,25.386363636363637,proposal_pos_neg_basic
best,4,60.625,threshold_sweep_mixed_t0.80,0.17387015287310037,0.0,gt_positive_only,,,myops_edema,16,1.6423315532452833,45.3125,proposal_pos_neg_basic
best,4,60.625,threshold_sweep_mixed_t0.80,0.17387015287310037,0.0,t2_present,,,myops_edema,16,1.6423315532452833,45.3125,proposal_pos_neg_basic
best,4,60.625,threshold_sweep_mixed_t0.80,0.17387015287310037,0.0,complete_modality,,,myops_edema,16,1.6423315532452833,45.3125,proposal_pos_neg_basic
best,4,41.857142857142854,threshold_sweep_mixed_t0.80,0.32998319973871393,0.0,CenterB,,,myops_edema,7,1.4904646928367964,26.571428571428573,proposal_pos_neg_basic
best,4,75.22222222222223,threshold_sweep_mixed_t0.80,0.05244889419984538,0.0,CenterC,,,myops_edema,9,1.7604502224518843,59.888888888888886,proposal_pos_neg_basic
best,4,14.375,threshold_sweep_mixed_t0.80,0.375,0.375,LGE-only,,,myops_edema,24,,14.375,proposal_pos_neg_basic
best,4,14.0,threshold_sweep_mixed_t0.80,0.32142857142857145,0.32142857142857145,no_T2_empty_GT,,,myops_edema,28,,14.0,proposal_pos_neg_basic
best,5,89.04545454545455,threshold_sweep_mixed_t0.80,0.10299131603538568,0.0,all_cases,,,myops_scar,44,3.2730402591768337,67.6590909090909,proposal_pos_neg_basic
best,5,90.5813953488372,threshold_sweep_mixed_t0.80,0.10538646291992952,0.0,gt_positive_only,,,myops_scar,43,3.2730402591768337,68.69767441860465,proposal_pos_neg_basic
best,5,28.5,threshold_sweep_mixed_t0.80,0.14965946490271845,0.0,t2_present,,,myops_scar,16,0.7596366108298893,21.5625,proposal_pos_neg_basic
best,5,28.5,threshold_sweep_mixed_t0.80,0.14965946490271845,0.0,complete_modality,,,myops_scar,16,0.7596366108298893,21.5625,proposal_pos_neg_basic
best,5,20.428571428571427,threshold_sweep_mixed_t0.80,0.19199582242655824,0.0,CenterB,,,myops_scar,7,0.9937611671470539,11.714285714285714,proposal_pos_neg_basic
best,5,34.77777777777778,threshold_sweep_mixed_t0.80,0.11673118682862081,0.0,CenterC,,,myops_scar,9,0.5775397336943168,29.22222222222222,proposal_pos_neg_basic
best,5,134.70833333333334,threshold_sweep_mixed_t0.80,0.07542566707265448,0.0,LGE-only,,,myops_scar,24,5.277211621865203,103.75,proposal_pos_neg_basic
best,5,23.0,threshold_sweep_mixed_t0.80,0.0,0.0,no_T2_empty_GT,,,myops_scar,1,,23.0,proposal_pos_neg_basic
best,4,25.227272727272727,threshold_sweep_mixed_t0.90,0.33410167907715377,0.2727272727272727,all_cases,,,myops_edema,44,1.3811947975002967,20.227272727272727,proposal_pos_neg_basic
best,4,54.25,threshold_sweep_mixed_t0.90,0.16877961746217285,0.0,gt_positive_only,,,myops_edema,16,1.3811947975002967,40.5,proposal_pos_neg_basic
best,4,54.25,threshold_sweep_mixed_t0.90,0.16877961746217285,0.0,t2_present,,,myops_edema,16,1.3811947975002967,40.5,proposal_pos_neg_basic
best,4,54.25,threshold_sweep_mixed_t0.90,0.16877961746217285,0.0,complete_modality,,,myops_edema,16,1.3811947975002967,40.5,proposal_pos_neg_basic
best,4,40.714285714285715,threshold_sweep_mixed_t0.90,0.3235757895082272,0.0,CenterB,,,myops_edema,7,1.300959546911112,25.0,proposal_pos_neg_basic
best,4,64.77777777777777,threshold_sweep_mixed_t0.90,0.048382594759686086,0.0,CenterC,,,myops_edema,9,1.4435999924029963,52.55555555555556,proposal_pos_neg_basic
best,4,8.416666666666666,threshold_sweep_mixed_t0.90,0.5,0.5,LGE-only,,,myops_edema,24,,8.416666666666666,proposal_pos_neg_basic
best,4,8.642857142857142,threshold_sweep_mixed_t0.90,0.42857142857142855,0.42857142857142855,no_T2_empty_GT,,,myops_edema,28,,8.642857142857142,proposal_pos_neg_basic
best,5,72.68181818181819,threshold_sweep_mixed_t0.90,0.09989534518700442,0.0,all_cases,,,myops_scar,44,2.0396051749574253,53.81818181818182,proposal_pos_neg_basic
best,5,73.83720930232558,threshold_sweep_mixed_t0.90,0.10221849274949289,0.0,gt_positive_only,,,myops_scar,43,2.0396051749574253,54.53488372093023,proposal_pos_neg_basic
best,5,25.75,threshold_sweep_mixed_t0.90,0.1445330078211589,0.0,t2_present,,,myops_scar,16,0.6672905862318325,18.9375,proposal_pos_neg_basic
best,5,25.75,threshold_sweep_mixed_t0.90,0.1445330078211589,0.0,complete_modality,,,myops_scar,16,0.6672905862318325,18.9375,proposal_pos_neg_basic
best,5,17.714285714285715,threshold_sweep_mixed_t0.90,0.18503212348035492,0.0,CenterB,,,myops_scar,7,0.8708410989458732,9.0,proposal_pos_neg_basic
best,5,32.0,threshold_sweep_mixed_t0.90,0.11303369564178427,0.0,CenterC,,,myops_scar,9,0.5089735207875784,26.666666666666668,proposal_pos_neg_basic
best,5,108.25,threshold_sweep_mixed_t0.90,0.07471710736119065,0.0,LGE-only,,,myops_scar,24,3.1444658914502974,81.33333333333333,proposal_pos_neg_basic
best,5,23.0,threshold_sweep_mixed_t0.90,0.0,0.0,no_T2_empty_GT,,,myops_scar,1,,23.0,proposal_pos_neg_basic
best,4,45.88636363636363,threshold_sweep_original_evidence_t0.10,0.13019416677153367,0.06818181818181818,all_cases,,,myops_edema,44,1.6315982275700716,40.77272727272727,proposal_pos_neg_basic
best,4,58.4375,threshold_sweep_original_evidence_t0.10,0.1705339586217176,0.0,gt_positive_only,,,myops_edema,16,1.6315982275700716,44.375,proposal_pos_neg_basic
best,4,58.4375,threshold_sweep_original_evidence_t0.10,0.1705339586217176,0.0,t2_present,,,myops_edema,16,1.6315982275700716,44.375,proposal_pos_neg_basic
best,4,58.4375,threshold_sweep_original_evidence_t0.10,0.1705339586217176,0.0,complete_modality,,,myops_edema,16,1.6315982275700716,44.375,proposal_pos_neg_basic
best,4,42.57142857142857,threshold_sweep_original_evidence_t0.10,0.3199285774191911,0.0,CenterB,,,myops_edema,7,1.3842097940410898,27.857142857142858,proposal_pos_neg_basic
best,4,70.77777777777777,threshold_sweep_original_evidence_t0.10,0.054338144001460455,0.0,CenterC,,,myops_edema,9,1.8240114536481684,57.22222222222222,proposal_pos_neg_basic
best,4,43.291666666666664,threshold_sweep_original_evidence_t0.10,0.125,0.125,LGE-only,,,myops_edema,24,,43.291666666666664,proposal_pos_neg_basic
best,4,38.714285714285715,threshold_sweep_original_evidence_t0.10,0.10714285714285714,0.10714285714285714,no_T2_empty_GT,,,myops_edema,28,,38.714285714285715,proposal_pos_neg_basic
best,5,105.56818181818181,threshold_sweep_original_evidence_t0.10,0.10361699047246575,0.0,all_cases,,,myops_scar,44,5.5008317081002085,83.3409090909091,proposal_pos_neg_basic
best,5,107.16279069767442,threshold_sweep_original_evidence_t0.10,0.10602668792531379,0.0,gt_positive_only,,,myops_scar,43,5.5008317081002085,84.4186046511628,proposal_pos_neg_basic
best,5,34.375,threshold_sweep_original_evidence_t0.10,0.15337553502652956,0.0,t2_present,,,myops_scar,16,0.9192985264368814,26.5,proposal_pos_neg_basic
best,5,34.375,threshold_sweep_original_evidence_t0.10,0.15337553502652956,0.0,complete_modality,,,myops_scar,16,0.9192985264368814,26.5,proposal_pos_neg_basic
best,5,22.285714285714285,threshold_sweep_original_evidence_t0.10,0.19215971166474338,0.0,CenterB,,,myops_scar,7,1.1518794766041813,13.571428571428571,proposal_pos_neg_basic
best,5,43.77777777777778,threshold_sweep_original_evidence_t0.10,0.12321006430791881,0.0,CenterC,,,myops_scar,9,0.7384022318623149,36.55555555555556,proposal_pos_neg_basic
best,5,157.5,threshold_sweep_original_evidence_t0.10,0.07180462244740805,0.0,LGE-only,,,myops_scar,24,9.123474640767073,125.95833333333333,proposal_pos_neg_basic
best,5,37.0,threshold_sweep_original_evidence_t0.10,0.0,0.0,no_T2_empty_GT,,,myops_scar,1,,37.0,proposal_pos_neg_basic
best,4,30.136363636363637,threshold_sweep_original_evidence_t0.20,0.1720889418447282,0.11363636363636363,all_cases,,,myops_edema,44,1.1903135877625748,25.477272727272727,proposal_pos_neg_basic
best,4,47.875,threshold_sweep_original_evidence_t0.20,0.16074459007300262,0.0,gt_positive_only,,,myops_edema,16,1.1903135877625748,35.0625,proposal_pos_neg_basic
best,4,47.875,threshold_sweep_original_evidence_t0.20,0.16074459007300262,0.0,t2_present,,,myops_edema,16,1.1903135877625748,35.0625,proposal_pos_neg_basic
best,4,47.875,threshold_sweep_original_evidence_t0.20,0.16074459007300262,0.0,complete_modality,,,myops_edema,16,1.1903135877625748,35.0625,proposal_pos_neg_basic
best,4,36.42857142857143,threshold_sweep_original_evidence_t0.20,0.3095972085399659,0.0,CenterB,,,myops_edema,7,1.0824403401650105,20.571428571428573,proposal_pos_neg_basic
best,4,56.77777777777778,threshold_sweep_original_evidence_t0.20,0.044970331265364455,0.0,CenterC,,,myops_edema,9,1.2742150025606802,46.333333333333336,proposal_pos_neg_basic
best,4,22.333333333333332,threshold_sweep_original_evidence_t0.20,0.20833333333333334,0.20833333333333334,LGE-only,,,myops_edema,24,,22.333333333333332,proposal_pos_neg_basic
best,4,20.0,threshold_sweep_original_evidence_t0.20,0.17857142857142858,0.17857142857142858,no_T2_empty_GT,,,myops_edema,28,,20.0,proposal_pos_neg_basic
best,5,91.0909090909091,threshold_sweep_original_evidence_t0.20,0.10112919106411468,0.0,all_cases,,,myops_scar,44,3.977921254424749,71.0,proposal_pos_neg_basic
best,5,92.5813953488372,threshold_sweep_original_evidence_t0.20,0.1034810327167685,0.0,gt_positive_only,,,myops_scar,43,3.977921254424749,72.02325581395348,proposal_pos_neg_basic
best,5,29.875,threshold_sweep_original_evidence_t0.20,0.14755472097003203,0.0,t2_present,,,myops_scar,16,0.7672339852262899,22.6875,proposal_pos_neg_basic
best,5,29.875,threshold_sweep_original_evidence_t0.20,0.14755472097003203,0.0,complete_modality,,,myops_scar,16,0.7672339852262899,22.6875,proposal_pos_neg_basic
best,5,18.857142857142858,threshold_sweep_original_evidence_t0.20,0.1864837049942354,0.0,CenterB,,,myops_scar,7,0.9487810742507514,10.857142857142858,proposal_pos_neg_basic
best,5,38.44444444444444,threshold_sweep_original_evidence_t0.20,0.11727662228454053,0.0,CenterC,,,myops_scar,9,0.6260306937628201,31.88888888888889,proposal_pos_neg_basic
best,5,137.5,threshold_sweep_original_evidence_t0.20,0.07305194035342798,0.0,LGE-only,,,myops_scar,24,6.524212606233154,108.54166666666667,proposal_pos_neg_basic
best,5,27.0,threshold_sweep_original_evidence_t0.20,0.0,0.0,no_T2_empty_GT,,,myops_scar,1,,27.0,proposal_pos_neg_basic
best,4,23.022727272727273,threshold_sweep_original_evidence_t0.30,0.2370969882259203,0.18181818181818182,all_cases,,,myops_edema,44,0.9799281242617834,18.704545454545453,proposal_pos_neg_basic
best,4,41.625,threshold_sweep_original_evidence_t0.30,0.1520167176212807,0.0,gt_positive_only,,,myops_edema,16,0.9799281242617834,29.75,proposal_pos_neg_basic
best,4,41.625,threshold_sweep_original_evidence_t0.30,0.1520167176212807,0.0,t2_present,,,myops_edema,16,0.9799281242617834,29.75,proposal_pos_neg_basic
best,4,41.625,threshold_sweep_original_evidence_t0.30,0.1520167176212807,0.0,complete_modality,,,myops_edema,16,0.9799281242617834,29.75,proposal_pos_neg_basic
best,4,34.714285714285715,threshold_sweep_original_evidence_t0.30,0.2992242692599138,0.0,CenterB,,,myops_edema,7,0.9246910199347228,19.857142857142858,proposal_pos_neg_basic
best,4,47.0,threshold_sweep_original_evidence_t0.30,0.03752195523567714,0.0,CenterC,,,myops_edema,9,1.0228903165161638,37.44444444444444,proposal_pos_neg_basic
best,4,13.833333333333334,threshold_sweep_original_evidence_t0.30,0.2916666666666667,0.2916666666666667,LGE-only,,,myops_edema,24,,13.833333333333334,proposal_pos_neg_basic
best,4,12.392857142857142,threshold_sweep_original_evidence_t0.30,0.2857142857142857,0.2857142857142857,no_T2_empty_GT,,,myops_edema,28,,12.392857142857142,proposal_pos_neg_basic
best,5,81.93181818181819,threshold_sweep_original_evidence_t0.30,0.09847600727732861,0.0,all_cases,,,myops_scar,44,3.17079056934181,62.5,proposal_pos_neg_basic
best,5,83.32558139534883,threshold_sweep_original_evidence_t0.30,0.10076614698145253,0.0,gt_positive_only,,,myops_scar,43,3.17079056934181,63.44186046511628,proposal_pos_neg_basic
best,5,26.1875,threshold_sweep_original_evidence_t0.30,0.14131338954980605,0.0,t2_present,,,myops_scar,16,0.6813992091864466,19.5,proposal_pos_neg_basic
best,5,26.1875,threshold_sweep_original_evidence_t0.30,0.14131338954980605,0.0,complete_modality,,,myops_scar,16,0.6813992091864466,19.5,proposal_pos_neg_basic
best,5,17.0,threshold_sweep_original_evidence_t0.30,0.17789918155984216,0.0,CenterB,,,myops_scar,7,0.8311930757066738,8.857142857142858,proposal_pos_neg_basic
best,5,33.333333333333336,threshold_sweep_original_evidence_t0.30,0.11285777354200015,0.0,CenterC,,,myops_scar,9,0.5648928685596033,27.77777777777778,proposal_pos_neg_basic
best,5,124.58333333333333,threshold_sweep_original_evidence_t0.30,0.07351556560882144,0.0,LGE-only,,,myops_scar,24,5.150191392939626,96.33333333333333,proposal_pos_neg_basic
best,5,22.0,threshold_sweep_original_evidence_t0.30,0.0,0.0,no_T2_empty_GT,,,myops_scar,1,,22.0,proposal_pos_neg_basic
best,4,18.0,threshold_sweep_original_evidence_t0.40,0.325533435027845,0.2727272727272727,all_cases,,,myops_edema,44,0.8254361472503848,13.931818181818182,proposal_pos_neg_basic
best,4,37.0625,threshold_sweep_original_evidence_t0.40,0.14521694632657367,0.0,gt_positive_only,,,myops_edema,16,0.8254361472503848,25.875,proposal_pos_neg_basic
best,4,37.0625,threshold_sweep_original_evidence_t0.40,0.14521694632657367,0.0,t2_present,,,myops_edema,16,0.8254361472503848,25.875,proposal_pos_neg_basic
best,4,37.0625,threshold_sweep_original_evidence_t0.40,0.14521694632657367,0.0,complete_modality,,,myops_edema,16,0.8254361472503848,25.875,proposal_pos_neg_basic
best,4,33.57142857142857,threshold_sweep_original_evidence_t0.40,0.28950174346670193,0.0,CenterB,,,myops_edema,7,0.8049494334786191,17.714285714285715,proposal_pos_neg_basic
best,4,39.77777777777778,threshold_sweep_original_evidence_t0.40,0.03299543743980723,0.0,CenterC,,,myops_edema,9,0.8413702579617581,32.22222222222222,proposal_pos_neg_basic
best,4,7.916666666666667,threshold_sweep_original_evidence_t0.40,0.4583333333333333,0.4583333333333333,LGE-only,,,myops_edema,24,,7.916666666666667,proposal_pos_neg_basic
best,4,7.107142857142857,threshold_sweep_original_evidence_t0.40,0.42857142857142855,0.42857142857142855,no_T2_empty_GT,,,myops_edema,28,,7.107142857142857,proposal_pos_neg_basic
best,5,76.9090909090909,threshold_sweep_original_evidence_t0.40,0.09638793445132263,0.0,all_cases,,,myops_scar,44,2.6143569189238067,57.27272727272727,proposal_pos_neg_basic
best,5,78.23255813953489,threshold_sweep_original_evidence_t0.40,0.09862951432228362,0.0,gt_positive_only,,,myops_scar,43,2.6143569189238067,58.13953488372093,proposal_pos_neg_basic
best,5,24.6875,threshold_sweep_original_evidence_t0.40,0.136971990045666,0.0,t2_present,,,myops_scar,16,0.6173250334323597,18.0625,proposal_pos_neg_basic
best,5,24.6875,threshold_sweep_original_evidence_t0.40,0.136971990045666,0.0,complete_modality,,,myops_scar,16,0.6173250334323597,18.0625,proposal_pos_neg_basic
best,5,16.571428571428573,threshold_sweep_original_evidence_t0.40,0.17297082093954855,0.0,CenterB,,,myops_scar,7,0.7453058844381616,7.714285714285714,proposal_pos_neg_basic
best,5,31.0,threshold_sweep_original_evidence_t0.40,0.10897289935042401,0.0,CenterC,,,myops_scar,9,0.5177843715389581,26.11111111111111,proposal_pos_neg_basic
best,5,117.0,threshold_sweep_original_evidence_t0.40,0.073705766963115,0.0,LGE-only,,,myops_scar,24,4.207270289269076,88.25,proposal_pos_neg_basic
best,5,20.0,threshold_sweep_original_evidence_t0.40,0.0,0.0,no_T2_empty_GT,,,myops_scar,1,,20.0,proposal_pos_neg_basic
best,4,14.409090909090908,threshold_sweep_original_evidence_t0.50,0.3914006743153845,0.3409090909090909,all_cases,,,myops_edema,44,0.7062616998128997,10.818181818181818,proposal_pos_neg_basic
best,4,33.125,threshold_sweep_original_evidence_t0.50,0.1388518543673073,0.0,gt_positive_only,,,myops_edema,16,0.7062616998128997,23.25,proposal_pos_neg_basic
best,4,33.125,threshold_sweep_original_evidence_t0.50,0.1388518543673073,0.0,t2_present,,,myops_edema,16,0.7062616998128997,23.25,proposal_pos_neg_basic
best,4,33.125,threshold_sweep_original_evidence_t0.50,0.1388518543673073,0.0,complete_modality,,,myops_edema,16,0.7062616998128997,23.25,proposal_pos_neg_basic
best,4,29.714285714285715,threshold_sweep_original_evidence_t0.50,0.2793110770205222,0.0,CenterB,,,myops_edema,7,0.7094508715845567,15.857142857142858,proposal_pos_neg_basic
best,4,35.77777777777778,threshold_sweep_original_evidence_t0.50,0.02960579230369566,0.0,CenterC,,,myops_edema,9,0.7037812328793888,29.0,proposal_pos_neg_basic
best,4,4.125,threshold_sweep_original_evidence_t0.50,0.5416666666666666,0.5416666666666666,LGE-only,,,myops_edema,24,,4.125,proposal_pos_neg_basic
best,4,3.7142857142857144,threshold_sweep_original_evidence_t0.50,0.5357142857142857,0.5357142857142857,no_T2_empty_GT,,,myops_edema,28,,3.7142857142857144,proposal_pos_neg_basic
best,5,71.0,threshold_sweep_original_evidence_t0.50,0.09373064963208169,0.0,all_cases,,,myops_scar,44,2.1750354301263757,52.63636363636363,proposal_pos_neg_basic
best,5,72.20930232558139,threshold_sweep_original_evidence_t0.50,0.09591043218166499,0.0,gt_positive_only,,,myops_scar,43,2.1750354301263757,53.41860465116279,proposal_pos_neg_basic
best,5,23.125,threshold_sweep_original_evidence_t0.50,0.13179026519868786,0.0,t2_present,,,myops_scar,16,0.5626082852302735,16.75,proposal_pos_neg_basic
best,5,23.125,threshold_sweep_original_evidence_t0.50,0.13179026519868786,0.0,complete_modality,,,myops_scar,16,0.5626082852302735,16.75,proposal_pos_neg_basic
best,5,16.142857142857142,threshold_sweep_original_evidence_t0.50,0.16634334162077893,0.0,CenterB,,,myops_scar,7,0.6738708841550158,7.428571428571429,proposal_pos_neg_basic
best,5,28.555555555555557,threshold_sweep_original_evidence_t0.50,0.10491565020372812,0.0,CenterC,,,myops_scar,9,0.47607070828880726,24.0,proposal_pos_neg_basic
best,5,107.70833333333333,threshold_sweep_original_evidence_t0.50,0.07343066388616204,0.0,LGE-only,,,myops_scar,24,3.46507372492899,80.83333333333333,proposal_pos_neg_basic
best,5,19.0,threshold_sweep_original_evidence_t0.50,0.0,0.0,no_T2_empty_GT,,,myops_scar,1,,19.0,proposal_pos_neg_basic
best,4,11.863636363636363,threshold_sweep_original_evidence_t0.60,0.4570434615015118,0.4090909090909091,all_cases,,,myops_edema,44,0.60248813654009,8.590909090909092,proposal_pos_neg_basic
best,4,28.8125,threshold_sweep_original_evidence_t0.60,0.1318695191291575,0.0,gt_positive_only,,,myops_edema,16,0.60248813654009,19.8125,proposal_pos_neg_basic
best,4,28.8125,threshold_sweep_original_evidence_t0.60,0.1318695191291575,0.0,t2_present,,,myops_edema,16,0.60248813654009,19.8125,proposal_pos_neg_basic
best,4,28.8125,threshold_sweep_original_evidence_t0.60,0.1318695191291575,0.0,complete_modality,,,myops_edema,16,0.60248813654009,19.8125,proposal_pos_neg_basic
best,4,27.714285714285715,threshold_sweep_original_evidence_t0.60,0.26838849483285404,0.0,CenterB,,,myops_edema,7,0.6264309943636162,14.285714285714286,proposal_pos_neg_basic
best,4,29.666666666666668,threshold_sweep_original_evidence_t0.60,0.025688093581838004,0.0,CenterC,,,myops_edema,9,0.5838659137884586,24.11111111111111,proposal_pos_neg_basic
best,4,2.3333333333333335,threshold_sweep_original_evidence_t0.60,0.6666666666666666,0.6666666666666666,LGE-only,,,myops_edema,24,,2.3333333333333335,proposal_pos_neg_basic
best,4,2.1785714285714284,threshold_sweep_original_evidence_t0.60,0.6428571428571429,0.6428571428571429,no_T2_empty_GT,,,myops_edema,28,,2.1785714285714284,proposal_pos_neg_basic
best,5,66.52272727272727,threshold_sweep_original_evidence_t0.60,0.09134367318718072,0.0,all_cases,,,myops_scar,44,1.7887077777450815,48.22727272727273,proposal_pos_neg_basic
best,5,67.72093023255815,threshold_sweep_original_evidence_t0.60,0.09346794465665004,0.0,gt_positive_only,,,myops_scar,43,1.7887077777450815,49.0,proposal_pos_neg_basic
best,5,23.625,threshold_sweep_original_evidence_t0.60,0.12795167031176888,0.0,t2_present,,,myops_scar,16,0.5109365935959165,16.75,proposal_pos_neg_basic
best,5,23.625,threshold_sweep_original_evidence_t0.60,0.12795167031176888,0.0,complete_modality,,,myops_scar,16,0.5109365935959165,16.75,proposal_pos_neg_basic
best,5,17.0,threshold_sweep_original_evidence_t0.60,0.1615415756138241,0.0,CenterB,,,myops_scar,7,0.6052230844332228,7.142857142857143,proposal_pos_neg_basic
best,5,28.77777777777778,threshold_sweep_original_evidence_t0.60,0.10182618841017038,0.0,CenterC,,,myops_scar,9,0.43760265627801176,24.22222222222222,proposal_pos_neg_basic
best,5,100.16666666666667,threshold_sweep_original_evidence_t0.60,0.07263411572136057,0.0,LGE-only,,,myops_scar,24,2.814928932862563,73.08333333333333,proposal_pos_neg_basic
best,5,15.0,threshold_sweep_original_evidence_t0.60,0.0,0.0,no_T2_empty_GT,,,myops_scar,1,,15.0,proposal_pos_neg_basic
best,4,9.75,threshold_sweep_original_evidence_t0.70,0.47624400937266176,0.4318181818181818,all_cases,,,myops_edema,44,0.5018925337953919,6.7272727272727275,proposal_pos_neg_basic
best,4,25.5,threshold_sweep_original_evidence_t0.70,0.12217102577481981,0.0,gt_positive_only,,,myops_edema,16,0.5018925337953919,17.1875,proposal_pos_neg_basic
best,4,25.5,threshold_sweep_original_evidence_t0.70,0.12217102577481981,0.0,t2_present,,,myops_edema,16,0.5018925337953919,17.1875,proposal_pos_neg_basic
best,4,25.5,threshold_sweep_original_evidence_t0.70,0.12217102577481981,0.0,complete_modality,,,myops_edema,16,0.5018925337953919,17.1875,proposal_pos_neg_basic
best,4,25.571428571428573,threshold_sweep_original_evidence_t0.70,0.25084516922237954,0.0,CenterB,,,myops_edema,7,0.5334111200030834,12.285714285714286,proposal_pos_neg_basic
best,4,25.444444444444443,threshold_sweep_original_evidence_t0.70,0.022091136426717815,0.0,CenterC,,,myops_edema,9,0.4773780778560762,21.0,proposal_pos_neg_basic
best,4,0.8333333333333334,threshold_sweep_original_evidence_t0.70,0.6666666666666666,0.6666666666666666,LGE-only,,,myops_edema,24,,0.8333333333333334,proposal_pos_neg_basic
best,4,0.75,threshold_sweep_original_evidence_t0.70,0.6785714285714286,0.6785714285714286,no_T2_empty_GT,,,myops_edema,28,,0.75,proposal_pos_neg_basic
best,5,60.22727272727273,threshold_sweep_original_evidence_t0.70,0.08765382528042623,0.0,all_cases,,,myops_scar,44,1.4319408292788682,43.93181818181818,proposal_pos_neg_basic
best,5,61.372093023255815,threshold_sweep_original_evidence_t0.70,0.0896922863334594,0.0,gt_positive_only,,,myops_scar,43,1.4319408292788682,44.69767441860465,proposal_pos_neg_basic
best,5,23.0625,threshold_sweep_original_evidence_t0.70,0.1227343020174782,0.0,t2_present,,,myops_scar,16,0.4605550628441815,16.0625,proposal_pos_neg_basic
best,5,23.0625,threshold_sweep_original_evidence_t0.70,0.1227343020174782,0.0,complete_modality,,,myops_scar,16,0.4605550628441815,16.0625,proposal_pos_neg_basic
best,5,16.714285714285715,threshold_sweep_original_evidence_t0.70,0.1555969490419721,0.0,CenterB,,,myops_scar,7,0.5376051035310114,7.285714285714286,proposal_pos_neg_basic
best,5,28.0,threshold_sweep_original_evidence_t0.70,0.09717446544287184,0.0,CenterC,,,myops_scar,9,0.40062725342109157,22.88888888888889,proposal_pos_neg_basic
