case_rows,empty_prediction_rate,mean_baseline_dice,mean_dice,mean_dice_delta_vs_standard_nnunet,mean_hd95,mean_remote_fp_volume_mm3,pathology,seed,subgroup,variant
44,0.6363636363636364,0.3944358976789887,0.26639533096004,-0.12804056671894865,31.9087507283199,1835.2543423031361,edema,20260724,all_cases,student_direct_reliable
16,0.0,0.3944358976789887,0.26639533096004,-0.12804056671894865,87.74906450287975,5046.949441333623,edema,20260724,positive_gt,student_direct_reliable
16,0.0,0.3944358976789887,0.26639533096004,-0.12804056671894865,87.74906450287975,5046.949441333623,edema,20260724,complete_trimodal,student_direct_reliable
7,0.0,0.5029744773313501,0.4072008373608417,-0.09577363997050838,77.72784787115891,5487.738945276021,edema,20260724,CenterB,student_direct_reliable
9,0.0,0.3100170023938187,0.15687993709274978,-0.15313706530106888,95.54334410532925,4704.113160489538,edema,20260724,CenterC,student_direct_reliable
24,1.0,,,,0.0,0.0,edema,20260724,lge_only,student_direct_reliable
4,1.0,,,,0.0,0.0,edema,20260724,lge_c0,student_direct_reliable
0,,,,,,,edema,20260724,small_scar,student_direct_reliable
0,,,,,,,edema,20260724,large_scar,student_direct_reliable
10,0.0,0.2782908961049526,0.1551181026320308,-0.12317279347292179,91.2033252805009,4987.709130324466,edema,20260724,low_baseline,student_direct_reliable
6,0.0,0.5880109003023821,0.4518573781733886,-0.13615352212899348,81.99196320684445,5145.683293015555,edema,20260724,high_baseline,student_direct_reliable
44,0.022727272727272728,0.5601692281262312,0.30235836774660585,-0.27083805173139813,55.40554134939798,4052.8303526005284,scar,20260724,all_cases,student_direct_reliable
43,0.0,0.573196419478004,0.30235836774660585,-0.27083805173139813,56.69404231101187,4147.082221265657,scar,20260724,positive_gt,student_direct_reliable
16,0.0,0.6933346102422654,0.3791559227866591,-0.31417868745560634,53.9659893323454,2696.462029525236,scar,20260724,complete_trimodal,student_direct_reliable
7,0.0,0.6131815991584469,0.31359570568447764,-0.2995858934739693,53.901699431873865,1007.9520541642398,scar,20260724,CenterB,student_direct_reliable
9,0.0,0.7556758410852354,0.43014720275502244,-0.3255286383302129,54.0159925882677,4009.7475659171228,scar,20260724,CenterC,student_direct_reliable
24,0.0,0.501789292579108,0.28575711602269876,-0.21603217655640913,59.55712025310289,5573.302835084144,scar,20260724,lge_only,student_direct_reliable
4,0.25,0.3777873129448342,0.025581421324245537,-0.4781349959355334,36.25427599537874,355.46875,scar,20260724,lge_c0,student_direct_reliable
0,,,,,,,scar,20260724,small_scar,student_direct_reliable
43,0.0,0.573196419478004,0.30235836774660585,-0.27083805173139813,56.69404231101187,4147.082221265657,scar,20260724,large_scar,student_direct_reliable
14,0.07142857142857142,0.32854785692224636,0.19104833241573807,-0.16277243657745036,63.52706541428321,4778.606054754077,scar,20260724,low_baseline,student_direct_reliable
30,0.0,0.6682592013547575,0.3505927163899819,-0.31766648496477556,51.615496785784856,3714.1350249288716,scar,20260724,high_baseline,student_direct_reliable
