checkpoint,checkpoint_sha256,epochs,optimizer_steps,seed,status,teacher_checkpoint,teacher_forward_executed,variant,warm_start
results/20260722_care_myops_batch9_reliable_label_distillation/runtime/seed20260723/teacher_full_view/checkpoint_epoch100.pt,6cfb1f0bd1e7f4d1d73df96b95f3d0ac66c1edaa2e1137a1ba256eabe6aa2675,100,25000,20260723,PASS,,False,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/runtime/seed20260723/student_direct_reliable/checkpoint_epoch500.pt
results/20260722_care_myops_batch9_reliable_label_distillation/runtime/seed20260724/teacher_full_view/checkpoint_epoch100.pt,34a38eb281c842bc8f075cce49633442465036b41db7a9dfa3b3775079a9e882,100,25000,20260724,PASS,,False,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/runtime/seed20260724/student_direct_reliable/checkpoint_epoch500.pt
