checkpoint,checkpoint_sha256,epochs,optimizer_steps,seed,status,teacher_checkpoint,teacher_forward_executed,variant,warm_start
results/20260722_care_myops_batch9_reliable_label_distillation/runtime/seed20260723/student_direct_reliable/checkpoint_epoch500.pt,c94b83f4ddaa0728f1b9436a3a4cbef17dcb2fdd12366f7e4a055aa083daffed,500,125000,20260723,PASS,,False,student_direct_reliable,
results/20260722_care_myops_batch9_reliable_label_distillation/runtime/seed20260724/student_direct_reliable/checkpoint_epoch500.pt,c64df07ff0221f173797c00e06942e2c777db3681dcf6c7853f50ec17bd0c844,500,125000,20260724,PASS,,False,student_direct_reliable,
