case_rows,empty_prediction_rate,mean_baseline_dice,mean_dice,mean_dice_delta_vs_standard_nnunet,mean_hd95,mean_remote_fp_volume_mm3,pathology,seed,subgroup,variant
44,0.6363636363636364,0.3944358976789887,0.30122453949213035,-0.09321135818685833,15.907959346201835,2043.3120292008534,edema,20260723,all_cases,student_reliable_distill
16,0.0,0.3944358976789887,0.30122453949213035,-0.09321135818685833,43.74688820205504,5619.108080302347,edema,20260723,positive_gt,student_reliable_distill
16,0.0,0.3944358976789887,0.30122453949213035,-0.09321135818685833,43.74688820205504,5619.108080302347,edema,20260723,complete_trimodal,student_reliable_distill
7,0.0,0.5029744773313501,0.47701874396251576,-0.0259557333688343,54.70885971830536,7421.88690318948,edema,20260723,CenterB,student_reliable_distill
9,0.0,0.3100170023938187,0.16449571379294162,-0.14552128860087704,35.22091035608256,4216.946773612353,edema,20260723,CenterC,student_reliable_distill
24,1.0,,,,0.0,0.0,edema,20260723,lge_only,student_reliable_distill
4,1.0,,,,0.0,0.0,edema,20260723,lge_c0,student_reliable_distill
0,,,,,,,edema,20260723,small_scar,student_reliable_distill
0,,,,,,,edema,20260723,large_scar,student_reliable_distill
10,0.0,0.2782908961049526,0.196110297475601,-0.08218059862935158,46.31004087078518,7025.955764371613,edema,20260723,low_baseline,student_reliable_distill
6,0.0,0.5880109003023821,0.4764149428530125,-0.11159595744936962,39.474967087504815,3274.3619401869005,edema,20260723,high_baseline,student_reliable_distill
44,0.0,0.5601692281262312,0.1580563428300611,-0.4021128852961702,46.11465462082516,12600.469488074665,scar,20260723,all_cases,student_reliable_distill
43,0.0,0.573196419478004,0.1617320717330858,-0.4114643477449182,46.11465462082516,12893.503662215935,scar,20260723,positive_gt,student_reliable_distill
16,0.0,0.6933346102422654,0.08078712107744437,-0.612547489164821,34.09286789663156,485.52245046594044,scar,20260723,complete_trimodal,student_reliable_distill
7,0.0,0.6131815991584469,0.04161520305582848,-0.5715663961026184,45.60095945894265,592.1718215303764,scar,20260723,CenterB,student_reliable_distill
9,0.0,0.7556758410852354,0.11125416842759009,-0.6444216726576453,25.142130014834045,402.5729396380459,scar,20260723,CenterC,student_reliable_distill
24,0.0,0.501789292579108,0.2229752255700531,-0.2788140670090548,56.435579075451955,22332.426083425216,scar,20260723,lge_only,student_reliable_distill
4,0.0,0.3777873129448342,0.07761993340057644,-0.30016737954425776,27.663454846176688,2668.51806640625,scar,20260723,lge_c0,student_reliable_distill
0,,,,,,,scar,20260723,small_scar,student_reliable_distill
43,0.0,0.573196419478004,0.1617320717330858,-0.4114643477449182,46.11465462082516,12893.503662215935,scar,20260723,large_scar,student_reliable_distill
14,0.0,0.32854785692224636,0.1431036997316286,-0.18544415719061783,49.04391089987186,12673.455285044378,scar,20260723,low_baseline,student_reliable_distill
30,0.0,0.6682592013547575,0.16503424294266303,-0.5032249584120946,44.845310233238266,12566.409449488798,scar,20260723,high_baseline,student_reliable_distill
