direct_complete_trimodal_delta_vs_standard,direct_gate_non_worse,distill_gate,distill_minus_moddrop_complete_trimodal,pathology,threshold
-0.3116789519910585,0,1,0.04545157007673445,scar,0.003
-0.1513070896576621,0,1,0.019905346666823698,edema,0.005
