method,transform_family,case_id,center,fixed_frame,moving_frame,class_id,class_name,dice_before,dice_after,component_count_before,component_count_after,runtime_seconds,image_ncc_before,image_ncc_after,mean_abs_displacement,max_abs_displacement,mean_displacement_magnitude,max_displacement_magnitude,jacobian_min,jacobian_max,folding_proxy_voxels,model_status
voxelmorph_pytorch_untrained_adapter_probe,learned_deformable_untrained,Case1001,center_alpha,0,9,1,class_1_myocardium,0.6693227091633466,0.6693227091633466,1,1,0.140364408493042,0.9587671858433946,0.9587688134462471,1.8810484107234515e-05,4.5732329454040155e-05,4.378383528091945e-05,4.745131445815787e-05,0.9999508261680603,1.0000231266021729,0,untrained_pytorch_voxelmorph_api_no_cardiac_weights
voxelmorph_pytorch_untrained_adapter_probe,learned_deformable_untrained,Case1001,center_alpha,0,9,2,class_2_lv,0.7657563025210085,0.7657563025210085,1,1,0.140364408493042,0.9587671858433946,0.9587688134462471,1.8810484107234515e-05,4.5732329454040155e-05,4.378383528091945e-05,4.745131445815787e-05,0.9999508261680603,1.0000231266021729,0,untrained_pytorch_voxelmorph_api_no_cardiac_weights
