path,size,sha256,category
results/20260730_care_failure_forensics_deep_research_packet/v4_atlas_contact_sheet.png,3941890,9cc7d8fb7289a367acb6eeb7bcdeec814d780730dc95e6784f56e6f448993d5d,ordinary
docs/literature/baseline/Ding 等 - 2023 - Aligning Multi-Sequence CMR Towards Fully Automated Myocardial Pathology Segmentation.pdf,3636166,ccbcf0a77cdd5913524f0afe2884ae2cec714f04e0cc35ebf3d1989335707d7a,ordinary
results/20260803_care_ase_r2_last_hotfix_v9/hard_negative_manifest_fold4.json,3563071,8a1829336468a3cd477dadb33ae9818dac6375855c5db3df441e73598cfa9ea5,ordinary
results/20260804_care_ase_r2_emergency_9h_training_docker/hard_negative_manifest_fold4.json,3563071,8a1829336468a3cd477dadb33ae9818dac6375855c5db3df441e73598cfa9ea5,delivery_or_submission
results/20260803_care_ase_r2_last_hotfix_v9/hard_negative_manifest_fold1.json,3556917,6d793249e3c6fc42aa29ff97f84fa75431cece9c8a4e08d243ed1cf96ce4da21,ordinary
results/20260804_care_ase_r2_emergency_9h_training_docker/hard_negative_manifest_fold1.json,3556917,6d793249e3c6fc42aa29ff97f84fa75431cece9c8a4e08d243ed1cf96ce4da21,delivery_or_submission
results/20260730_care_failure_forensics_deep_research_packet/CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v4.pdf,3420276,637c82a82f4a76c72517a7a147794557a472a43fcdc93a6a76e5520c9141c9ec,ordinary
docs/presentation/2026_08_01_care_group_meeting/CARE_hard_case_supplement_a3_landscape.pdf,3327170,f7a0c247d96bf6e5539dc08196b16a3292517c0ec3d9d7af454967bb830bc258,ordinary
results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/m8_loss_component_by_step.csv,3253531,eaff1107cd195ab3fc6e2d07f2969d4fa8371620e674af42ecf602661db52cd0,ordinary
results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/m8_training_curves.csv,3253531,eaff1107cd195ab3fc6e2d07f2969d4fa8371620e674af42ecf602661db52cd0,ordinary
docs/literature/baseline/Ding 等 - 2025 - CineMyoPS Segmenting Myocardial Pathologies from Cine Cardiac MR.pdf,3177082,544f8b6836a756d351d8b0a228847969d7fad46d54354b02a721b5128e5c4f44,ordinary
results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/gate_b_r1_old_run_diagnostic/old_checkpoint_candidate_rows.csv,3164897,5a8864f7b384643fd965f6aa8ba2cb0293f3384687226d853ad1a77b57d1508d,ordinary
results/20260705_srr_v3_m7_training_and_cine_utilization/loss_component_by_step.csv,2822439,19778514515923db1c9e85829fefe249112e4e62d44611899cadc72977d546c5,ordinary
results/20260731_care_qif_v2_signal_audit/batch_descriptor_manifest_CB.jsonl,2725286,0882b6a3f94a2f18648551ad5d6c3c1dba1842eccf61d3d3836295dfe20ae52f,ordinary
results/20260731_care_qif_v2_signal_audit/batch_descriptor_manifest_BC.jsonl,2725188,39395b90fbd4c8c8ee6405b7a8252701f917997c8f918ab2b7d7181a5cb56c16,ordinary
results/20260731_care_myowall_geometry_diagnostic_closure/geometry_diagnostic_atlas.pdf,2678133,d4fb12b070b662f8009163fe3f23853c4d866fd23758fc516d458c2067caa784,ordinary
docs/literature/baseline/Qiu 等 - 2023 - MyoPS-Net Myocardial pathology segmentation with flexible combination of multi-sequence CMR images.pdf,2613976,e2562defc8959704223423bc3b8edf2a5c300fc722a095735917f187cfac3bf4,ordinary
results/20260625_srr_recovery/retrieval_usage.csv,2598420,73cb8306e984c03adef8c52918db48c6a05f781ce47f7ae60f0c94ea5fcad419,ordinary
results/20260626_dict_bank/variants/cross_modal_interaction_dictionary/retrieval_usage.csv,2563008,1a4a198be0545e546e9e0d1b70d3e3d2666d8394c28f99c7149fa6d43d626e2d,ordinary
docs/literature/domain_adaptation/DomainATM Domain adaptation toolbox for medical data analysis - Guan.pdf,2509980,b52715a61842560179c3cad19393ebd8a72bfac35887cbc13d0a803551c7fb0d,ordinary
results/20260626_lesion_compact/variants/component_compactness_loss/retrieval_usage.csv,2484151,c14f92976f623dfb6b5ce4386a7d96962c5521267f5013fde4d114472c8e78db,ordinary
results/20260731_care_qif_v2_signal_audit/case_atlas_contact_sheet.png,2456034,a16a00424327b41480004e4d93856fb7fbf2ab654c493f9c70b93591ccf0148c,ordinary
results/20260626_lesion_compact/variants/edema_t2_center_balance/retrieval_usage.csv,2439713,16381c89945282e33583219a15a89af7ced4f8ed1549e8015366e7a332fabb5c,ordinary
results/20260626_lesion_compact/variants/soft_anatomy_containment/retrieval_usage.csv,2421643,0eebd56a194a5d714c0bb0803c1a33ff58b8f991c420f5916f5b423e447cb2df,ordinary
results/20260704_myops_anchor_srr_fold0_formal/proposal_pr_sweep.csv,2419658,f62110917d84cb8209a449304c361a21b09e3c83b87b807c37cacf5ff3b21bd9,ordinary
results/20260626_dict_bank/variants/multiscale_dictionary/retrieval_usage.csv,2348769,3d6cbf61120f472002b38ea059f18ff496ddb507fe93e96c2575b25fb5715489,ordinary
results/20260626_lesion_compact/variants/scar_lge_fallback_boost/retrieval_usage.csv,2248654,105afd543e9947359d9ca6b66fec9f174113342d4a79805eb2fcddeb803ac633,ordinary
results/20260803_care_ase_r2_full_fidelity_execution/hard_negative_manifest_fold4.json,2170787,adebab58a3cde9e0f8e024a017b80a9e41a12150d3ecc0fb1f12bcb977952c38,ordinary
results/20260803_care_ase_r2_full_fidelity_execution/hard_negative_manifest_fold1.json,2068363,cff12b0df4d7e59963385ea4665d042c031a28130393969ae25834e2d03a3878,ordinary
docs/literature/domain_adaptation/Source-free unsupervised domain adaptation A survey - Fang.pdf,2036156,0700e22bf4b1a1267b9d971fbe0a2a61986db94896db2294babf11e3fed96b1c,ordinary
docs/literature/domain_adaptation/Approximation and sampling of multivariate probability distributions in the tensor train decomposition - Dolgov.pdf,1976877,301c64afad07e2c0523384986eb37ff110793a17a5072159a22e4d8ab1c52b2c,ordinary
images/SRR-v2.5.png,1939234,674453e11a8d1466038ac4a22ae68332aabf9482f23d3f90e559649def6606f9,ordinary
images/SRR-v3.png,1930919,50478ee7c07cedb6a921902aa5daa8f6ecf3b34aa2fc5e97905d60c585ea72b5,ordinary
results/20260703_srr_formal_training/proposal_pr_sweep.csv,1887656,901f81696febf3623195f926ced4724b5992fa23ecd2433f1187413d3892913f,ordinary
results/20260629_repaired_proposal_repeat/variants/repaired_joint_calibrated_proposal/retrieval_usage.csv,1812103,03d629608f84671ec25a5c87a9c45c4f8669fbd7a08a94ab630e547af3f1dd5c,ordinary
results/20260731_care_myowall_geometry_diagnostic_closure/geometry_diagnostic_contact_sheet.png,1778522,ec6668953de804040b0ccd572700892627ae5667c4c7734ad2584d93916c8ec8,ordinary
images/SRR-v2.png,1758100,2c77d92eb652e88fdf69d40ee13eeb7a66d37755041bfff2a0c1756f1fa1ac8a,ordinary
results/20260629_repaired_proposal_repeat/variants/repaired_uncertainty_hardneg/retrieval_usage.csv,1679163,d57b82add6a1f40455a3d790d0ed002735fab878d4edb80f451609c5287b805a,ordinary
results/20260629_repaired_proposal_repeat/variants/repaired_posneg_scar_hardneg/retrieval_usage.csv,1670291,3c6d88fa218b8691936c36faec63f81d84c76ad6fb724881d7d0f617a9693230,ordinary
results/20260731_care_myopath_a0_a3_full_volume_closure/full_volume_case_contact_sheet.png,1640565,53208102d67da078d58ef4d097789e592988bd859a3de2719be1d2782961e76f,ordinary
images/SRR-v1.5.png,1624904,d816aaffe559c6e848821573407be1457bd99607280df35f57b7dff1e37503e3,ordinary
docs/literature/domain_adaptation/Federated learning for medical image analysis A survey - Guan.pdf,1608241,b7d9af8a019bc73a7f92232ab1cb416b9f676f332eb00b3b70711f44926a09e2,ordinary
results/20260629_loss_decode_calibration/decode_case_metrics.csv,1602608,f664165df17726818f7f9c56f2d8b34827aa6a3b9d80bfa05c7065a442248d6e,ordinary
results/20260730_care_failure_forensics_deep_research_packet/v4_pdf_contact_sheet_large.png,1529018,cf431ea07d54b677046ab5648c1a8d04d8bb89684029d033a0d47e6a5f9a5cfc,ordinary
docs/literature/domain_adaptation/Representation Retrieval Learning for Heterogeneous Data Integration.pdf,1504077,a82862f9fc40fe3475b0d48b5435b40904b54485912f3be4735d16a48323a03b,ordinary
results/20260626_dict_bank/variants/hierarchical_router_dictionary/retrieval_usage.csv,1500898,6e6122c96e1fbf513c3ba616f14eb8e7826e50b31cdf52d02ea034df6b117d42,ordinary
results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case5006_v3_atlas.png,1373738,ffc8377b490c57dddba28cc752d4ced41d3e7237cb65fa72085f584ccdc35a4d,ordinary
results/20260629_proposal_memory_hardneg/mined_components.csv,1351929,131d5bcd53f8bda58d74cccfa129b307bc8cedd41b8e4492284a1782bc827372,ordinary
docs/literature/domain_adaptation/Domain Adaptation for Medical Image Analysis A Survey - Guan.pdf,1338870,f8d191d17d02f37d51bf5a04f840b8a903a1eb48995b47da4238b198ff2e1f38,ordinary
results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case2001_v3_atlas.png,1297110,1e4eaec116d5542229b5c0f49803b5fcfb8c3ec2bcdeb1bb429aa05a465b774a,ordinary
results/20260730_care_failure_forensics_deep_research_packet/v3_pdf_pages/page-17.png,1296598,3cb2896a8aa449314878d012c79746bbde1fe57f49576da6dd7e8ca7a12af7ab,ordinary
results/20260625_srr_recovery/variants/srr_task_tempered/retrieval_usage.csv,1290950,367975fffa593b98785a3444b5a7277b93c6cd541fbddebfc72d97365b2d5f69,ordinary
results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case5005_v3_atlas.png,1249171,8e243082b2c932e27dd11b9becb0c86c4d69ce20d24bf670d9aaf58189204c5f,ordinary
results/20260626_dict_bank/variants/anchor_guided_dictionary/retrieval_usage.csv,1240442,d4d2cd960fbce030b24463ff9760ddd6b1f80bc2a153d8328d9e58a77b165e97,ordinary
results/20260803_care_ase_r2_external_review_repair_v7/hard_negative_manifest_fold4.json,1238266,8b61510f8d2865ffc0a45fc10eb15474d898b53ad7efb2d3fbd96897411f916c,ordinary
results/20260803_care_ase_r2_final_code_blocker_closure/hard_negative_manifest_fold4.json,1233401,5698e70b289c63663ec30ec4f5420afe6741bb384e9eedb96563319be4c459cd,ordinary
results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case2031_v3_atlas.png,1231796,41e90c064f36f89ca31b5849d52e47a13891dcb8d3b0c2fb7fc65118500000ad,ordinary
docs/literature/domain_adaptation/Tensor-train methods for sequential state and parameter learning in state-space models - Zhao.pdf,1222969,c547b9af2e407c7a0d28bf49ca594fed65d9794d4f37ca605edebd91f9755e35,ordinary
results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case5010_v3_atlas.png,1221212,94d9e49443854044355513907046375ef5227b95e1e603c2c5b0b07e7ee9fec8,ordinary
results/20260803_care_ase_r2_external_review_repair_v7/hard_negative_manifest_fold1.json,1214781,7ed4046a6e125f2519b40ba71eb9941e45b72ef7c6f81c31767d5ef2c705d692,ordinary
results/20260803_care_ase_r2_final_code_blocker_closure/hard_negative_manifest_fold1.json,1209916,cabd513985751c45b711bf69c600ac89c7cd26e7cbe2acf87f9e901f58d9870c,ordinary
results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case1022_v3_atlas.png,1182102,6bbc2df96d67e86e4fd75837f4cfbc92f23b192b9ab1fcdf2ba76066a5ae42bb,ordinary
results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case2035_v3_atlas.png,1180260,83ef0a98fb3bd6bd5b6a4802dff6c0ec972cdd205a51ba47fd0588cc707d9d2e,ordinary
results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case2025_v3_atlas.png,1161481,34f247b19e7164febe2b2439f65d67a202dd7aea793755462ea005401891d2c9,ordinary
docs/presentation/2026_08_01_care_group_meeting/hard_case_supplement_pages/Case2012.png,1127053,4b2557776d867e606acb8f9be035cd9a1fdf883a53cb14f364703be12bae455e,ordinary
results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case6009_v3_atlas.png,1123287,4ea8e950bc1ea6f28572d3da51c7f02af34e9ac31c11b29b9b52ef212f483020,ordinary
results/20260803_care_ase_r2_final_pretraining_closure_v8/hard_negative_manifest_fold4.json,1102670,e039ce32312e3927e07ee71c616e3a867be778db264d6beac87896c4fc6bb156,ordinary
results/20260803_care_ase_r2_final_pretraining_closure_v8/hard_negative_manifest_fold1.json,1102286,2f723fd450920eedae08fefe91bcc42899cb68f26e28daeb2294768c10c07156,ordinary
results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case2023_v3_atlas.png,1094014,477f67e3ef5abeaa83384be335eaa3545466be53b85535a6f7f9a185fe7b0a6f,ordinary
results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case3010_v3_atlas.png,1078776,e3c6a789fafb7ed93abbaf6c7cb0482a3e7a8309b9a6041318c765fe56a11f4b,ordinary
results/20260731_care_qif_v2_signal_audit/case_atlas.pdf,1076199,56ab0548cc6b951c70b0bd9ff4d733cc0966c215e192e0c0fe96429fac8d0730,ordinary
results/20260730_care_failure_forensics_deep_research_packet/case_montages/contact_sheet_20_cases.png,1060667,3da2d04f1e7702ed3425990336f910c4f383b24e9b140d4361b763cf158441b5,ordinary
results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case1029_v3_atlas.png,1044683,247a3b2c0428483f9863f090fcd735a5aa70968314c20fa8c5bae817b9c7876b,ordinary
results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case3012_v3_atlas.png,1026310,973b304544a5a51db9d444100f1400dddc68d9d9f78457aa05163531f0bb5119,ordinary
results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/m9_component_remote_fp_hd95_report.csv,1018669,d3847dcc0da2c2f2df5b56f95419e0686b158c623e41b2f91f024526a8fd2343,ordinary
results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/m9_refiner_causal_effect.csv,1018669,d3847dcc0da2c2f2df5b56f95419e0686b158c623e41b2f91f024526a8fd2343,ordinary
results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case1011_v3_atlas.png,1012774,73a799cf858b232c91e3558d967b11ef2244ed2a90c50539116d51e3567eae2b,ordinary
results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/m9_refiner_asymmetry_ablation.csv,1011583,c374b6337774b2ce1c16482d5b123cdebe7d358d2019f8913a3a2396f63f4b74,ordinary
results/20260804_care_ase_r2_emergency_9h_training_docker/full_case_target_cache_manifest_fold1.json,628540,0c50c3633324edf9633fa70219a8a7a536f1f6f764b061566f6eac6e44c15be1,delivery_or_submission
results/20260804_care_ase_r2_emergency_9h_training_docker/full_case_target_cache_manifest_fold4.json,628539,52e0c2c468621fcdb48f77ecac1e65f88a6b9b81b142407c5951d26a3c22aa62,delivery_or_submission
results/20260801_care_ase_final_model/w45_implementation_snapshot/care_ase_w45_implementation_snapshot.tar,573440,72a05df1bbc882f63780356a423bdeee74b50d5d98df51de1285d9eeffdf2227,archive_or_package
results/20260724_care_myops_srr_cascade_submission_rescue/source_cache_manifest_v2.csv,275871,92e95f91001916b3bff4975b5b4e60bc8dd3e670225c36e8d4599872867ba5fc,delivery_or_submission
results/20260724_care_myops_srr_cascade_submission_rescue/source_cache_manifest_v2.failed.csv,262904,c52be934b12f9a88aa78a7d691c7b54fb32ed89d251a1cb4a43f287e3ab66276,delivery_or_submission
results/20260721_srr_batch7_mechanism_closure_repair/intervention_prediction_manifest.csv,247174,0674d8d785999dc4b56bca1558ddef1537866afb970f9f592abec54d7833083b,prediction_or_runtime
results/20260724_care_myops_srr_cascade_submission_rescue/prototype_cache_manifest_v2.csv,232809,c183419affbf4ab3de216f18888a632ca011822cde9f1627f10dbcd0e5450f9e,delivery_or_submission
results/care_scf/step3_safescar_gate_pause/mosaic_oof_prediction_manifest.csv,223395,ebcac541320d2a3db50fea35093dc7c20ce501647656d9cb27f146edebe53a31,prediction_or_runtime
results/20260724_care_myops_srr_cascade_submission_rescue/runtime_closure_repair_rc1/formal_race_watcher_history_v2.jsonl,215712,311cebb6fadf55d27d3eddefc75cebc505574420ea2969c70c84e861680eb6c6,delivery_or_submission
results/20260724_care_myops_srr_cascade_submission_rescue/source_cache_parity_v2.csv,188365,76d14424d5d218a0ce28d21862ea7b0a98d6fad1d7b746eb28493513f358a800,delivery_or_submission
results/20260724_care_myops_srr_cascade_submission_rescue/source_cache_hashes_v2.json,187106,9e3448e194e29c7fae17592ab4352b1c448f5b8655b88e32d0f28ad0e0fdcaaf,delivery_or_submission
results/20260724_care_myops_srr_cascade_submission_rescue/source_cache_parity_v2.failed.csv,175455,64de26cd83539a9753030db8dfec10e61656c4659fee9299c48124370e2bb145,delivery_or_submission
results/20260724_care_myops_srr_cascade_submission_rescue/prototype_crossfit_checks_v2.csv,162344,bd79d9eb5bbec5b1908dbd96545935cf513891bb62c2851004e0a5922690e0d2,delivery_or_submission
results/20260722_care_myops_batch9_reliable_label_distillation/prediction_manifest.csv,148178,a22f1b48f60514957c73520a1eae94a0c025cd7e6ad8332fa154eac16164f80d,prediction_or_runtime
results/20260726_mosaic_fold0_fairness_reaudit/prediction_manifest.csv,148095,56be2fd6304c32bcf483c0a10f230c4491bef8ebb46112dc4e1b9a51ea8bb2f0,prediction_or_runtime
results/submissions/care_myocardium_validation/upload_ready/20260520_113408__nnUNet5fold_MyoPS+Cine_topology_lcc_round03_RECOMMENDED/CARE-Myocardium-OrganAgent.zip,115913,5b0d4143e451bba9177f937f02102f14676cfe699a1f1e027636ecf78b73abb3,archive_or_package
results/submissions/care_myocardium_validation/upload_ready/20260728_care_owned_pathology_probe/CARE-Myocardium-OrganAgent.zip,111188,5972413d088067c76e3101dfb7ce03808b5f575d462c566c08fff2aada3a02e0,archive_or_package
results/submissions/care_myocardium_validation/upload_ready/20260518_030921__nnUNet_MyoPS+CineMyoPS_pathology_direct/CARE-Myocardium-OrganAgent.zip,109262,4907f1a39950f564367db273682561cb5b8b573a153a1c0b7c42d916d70b3443,archive_or_package
results/submissions/care_myocardium_validation/upload_ready/20260726_nnunet5f_control__nnUNet5F-control/CARE-Myocardium-OrganAgent.zip,109013,155b1997afc0ccdea77b210e880c7405db49be0bfc64f5331f86e97047238e62,archive_or_package
results/submissions/care_myocardium_validation/upload_ready/20260519_083839__nnUNet_MyoPS+CineMyoPS_pathology_direct_lcc_hd_repair/CARE-Myocardium-OrganAgent.zip,108078,dc9eb7b503181f4f4b661cbd73a96ef5d0b5e36e8bd6ebd6489b8748db926419,archive_or_package
results/20260804_care_ase_r2_deadline_recovery_training_docker/training_progress_curve/care_ase_r2_training_progress_curve.png,106107,6316bead7d318144038936bf08442ada8a349e5d1416a54a85eb56f55270b229,delivery_or_submission
results/20260724_care_myops_srr_cascade_submission_rescue/anchor_grid_roundtrip_checks.csv,103548,52609b42a2e4983f499b2ced6689e2fb7750e598e79744c704af64a592a54f8f,delivery_or_submission
results/20260724_care_myops_srr_cascade_submission_rescue/anchor_cache_manifest_v2.csv,95407,d5484780416ec6e7dcbea41b8057b61ac778e14053f6a60e2f61bca8d90eb902,delivery_or_submission
results/20260724_care_myops_srr_cascade_submission_rescue/full44_final_candidate_metrics_v2.csv,92020,5ef16af9acd742539b5bade746c82304a8a7c74c7abd6ecd9c1581b5b02afd7a,delivery_or_submission
results/20260730_care_failure_forensics_deep_research_packet/historical_prediction_binding.csv,88620,f70bd606ecfb6dcb5b6faf93ccb78c42cdc3be00d45226c64ef264e453e9115b,prediction_or_runtime
results/submissions/care_myocardium_validation/upload_ready/20260517_reviewtest__nnUNet_reviewtest/CARE-Myocardium-OrganAgent.zip,88289,054a3fdbf83709ba6c7a73cdf2657fa898d39c145bf033542f61c57137a3acc2,archive_or_package
results/submissions/care_myocardium_validation/upload_ready/20260519_084057__nnUNet_MyoPS+nnUNet_CineMyoPS_5fold_baseline_round8/CARE-Myocardium-OrganAgent.zip,88289,d594a763577d235bdc1ccbb41479de22c647bcbecc1ef6e9a3125fc66d543e24,archive_or_package
results/20260724_care_myops_srr_cascade_submission_rescue/calibration_casewise_metrics_v2.csv,78344,91f7464eeb3926934a02c9f44067c641611e1dc7c0a60b2c93ec1390ca14d8dd,delivery_or_submission
results/20260730_care_failure_forensics_deep_research_packet/report_source/CARE_failure_forensics_20260730.log,77354,6b716226f29dff8f164233ed16b26c78845fcabc37827338b82bfa0852f9f963,log
results/20260730_care_failure_forensics_deep_research_packet/report_source/xelatex_build.log,70631,5eae8fafdae0684f80c892258dca184fc22285b4011690f0d400429fb80c8069,log
results/20260802_care_test_docker_nnunet_myops_collaborator_cine_rebundle/nnunet_source_manifest.json,65522,42b2a4b780f6bf7457285e4dbf628d24f1cf227964918ebcb734eec21b8c7463,delivery_or_submission
results/20260730_care_failure_forensics_deep_research_packet/prediction_inventory.csv,59911,cfda6cb9aa841ff57a8e42cef64ecba36223d2913421399b857e58de0ae8fb3d,prediction_or_runtime
results/20260730_care_failure_forensics_deep_research_packet/prediction_manifest.csv,59911,cfda6cb9aa841ff57a8e42cef64ecba36223d2913421399b857e58de0ae8fb3d,prediction_or_runtime
results/20260804_care_ase_r2_emergency_9h_training_docker/split_case_lists.csv,59604,bbd675956fd2320bc6ec220215e51dbd5a82cf99d64055e13e97d12d39f7799b,delivery_or_submission
results/20260724_care_myops_srr_cascade_submission_rescue/resolved_execution_contract.json,43196,6f4130e99a11a5d13759382ab2e20db9292642fd0642348626ad9acd2465175e,delivery_or_submission
