group,grad_l2,status
m10_spatial_dictionary,1.4608854342305142,nonzero
proposal,6.042711383279095,nonzero
refiner,0.728748070554698,nonzero
source_arbiter,0.26052367349555605,nonzero
production_gate,1.3672666307569097,nonzero
