total_step,pathology,group,case_count,metric_case_count,anchor_dice_mean,srr_dice_mean,dice_delta_mean,anchor_hd95_mean,srr_hd95_mean,hd95_delta_mean,anchor_remote_fp_volume_mm3_mean,srr_remote_fp_volume_mm3_mean,remote_fp_delta_mm3_mean,changed_voxels_vs_anchor_mean,selected_for_stage300_gate
100,myops_edema,gt_positive_only,16,16,0.3944358976789887,0.3987915454860429,0.004355647807054299,20.011536366061485,19.673832298638324,-0.3377040674231624,237.02621459960938,243.60647378171598,6.580259182106609,210.875,False
100,myops_scar,gt_positive_only,43,43,0.573196419478004,0.5670416115314982,-0.006154807946505746,13.600533414596173,13.933296178217935,0.3327627636217619,634.7889925657869,593.4382876605006,-41.35070490528622,131.0,False
200,myops_edema,gt_positive_only,16,16,0.3944358976789887,0.39931299649189966,0.004877098812910995,20.011536366061485,19.716714564481343,-0.29482180158014243,237.02621459960938,245.81136880124723,8.785154201637859,194.3125,False
200,myops_scar,gt_positive_only,43,43,0.573196419478004,0.5678597426520738,-0.005336676825930196,13.600533414596173,13.960891455687479,0.360358041091308,634.7889925657869,581.9286494729163,-52.8603430928706,129.46511627906978,False
300,myops_edema,gt_positive_only,16,16,0.3944358976789887,0.39986611644602865,0.005430218767040005,20.011536366061485,19.63429496131851,-0.37724140474297063,237.02621459960938,252.77056476692073,15.744350167311362,190.8125,True
300,myops_scar,gt_positive_only,43,43,0.573196419478004,0.5683705682658,-0.0048258512122039895,13.600533414596173,14.146567746840828,0.5460343322446551,634.7889925657869,570.4009723246286,-64.38802024115829,136.8372093023256,True
