step,combined_final_pathology_loss,discovery_proposal_loss,scar_refiner_repair_loss,source_arbiter_loss,all_loss
0,0.5535125136375427,1.1290168762207031,0.6767615675926208,0.6028698086738586,6.34256649017334
1,0.5535125136375427,1.1290168762207031,0.6767615675926208,0.6028698086738586,6.34256649017334
10,0.5618125200271606,0.22927060723304749,0.4080052375793457,0.14451922476291656,2.9481515884399414
25,0.5736652612686157,0.13683101534843445,0.25451186299324036,0.07305721193552017,2.0222129821777344
50,0.5241250991821289,0.08643080294132233,0.16862791776657104,0.042507436126470566,1.5987303256988525
75,0.5063930749893188,0.06397472321987152,0.11229793727397919,0.03113371878862381,1.4076132774353027
100,0.4949583113193512,0.050396133214235306,0.08068715035915375,0.03546212986111641,1.2977067232131958
