variant,step,loss,anatomy_loss,scar_loss,edema_loss,retrieval_loss,edema_supervised_batch_fraction,batch_cases,elapsed_seconds
srr_task_tempered,1,4.244394779205322,2.0616254806518555,0.8809002637863159,0.8577035069465637,0.00034181325463578105,1.0,"Case2022,Case3043",11.406506535597146
srr_task_tempered,1,4.244394779205322,,,,,,,11.626117100939155
srr_task_tempered,500,1.4995462894439697,0.21093429625034332,0.5074702501296997,0.5198137760162354,0.002658701967447996,1.0,"Case3027,Case2030",25.768583533354104
srr_task_tempered,1000,1.2959624528884888,0.4294934868812561,0.4112081825733185,0.2843392491340637,0.0029539689421653748,0.5,"Case7001,Case2022",39.975495711900294
srr_task_tempered,1500,1.1436399221420288,0.05505825951695442,0.4309607744216919,0.43753036856651306,0.002292083343490958,1.0,"Case2026,Case3032",53.45163488481194
srr_task_tempered,2000,1.394257664680481,0.1079573780298233,0.5163751840591431,0.5098884701728821,0.0027863860595971346,0.5,"Case8010,Case2015",67.46366683207452
srr_task_tempered,2500,1.1017273664474487,0.3072427809238434,0.29993513226509094,0.3318784236907959,0.002445584163069725,1.0,"Case3016,Case3020",81.52876126021147
srr_task_tempered,3000,0.8578501343727112,0.21223022043704987,0.30921781063079834,0.20927879214286804,0.002184835495427251,0.5,"Case2014,Case2005",95.44833263009787
srr_task_tempered,3500,1.2068461179733276,0.361559122800827,0.27355116605758667,0.395620733499527,0.0019263032590970397,0.5,"Case3039,Case3033",109.4953799881041
srr_task_tempered,4000,1.0243115425109863,0.09596151858568192,0.41501080989837646,0.3287191689014435,0.002518204040825367,0.5,"Case3025,Case8002",123.35520651843399
srr_task_tempered,4500,0.9596357941627502,0.16273024678230286,0.33160272240638733,0.30502304434776306,0.0020861260127276182,1.0,"Case2015,Case2016",137.0371707128361
srr_task_tempered,5000,0.9563502073287964,0.0863645002245903,0.34159958362579346,0.35185885429382324,0.0024018101394176483,0.5,"Case8030,Case3006",150.99482415616512
srr_task_tempered,5000,0.9563502073287964,,,,,,,151.1410715719685
srr_task_tempered,5500,0.784223735332489,0.2236488312482834,0.15505976974964142,0.2862246334552765,0.0019501200877130032,1.0,"Case3029,Case3037",165.20072495006025
srr_task_tempered,6000,0.8102685809135437,0.19702352583408356,0.280730664730072,0.2104155570268631,0.0024326597340404987,0.5,"Case3037,Case1018",179.15175670012832
srr_task_tempered,6500,0.7690925598144531,0.09745389968156815,0.19493424892425537,0.335164874792099,0.0018371900077909231,1.0,"Case3041,Case3043",193.0737054720521
srr_task_tempered,7000,0.7051452994346619,0.12003704160451889,0.1611369103193283,0.29971230030059814,0.0017358624609187245,1.0,"Case3031,Case2015",207.2091590454802
srr_task_tempered,7500,1.208823561668396,0.2797584533691406,0.32945913076400757,0.4085017144680023,0.002357304561883211,0.5,"Case1077,Case3041",221.1994527252391
srr_task_tempered,8000,1.3494575023651123,0.1626695841550827,0.4450180232524872,0.5001682639122009,0.002187941921874881,0.5,"Case1068,Case2021",234.90772029198706
srr_task_tempered,8500,1.2847931385040283,0.10205526649951935,0.43654200434684753,0.504912793636322,0.0021796496585011482,0.5,"Case3006,Case8014",248.95316025521606
srr_task_tempered,9000,0.9264155030250549,0.35986125469207764,0.46596089005470276,-0.0,0.007220356725156307,0.0,"Case1022,Case1076",262.77829927392304
srr_task_tempered,9500,1.325951337814331,0.41206222772598267,0.37444251775741577,0.3552567958831787,0.0022610644809901714,0.5,"Case3041,Case1032",276.7259757248685
srr_task_tempered,10000,0.7955183982849121,0.11004310846328735,0.2610890567302704,0.28451234102249146,0.0020731836557388306,0.5,"Case3014,Case8026",290.71403124928474
srr_task_tempered,10000,0.7955183982849121,,,,,,,290.86188802774996
