variant,class_id,metric_name,group,n,dice_mean,hd_mean,hd95_mean,component_count_mean,remote_fp_mean,empty_prediction_rate
m10_d3_pair_valid_alignment_control__checkpoint_best__argmax,4,myops_edema,all_cases,44,0.6860212926079551,65.87212934632858,53.99664748438782,41.22727272727273,33.38636363636363,0.6363636363636364
m10_d3_pair_valid_alignment_control__checkpoint_best__argmax,4,myops_edema,gt_positive_only,16,0.13655855467187644,181.14835570240356,148.49078058206652,113.375,91.8125,0.0
m10_d3_pair_valid_alignment_control__checkpoint_best__argmax,4,myops_edema,t2_present,16,0.13655855467187644,181.14835570240356,148.49078058206652,113.375,91.8125,0.0
m10_d3_pair_valid_alignment_control__checkpoint_best__argmax,4,myops_edema,complete_modality,16,0.13655855467187644,181.14835570240356,148.49078058206652,113.375,91.8125,0.0
m10_d3_pair_valid_alignment_control__checkpoint_best__argmax,4,myops_edema,CenterB,7,0.19429154542917115,168.5681982993849,135.2182861979568,64.0,47.142857142857146,0.0
m10_d3_pair_valid_alignment_control__checkpoint_best__argmax,4,myops_edema,CenterC,9,0.09165511741620275,190.9329225714181,158.8138317697074,151.77777777777777,126.55555555555556,0.0
m10_d3_pair_valid_alignment_control__checkpoint_best__argmax,4,myops_edema,C0+LGE,4,1.0,0.0,0.0,0.0,0.0,1.0
m10_d3_pair_valid_alignment_control__checkpoint_best__argmax,4,myops_edema,LGE-only,24,1.0,0.0,0.0,0.0,0.0,1.0
m10_d3_pair_valid_alignment_control__checkpoint_best__argmax,4,myops_edema,no_T2_empty_GT,28,1.0,0.0,0.0,0.0,0.0,1.0
m10_d3_pair_valid_alignment_control__checkpoint_best__argmax,5,myops_scar,all_cases,44,0.4128373600527054,135.07645170626145,68.96407152650262,24.113636363636363,12.0,0.0
m10_d3_pair_valid_alignment_control__checkpoint_best__argmax,5,myops_scar,gt_positive_only,43,0.4224382288911404,135.07645170626145,68.96407152650262,24.441860465116278,12.046511627906977,0.0
m10_d3_pair_valid_alignment_control__checkpoint_best__argmax,5,myops_scar,t2_present,16,0.4876498982771909,160.4868708841009,79.7477760027862,21.5,15.75,0.0
m10_d3_pair_valid_alignment_control__checkpoint_best__argmax,5,myops_scar,complete_modality,16,0.4876498982771909,160.4868708841009,79.7477760027862,21.5,15.75,0.0
m10_d3_pair_valid_alignment_control__checkpoint_best__argmax,5,myops_scar,CenterB,7,0.39284452277722387,140.7274582651813,77.74578367126894,14.714285714285714,10.0,0.0
m10_d3_pair_valid_alignment_control__checkpoint_best__argmax,5,myops_scar,CenterC,9,0.5613874125549431,175.8553029210384,81.30488114952185,26.77777777777778,20.22222222222222,0.0
m10_d3_pair_valid_alignment_control__checkpoint_best__argmax,5,myops_scar,C0+LGE,4,0.25599816815650733,147.64415936918346,66.50402699180204,16.0,6.0,0.0
