variant,step,loss,anatomy_loss,scar_loss,edema_loss,retrieval_loss,soft_containment_loss,component_compactness_loss,proposal_bce_loss,proposal_margin_loss,proposal_uncertainty_loss,edema_supervised_batch_fraction,batch_cases,elapsed_seconds
repaired_posneg_scar_hardneg,1,4.3161845207214355,1.4282594919204712,0.7533707022666931,0.9419761896133423,0.0007582678808830678,-0.0,-0.0,1.0118112564086914,0.29707247018814087,-0.0,1.0,"Case2022,Case3043",0.5423186728730798
repaired_posneg_scar_hardneg,1,4.3161845207214355,,,,,,,,,,,,0.7490794137120247
repaired_posneg_scar_hardneg,500,2.6128642559051514,0.6765860319137573,0.48978498578071594,0.6297137141227722,0.0013613628689199686,-0.0,-0.0,0.612777054309845,0.40785670280456543,-0.0,1.0,"Case3027,Case2030",22.652956498786807
repaired_posneg_scar_hardneg,1000,1.9847396612167358,0.7163870930671692,0.4393807351589203,0.34632185101509094,0.002087328350171447,-0.0,-0.0,0.2890111207962036,0.15056724846363068,-0.0,0.5,"Case7001,Case2022",49.76731375884265
repaired_posneg_scar_hardneg,1500,1.6489758491516113,0.1830986589193344,0.43474066257476807,0.46181491017341614,0.0016106307739391923,-0.0,-0.0,0.4328348934650421,0.11318784952163696,-0.0,1.0,"Case2026,Case3032",76.40967272873968
repaired_posneg_scar_hardneg,2000,1.9921488761901855,0.27612820267677307,0.5231246948242188,0.5296658873558044,0.002320455154404044,-0.0,-0.0,0.4476790726184845,0.19826917350292206,-0.0,0.5,"Case8010,Case2015",101.77328871190548
repaired_posneg_scar_hardneg,2500,1.802781105041504,0.4690122902393341,0.39404040575027466,0.4011397063732147,0.001878457493148744,-0.0,-0.0,0.41944143176078796,0.1489185392856598,-0.0,1.0,"Case3016,Case3020",125.9644155241549
repaired_posneg_scar_hardneg,3000,1.5015003681182861,0.5815200209617615,0.3139852285385132,0.25034189224243164,0.000575930520426482,-0.0,-0.0,0.2603895664215088,0.05954813212156296,-0.0,0.5,"Case2014,Case2005",149.5833586398512
repaired_posneg_scar_hardneg,3500,2.596139669418335,1.3989619016647339,0.34989917278289795,0.39151182770729065,0.012843092903494835,-0.0,-0.0,0.27593955397605896,0.12914146482944489,-0.0,0.5,"Case3039,Case3033",171.21129197441041
repaired_posneg_scar_hardneg,4000,1.6646453142166138,0.24549761414527893,0.47172126173973083,0.3991333842277527,0.0023057132493704557,-0.0,-0.0,0.3821214735507965,0.12243656814098358,-0.0,0.5,"Case3025,Case8002",192.51509424578398
repaired_posneg_scar_hardneg,4500,1.7280384302139282,0.35892343521118164,0.444506973028183,0.3902689218521118,0.0013521229848265648,-0.0,-0.0,0.3756176829338074,0.141872376203537,-0.0,1.0,"Case2015,Case2016",214.0294372336939
repaired_posneg_scar_hardneg,5000,1.473619818687439,0.21042145788669586,0.3888109624385834,0.39287805557250977,0.0018448204500600696,-0.0,-0.0,0.3435289263725281,0.09428724646568298,-0.0,0.5,"Case8030,Case3006",235.66214760113508
repaired_posneg_scar_hardneg,5000,1.473619818687439,,,,,,,,,,,,235.8557521207258
repaired_posneg_scar_hardneg,5500,1.6805187463760376,0.7558445930480957,0.196702241897583,0.36947399377822876,0.0009530726820230484,-0.0,-0.0,0.2850741147994995,0.0843895748257637,-0.0,1.0,"Case3029,Case3037",257.55939997080714
repaired_posneg_scar_hardneg,6000,1.5399959087371826,0.4780939817428589,0.32125377655029297,0.3337513208389282,0.0031278752721846104,-0.0,-0.0,0.27872148156166077,0.09684668481349945,-0.0,0.5,"Case3037,Case1018",279.15949235577136
