checkpoint_step,checkpoint,checkpoint_sha256,scar_candidate_count,scar_score_distribution_count,scar_score_distribution_min,scar_score_distribution_p05,scar_score_distribution_p25,scar_score_distribution_median,scar_score_distribution_p75,scar_score_distribution_p95,scar_score_distribution_max,scar_score_distribution_mean,scar_add_fn_count,scar_revise_fp_count,scar_accept_target_positive_count,scar_accept_target_negative_count,scar_utility_auroc,scar_utility_auprc,scar_signed_total_utility,scar_candidate_level_refiner_dice_mean,edema_zone_candidate_count,edema_zone_score_distribution_count,edema_zone_score_distribution_min,edema_zone_score_distribution_p05,edema_zone_score_distribution_p25,edema_zone_score_distribution_median,edema_zone_score_distribution_p75,edema_zone_score_distribution_p95,edema_zone_score_distribution_max,edema_zone_score_distribution_mean,edema_zone_add_fn_count,edema_zone_revise_fp_count,edema_zone_accept_target_positive_count,edema_zone_accept_target_negative_count,edema_zone_utility_auroc,edema_zone_utility_auprc,edema_zone_signed_total_utility,edema_zone_candidate_level_refiner_dice_mean,scar_p_coarse_auprc,scar_p_coarse_positive_prevalence,scar_q_fn_auprc,scar_q_fn_positive_prevalence,scar_q_fp_auprc,scar_q_fp_positive_prevalence,edema_p_coarse_auprc,edema_p_coarse_positive_prevalence,edema_q_fn_auprc,edema_q_fn_positive_prevalence,edema_q_fp_auprc,edema_q_fp_positive_prevalence,scar_p_coarse_component_recall,scar_p_coarse_component_precision,edema_zone_p_coarse_component_recall,edema_zone_p_coarse_component_precision,scar_coverage,edema_coverage,scar_support_volume_ratio,edema_support_volume_ratio,scar_predicted_refiner_dice,edema_predicted_refiner_dice
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,a733a2ad966ca6e12390b995f85c59f08938e6b6c35349898e32dcae6ca6d99f,644,644,3.595447478080099e-05,0.2980518669716242,0.3494098694046652,0.3829447889341,0.4130875713815088,0.46611559821389387,0.542242418689085,0.3732907888418069,643,1,91,553,0.42722015778073646,0.16331867831091845,-320.0838312687281,0.1235575705174169,1160,1160,0.0002727128001545344,0.0007114804236068621,0.0023279536698933177,0.030432618531510774,0.4847022005422208,0.5453247396925706,0.6079310860939606,0.20894967879346665,1148,12,350,810,0.9425537918871252,0.7899172273885366,-431.53989256579837,0.29136118195282307,0.6841291864522829,0.07671024466184301,0.10042485327755522,0.022615741150246785,0.42409065741977303,0.022820952819006847,0.7256720397206398,0.14292329368182985,0.1600754045535837,0.04752815746155084,0.3462584873564025,0.024903365342534213,0.9500000000000001,0.5648148148148148,0.9722222222222222,0.07340930731566676,0.7551438346480173,0.842211779315326,0.09734045492011756,0.2248588193297758,0.12736524299621474,0.7989417942873897
1000,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step01000.pt,a9a7aaa1bfd93e2f3f77a643ba44906b87a45441f28b9e0fb59f04b8343e1803,704,704,2.430202893327646e-07,0.15487873727466375,0.20377628058898678,0.23937304838884066,0.280824441920653,0.3621127719449741,0.4845736647577583,0.24497993980935442,700,4,130,574,0.431559903511123,0.1588007733114766,-319.6234201856321,0.18785141970717142,1030,1030,4.89836872597215e-07,2.576672665779045e-06,0.27752550755154304,0.3590174310080124,0.40506379240958934,0.4614435891913749,0.534143268975783,0.3107161432889718,1018,12,694,336,0.7393346027171676,0.8084904098223249,304.3824544672469,0.5671399100413883,0.6963943609312627,0.07671024466184301,0.11050456325363772,0.022615741150246785,0.44005745757170095,0.022820952819006847,0.7165548889829577,0.14292329368182985,0.12320001163927807,0.04752815746155084,0.3529450839392037,0.024903365342534213,0.9500000000000001,0.7666666666666666,0.9722222222222222,0.516643897996357,0.7524100843603643,0.8043440186835481,0.0943860746917702,0.1839722076007514,0.23244778240604905,0.8240538079282645
1500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step01500.pt,f1225fc83588602d3ba415322540b4797a40f75f0d47824e919ca4d610bd16d4,573,573,3.6066226208400836e-08,0.10807819052712851,0.15163679306357322,0.18443479664236057,0.22328686686423213,0.294955304712029,0.38580163458251004,0.18952417861932522,562,11,107,466,0.46378003289077857,0.19028511968564502,-269.8739101452942,0.18538648622397405,947,947,1.4517136236793e-07,0.0003182186890460443,0.23794209058013183,0.3039972686635417,0.35304055889299846,0.4102682249091883,0.4876937020436086,0.27943684642484057,935,12,669,278,0.6700594681205708,0.8105224927127888,337.94545424315345,0.5953968260849182,0.6805698532964374,0.07671024466184301,0.06452208612494123,0.022615741150246785,0.43304363124793815,0.022820952819006847,0.7085479845110298,0.14292329368182985,0.11123253676170643,0.04752815746155084,0.3467338378013927,0.024903365342534213,0.9500000000000001,0.8333333333333334,0.9305555555555555,0.7063492063492064,0.7301380167932923,0.7954598372091946,0.08958834866865241,0.17555562950882075,0.214194139026337,0.8297200036701652
2000,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step02000.pt,526f17a021f4d7128f573cbabae26afd88114a73115c9da16e520fa24636618b,549,549,7.601954391203283e-09,0.06989616814761605,0.10042949528076899,0.13212917682779937,0.16837615000795889,0.23359299345278522,0.33173368449992874,0.1381835721708615,536,13,75,474,0.3672855133614627,0.10377848815409994,-277.45041386948503,0.1367311476868599,804,804,4.153444468716613e-09,1.052911925545254e-06,0.14893062183539424,0.2141481750297013,0.2558368518238787,0.3269174731063529,0.44865962978841656,0.19833735955402498,791,13,555,249,0.7380151235572923,0.8246387842897192,268.86818402241096,0.592168054209229,0.675809470469174,0.07671024466184301,0.07830439023890699,0.022615741150246785,0.42725527990560835,0.022820952819006847,0.689243412479827,0.14292329368182985,0.12793726283329618,0.04752815746155084,0.33245678324555894,0.024903365342534213,0.9500000000000001,0.7527777777777778,0.9305555555555555,0.6541438979963571,0.743395973452002,0.7859743828157107,0.0927731921397168,0.17096869868099854,0.12307704855469025,0.8411972136279467
2500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step02500.pt,1bf1f472f2647950f3e33741a468768680b7af889929632a9ede091d01025056,522,522,6.072597639677104e-09,0.05283391584954274,0.0788768506216036,0.10687020875161296,0.14045220569706343,0.22075794697947235,0.3257395641550251,0.1158354437934545,509,13,64,458,0.36323007641921395,0.11815557479664185,-267.1715754376852,0.12055047833627291,731,731,1.8961536764088175e-08,0.02414422490032629,0.13695680111145977,0.17119913690723582,0.20523849734786628,0.26621262043536903,0.4221712963045537,0.1682559860304738,718,13,548,183,0.6327729248933031,0.8143620430836672,317.2637116172755,0.6351512549412048,0.6625377259743672,0.07671024466184301,0.0860953619677904,0.022615741150246785,0.4317384764175369,0.022820952819006847,0.666926062193731,0.14292329368182985,0.14467768274306222,0.04752815746155084,0.32514663977481684,0.024903365342534213,0.9500000000000001,0.8125,0.9305555555555555,0.6939102564102564,0.7377424136936299,0.7827375597709922,0.09067956922487379,0.16816933871770876,0.1068649972771853,0.8418423560298113
3000,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step03000.pt,b168254eef5e571137c95d98f607ca660ce7f5bbe1ed109d400a1642ca057713,442,442,1.989862848357661e-09,0.04385956183535248,0.06783278874332672,0.0939722196547613,0.13154367155380126,0.20825741154463404,0.31888787023030507,0.10455632244562262,429,13,50,392,0.30168367346938774,0.07471904445790567,-231.8760618607025,0.11501436992727929,733,733,2.3876975582954024e-10,0.017236575993234964,0.08100210505310286,0.10615834152975608,0.13948979105843093,0.19670718707744514,0.3127343079382072,0.11074209173820326,720,13,533,200,0.6658442776735459,0.828805119963133,284.1461459558517,0.6178521324323106,0.6453652336656456,0.07671024466184301,0.07482271839869137,0.022615741150246785,0.42369753166622426,0.022820952819006847,0.6716615834210887,0.14292329368182985,0.14535585955585217,0.04752815746155084,0.33666741368564995,0.024903365342534213,0.9500000000000001,0.8611111111111112,0.9305555555555555,0.6631313131313131,0.7252958623181517,0.7802166363960618,0.08764178164235299,0.16770524402455733,0.09059911534036924,0.8427550342069096
3500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step03500.pt,95179b383026f79aee15c71d069627f07c7703100ea6938d24a690e4e12fffd4,456,456,8.200094537349147e-10,0.037431841259257435,0.05718630699986724,0.081585152350037,0.11369045514294197,0.20103966992236535,0.3036566686715632,0.0924872784214158,443,13,57,399,0.2562546717671371,0.07836253384347001,-231.6309734348514,0.11495602548380077,742,742,4.4880368445112205e-11,0.009122764742020126,0.06258488156471965,0.0841747269619118,0.11338820074902567,0.16630443341468315,0.2840952396721061,0.08900769127230629,729,13,526,216,0.6604351499788762,0.8100083773503561,267.96967805899993,0.6125854021234157,0.6357679571188817,0.07671024466184301,0.08417334161256895,0.022615741150246785,0.413334246511417,0.022820952819006847,0.6783418263952345,0.14292329368182985,0.14822878585518673,0.04752815746155084,0.33992467808364657,0.024903365342534213,0.9500000000000001,0.8194444444444445,0.9305555555555555,0.5873015873015873,0.7328508761598261,0.7820981030413875,0.08939088363176168,0.16886436586031117,0.08314209663316756,0.840554441916871
4000,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step04000.pt,64d93309a8fbfdf2522ffecefac23cf3cc14dc09f68a486e366050c56febf2ca,447,447,3.850732617282711e-10,0.03365618111773361,0.05191747792732345,0.07517993353150985,0.10756466889878893,0.1904973988549888,0.29906726749695983,0.08658474346625873,434,13,55,392,0.31841372912801486,0.08845131794869718,-227.92262918731538,0.11046749636236963,716,716,1.7963629840007437e-11,0.025223001361257175,0.05439056668959267,0.07153506254451958,0.09988286648139372,0.14992753940365128,0.26609887933321863,0.0792445617331317,702,14,500,216,0.6723518518518519,0.8146476448828849,245.0867163627184,0.6053550584088113,0.6308918365186408,0.07671024466184301,0.08097499684312565,0.022615741150246785,0.4130403466553592,0.022820952819006847,0.6918145933763182,0.14292329368182985,0.1581166215932613,0.04752815746155084,0.34029509538101665,0.024903365342534213,0.9500000000000001,0.7638888888888888,0.9305555555555555,0.640625,0.7312189366727958,0.7872607259889804,0.08861978129656617,0.17173521964618552,0.08429335333567943,0.8359475425946985
