lane,fold,checkpoint_step,case_id,status,device,elapsed_seconds,outer_cases_accessed
m0r_faithful_control,2,3000,Case3033,COMPLETED,cuda,0.584,False
m0r_faithful_control,2,3000,Case3034,COMPLETED,cuda,0.764,False
m0r_faithful_control,2,3000,Case3038,COMPLETED,cuda,0.397,False
m0r_faithful_control,2,3000,Case3039,COMPLETED,cuda,0.609,False
m0r_faithful_control,2,3500,Case2001,COMPLETED,cuda,4.235,False
m0r_faithful_control,2,3500,Case2010,COMPLETED,cuda,0.691,False
m0r_faithful_control,2,3500,Case2011,COMPLETED,cuda,1.028,False
m0r_faithful_control,2,3500,Case2012,COMPLETED,cuda,0.174,False
m0r_faithful_control,2,3500,Case2026,COMPLETED,cuda,0.401,False
m0r_faithful_control,2,3500,Case2029,COMPLETED,cuda,0.542,False
m0r_faithful_control,2,3500,Case3004,COMPLETED,cuda,0.603,False
m0r_faithful_control,2,3500,Case3018,COMPLETED,cuda,0.685,False
m0r_faithful_control,2,3500,Case3022,COMPLETED,cuda,0.64,False
m0r_faithful_control,2,3500,Case3033,COMPLETED,cuda,0.607,False
m0r_faithful_control,2,3500,Case3034,COMPLETED,cuda,0.766,False
m0r_faithful_control,2,3500,Case3038,COMPLETED,cuda,0.407,False
m0r_faithful_control,2,3500,Case3039,COMPLETED,cuda,0.618,False
m0r_faithful_control,2,4000,Case2001,COMPLETED,cuda,2.052,False
m0r_faithful_control,2,4000,Case2010,COMPLETED,cuda,0.675,False
m0r_faithful_control,2,4000,Case2011,COMPLETED,cuda,1.062,False
m0r_faithful_control,2,4000,Case2012,COMPLETED,cuda,0.173,False
m0r_faithful_control,2,4000,Case2026,COMPLETED,cuda,0.399,False
m0r_faithful_control,2,4000,Case2029,COMPLETED,cuda,0.554,False
m0r_faithful_control,2,4000,Case3004,COMPLETED,cuda,0.588,False
m0r_faithful_control,2,4000,Case3018,COMPLETED,cuda,0.67,False
m0r_faithful_control,2,4000,Case3022,COMPLETED,cuda,0.651,False
m0r_faithful_control,2,4000,Case3033,COMPLETED,cuda,0.603,False
m0r_faithful_control,2,4000,Case3034,COMPLETED,cuda,0.759,False
m0r_faithful_control,2,4000,Case3038,COMPLETED,cuda,0.403,False
m0r_faithful_control,2,4000,Case3039,COMPLETED,cuda,0.618,False
m0r_faithful_control,3,500,Case2016,COMPLETED,cuda,4.607,False
m0r_faithful_control,3,500,Case2023,COMPLETED,cuda,0.41,False
m0r_faithful_control,3,500,Case2025,COMPLETED,cuda,0.593,False
m0r_faithful_control,3,500,Case2030,COMPLETED,cuda,0.282,False
m0r_faithful_control,3,500,Case2031,COMPLETED,cuda,0.516,False
m0r_faithful_control,3,500,Case3004,COMPLETED,cuda,0.567,False
m0r_faithful_control,3,500,Case3006,COMPLETED,cuda,0.493,False
m0r_faithful_control,3,500,Case3011,COMPLETED,cuda,0.476,False
m0r_faithful_control,3,500,Case3028,COMPLETED,cuda,0.826,False
m0r_faithful_control,3,500,Case3030,COMPLETED,cuda,0.578,False
m0r_faithful_control,3,500,Case3031,COMPLETED,cuda,0.457,False
m0r_faithful_control,3,500,Case3039,COMPLETED,cuda,0.624,False
m0r_faithful_control,3,500,Case3040,COMPLETED,cuda,0.747,False
m0r_faithful_control,3,1000,Case2016,COMPLETED,cuda,4.63,False
m0r_faithful_control,3,1000,Case2023,COMPLETED,cuda,0.396,False
m0r_faithful_control,3,1000,Case2025,COMPLETED,cuda,0.596,False
m0r_faithful_control,3,1000,Case2030,COMPLETED,cuda,0.276,False
m0r_faithful_control,3,1000,Case2031,COMPLETED,cuda,0.507,False
m0r_faithful_control,3,1000,Case3004,COMPLETED,cuda,0.58,False
m0r_faithful_control,3,1000,Case3006,COMPLETED,cuda,0.495,False
m0r_faithful_control,3,1000,Case3011,COMPLETED,cuda,0.477,False
m0r_faithful_control,3,1000,Case3028,COMPLETED,cuda,0.8,False
m0r_faithful_control,3,1000,Case3030,COMPLETED,cuda,0.56,False
m0r_faithful_control,3,1000,Case3031,COMPLETED,cuda,0.462,False
m0r_faithful_control,3,1000,Case3039,COMPLETED,cuda,0.611,False
m0r_faithful_control,3,1000,Case3040,COMPLETED,cuda,0.676,False
m0r_faithful_control,3,1500,Case2016,COMPLETED,cuda,4.737,False
m0r_faithful_control,3,1500,Case2023,COMPLETED,cuda,0.388,False
m0r_faithful_control,3,1500,Case2025,COMPLETED,cuda,0.589,False
m0r_faithful_control,3,1500,Case2030,COMPLETED,cuda,0.275,False
m0r_faithful_control,3,1500,Case2031,COMPLETED,cuda,0.483,False
m0r_faithful_control,3,1500,Case3004,COMPLETED,cuda,0.6,False
m0r_faithful_control,3,1500,Case3006,COMPLETED,cuda,0.499,False
m0r_faithful_control,3,1500,Case3011,COMPLETED,cuda,0.479,False
m0r_faithful_control,3,1500,Case3028,COMPLETED,cuda,0.803,False
m0r_faithful_control,3,1500,Case3030,COMPLETED,cuda,0.555,False
m0r_faithful_control,3,1500,Case3031,COMPLETED,cuda,0.479,False
m0r_faithful_control,3,1500,Case3039,COMPLETED,cuda,0.618,False
m0r_faithful_control,3,1500,Case3040,COMPLETED,cuda,0.673,False
m0r_faithful_control,3,2000,Case2016,COMPLETED,cuda,4.462,False
m0r_faithful_control,3,2000,Case2023,COMPLETED,cuda,0.399,False
m0r_faithful_control,3,2000,Case2025,COMPLETED,cuda,0.617,False
m0r_faithful_control,3,2000,Case2030,COMPLETED,cuda,0.275,False
m0r_faithful_control,3,2000,Case2031,COMPLETED,cuda,0.485,False
m0r_faithful_control,3,2000,Case3004,COMPLETED,cuda,0.605,False
m0r_faithful_control,3,2000,Case3006,COMPLETED,cuda,0.496,False
m0r_faithful_control,3,2000,Case3011,COMPLETED,cuda,0.49,False
m0r_faithful_control,3,2000,Case3028,COMPLETED,cuda,0.807,False
m0r_faithful_control,3,2000,Case3030,COMPLETED,cuda,0.579,False
m0r_faithful_control,3,2000,Case3031,COMPLETED,cuda,0.483,False
m0r_faithful_control,3,2000,Case3039,COMPLETED,cuda,0.616,False
m0r_faithful_control,3,2000,Case3040,COMPLETED,cuda,0.669,False
m0r_faithful_control,3,2500,Case2016,COMPLETED,cuda,4.736,False
m0r_faithful_control,3,2500,Case2023,COMPLETED,cuda,0.407,False
m0r_faithful_control,3,2500,Case2025,COMPLETED,cuda,0.631,False
m0r_faithful_control,3,2500,Case2030,COMPLETED,cuda,0.277,False
m0r_faithful_control,3,2500,Case2031,COMPLETED,cuda,0.497,False
m0r_faithful_control,3,2500,Case3004,COMPLETED,cuda,0.618,False
m0r_faithful_control,3,2500,Case3006,COMPLETED,cuda,0.503,False
m0r_faithful_control,3,2500,Case3011,COMPLETED,cuda,0.481,False
m0r_faithful_control,3,2500,Case3028,COMPLETED,cuda,0.825,False
m0r_faithful_control,3,2500,Case3030,COMPLETED,cuda,0.575,False
m0r_faithful_control,3,2500,Case3031,COMPLETED,cuda,0.505,False
m0r_faithful_control,3,2500,Case3039,COMPLETED,cuda,0.623,False
m0r_faithful_control,3,2500,Case3040,COMPLETED,cuda,0.667,False
m0r_faithful_control,3,3000,Case2016,COMPLETED,cuda,4.434,False
m0r_faithful_control,3,3000,Case2023,COMPLETED,cuda,0.395,False
m0r_faithful_control,3,3000,Case2025,COMPLETED,cuda,0.637,False
m0r_faithful_control,3,3000,Case2030,COMPLETED,cuda,0.275,False
m0r_faithful_control,3,3000,Case2031,COMPLETED,cuda,0.49,False
m0r_faithful_control,3,3000,Case3004,COMPLETED,cuda,0.606,False
m0r_faithful_control,3,3000,Case3006,COMPLETED,cuda,0.499,False
m0r_faithful_control,3,3000,Case3011,COMPLETED,cuda,0.486,False
m0r_faithful_control,3,3000,Case3028,COMPLETED,cuda,0.826,False
m0r_faithful_control,3,3000,Case3030,COMPLETED,cuda,0.58,False
m0r_faithful_control,3,3000,Case3031,COMPLETED,cuda,0.488,False
m0r_faithful_control,3,3000,Case3039,COMPLETED,cuda,0.627,False
m0r_faithful_control,3,3000,Case3040,COMPLETED,cuda,0.681,False
m0r_faithful_control,3,3500,Case2016,COMPLETED,cuda,4.604,False
m0r_faithful_control,3,3500,Case2023,COMPLETED,cuda,0.399,False
m0r_faithful_control,3,3500,Case2025,COMPLETED,cuda,0.637,False
m0r_faithful_control,3,3500,Case2030,COMPLETED,cuda,0.28,False
m0r_faithful_control,3,3500,Case2031,COMPLETED,cuda,0.486,False
m0r_faithful_control,3,3500,Case3004,COMPLETED,cuda,0.615,False
m0r_faithful_control,3,3500,Case3006,COMPLETED,cuda,0.501,False
m0r_faithful_control,3,3500,Case3011,COMPLETED,cuda,0.479,False
m0r_faithful_control,3,3500,Case3028,COMPLETED,cuda,0.828,False
m0r_faithful_control,3,3500,Case3030,COMPLETED,cuda,0.583,False
m0r_faithful_control,3,3500,Case3031,COMPLETED,cuda,0.496,False
m0r_faithful_control,3,3500,Case3039,COMPLETED,cuda,0.628,False
m0r_faithful_control,3,3500,Case3040,COMPLETED,cuda,0.712,False
m0r_faithful_control,3,4000,Case2016,COMPLETED,cuda,2.427,False
m0r_faithful_control,3,4000,Case2023,COMPLETED,cuda,0.398,False
m0r_faithful_control,3,4000,Case2025,COMPLETED,cuda,0.635,False
m0r_faithful_control,3,4000,Case2030,COMPLETED,cuda,0.278,False
m0r_faithful_control,3,4000,Case2031,COMPLETED,cuda,0.485,False
m0r_faithful_control,3,4000,Case3004,COMPLETED,cuda,0.604,False
m0r_faithful_control,3,4000,Case3006,COMPLETED,cuda,0.498,False
m0r_faithful_control,3,4000,Case3011,COMPLETED,cuda,0.486,False
m0r_faithful_control,3,4000,Case3028,COMPLETED,cuda,0.811,False
m0r_faithful_control,3,4000,Case3030,COMPLETED,cuda,0.578,False
m0r_faithful_control,3,4000,Case3031,COMPLETED,cuda,0.492,False
m0r_faithful_control,3,4000,Case3039,COMPLETED,cuda,0.618,False
m0r_faithful_control,3,4000,Case3040,COMPLETED,cuda,0.672,False
