policy_id,policy_description,uses_only_allowed_features,candidate_source,metric_name,case_count,srr_case_count,srr_case_fraction,dice_mean_anchor,dice_mean_policy,dice_delta,hd95_mean_anchor,hd95_mean_policy,hd95_delta,remote_fp_mean_anchor,remote_fp_mean_policy,no_t2_edema_voxels,scar_guardrail_status,edema_guardrail_status,promotion_status
anchor_only_control,Always use the same-split nnU-Net anchor/control.,true,A_nnunet_anchor_control,myops_scar,24,0,0,0.587634218958,0.587634218958,0,12.827300706,12.827300706,0,0.333333333333,0.333333333333,0,PASS,PASS,CONTROL_ONLY
anchor_only_control,Always use the same-split nnU-Net anchor/control.,true,A_nnunet_anchor_control,myops_edema,24,0,0,0.711388625464,0.711388625464,0,9.83689183304,9.83689183304,0,0.0416666666667,0.0416666666667,0,PASS,PASS,CONTROL_ONLY
candidate_only_control,Always use the best combined M8 local candidate as-is; reproduces M8 no-promotion outcome.,true,m8_scar_precision_edema_safe_longrun__checkpoint_best__pathology_aware,myops_scar,24,24,1,0.587634218958,0.593013863381,0.00537964442292,12.827300706,12.638326077,-0.18897462905,0.333333333333,0.291666666667,0,PASS,PASS,REPRODUCES_M8_NO_PROMOTION
candidate_only_control,Always use the best combined M8 local candidate as-is; reproduces M8 no-promotion outcome.,true,m8_scar_precision_edema_safe_longrun__checkpoint_best__pathology_aware,myops_edema,24,24,1,0.711388625464,0.704096954604,-0.00729167085948,9.83689183304,9.7525868114,-0.0843050216389,0.0416666666667,0.0416666666667,0,PASS,PASS,REPRODUCES_M8_NO_PROMOTION
deployable_conservative_proxy_fallback,Use SRR only when non-GT exported disagreement/SRR/refiner signals are nontrivial and no-T2 edema safety holds; otherwise anchor.,true,m8_scar_precision_edema_safe_longrun__checkpoint_best__argmax,myops_scar,24,0,0,0.587634218958,0.587634218958,0,12.827300706,12.827300706,0,0.333333333333,0.333333333333,0,PASS,PASS,NO_DEPLOYABLE_REPAIR_SIGNAL
deployable_conservative_proxy_fallback,Use SRR only when non-GT exported disagreement/SRR/refiner signals are nontrivial and no-T2 edema safety holds; otherwise anchor.,true,m8_scar_precision_edema_safe_longrun__checkpoint_best__argmax,myops_edema,24,0,0,0.711388625464,0.711388625464,0,9.83689183304,9.83689183304,0,0.0416666666667,0.0416666666667,0,PASS,PASS,NO_DEPLOYABLE_REPAIR_SIGNAL
deployable_high_srr_signal_fallback,"Use SRR only when non-GT SRR weight and logit-delta proxies indicate high SRR signal; no case ID, GT metric, center, or hosted feedback.",true,m8_scar_precision_edema_safe_longrun__checkpoint_best__argmax,myops_scar,24,24,1,0.587634218958,0.59056764569,0.00293342673157,12.827300706,12.7121299344,-0.115170771686,0.333333333333,0.208333333333,0,PASS,PASS,NO_DEPLOYABLE_REPAIR_SIGNAL
deployable_high_srr_signal_fallback,"Use SRR only when non-GT SRR weight and logit-delta proxies indicate high SRR signal; no case ID, GT metric, center, or hosted feedback.",true,m8_scar_precision_edema_safe_longrun__checkpoint_best__argmax,myops_edema,24,12,0.5,0.711388625464,0.704025245161,-0.00736338030253,9.83689183304,9.7525868114,-0.0843050216389,0.0416666666667,0.0416666666667,0,PASS,PASS,NO_DEPLOYABLE_REPAIR_SIGNAL
