case_id,center,class_id,component_count,dice,gt_empty,hd,hd95,invalid_label_values,metric_name,modality_group,pred_empty,pred_gt_volume_ratio,remote_fp_count,small_fp_count,t2_present,variant
Case1029,CenterA,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,oof_scar_component_score
Case1029,CenterA,5,9,0.16451788632649356,False,59.44398925192494,51.395270620488255,,myops_scar,LGE-only,False,8.413675213675214,2,8,False,oof_scar_component_score
Case1033,CenterA,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,baseline_nnunet501_fold0
Case1033,CenterA,5,6,0.671361030077457,False,21.619901081000947,7.152037197524651,,myops_scar,LGE-only,False,1.4359225679980396,0,5,False,baseline_nnunet501_fold0
Case1033,CenterA,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,oof_scar_component_score
Case1033,CenterA,5,5,0.6714961263708623,False,21.619901081000947,7.152037197524651,,myops_scar,LGE-only,False,1.4354324920362656,0,4,False,oof_scar_component_score
Case1040,CenterA,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,baseline_nnunet501_fold0
Case1040,CenterA,5,6,0.4280078895463511,False,18.322960927765973,8.5,,myops_scar,LGE-only,False,1.3428835489833642,0,2,False,baseline_nnunet501_fold0
Case1040,CenterA,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,oof_scar_component_score
Case1040,CenterA,5,4,0.42851500789889413,False,18.322960927765973,8.609252922665098,,myops_scar,LGE-only,False,1.3401109057301295,0,0,False,oof_scar_component_score
Case1042,CenterA,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,baseline_nnunet501_fold0
Case1042,CenterA,5,4,0.7573770491803279,False,20.508000254631042,3.057152176795867,,myops_scar,LGE-only,False,1.0198675496688743,0,2,False,baseline_nnunet501_fold0
Case1042,CenterA,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,oof_scar_component_score
Case1042,CenterA,5,4,0.7573770491803279,False,20.508000254631042,3.057152176795867,,myops_scar,LGE-only,False,1.0198675496688743,0,2,False,oof_scar_component_score
Case1045,CenterA,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,baseline_nnunet501_fold0
Case1045,CenterA,5,7,0.09968847352024922,False,69.55981134380289,58.23937490442107,,myops_scar,LGE-only,False,0.29435483870967744,2,3,False,baseline_nnunet501_fold0
Case1045,CenterA,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,oof_scar_component_score
Case1045,CenterA,5,5,0.0997920997920998,False,69.55981134380289,58.24488463568528,,myops_scar,LGE-only,False,0.29301075268817206,1,1,False,oof_scar_component_score
Case1047,CenterA,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,baseline_nnunet501_fold0
Case1047,CenterA,5,13,0.6283120251991847,False,16.66000670705527,5.781199932098389,,myops_scar,LGE-only,False,0.6100835322195705,0,1,False,baseline_nnunet501_fold0
Case1047,CenterA,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,oof_scar_component_score
Case1047,CenterA,5,12,0.6281849346798851,False,16.66000670705527,5.781199932098389,,myops_scar,LGE-only,False,0.6099343675417661,0,1,False,oof_scar_component_score
Case1053,CenterA,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,baseline_nnunet501_fold0
Case1053,CenterA,5,15,0.5196241017136539,False,63.287198794463954,27.536782421660927,,myops_scar,LGE-only,False,0.7212178877259753,0,11,False,baseline_nnunet501_fold0
Case1053,CenterA,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,oof_scar_component_score
Case1053,CenterA,5,9,0.5213533000554631,False,63.287198794463954,27.34770804980769,,myops_scar,LGE-only,False,0.7155090390104663,0,5,False,oof_scar_component_score
Case1062,CenterA,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,baseline_nnunet501_fold0
Case1062,CenterA,5,3,0.5070823546159869,False,31.659173586016934,15.291149322372709,,myops_scar,LGE-only,False,1.9727041895895048,0,2,False,baseline_nnunet501_fold0
Case1062,CenterA,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,oof_scar_component_score
Case1062,CenterA,5,3,0.5070823546159869,False,31.659173586016934,15.291149322372709,,myops_scar,LGE-only,False,1.9727041895895048,0,2,False,oof_scar_component_score
Case1070,CenterA,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,baseline_nnunet501_fold0
Case1070,CenterA,5,24,0.5004500450045004,False,45.438144768465186,34.297412438841505,,myops_scar,LGE-only,False,2.102114080574392,0,23,False,baseline_nnunet501_fold0
Case1070,CenterA,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,oof_scar_component_score
Case1070,CenterA,5,17,0.5010943736320329,False,45.438144768465186,34.25456174000771,,myops_scar,LGE-only,False,2.0981252493019547,0,16,False,oof_scar_component_score
Case1073,CenterA,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,baseline_nnunet501_fold0
Case1073,CenterA,5,9,0.4282765737874097,False,17.773600220680237,10.678173489481713,,myops_scar,LGE-only,False,0.762619372442019,0,6,False,baseline_nnunet501_fold0
Case1073,CenterA,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,oof_scar_component_score
Case1073,CenterA,5,5,0.42882975975200205,False,18.544661922024698,12.228608707183469,,myops_scar,LGE-only,False,0.7603456116416553,0,2,False,oof_scar_component_score
Case1080,CenterA,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,baseline_nnunet501_fold0
Case1080,CenterA,5,5,0.6369426751592356,False,24.375647130684705,11.0,,myops_scar,LGE-only,False,1.0419075144508672,0,2,False,baseline_nnunet501_fold0
Case1080,CenterA,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,oof_scar_component_score
Case1080,CenterA,5,3,0.6373937677053825,False,24.375647130684705,11.0,,myops_scar,LGE-only,False,1.0404624277456647,0,0,False,oof_scar_component_score
Case2002,CenterB,4,5,0.5376005596362364,False,21.6923175485009,17.453201935819685,,myops_edema,C0+LGE+T2,False,0.8958885941644562,0,4,True,baseline_nnunet501_fold0
Case2002,CenterB,5,5,0.5602700096432015,False,39.123780057857715,21.415372143918024,,myops_scar,C0+LGE+T2,False,1.0781563126252505,0,3,True,baseline_nnunet501_fold0
Case2002,CenterB,4,5,0.5376005596362364,False,21.6923175485009,17.453201935819685,,myops_edema,C0+LGE+T2,False,0.8958885941644562,0,4,True,oof_scar_component_score
Case2002,CenterB,5,4,0.5605402797877472,False,34.45454220441225,21.285536496546307,,myops_scar,C0+LGE+T2,False,1.0771543086172344,0,2,True,oof_scar_component_score
Case2007,CenterB,4,14,0.5701357466063348,False,13.48626517759097,7.5130097186944615,,myops_edema,C0+LGE+T2,False,0.813953488372093,0,8,True,baseline_nnunet501_fold0
Case2007,CenterB,5,3,0.4898728214790391,False,28.827078785788775,11.682996338833703,,myops_scar,C0+LGE+T2,False,0.6293169608595549,0,1,True,baseline_nnunet501_fold0
Case2007,CenterB,4,14,0.5701357466063348,False,13.48626517759097,7.5130097186944615,,myops_edema,C0+LGE+T2,False,0.813953488372093,0,8,True,oof_scar_component_score
Case2007,CenterB,5,3,0.4898728214790391,False,28.827078785788775,11.682996338833703,,myops_scar,C0+LGE+T2,False,0.6293169608595549,0,1,True,oof_scar_component_score
Case2008,CenterB,4,5,0.3485546711353163,False,43.5874491414243,33.237885822186755,,myops_edema,C0+LGE+T2,False,0.3250069386622259,0,0,True,baseline_nnunet501_fold0
Case2008,CenterB,5,1,0.7531584062196307,False,11.478261553094615,6.640625,,myops_scar,C0+LGE+T2,False,1.0255905511811023,0,0,True,baseline_nnunet501_fold0
Case2008,CenterB,4,5,0.3485546711353163,False,43.5874491414243,33.237885822186755,,myops_edema,C0+LGE+T2,False,0.3250069386622259,0,0,True,oof_scar_component_score
Case2008,CenterB,5,1,0.7531584062196307,False,11.478261553094615,6.640625,,myops_scar,C0+LGE+T2,False,1.0255905511811023,0,0,True,oof_scar_component_score
Case2017,CenterB,4,6,0.6796246648793566,False,22.180652704490107,10.0,,myops_edema,C0+LGE+T2,False,1.0244233378561738,0,2,True,baseline_nnunet501_fold0
Case2017,CenterB,5,2,0.5470588235294118,False,27.547702301879692,11.338866091557966,,myops_scar,C0+LGE+T2,False,1.5185185185185186,0,1,True,baseline_nnunet501_fold0
Case2017,CenterB,4,6,0.6796246648793566,False,22.180652704490107,10.0,,myops_edema,C0+LGE+T2,False,1.0244233378561738,0,2,True,oof_scar_component_score
Case2017,CenterB,5,2,0.5470588235294118,False,27.547702301879692,11.338866091557966,,myops_scar,C0+LGE+T2,False,1.5185185185185186,0,1,True,oof_scar_component_score
Case2020,CenterB,4,4,0.5630676084762866,False,13.356506686983721,7.5130097186944615,,myops_edema,C0+LGE+T2,False,0.9205426356589147,0,0,True,baseline_nnunet501_fold0
Case2020,CenterB,5,1,0.4196185286103542,False,22.716216254067767,20.994429281533453,,myops_scar,C0+LGE+T2,False,0.3083778966131907,0,0,True,baseline_nnunet501_fold0
Case2020,CenterB,4,4,0.5630676084762866,False,13.356506686983721,7.5130097186944615,,myops_edema,C0+LGE+T2,False,0.9205426356589147,0,0,True,oof_scar_component_score
Case2020,CenterB,5,1,0.4196185286103542,False,22.716216254067767,20.994429281533453,,myops_scar,C0+LGE+T2,False,0.3083778966131907,0,0,True,oof_scar_component_score
Case2031,CenterB,4,16,0.29880478087649404,False,32.6312791207709,25.052956799932126,,myops_edema,C0+LGE+T2,False,0.6351791530944625,0,8,True,baseline_nnunet501_fold0
Case2031,CenterB,5,2,0.8013937282229965,False,14.37424531570404,5.008673145796307,,myops_scar,C0+LGE+T2,False,0.9930555555555556,0,1,True,baseline_nnunet501_fold0
Case2031,CenterB,4,16,0.29880478087649404,False,32.6312791207709,25.052956799932126,,myops_edema,C0+LGE+T2,False,0.6351791530944625,0,8,True,oof_scar_component_score
Case2031,CenterB,5,2,0.8013937282229965,False,14.37424531570404,5.008673145796307,,myops_scar,C0+LGE+T2,False,0.9930555555555556,0,1,True,oof_scar_component_score
Case2033,CenterB,4,4,0.523033309709426,False,21.446984509045787,10.76453641085509,,myops_edema,C0+LGE+T2,False,1.7968285431119921,0,1,True,baseline_nnunet501_fold0
Case2033,CenterB,5,2,0.7208988764044943,False,12.004078489856063,10.0,,myops_scar,C0+LGE+T2,False,1.0227272727272727,0,0,True,baseline_nnunet501_fold0
Case2033,CenterB,4,4,0.523033309709426,False,21.446984509045787,10.76453641085509,,myops_edema,C0+LGE+T2,False,1.7968285431119921,0,1,True,oof_scar_component_score
Case2033,CenterB,5,2,0.7208988764044943,False,12.004078489856063,10.0,,myops_scar,C0+LGE+T2,False,1.0227272727272727,0,0,True,oof_scar_component_score
Case3004,CenterC,4,4,0.4530451866404715,False,13.756002416468494,9.222044972510458,,myops_edema,C0+LGE+T2,False,0.5207648640573648,0,1,True,baseline_nnunet501_fold0
Case3004,CenterC,5,1,0.6247040252565115,False,24.198509682859015,24.000003814697266,,myops_scar,C0+LGE+T2,False,1.1788478073946689,0,0,True,baseline_nnunet501_fold0
Case3004,CenterC,4,4,0.4530451866404715,False,13.756002416468494,9.222044972510458,,myops_edema,C0+LGE+T2,False,0.5207648640573648,0,1,True,oof_scar_component_score
Case3004,CenterC,5,1,0.6247040252565115,False,24.198509682859015,24.000003814697266,,myops_scar,C0+LGE+T2,False,1.1788478073946689,0,0,True,oof_scar_component_score
Case3011,CenterC,4,7,0.26666666666666666,False,38.073931581923276,34.26613348722458,,myops_edema,C0+LGE+T2,False,1.5403225806451613,0,5,True,baseline_nnunet501_fold0
Case3011,CenterC,5,3,0.6389535925461387,False,19.24791240175132,10.960275328815657,,myops_scar,C0+LGE+T2,False,0.7853486884197057,0,0,True,baseline_nnunet501_fold0
Case3011,CenterC,4,7,0.26666666666666666,False,38.073931581923276,34.26613348722458,,myops_edema,C0+LGE+T2,False,1.5403225806451613,0,5,True,oof_scar_component_score
Case3011,CenterC,5,3,0.6389535925461387,False,19.24791240175132,10.960275328815657,,myops_scar,C0+LGE+T2,False,0.7853486884197057,0,0,True,oof_scar_component_score
Case3012,CenterC,4,18,0.45068083693125205,False,31.778980979673708,22.41202445117764,,myops_edema,C0+LGE+T2,False,0.47165200391006845,0,13,True,baseline_nnunet501_fold0
Case3012,CenterC,5,2,0.8267066766691673,False,29.02564489570856,2.916266679763794,,myops_scar,C0+LGE+T2,False,0.8921220723917672,1,1,True,baseline_nnunet501_fold0
Case3012,CenterC,4,18,0.45068083693125205,False,31.778980979673708,22.41202445117764,,myops_edema,C0+LGE+T2,False,0.47165200391006845,0,13,True,oof_scar_component_score
Case3012,CenterC,5,2,0.8267066766691673,False,29.02564489570856,2.916266679763794,,myops_scar,C0+LGE+T2,False,0.8921220723917672,1,1,True,oof_scar_component_score
Case3023,CenterC,4,13,0.16291793313069908,False,45.131540910425436,41.324851944191856,,myops_edema,C0+LGE+T2,False,1.1531413612565444,1,7,True,baseline_nnunet501_fold0
Case3023,CenterC,5,2,0.6612691466083152,False,43.04554492373886,4.124789669313123,,myops_scar,C0+LGE+T2,False,1.3617571059431524,1,1,True,baseline_nnunet501_fold0
Case3023,CenterC,4,13,0.16291793313069908,False,45.131540910425436,41.324851944191856,,myops_edema,C0+LGE+T2,False,1.1531413612565444,1,7,True,oof_scar_component_score
Case3023,CenterC,5,2,0.6612691466083152,False,43.04554492373886,4.124789669313123,,myops_scar,C0+LGE+T2,False,1.3617571059431524,1,1,True,oof_scar_component_score
Case3026,CenterC,4,4,0.21919504643962848,False,19.38195023274489,17.325748731744103,,myops_edema,C0+LGE+T2,False,0.7669584245076586,0,2,True,baseline_nnunet501_fold0
Case3026,CenterC,5,1,0.8081740276862228,False,14.00000286102295,2.916266679763794,,myops_scar,C0+LGE+T2,False,0.7424764530209051,0,0,True,baseline_nnunet501_fold0
Case3026,CenterC,4,4,0.21919504643962848,False,19.38195023274489,17.325748731744103,,myops_edema,C0+LGE+T2,False,0.7669584245076586,0,2,True,oof_scar_component_score
Case3026,CenterC,5,1,0.8081740276862228,False,14.00000286102295,2.916266679763794,,myops_scar,C0+LGE+T2,False,0.7424764530209051,0,0,True,oof_scar_component_score
Case3034,CenterC,4,5,0.6546035125066525,False,46.051972757256905,9.135179190762985,,myops_edema,C0+LGE+T2,False,0.8439646712463199,0,1,True,baseline_nnunet501_fold0
Case3034,CenterC,5,1,0.8293831423638361,False,23.000001907348633,1.6302426341173635,,myops_scar,C0+LGE+T2,False,1.254423213021939,0,0,True,baseline_nnunet501_fold0
Case3034,CenterC,4,5,0.6546035125066525,False,46.051972757256905,9.135179190762985,,myops_edema,C0+LGE+T2,False,0.8439646712463199,0,1,True,oof_scar_component_score
Case3034,CenterC,5,1,0.8293831423638361,False,23.000001907348633,1.6302426341173635,,myops_scar,C0+LGE+T2,False,1.254423213021939,0,0,True,oof_scar_component_score
Case3038,CenterC,4,12,0.16778761061946904,False,31.8991645918857,28.21288893486063,,myops_edema,C0+LGE+T2,False,2.5646687697160884,0,8,True,baseline_nnunet501_fold0
Case3038,CenterC,5,1,0.75830144426614,False,17.39000904401091,8.297908510253126,,myops_scar,C0+LGE+T2,False,0.9027598355842631,0,0,True,baseline_nnunet501_fold0
Case3038,CenterC,4,12,0.16778761061946904,False,31.8991645918857,28.21288893486063,,myops_edema,C0+LGE+T2,False,2.5646687697160884,0,8,True,oof_scar_component_score
Case3038,CenterC,5,1,0.75830144426614,False,17.39000904401091,8.297908510253126,,myops_scar,C0+LGE+T2,False,0.9027598355842631,0,0,True,oof_scar_component_score
Case3040,CenterC,4,10,0.24913093858632676,False,41.876770963172945,24.13887469193756,,myops_edema,C0+LGE+T2,False,4.327160493827161,1,6,True,baseline_nnunet501_fold0
Case3040,CenterC,5,1,0.8691367757193535,False,5.103466689586639,1.458133339881897,,myops_scar,C0+LGE+T2,False,0.816034359341446,0,0,True,baseline_nnunet501_fold0
Case3040,CenterC,4,10,0.24913093858632676,False,41.876770963172945,24.13887469193756,,myops_edema,C0+LGE+T2,False,4.327160493827161,1,6,True,oof_scar_component_score
Case3040,CenterC,5,1,0.8691367757193535,False,5.103466689586639,1.458133339881897,,myops_scar,C0+LGE+T2,False,0.816034359341446,0,0,True,oof_scar_component_score
Case3044,CenterC,4,19,0.16612529002320187,False,37.410427755815064,22.61223504639135,,myops_edema,C0+LGE+T2,False,7.193916349809886,0,16,True,baseline_nnunet501_fold0
Case3044,CenterC,5,2,0.7844537386514332,False,31.08595284625757,4.89072790235209,,myops_scar,C0+LGE+T2,False,0.695727382805743,1,1,True,baseline_nnunet501_fold0
Case3044,CenterC,4,19,0.16612529002320187,False,37.410427755815064,22.61223504639135,,myops_edema,C0+LGE+T2,False,7.193916349809886,0,16,True,oof_scar_component_score
Case3044,CenterC,5,2,0.7844537386514332,False,31.08595284625757,4.89072790235209,,myops_scar,C0+LGE+T2,False,0.695727382805743,1,1,True,oof_scar_component_score
Case5005,CenterE,4,0,1.0,True,0.0,0.0,,myops_edema,C0+LGE,True,,0,0,False,baseline_nnunet501_fold0
Case5005,CenterE,5,1,0.5725747629467542,False,24.7608187370945,11.148974014770653,,myops_scar,C0+LGE,False,0.4728737690241719,0,0,False,baseline_nnunet501_fold0
Case5005,CenterE,4,0,1.0,True,0.0,0.0,,myops_edema,C0+LGE,True,,0,0,False,oof_scar_component_score
Case5005,CenterE,5,1,0.5725747629467542,False,24.7608187370945,11.148974014770653,,myops_scar,C0+LGE,False,0.4728737690241719,0,0,False,oof_scar_component_score
Case6001,CenterF,4,0,1.0,True,0.0,0.0,,myops_edema,C0+LGE,True,,0,0,False,baseline_nnunet501_fold0
Case6001,CenterF,5,14,0.44598337950138506,False,21.937410968480304,10.606601717798213,,myops_scar,C0+LGE,False,0.8163522012578617,0,9,False,baseline_nnunet501_fold0
Case6001,CenterF,4,0,1.0,True,0.0,0.0,,myops_edema,C0+LGE,True,,0,0,False,oof_scar_component_score
Case6001,CenterF,5,12,0.44490644490644493,False,21.937410968480304,10.606601717798213,,myops_scar,C0+LGE,False,0.8150943396226416,0,9,False,oof_scar_component_score
Case6010,CenterF,4,0,1.0,True,0.0,0.0,,myops_edema,C0+LGE,True,,0,0,False,baseline_nnunet501_fold0
Case6010,CenterF,5,9,0.49259110933119743,False,23.351927115336757,13.050383136138187,,myops_scar,C0+LGE,False,0.6016677357280308,0,3,False,baseline_nnunet501_fold0
Case6010,CenterF,4,0,1.0,True,0.0,0.0,,myops_edema,C0+LGE,True,,0,0,False,oof_scar_component_score
Case6010,CenterF,5,8,0.49278846153846156,False,23.351927115336757,13.50344570344384,,myops_scar,C0+LGE,False,0.6010262989095574,0,2,False,oof_scar_component_score
Case7005,CenterG,4,0,1.0,True,0.0,0.0,,myops_edema,C0+LGE,True,,0,0,False,baseline_nnunet501_fold0
Case7005,CenterG,5,7,0.0,True,,,,myops_scar,C0+LGE,False,inf,7,6,False,baseline_nnunet501_fold0
Case7005,CenterG,4,0,1.0,True,0.0,0.0,,myops_edema,C0+LGE,True,,0,0,False,oof_scar_component_score
Case7005,CenterG,5,6,0.0,True,,,,myops_scar,C0+LGE,False,inf,6,5,False,oof_scar_component_score
Case8003,CenterH,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,baseline_nnunet501_fold0
Case8003,CenterH,5,3,0.7172976649285876,False,20.5078125,8.754271418365223,,myops_scar,LGE-only,False,0.8643279797125951,0,0,False,baseline_nnunet501_fold0
Case8003,CenterH,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,oof_scar_component_score
Case8003,CenterH,5,3,0.7172976649285876,False,20.5078125,8.754271418365223,,myops_scar,LGE-only,False,0.8643279797125951,0,0,False,oof_scar_component_score
Case8011,CenterH,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,baseline_nnunet501_fold0
Case8011,CenterH,5,3,0.22406639004149378,False,36.11640252364568,31.32764229603699,,myops_scar,LGE-only,False,0.38904899135446686,0,1,False,baseline_nnunet501_fold0
Case8011,CenterH,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,oof_scar_component_score
Case8011,CenterH,5,1,0.2175732217573222,False,47.75552823485215,46.061230951985245,,myops_scar,LGE-only,False,0.37752161383285304,0,0,False,oof_scar_component_score
Case8015,CenterH,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,baseline_nnunet501_fold0
Case8015,CenterH,5,3,0.46925795053003533,False,34.587411908091646,20.046675576268406,,myops_scar,LGE-only,False,0.6320645905420992,0,0,False,baseline_nnunet501_fold0
Case8015,CenterH,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,oof_scar_component_score
Case8015,CenterH,5,3,0.46925795053003533,False,34.587411908091646,20.046675576268406,,myops_scar,LGE-only,False,0.6320645905420992,0,0,False,oof_scar_component_score
Case8019,CenterH,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,baseline_nnunet501_fold0
Case8019,CenterH,5,1,0.6588021778584392,False,11.729422223755313,11.25,,myops_scar,LGE-only,False,1.5217391304347827,0,0,False,baseline_nnunet501_fold0
Case8019,CenterH,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,oof_scar_component_score
Case8019,CenterH,5,1,0.6588021778584392,False,11.729422223755313,11.25,,myops_scar,LGE-only,False,1.5217391304347827,0,0,False,oof_scar_component_score
Case8021,CenterH,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,baseline_nnunet501_fold0
Case8021,CenterH,5,0,0.0,False,,,,myops_scar,LGE-only,True,0.0,0,0,False,baseline_nnunet501_fold0
Case8021,CenterH,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,oof_scar_component_score
Case8021,CenterH,5,0,0.0,False,,,,myops_scar,LGE-only,True,0.0,0,0,False,oof_scar_component_score
Case8022,CenterH,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,baseline_nnunet501_fold0
Case8022,CenterH,5,2,0.6748560460652591,False,14.273856555151143,10.093025488583056,,myops_scar,LGE-only,False,0.895924308588064,0,0,False,baseline_nnunet501_fold0
Case8022,CenterH,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,oof_scar_component_score
Case8022,CenterH,5,2,0.6748560460652591,False,14.273856555151143,10.093025488583056,,myops_scar,LGE-only,False,0.895924308588064,0,0,False,oof_scar_component_score
Case8023,CenterH,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,baseline_nnunet501_fold0
Case8023,CenterH,5,1,0.45514445007602633,False,43.89611673233143,32.0090827611819,,myops_scar,LGE-only,False,1.4327990135635018,0,0,False,baseline_nnunet501_fold0
Case8023,CenterH,4,0,1.0,True,0.0,0.0,,myops_edema,LGE-only,True,,0,0,False,oof_scar_component_score
Case8023,CenterH,5,1,0.45514445007602633,False,43.89611673233143,32.0090827611819,,myops_scar,LGE-only,False,1.4327990135635018,0,0,False,oof_scar_component_score
