step,summary_path,summary_sha256,case_count_total,edema_t2_case_count_total,care_scar_mean,nnunet_scar_mean,care_minus_nnunet_scar_mean,mosaic_scar_mean,care_minus_mosaic_scar_mean,care_pure_edema_mean,nnunet_pure_edema_mean,care_minus_nnunet_pure_edema_mean,mosaic_pure_edema_mean,care_minus_mosaic_pure_edema_mean,fold1_checkpoint,fold1_checkpoint_sha256,fold1_verified_receipt,fold1_verified_receipt_sha256,fold4_checkpoint,fold4_checkpoint_sha256,fold4_verified_receipt,fold4_verified_receipt_sha256
500,results/20260804_care_ase_r2_deadline_recovery_training_docker/outer_diagnostic_step00500_combined_summary.json,19d8f7d875cecc9b79af9e45bd2e662c6d71778d131b4aece1a6020fb946c3e9,88,32,0.5493523613265275,0.5672950704273927,-0.01794270910086515,,,0.39793975233739426,0.4037837314111505,-0.0058439790737562225,,,,,,,,,,
750,results/20260804_care_ase_r2_deadline_recovery_training_docker/outer_diagnostic_step00750_combined_summary.json,fab325e117a98ea8ce555a7881a42a567c04bc39c33f30ec70370ac66c108e9e,88,32,0.5460365391541839,0.567297580971736,-0.021261041817552062,,,0.39354962417077555,0.4038233261541466,-0.010273701983371075,,,results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_1/checkpoint_step00750.pt,4f46ae6942cf31fa363145d70e150575c91c1bb9ed7cffe66c72ea5345f074ad,results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_1/checkpoint_step00750.pt.verified.json,c2cde22ab93c4979ae878e9c23d826bca96274a9351c02cfbfc65b9799f45017,results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_4/checkpoint_step00750.pt,fe76b39e4a7714e5b3e1859028059d9eae422fe9535f948dd871dfff334a1dc8,results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_4/checkpoint_step00750.pt.verified.json,8e326fdaf12290b89b5a1501a3294544ae26bfdc3e46896e3b90aa6fc90bdb98
1000,results/20260804_care_ase_r2_deadline_recovery_training_docker/outer_diagnostic_step01000_combined_summary.json,09f663fea971232343e77d6c45e6fa487d96cf18fa476e68587f9664dba7854d,88,32,0.5473111158096436,0.567306122300379,-0.01999500649073538,,,0.39302528152469,0.403811460411804,-0.010786178887113973,,,results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_1/checkpoint_step01000.pt,da45409b867443758f72b4e6fa5822a38650f0202ddd2b42527e70b56d75ad80,results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_1/checkpoint_step01000.pt.verified.json,59a3596f48194572a9c4e03bd30d418e2cf2130396ead3957a68a7389451b04e,results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_4/checkpoint_step01000.pt,6487e0e5ec5c60fdd48cc9850541e72f329e9cb0b83df0c579736a95a47f8a4b,results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_4/checkpoint_step01000.pt.verified.json,ae47309284f42bbffe4d88f7a4e76c7f357e49a0a94cc2a833a8a17ed56fb65b
2000,results/20260804_care_ase_r2_deadline_recovery_training_docker/outer_diagnostic_step02000_combined_summary.json,69f44383d8078fc1273f8f9f85ea7a9f933db3d6f463319ccfec746e0017094f,88,32,0.5446764322023041,0.5672860575381435,-0.022609625335839434,0.7543350066891704,-0.2096585744868663,0.3916511916907439,0.40380640367320375,-0.012155211982459835,0.40575365342046227,-0.014102461729718352,/users/a/e/aereinh/CARE/results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_1/checkpoint_step02000.pt,623722949c469d04e13aaf2f9d4be3180890a616272d775ad380f18c29ec460d,results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_1/checkpoint_step02000.pt.verified.json,d4b91e5b9aa412f1b43e768445e7f650f91d3e139a1b3118a36e58f7faf1e08e,/users/a/e/aereinh/CARE/results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_4/checkpoint_step02000.pt,ce687262a4b770eac90827caf6e83d2afa734eff648d6dec72359789428c57d1,results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_4/checkpoint_step02000.pt.verified.json,1d928d098fd579499154cf4d288076e3dccd3e0956ef57884f5bf0e43359867b
3000,results/20260804_care_ase_r2_deadline_recovery_training_docker/outer_diagnostic_step03000_combined_summary.json,541ba09f5e6b02ed01565068302f67c487edee702b7f507f593d4b98cbc17b87,88,32,0.5171003750807373,0.5672769927603484,-0.050176617679611124,0.7543350066891704,-0.23723463160843317,0.4147367732778384,0.4038070870151049,0.010929686262733496,0.40575365342046227,0.008983119857376154,/users/a/e/aereinh/CARE/results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_1/checkpoint_step03000.pt,b2635cebfe57424e2d42c342990c795dd707ea5d265ef220cad415cf268b1864,results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_1/checkpoint_step03000.pt.verified.json,ab83a9d0cc81f8e72c156f7a0a35e9f85bf37816ce6e2217efce72dc937d1a9d,/users/a/e/aereinh/CARE/results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_4/checkpoint_step03000.pt,bd8cbd07e854dcd42820960609a5c2e69fd6ee174df15df54f53a37b4427b620,results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_4/checkpoint_step03000.pt.verified.json,39b09f564bd28dfbb7185693e025712c3629aafdfc9d2ccac0f4aeb233a09cfb
4000,results/20260804_care_ase_r2_deadline_recovery_training_docker/outer_diagnostic_step04000_combined_summary.json,2ea01429dca4661c5300ec92def6ded21c3b3868c758e96d94dc587b56d80bb0,88,32,0.52175458907357,0.5672989271416512,-0.045544338068081225,0.7543350066891704,-0.23258041761560044,0.40291227935751656,0.403783860450723,-0.0008715810932064527,0.40575365342046227,-0.002841374062945712,/users/a/e/aereinh/CARE/results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_1/checkpoint_step04000.pt,8cab6544cf75440fa6cd7f40f36e7ff40b9a1c83aef5c4cdfd6ed47514ba801b,results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_1/checkpoint_step04000.pt.verified.json,b5b1e281f36e48e548d0a61a255c1a13d80e898ddf50318881c435953a4d784f,/users/a/e/aereinh/CARE/results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_4/checkpoint_step04000.pt,cbef2455b957930ecf314d9e0063cd47cef9c873d5346f961761ddda02fe4681,results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_4/checkpoint_step04000.pt.verified.json,40db03b7af1e5207b401609cfdcf3d1dc482ed319ad0d7ee408acb9123f1b2bb
5000,results/20260804_care_ase_r2_deadline_recovery_training_docker/outer_diagnostic_step05000_combined_summary.json,13cbe0502b44b472b6937d12033370af80fe74230fbecb18ffef74bd38b8e2e0,88,32,0.5032947642984056,0.5672769927603484,-0.06398222846194279,0.7543350066891704,-0.25104024239076483,0.3878039869692044,0.4038070870151049,-0.016003100045900553,0.40575365342046227,-0.017949666451257895,/users/a/e/aereinh/CARE/results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_1/checkpoint_step05000.pt,53c0ca8abafb16dba18a172b48d091f222fc276bf7643c08df38b09cebad3cf3,results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_1/checkpoint_step05000.pt.verified.json,8b7fc667ee56d862204ac194cf863916e5ab54f9ed352c9547e18527e27ecd76,/users/a/e/aereinh/CARE/results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_4/checkpoint_step05000.pt,d6df8db2af5470344e5ad04756e92d3327208fe4fc23848c5f9dc1d1eb64ba47,results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_4/checkpoint_step05000.pt.verified.json,23d034cf12b5ce9846383c354e24e2a83feb19ac940be3453ae3472edc322275
6000,results/20260804_care_ase_r2_deadline_recovery_training_docker/outer_diagnostic_step06000_combined_summary.json,56a7feecb13e44522092e0b26f652c7b61096efca16d3f9d6887994e277f54e1,88,32,0.44131273207901506,0.5672958056096632,-0.12598307353064814,0.7543350066891704,-0.31302227461015536,0.4001748475859852,0.4037617976368098,-0.0035869500508246,0.40575365342046227,-0.005578805834477063,/users/a/e/aereinh/CARE/results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_1/checkpoint_step06000.pt,ce26fb1535190abe3c54eea3a60c86f34f304bf57f9a81f940648c1f20494207,results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_1/checkpoint_step06000.pt.verified.json,4942d4e8ee0df64c7e0532120144a09da9f73d985f083c97fccc7cec04f13f6e,/users/a/e/aereinh/CARE/results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_4/checkpoint_step06000.pt,dd22ee28fa0a0f102a8b9c5b918e6cb7eee4e8b81f4519a077fd78cc6c4b6080,results/20260804_care_ase_r2_formal_training_e9e212dd7856/runtime_deadline_e9e212dd7856/fold_4/checkpoint_step06000.pt.verified.json,c5c3c63a38e9922f343ad56038db41f22dbf6f263169312a2b812528a753a372
