direction,arm,intervention,case_id,dice,precision,recall,specificity,hd95_mm,hd_mm,surface_dice,lesion_recall,lesion_precision,predicted_component_count,gt_component_count,remote_fp_component_count_5mm,remote_fp_component_count_10mm,remote_fp_component_count_15mm,remote_fp_volume_mm3_5mm,remote_fp_volume_mm3_10mm,remote_fp_volume_mm3_15mm,prediction_volume_mm3,gt_volume_mm3,volume_ratio,empty_gt,empty_prediction,small_lesion_recall,small_lesion_hit_count,small_lesion_gt_count,blood_pool_adjacent_fp_count_5mm,blood_pool_adjacent_fp_volume_mm3_5mm,query_precision,matched_query_recall,duplicate_query_rate,no_object_false_activation,active_query_count
BC,QUERY,query_enabled,Case3033,0.7179039301310044,0.7802562885619364,0.6647796198948646,0.998918080211617,3.260485268234727,78.13918618253463,0.8116319444444444,1.0,0.2,5,1,3,3,3,261.51667423471446,261.51667423471446,261.51667423471446,26878.811346953335,31547.840750363357,0.8520016174686615,False,False,,0,0,10,5619.41926831179,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3034,0.5657179000632511,0.5025848505282086,0.6469907407407407,0.9979451724086702,46.000003814697266,115.00463151486316,0.7788586251621271,1.0,0.05555555555555555,18,1,8,8,8,1234.7633624119312,1234.7633624119312,1234.7633624119312,54390.71484525428,42250.9126781746,1.2873263888888888,False,False,,0,0,16,25245.40934040236,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3035,0.26980591791282216,0.18777679362267494,0.47909604519774013,0.9981258079515204,138.04813818096378,207.05134997958538,0.35952472211575315,1.0,0.14285714285714285,14,2,2,2,0,171.15530336844841,171.15530336844841,0.0,27604.905357568325,10819.460248648347,2.551412429378531,False,False,,0,0,5,17408.939428333608,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3036,0.7520595269731597,0.7146464646464646,0.7936062815479529,0.998313895885309,2.28515625,75.90098315420173,0.9340856170517643,1.0,0.4,5,1,2,2,2,194.95233945781365,194.95233945781365,194.95233945781365,32167.136010539252,28966.66843777348,1.1104879416713405,False,False,,0,0,12,8780.97828974569,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3037,0.6692640692640692,0.7537786445636275,0.6017905799922149,0.9989139201032313,5.877923408757633,83.35945662681087,0.7889847378898474,1.0,0.1,10,1,2,2,2,223.24604787188926,223.24604787188926,223.24604787188926,15262.588139508161,19117.30323276278,0.7983651226158038,False,False,,0,0,5,3274.2753687877084,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3038,0.6674132138857782,0.8717698683568991,0.5406713032960387,0.9989854843251542,3.3191634041012503,24.17526968930815,0.7840546697038724,1.0,0.5,2,1,0,0,0,0.0,0.0,0.0,31633.76213243464,51005.778338352684,0.6201995766555791,False,False,,0,0,3,3879.0303151181433,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3039,0.6704849179075983,0.6807960713362626,0.660481444332999,0.9986046269891127,63.95809200831067,119.26557830948302,0.8723087114938721,1.0,0.08333333333333333,12,2,6,6,6,3594.261072671786,3594.261072671786,3594.261072671786,47299.986701248774,48754.80665923498,0.9701604814443329,False,False,,0,0,15,11308.474463338103,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3040,0.8260869565217391,0.9199731002017485,0.7495890410958904,0.9997485180528112,1.6302426341173635,77.73368872245248,0.970947265625,1.0,0.1,10,1,4,4,4,244.50755596406708,244.50755596406708,244.50755596406708,36358.27357185678,44622.62896344224,0.8147945205479453,False,False,,0,0,7,2579.554715420908,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3041,0.6781871535702642,0.8699289000418235,0.555703980764093,0.9996415353352798,6.562500178813934,119.68827694401972,0.7699004975124378,1.0,0.11764705882352941,17,1,11,11,11,1504.1340718169945,1504.1340718169945,1504.1340718169945,29238.89890824744,45772.14496594319,0.6387924125033396,False,False,,0,0,6,1626.4213947289456,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3042,0.695632496039828,0.6697167755991286,0.7236346516007532,0.9977909547660588,3.7071186304092407,80.58017361947567,0.8475885663834014,1.0,0.14285714285714285,7,1,3,3,3,252.86618416492246,252.86618416492246,252.86618416492246,87049.18389877456,80563.16627494429,1.0805084745762712,False,False,,0,0,8,28068.146442306384,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3043,0.4045362220717671,0.5076465590484283,0.3362408553742262,0.9986963319573018,21.530931929470707,94.61027134114097,0.500261917234154,1.0,0.2857142857142857,7,1,2,2,2,36.67613339461006,36.67613339461006,36.67613339461006,28778.539336970694,43448.99269481472,0.6623522791221159,False,False,,0,0,8,14108.085979126672,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3044,0.7045707915273133,0.8924752874722615,0.5820286804367847,0.9994473035568556,3.260485268234727,98.07775982470406,0.7864920541494997,1.0,0.25,4,1,1,1,1,12.225379825860706,12.225379825860706,12.225379825860706,60601.20779679152,92925.11205636723,0.6521510327588474,False,False,,0,0,10,6161.591432233796,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3045,0.7226578073089701,0.6961085509472607,0.7513125172699641,0.9988152049036743,2.96875,100.81190485817046,0.8212239284895714,1.0,0.09090909090909091,11,1,9,8,7,1532.9940795898438,1444.3084716796875,1266.937255859375,49486.56921386719,45850.45928955078,1.079303675048356,False,False,,0,0,6,13480.21240234375,1.0,1.0,0.0,0,1
CB,DENSE,query_enabled,Case2001,0.5666069295101553,0.4161913119789381,0.8872778297474275,0.9964275261726333,20.3055414738623,34.676324917234595,0.6141663000439948,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,80399.2919921875,37712.5244140625,2.1318989710009353,False,False,,0,0,4,46884.8876953125,,,,,
CB,DENSE,query_enabled,Case2002,0.46387246078683464,0.4489795918367347,0.4797872340425532,0.9985136151243353,28.13281141523186,35.6373333914029,0.49198868991517436,1.0,1.0,1,2,0,0,0,0.0,0.0,0.0,35437.07275390625,33161.62109375,1.0686170212765957,False,False,,0,0,1,19526.55029296875,,,,,
CB,DENSE,query_enabled,Case2003,0.6562947799385875,0.7165847116674117,0.6053625377643505,0.9990849284541065,7.967217989988726,25.0,0.6184615384615385,1.0,0.5,2,1,0,0,0,0.0,0.0,0.0,54614.2578125,64648.4375,0.8447885196374623,False,False,,0,0,2,13427.734375,,,,,
CB,DENSE,query_enabled,Case2004,0.5451731936674206,0.5611369762313159,0.5300925925925926,0.9975079312072133,20.0,33.355990021471406,0.6632292696708575,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,71985.41259765625,76201.171875,0.944675925925926,False,False,,0,0,2,31044.921875,,,,,
CB,DENSE,query_enabled,Case2005,0.7448459321658168,0.7378129117259552,0.7520143240823635,0.9990894754341387,10.0,20.04509077211924,0.8282442748091603,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,41114.970703125,40338.53515625,1.0192479856759176,False,False,,0,0,2,7294.8828125,,,,,
CB,DENSE,query_enabled,Case2006,0.6694776294214102,0.7141429285357321,0.6300705467372134,0.9992440701798901,10.0,152.81325488693912,0.7697503671071954,1.0,0.6666666666666666,3,1,1,1,1,35.694580078125,35.694580078125,35.694580078125,35712.42736816406,40477.65380859375,0.8822751322751323,False,False,,0,0,7,10119.413452148438,,,,,
CB,DENSE,query_enabled,Case2007,0.2904552129221733,0.4059934318555008,0.226108824874257,0.9972553214896757,30.156205699681685,42.09222875870751,0.3213358070500928,1.0,0.6666666666666666,3,1,0,0,0,0.0,0.0,0.0,76389.32634492719,137162.11553066975,0.5569272976680385,False,False,,0,0,4,45375.76158502038,,,,,
CB,DENSE,query_enabled,Case2008,0.7321878579610538,0.6627955205309001,0.8178096212896623,0.9985037434021158,4.199900017411129,11.347504974249846,0.7991467016737774,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,42528.01513671875,34466.9189453125,1.2338792221084953,False,False,,0,0,3,14287.7197265625,,,,,
CB,DENSE,query_enabled,Case2009,0.2073699421965318,0.2989583333333333,0.15873893805309736,0.9986758224460884,44.555946620525376,51.81389944581714,0.30880529144274493,1.0,0.5,4,1,0,0,0,0.0,0.0,0.0,16933.59375,31891.6015625,0.5309734513274337,False,False,,0,0,2,10354.18701171875,,,,,
CB,DENSE,query_enabled,Case2010,0.5780900670712232,0.49453551912568305,0.6956187548039969,0.9978226020964223,15.46875,26.71875,0.5213513513513514,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,72377.9296875,51455.56640625,1.406610299769408,False,False,,0,0,2,36584.47265625,,,,,
CB,DENSE,query_enabled,Case2011,0.6307349665924277,0.5992382564536606,0.6657263751763046,0.9985503053237625,18.731472628018622,39.14131003810586,0.5922512107483205,1.0,0.5,2,1,0,0,0,0.0,0.0,0.0,148200.31047049502,133399.0945284566,1.1109543958627173,False,False,,0,0,1,58013.24045078625,,,,,
CB,DENSE,query_enabled,Case2012,0.33530106257378983,0.3497536945812808,0.3219954648526077,0.9975806229895802,217.78370894550798,234.10524352606785,0.38961038961038963,1.0,0.25,4,1,3,3,3,250.8680668142108,250.8680668142108,250.8680668142108,1273.1554390821198,1382.910218313337,0.9206349206349206,False,False,,0,0,0,0.0,,,,,
CB,DENSE,query_enabled,Case2013,0.6424098466853811,0.8195592286501377,0.5282315340909091,0.9995130343240173,16.035578208613686,80.76027804833139,0.48716026241799437,1.0,0.5,2,1,0,0,0,0.0,0.0,0.0,113831.38531694816,176611.11903720442,0.64453125,False,False,,0,0,1,20477.105953709957,,,,,
CB,DENSE,query_enabled,Case2014,0.6928664555783199,0.5746061167747915,0.8724202626641651,0.9981537298143808,10.104466091058526,21.272185469147008,0.6708189769414259,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,67984.60647583008,44777.00988769531,1.5182926829268293,False,False,,0,0,2,28920.235748291016,,,,,
CB,DENSE,query_enabled,Case2015,0.7314329541096766,0.7515103756238508,0.7124003984063745,0.9987695333331599,5.890625,11.215415862932396,0.689333592383913,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,82563.03451538086,87095.65185546875,0.9479581673306773,False,False,,0,0,4,20038.939819335938,,,,,
CB,DENSE,query_enabled,Case2016,0.7064429663456766,0.5828009828009828,0.8966733870967742,0.9976807123045178,61.9718665245267,79.29300678200542,0.6702290076335878,1.0,0.14285714285714285,7,1,3,3,2,219.50955846243446,219.50955846243446,156.79254175888175,191443.69348759463,124430.56113984856,1.5385584677419355,False,False,,0,0,4,79713.32823021548,,,,,
CB,DENSE,query_enabled,Case2017,0.44971300224606936,0.34102952308856926,0.6600732600732601,0.9967341962108422,21.89732069014935,48.665012633498,0.36719615810860734,1.0,0.25,4,1,1,1,1,1160.264809015725,1160.264809015725,1160.264809015725,165698.35813078625,85608.72780034944,1.9355311355311355,False,False,,0,0,4,109127.6090641817,,,,,
CB,DENSE,query_enabled,Case2018,0.5963202386872203,0.6487773209262064,0.5517114464482885,0.9987971594286248,9.536229559954574,31.379247318024973,0.5351914414414415,1.0,0.5,2,1,0,0,0,0.0,0.0,0.0,144907.66709355853,170402.13438355268,0.8503864556496137,False,False,,0,0,1,50675.34949647058,,,,,
CB,DENSE,query_enabled,Case2019,0.7996788438378162,0.7438386855862584,0.8645833333333334,0.9992050579635579,30.67190996428669,43.74454347136067,0.8410560344827587,1.0,0.3333333333333333,3,1,0,0,0,0.0,0.0,0.0,41989.042683028536,36125.00162124635,1.162326388888889,False,False,,0,0,4,6992.947362446126,,,,,
CB,DENSE,query_enabled,Case2020,0.5543071161048689,0.9226932668329177,0.3961456102783726,0.9998789818863211,21.21729514718693,119.2726554257018,0.4991905018888289,1.0,0.5,2,1,1,1,1,752.6042004426324,752.6042004426324,752.6042004426324,25149.523698124634,58577.693601118226,0.42933618843683086,False,False,,0,0,0,0.0,,,,,
CB,DENSE,query_enabled,Case2021,0.7954637505062778,0.8667255075022066,0.7350299401197605,0.9996203110934537,5.953125,20.0,0.7752634841909486,1.0,0.5,2,1,0,0,0,0.0,0.0,0.0,50191.471252441406,59184.29443359375,0.8480538922155688,False,False,,0,0,3,6644.9432373046875,,,,,
CB,DENSE,query_enabled,Case2022,0.5736434108527132,0.5184099055066796,0.6420500403551251,0.9981564774000095,14.679316411954122,22.59725954437873,0.5511435033928123,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,62388.23318481445,50374.07684326172,1.238498789346247,False,False,,0,0,2,30004.898071289062,,,,,
CB,DENSE,query_enabled,Case2023,0.5761476803497693,0.776686313032089,0.45791505791505793,0.9993472559866772,18.64112268824292,29.18154382482188,0.6642262895174709,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,26934.99755859375,45685.4248046875,0.5895752895752896,False,False,,0,0,2,211.669921875,,,,,
CB,DENSE,query_enabled,Case2024,0.565036259836445,0.4177503992699065,0.8727359389895138,0.9966812922153415,21.246553029256297,33.50023320814349,0.5931992535766121,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,79142.255859375,37882.83203125,2.0891325071496665,False,False,,0,0,5,46080.546875,,,,,
CB,DENSE,query_enabled,Case2025,0.6576409495548962,0.5689987163029525,0.7789982425307557,0.9982866751035905,20.0,21.16138606646328,0.694893173527879,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,59583.22998046875,43520.99853515625,1.3690685413005272,False,False,,0,0,2,24456.659545898438,,,,,
CB,DENSE,query_enabled,Case2026,0.5693335079219589,0.5621929144039307,0.576657824933687,0.9966142031478111,11.660898871870899,21.580540460389308,0.5655769230769231,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,131455.341796875,128157.91015625,1.0257294429708224,False,False,,0,0,2,55648.408203125,,,,,
CB,DENSE,query_enabled,Case2027,0.3626135871916919,0.2597644141351519,0.6002865329512894,0.9953231858739845,20.32777901607709,27.237135904232385,0.47715026940730393,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,89419.89990234375,38695.0341796875,2.310888252148997,False,False,,0,0,2,66191.7919921875,,,,,
CB,DENSE,query_enabled,Case2028,0.610098906819365,0.5618408437200384,0.6674259681093394,0.9985053539073385,10.0,25.08603360500121,0.6547277936962751,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,36795.2880859375,30974.365234375,1.1879271070615034,False,False,,0,0,1,14181.884765625,,,,,
CB,DENSE,query_enabled,Case2029,0.6839850026780931,0.554735013032146,0.8917597765363129,0.9986576179200805,40.0,41.47223515874808,0.6794610044916293,1.0,0.2,5,1,0,0,0,0.0,0.0,0.0,40605.3466796875,25259.27734375,1.6075418994413408,False,False,,0,0,5,17903.74755859375,,,,,
CB,DENSE,query_enabled,Case2030,0.7333547764554519,0.6246575342465753,0.8878504672897196,0.998158780333086,15.992742799958517,30.315016809176026,0.7727476467951592,1.0,0.5,2,1,0,0,0,0.0,0.0,0.0,32191.46728515625,22648.681640625,1.4213395638629283,False,False,,0,0,2,11659.48486328125,,,,,
CB,DENSE,query_enabled,Case2031,0.7027966503397061,0.6478298863967376,0.7679558011049724,0.9980830944468404,34.016598274673896,52.786195975559565,0.6686197916666666,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,107653.75917164821,90814.24018674431,1.18542817679558,False,False,,0,0,3,32706.924210902733,,,,,
CB,DENSE,query_enabled,Case2032,0.5761689291101055,0.4436701509872242,0.821505376344086,0.9988484109754368,12.26503407215062,21.938871596188864,0.5537555228276878,0.5,0.3333333333333333,3,2,0,0,0,0.0,0.0,0.0,35005.714416503906,18905.52520751953,1.8516129032258064,False,False,,0,0,1,19413.738250732422,,,,,
CB,DENSE,query_enabled,Case2033,0.7407867494824016,0.6601476014760148,0.8438679245283018,0.998744752766723,10.0,30.0,0.7860199714693296,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,47802.1240234375,37395.01953125,1.278301886792453,False,False,,0,0,6,16245.66650390625,,,,,
CB,DENSE,query_enabled,Case2034,0.6617146394305169,0.5647120972002113,0.7989536621823617,0.9984852161508313,9.296875,40.0,0.7325800376647834,1.0,0.2,5,1,0,0,0,0.0,0.0,0.0,33390.93017578125,23601.1962890625,1.4147982062780269,False,False,,0,0,3,1834.47265625,,,,,
CB,DENSE,query_enabled,Case2035,0.6698782961460447,0.8622715404699739,0.5476782752902156,0.9997473441197038,7.48046875,15.40322790624227,0.6045262754123514,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,34290.70251464844,53987.71179199219,0.6351575456053068,False,False,,0,0,1,3469.359588623047,,,,,
CB,QUERY,query_enabled,Case2001,0.6033875565990273,0.47032679738562094,0.8414405986903648,0.997280033079953,20.565284053548226,32.30834792593278,0.6719663315407997,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,67469.78759765625,37712.5244140625,1.7890551917680075,False,False,,0,0,4,35331.23779296875,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2002,0.45258841619682216,0.43669634025717113,0.4696808510638298,0.9984706482625275,21.50565380115701,40.285616641713766,0.4955993930197269,1.0,1.0,2,2,0,0,0,0.0,0.0,0.0,35666.3818359375,33161.62109375,1.075531914893617,False,False,,0,0,2,20073.3642578125,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2003,0.6009429918559794,0.6947472745292369,0.5294561933534743,0.9991109084033589,9.504316453590969,25.0,0.5955504848830576,1.0,0.5,2,1,0,0,0,0.0,0.0,0.0,49267.578125,64648.4375,0.7620845921450151,False,False,,0,0,2,14355.46875,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2004,0.483152233563824,0.45940304738050514,0.5094907407407407,0.9963961707574999,20.73611757937404,35.84039189805617,0.5898747812037162,1.0,1.0,2,1,0,0,0,0.0,0.0,0.0,84509.21630859375,76201.171875,1.1090277777777777,False,False,,0,0,4,45420.83740234375,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2005,0.7847978697651901,0.8545071164997364,0.7256042972247091,0.9995790539695516,3.800698948877693,20.04509077211924,0.8879026955950032,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,34253.447265625,40338.53515625,0.8491495076096688,False,False,,0,0,5,4622.5,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2006,0.6509683098591549,0.6498242530755711,0.6521164021164021,0.9989467201632386,10.088841806862979,20.397611650268182,0.7335219236209335,1.0,1.0,2,1,0,0,0,0.0,0.0,0.0,40620.43212890625,40477.65380859375,1.0035273368606703,False,False,,0,0,4,14206.44287109375,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2007,0.2716049382716049,0.35802469135802467,0.2187928669410151,0.9967450806332298,29.45604134103931,44.969729396160375,0.3132962497757043,1.0,0.5,2,1,0,0,0,0.0,0.0,0.0,83821.29282429819,137162.11553066975,0.6111111111111112,False,False,,0,0,4,53811.200331648215,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2008,0.7224669603524229,0.634184068058778,0.8393039918116684,0.9982589683375173,5.475999659023455,25.059012382025355,0.7608903020667727,1.0,0.5,2,1,0,0,0,0.0,0.0,0.0,45614.8681640625,34466.9189453125,1.323439099283521,False,False,,0,0,5,16580.810546875,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2009,0.16673314718787396,0.2989985693848355,0.11559734513274336,0.9990358885565874,43.908543645606436,53.125,0.2677200902934537,1.0,0.6666666666666666,3,1,0,0,0,0.0,0.0,0.0,12329.77294921875,31891.6015625,0.3866150442477876,False,False,,0,0,4,8360.9619140625,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2010,0.5748563703954038,0.5129674306393245,0.653727901614143,0.9980991904787686,14.340992381979706,25.351532405606175,0.5543508479288296,1.0,0.5,2,1,1,1,0,39.55078125,39.55078125,0.0,65575.1953125,51455.56640625,1.2744043043812452,False,False,,0,0,2,31818.603515625,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2011,0.6096109839816933,0.5938475256353098,0.6262341325811002,0.9986054151530599,16.799600446617386,37.62998366459323,0.6083937663940749,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,140674.26846606872,133399.0945284566,1.0545369064409968,False,False,,0,0,1,55034.1821573675,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2012,0.3605051664753157,0.36511627906976746,0.35600907029478457,0.9974981442278613,222.5445127451324,318.10496789636454,0.41561423650975887,1.0,0.16666666666666666,6,1,5,5,5,341.8077410343622,341.8077410343622,341.8077410343622,1348.415859126383,1382.910218313337,0.9750566893424036,False,False,,0,0,0,0.0,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2013,0.6178600160901045,0.8758553274682307,0.4772727272727273,0.999716742102978,17.44068608203905,85.73264915381242,0.4886255018160964,1.0,0.3333333333333333,3,1,0,0,0,0.0,0.0,0.0,96239.26213160162,176611.11903720442,0.5449218749999999,False,False,,0,0,5,11477.214056750145,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2014,0.6415536581282437,0.4988284300963291,0.8986866791744841,0.9974189759569231,11.683975096167039,21.272185469147008,0.6251837334639883,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,80670.02578735352,44777.00988769531,1.801594746716698,False,False,,0,0,1,40429.52346801758,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2015,0.6914159176761756,0.724938541382136,0.6608565737051793,0.998690190345129,6.24795132439051,11.215415862932396,0.6581866870696251,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,79396.70852661133,87095.65185546875,0.9116035856573705,False,False,,0,0,4,21210.04669189453,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2016,0.7183807439824945,0.6347641144624904,0.8273689516129032,0.9982798843907477,55.445305709922295,74.45927931825595,0.7133700998658519,1.0,0.3333333333333333,3,1,0,0,0,0.0,0.0,0.0,162186.20519538727,124430.56113984856,1.3034274193548385,False,False,,0,0,7,58671.769126173545,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2017,0.4340009103322713,0.3147903598547375,0.6985347985347985,0.9961067341962109,34.90490390576096,56.792619260737126,0.33411606843341163,1.0,0.5,2,1,0,0,0,0.0,0.0,0.0,189969.84359506113,85608.72780034944,2.2190476190476187,False,False,,0,0,3,130012.37562646475,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2018,0.5820356811384965,0.6619751348815388,0.5193227824806772,0.9989320435838869,9.536229559954574,28.33333396911621,0.5348568122649696,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,133681.32110362258,170402.13438355268,0.7845049687154951,False,False,,0,0,1,44999.45948479907,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2019,0.75564681724846,0.7170693686671863,0.7986111111111112,0.999158705658226,30.46674674980246,44.736885306229546,0.7802666666666667,1.0,0.5,2,1,0,0,0,0.0,0.0,0.0,40232.966215329056,36125.00162124635,1.113715277777778,False,False,,0,0,2,3825.738018916715,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2020,0.4543593941874744,0.9652173913043478,0.29710920770877947,0.9999609618988132,12.769661053811767,17.708333730697632,0.4021164021164021,1.0,1.0,3,1,0,0,0,0.0,0.0,0.0,18031.1423022714,58577.693601118226,0.3078158458244111,False,False,,0,0,3,125.4340334071054,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2021,0.7727731771359322,0.8394032470381746,0.7159431137724551,0.9995398472192188,7.588775135464262,20.055298080036145,0.7432351172579675,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,50479.41879272461,59184.29443359375,0.8529191616766467,False,False,,0,0,3,7331.587371826172,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2022,0.5616323799966549,0.4795772636389603,0.6775625504439063,0.9977274031277519,17.4150859109324,32.94041867145857,0.5758181363977017,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,71170.1545715332,50374.07684326172,1.4128329297820823,False,False,,0,0,4,29029.129028320312,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2023,0.5131646876613319,0.7741433021806854,0.3837837837837838,0.9994448804578779,19.94398587626326,30.191648589158724,0.6322074377345616,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,22648.681640625,45685.4248046875,0.4957528957528958,False,False,,0,0,1,35.2783203125,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2024,0.5612676056338028,0.44500279173646007,0.7597712106768351,0.9974147370392237,21.246553029256297,34.87348787044393,0.6150532759011562,1.0,0.5,2,1,0,0,0,0.0,0.0,0.0,64678.88671875,37882.83203125,1.707340324118208,False,False,,0,0,4,35896.6015625,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2025,0.6498422712933754,0.5894134477825465,0.7240773286467487,0.9985354452858688,20.0,21.16138606646328,0.7243623112961999,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,53464.28466796875,43520.99853515625,1.2284710017574691,False,False,,0,0,1,21856.107788085938,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2026,0.5587510271158587,0.5775764439411099,0.5411140583554377,0.9970161790292582,11.215093415237343,20.613751667576185,0.548804780876494,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,120067.3046875,128157.91015625,0.9368700265251989,False,False,,0,0,4,49631.4453125,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2027,0.39371624938635247,0.2994772218073189,0.5744985673352435,0.9963259198909526,20.0,25.00887537767842,0.5295780774249674,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,74230.15869140625,38695.0341796875,1.9183381088825215,False,False,,0,0,4,51944.47998046875,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2028,0.5877366487708392,0.5832865956253506,0.592255125284738,0.9987849868196417,10.0,26.78628161601569,0.6882183908045977,1.0,0.5,2,1,0,0,0,0.0,0.0,0.0,31450.62255859375,30974.365234375,1.015375854214123,False,False,,0,0,1,12523.8037109375,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2029,0.5744324970131421,0.43661460225208865,0.8393854748603352,0.9979687467258974,40.0,42.66719468107934,0.617904761904762,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,48560.60791015625,25259.27734375,1.922486033519553,False,False,,0,0,2,27252.50244140625,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2030,0.6905861456483127,0.6348791639451339,0.7570093457943925,0.9984974572353214,15.809265047057849,28.5160530789786,0.7296260786193672,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,27005.55419921875,22648.681640625,1.192367601246106,False,False,,0,0,2,9331.11572265625,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2031,0.6897762176393155,0.5983252981476782,0.8142265193370166,0.9974901062939192,36.185587492833584,52.786195975559565,0.6580183861082738,1.0,0.5,2,1,0,0,0,0.0,0.0,0.0,123583.8814143506,90814.24018674431,1.3608425414364642,False,False,,0,0,5,44466.36484281886,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2032,0.623608017817372,0.532319391634981,0.7526881720430108,0.9992607231209746,11.511977882432932,22.35195196106431,0.6584158415841584,0.5,1.0,1,2,0,0,0,0.0,0.0,0.0,26732.006072998047,18905.52520751953,1.413978494623656,False,False,,0,0,2,12461.383819580078,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2033,0.7236897274633124,0.6513207547169811,0.8141509433962264,0.9987406640135201,10.087810268617517,30.029384209730726,0.7541220711599653,1.0,0.5,2,1,0,0,0,0.0,0.0,0.0,46743.7744140625,37395.01953125,1.25,False,False,,0,0,6,16069.27490234375,1.0,1.0,0.0,0,1
CB,QUERY,query_enabled,Case2034,0.606391696257853,0.47783039173482567,0.8295964125560538,0.9977701058142698,20.088002191140113,40.022042876590206,0.6496022137668627,1.0,0.5,2,1,0,0,0,0.0,0.0,0.0,40975.76904296875,23601.1962890625,1.7361733931240657,False,False,,0,0,3,20831.84814453125,1.0,1.0,0.0,0,1
