direction,train_center,test_center,case_id,target,context,probe_model,valid_voxels,positive_voxels,AUROC,AUPRC,prevalence,AUPRC_lift
CenterB->CenterC,CenterB,CenterC,Case3007,scar,DEPLOYABLE_CONTEXT,raw,16914,5536,0.8611177437037503,0.7688789305720245,0.32730282606125105,2.349136241274426
CenterB->CenterC,CenterB,CenterC,Case3008,scar,DEPLOYABLE_CONTEXT,raw,14943,5314,0.7932144432749315,0.6006652408532297,0.3556180151241384,1.6890742743827272
CenterB->CenterC,CenterB,CenterC,Case3009,scar,DEPLOYABLE_CONTEXT,raw,12255,828,0.9624265818434092,0.7335961125352772,0.06756425948592411,10.857754056907998
CenterB->CenterC,CenterB,CenterC,Case3010,scar,DEPLOYABLE_CONTEXT,raw,8053,387,0.9844870231385134,0.7414012994066845,0.04805662486030051,15.42766063080628
CenterB->CenterC,CenterB,CenterC,Case3011,scar,DEPLOYABLE_CONTEXT,raw,9568,3873,0.7892639141740607,0.7718784732392975,0.4047867892976589,1.9068766413513034
CenterB->CenterC,CenterB,CenterC,Case3012,scar,DEPLOYABLE_CONTEXT,raw,10676,2229,0.9376295751255699,0.8133752916845227,0.20878606219557888,3.8957355827832947
CenterB->CenterC,CenterB,CenterC,Case3013,scar,DEPLOYABLE_CONTEXT,raw,13877,4140,0.9161394928156408,0.8444344483367766,0.2983353750810694,2.830487159316292
CenterB->CenterC,CenterB,CenterC,Case3014,scar,DEPLOYABLE_CONTEXT,raw,11874,2933,0.8942314303263127,0.7376235493877678,0.24701027454943575,2.9862059411627526
CenterB->CenterC,CenterB,CenterC,Case3015,scar,DEPLOYABLE_CONTEXT,raw,18808,3658,0.8966629134209211,0.7278050022929614,0.19449170565716717,3.7420876115708084
CenterB->CenterC,CenterB,CenterC,Case3016,scar,DEPLOYABLE_CONTEXT,raw,8469,1780,0.9622860607974522,0.8906448154620324,0.21017829731963633,4.23756794502694
CenterB->CenterC,CenterB,CenterC,Case3017,scar,DEPLOYABLE_CONTEXT,raw,15105,3283,0.9703917326215604,0.911742116337476,0.21734524991724594,4.194902426828381
CenterB->CenterC,CenterB,CenterC,Case3018,scar,DEPLOYABLE_CONTEXT,raw,10826,1801,0.956352841834561,0.8180452582098224,0.16635876593386292,4.917355894158544
CenterB->CenterC,CenterB,CenterC,Case3019,scar,DEPLOYABLE_CONTEXT,raw,15660,3145,0.9267358025695079,0.8220812295430074,0.2008301404853129,4.093415597660889
CenterB->CenterC,CenterB,CenterC,Case3020,scar,DEPLOYABLE_CONTEXT,raw,14932,4987,0.8777958942622361,0.8166066960086397,0.3339807125636218,2.4450714226591153
CenterB->CenterC,CenterB,CenterC,Case3021,scar,DEPLOYABLE_CONTEXT,raw,9312,2778,0.9740017492815451,0.9593820846868324,0.29832474226804123,3.2158984782591014
CenterB->CenterC,CenterB,CenterC,Case3022,scar,DEPLOYABLE_CONTEXT,raw,14744,3769,0.8970744794332859,0.8702671974768237,0.25562940857297883,3.4044095408857227
CenterB->CenterC,CenterB,CenterC,Case3023,scar,DEPLOYABLE_CONTEXT,raw,12015,2535,0.9296191296532096,0.8184584152061046,0.21098626716604243,3.879202311124792
CenterB->CenterC,CenterB,CenterC,Case3024,scar,DEPLOYABLE_CONTEXT,raw,9536,2648,0.9838421432606644,0.9495382950622461,0.27768456375838924,3.4194853405262764
CenterB->CenterC,CenterB,CenterC,Case3025,scar,DEPLOYABLE_CONTEXT,raw,13561,6661,0.8218984615183775,0.8333390359269182,0.4911879654892707,1.6965786918187866
CenterB->CenterC,CenterB,CenterC,Case3026,scar,DEPLOYABLE_CONTEXT,raw,10763,3348,0.9748352293737628,0.9436718417039426,0.311065688005203,3.033673844760912
CenterB->CenterC,CenterB,CenterC,Case3027,scar,DEPLOYABLE_CONTEXT,raw,13038,670,0.8787023807225194,0.2594724692953016,0.05138824973155392,5.049256798018122
CenterB->CenterC,CenterB,CenterC,Case3028,scar,DEPLOYABLE_CONTEXT,raw,12658,4486,0.936006107214723,0.8722751781503753,0.3544003792068257,2.4612704424938587
CenterB->CenterC,CenterB,CenterC,Case3029,scar,DEPLOYABLE_CONTEXT,raw,7053,1847,0.9724217673123408,0.94187785910599,0.261874379696583,3.5966781484973187
CenterB->CenterC,CenterB,CenterC,Case3030,scar,DEPLOYABLE_CONTEXT,raw,14300,8144,0.8456333451575346,0.8856464821102754,0.5695104895104895,1.5551012640197615
CenterB->CenterC,CenterB,CenterC,Case3031,scar,DEPLOYABLE_CONTEXT,raw,13942,3089,0.9427198581878666,0.9028756219593786,0.22156075168555445,4.075070223812773
CenterB->CenterC,CenterB,CenterC,Case3032,scar,DEPLOYABLE_CONTEXT,raw,11270,0,,,0.0,
CenterB->CenterC,CenterB,CenterC,Case3033,scar,DEPLOYABLE_CONTEXT,raw,15060,4946,0.916067265842265,0.8369858876820222,0.32841965471447543,2.5485255698526594
CenterB->CenterC,CenterB,CenterC,Case3034,scar,DEPLOYABLE_CONTEXT,raw,15027,3456,0.9738258731519092,0.9114753406071914,0.2299860251547215,3.9631770669283175
CenterB->CenterC,CenterB,CenterC,Case3035,scar,DEPLOYABLE_CONTEXT,raw,11622,885,0.8083673910744251,0.20584794761460845,0.07614868353123387,2.703237115454214
CenterB->CenterC,CenterB,CenterC,Case3036,scar,DEPLOYABLE_CONTEXT,raw,11465,3566,0.9749232759607999,0.9579162092732696,0.31103358046227647,3.079783886516555
CenterB->CenterC,CenterB,CenterC,Case3037,scar,DEPLOYABLE_CONTEXT,raw,8240,2569,0.9896823341443588,0.973314357369358,0.3117718446601942,3.1218802276074387
CenterB->CenterC,CenterB,CenterC,Case3038,scar,DEPLOYABLE_CONTEXT,raw,14892,6614,0.6651747890236711,0.6603184373169213,0.4441310770883696,1.4867647669373438
CenterB->CenterC,CenterB,CenterC,Case3039,scar,DEPLOYABLE_CONTEXT,raw,12504,3988,0.973301568632624,0.9522707369896959,0.31893793985924507,2.985755590601594
CenterB->CenterC,CenterB,CenterC,Case3040,scar,DEPLOYABLE_CONTEXT,raw,13683,3650,0.9655883802629405,0.9350838673023373,0.26675436673244174,3.505411659259693
CenterB->CenterC,CenterB,CenterC,Case3041,scar,DEPLOYABLE_CONTEXT,raw,15717,3743,0.9573349568824893,0.9140745455795581,0.23814977412992303,3.8382339387854434
CenterB->CenterC,CenterB,CenterC,Case3042,scar,DEPLOYABLE_CONTEXT,raw,14279,6372,0.9691995999317553,0.9591480671320727,0.446249737376567,2.1493526758598347
CenterB->CenterC,CenterB,CenterC,Case3043,scar,DEPLOYABLE_CONTEXT,raw,13114,3554,0.7292640386340573,0.681435882722208,0.27100808296477047,2.514448555435857
CenterB->CenterC,CenterB,CenterC,Case3044,scar,DEPLOYABLE_CONTEXT,raw,16278,7601,0.868959121235587,0.8678196072136578,0.466949256665438,1.8584880366035945
CenterB->CenterC,CenterB,CenterC,Case3045,scar,DEPLOYABLE_CONTEXT,raw,14075,3619,0.945657990123959,0.9206044927524444,0.25712255772646536,3.580411228375423
CenterC->CenterB,CenterC,CenterB,Case2001,scar,DEPLOYABLE_CONTEXT,raw,8042,2138,0.8294517708975032,0.5737544274773273,0.26585426510818205,2.15815393160555
CenterC->CenterB,CenterC,CenterB,Case2002,scar,DEPLOYABLE_CONTEXT,raw,5028,1880,0.9455581389061614,0.903444645008235,0.3739061256961018,2.41623386973479
CenterC->CenterB,CenterC,CenterB,Case2003,scar,DEPLOYABLE_CONTEXT,raw,7734,2648,0.7901882188294863,0.690846656012535,0.34238427721748127,2.01775228006078
CenterC->CenterB,CenterC,CenterB,Case2004,scar,DEPLOYABLE_CONTEXT,raw,11142,4320,0.8760825542634396,0.7786366986866793,0.3877221324717286,2.0082338186960604
CenterC->CenterB,CenterC,CenterB,Case2005,scar,DEPLOYABLE_CONTEXT,raw,7662,2234,0.8223502393834418,0.55939098054984,0.2915687809971287,1.918555816012925
CenterC->CenterB,CenterC,CenterB,Case2006,scar,DEPLOYABLE_CONTEXT,raw,6190,2268,0.9114631252996033,0.8512279972287206,0.3663974151857835,2.323236906016658
CenterC->CenterB,CenterC,CenterB,Case2007,scar,DEPLOYABLE_CONTEXT,raw,7332,4374,0.6015849696389601,0.7237546975290308,0.5965630114566285,1.2132074627990064
CenterC->CenterB,CenterC,CenterB,Case2008,scar,DEPLOYABLE_CONTEXT,raw,4820,1954,0.6248866997466502,0.5123140453705182,0.4053941908713693,1.2637429368914521
CenterC->CenterB,CenterC,CenterB,Case2009,scar,DEPLOYABLE_CONTEXT,raw,3770,1808,0.5890289392258216,0.4946480992287834,0.47957559681697615,1.03142883522816
CenterC->CenterB,CenterC,CenterB,Case2010,scar,DEPLOYABLE_CONTEXT,raw,10676,2602,0.8456888120016671,0.5105466168321924,0.24372424128887224,2.094771591583584
CenterC->CenterB,CenterC,CenterB,Case2011,scar,DEPLOYABLE_CONTEXT,raw,12472,4254,0.7566444843460002,0.5580594342456011,0.34108402822322004,1.6361347587943433
CenterC->CenterB,CenterC,CenterB,Case2012,scar,DEPLOYABLE_CONTEXT,raw,1186,441,0.9520187493341855,0.918632838201544,0.3718381112984823,2.47051824514066
CenterC->CenterB,CenterC,CenterB,Case2013,scar,DEPLOYABLE_CONTEXT,raw,29470,5632,0.8517559220762877,0.5555818596710029,0.19110960298608753,2.907137323242979
CenterC->CenterB,CenterC,CenterB,Case2014,scar,DEPLOYABLE_CONTEXT,raw,8760,2132,0.8519957970110317,0.5780241948128488,0.24337899543378996,2.374996222589379
CenterC->CenterB,CenterC,CenterB,Case2015,scar,DEPLOYABLE_CONTEXT,raw,10182,4016,0.7792133444813027,0.6590311018450545,0.39442152818699666,1.6708801491499863
CenterC->CenterB,CenterC,CenterB,Case2016,scar,DEPLOYABLE_CONTEXT,raw,11674,3968,0.8142594689517175,0.5705823942512096,0.3399006338872709,1.6786741105062049
CenterC->CenterB,CenterC,CenterB,Case2017,scar,DEPLOYABLE_CONTEXT,raw,13702,2730,0.7601998560438225,0.35517039065561673,0.19924098671726756,1.7826171035762859
CenterC->CenterB,CenterC,CenterB,Case2018,scar,DEPLOYABLE_CONTEXT,raw,21074,5434,0.8484369043259877,0.5733698189449792,0.2578532789218943,2.223628186316984
CenterC->CenterB,CenterC,CenterB,Case2019,scar,DEPLOYABLE_CONTEXT,raw,5962,1152,0.8614265708015708,0.5115366067556595,0.19322375041932238,2.6473795568378833
CenterC->CenterB,CenterC,CenterB,Case2020,scar,DEPLOYABLE_CONTEXT,raw,5604,1868,0.7993777769626161,0.5463930870461451,0.3333333333333333,1.6391792611384353
CenterC->CenterB,CenterC,CenterB,Case2021,scar,DEPLOYABLE_CONTEXT,raw,12820,2672,0.9004163529464523,0.6281466489225812,0.20842433697347895,3.0137874398156774
CenterC->CenterB,CenterC,CenterB,Case2022,scar,DEPLOYABLE_CONTEXT,raw,11866,2478,0.8707673113513963,0.4999043101206113,0.20883195685150852,2.3938113575024915
CenterC->CenterB,CenterC,CenterB,Case2023,scar,DEPLOYABLE_CONTEXT,raw,10252,2590,0.8403382686859586,0.5596603110450306,0.25263363246195863,2.215304057464731
CenterC->CenterB,CenterC,CenterB,Case2024,scar,DEPLOYABLE_CONTEXT,raw,8884,2098,0.8867982840238847,0.669296235466197,0.23615488518685276,2.834140970391656
CenterC->CenterB,CenterC,CenterB,Case2025,scar,DEPLOYABLE_CONTEXT,raw,8646,2276,0.8766091051805336,0.6097558400094985,0.2632431182049503,2.316322053041355
CenterC->CenterB,CenterC,CenterB,Case2026,scar,DEPLOYABLE_CONTEXT,raw,8026,3770,0.6594186892961847,0.6448121100139073,0.4697233989534014,1.3727485397802706
CenterC->CenterB,CenterC,CenterB,Case2027,scar,DEPLOYABLE_CONTEXT,raw,9854,2094,0.9374814147441388,0.7889152154769383,0.2125025370407956,3.7124978669101005
CenterC->CenterB,CenterC,CenterB,Case2028,scar,DEPLOYABLE_CONTEXT,raw,8902,1756,0.8045458631459561,0.38048928586863434,0.19725904291170523,1.928881334170036
CenterC->CenterB,CenterC,CenterB,Case2029,scar,DEPLOYABLE_CONTEXT,raw,9174,1432,0.9249872638398405,0.6567332536570947,0.15609330717244385,4.207312059392589
CenterC->CenterB,CenterC,CenterB,Case2030,scar,DEPLOYABLE_CONTEXT,raw,5336,1284,0.8506633392071298,0.48991195376908314,0.24062968515742128,2.035958088249087
CenterC->CenterB,CenterC,CenterB,Case2031,scar,DEPLOYABLE_CONTEXT,raw,9708,2896,0.8680432321253038,0.686806607931076,0.29831067161104247,2.3023199412275153
CenterC->CenterB,CenterC,CenterB,Case2032,scar,DEPLOYABLE_CONTEXT,raw,8798,930,0.8911114026600194,0.3937806630575367,0.10570584223687202,3.7252497565378575
CenterC->CenterB,CenterC,CenterB,Case2033,scar,DEPLOYABLE_CONTEXT,raw,13188,2120,0.7878381327096303,0.5409324629892598,0.16075219896875947,3.3650081707086597
CenterC->CenterB,CenterC,CenterB,Case2034,scar,DEPLOYABLE_CONTEXT,raw,8494,1338,0.9056712629330046,0.7103353220381168,0.15752295738168118,4.509408240203112
CenterC->CenterB,CenterC,CenterB,Case2035,scar,DEPLOYABLE_CONTEXT,raw,8420,2412,0.7956936356831024,0.5792877278612569,0.2864608076009501,2.0222233286035585
CenterB->CenterC,CenterB,CenterC,Case3001,scar,DEPLOYABLE_CONTEXT,rank_composite,8908,2036,0.8410948674728005,0.6016171164599655,0.22855859901212394,2.6322226293837785
CenterB->CenterC,CenterB,CenterC,Case3002,scar,DEPLOYABLE_CONTEXT,rank_composite,10358,3521,0.6576404005188037,0.4504731811825789,0.3399304885112956,1.3251920507495463
CenterB->CenterC,CenterB,CenterC,Case3003,scar,DEPLOYABLE_CONTEXT,rank_composite,5734,411,0.839675228419296,0.20514426552864526,0.07167771189396582,2.8620370280809047
CenterB->CenterC,CenterB,CenterC,Case3004,scar,DEPLOYABLE_CONTEXT,rank_composite,11060,1451,0.8639364270473803,0.5560638660686249,0.13119349005424955,4.2385019701716
CenterB->CenterC,CenterB,CenterC,Case3005,scar,DEPLOYABLE_CONTEXT,rank_composite,11453,1265,0.8468275472500393,0.3912321577268338,0.11045141011088798,3.5421200809845277
CenterB->CenterC,CenterB,CenterC,Case3006,scar,DEPLOYABLE_CONTEXT,rank_composite,10913,1328,0.5186596149857646,0.12075605379722025,0.1216897278475213,0.9923274210008017
CenterB->CenterC,CenterB,CenterC,Case3007,scar,DEPLOYABLE_CONTEXT,rank_composite,16914,5536,0.8926207577090766,0.8009046023205719,0.32730282606125105,2.446983461642007
CenterB->CenterC,CenterB,CenterC,Case3008,scar,DEPLOYABLE_CONTEXT,rank_composite,14943,5314,0.6733630643818289,0.45831824593134096,0.3556180151241384,1.2887936674730953
CenterB->CenterC,CenterB,CenterC,Case3009,scar,DEPLOYABLE_CONTEXT,rank_composite,12255,828,0.944402907936073,0.4634689170008133,0.06756425948592411,6.859675818653342
CenterB->CenterC,CenterB,CenterC,Case3010,scar,DEPLOYABLE_CONTEXT,rank_composite,8053,387,0.5340707078674183,0.1334220266090794,0.04805662486030051,2.776350336648363
CenterB->CenterC,CenterB,CenterC,Case3011,scar,DEPLOYABLE_CONTEXT,rank_composite,9568,3873,0.9192001445363515,0.8639526835306607,0.4047867892976589,2.1343401177437027
CenterB->CenterC,CenterB,CenterC,Case3012,scar,DEPLOYABLE_CONTEXT,rank_composite,10676,2229,0.882203407699331,0.65152959731242,0.20878606219557888,3.120560781026198
CenterB->CenterC,CenterB,CenterC,Case3013,scar,DEPLOYABLE_CONTEXT,rank_composite,13877,4140,0.84444241026931,0.6638128325820933,0.2983353750810694,2.2250557192612823
CenterB->CenterC,CenterB,CenterC,Case3014,scar,DEPLOYABLE_CONTEXT,rank_composite,11874,2933,0.8957145019288282,0.7042095480125113,0.24701027454943575,2.8509322103990997
CenterB->CenterC,CenterB,CenterC,Case3015,scar,DEPLOYABLE_CONTEXT,rank_composite,18808,3658,0.9437984470945728,0.7888212077418363,0.19449170565716717,4.055808987208436
CenterB->CenterC,CenterB,CenterC,Case3016,scar,DEPLOYABLE_CONTEXT,rank_composite,8469,1780,0.8502376868949693,0.5798225360386189,0.21017829731963633,2.7587174481522827
CenterB->CenterC,CenterB,CenterC,Case3017,scar,DEPLOYABLE_CONTEXT,rank_composite,15105,3283,0.7906985911901758,0.480037975606726,0.21734524991724594,2.2086425895643
CenterB->CenterC,CenterB,CenterC,Case3018,scar,DEPLOYABLE_CONTEXT,rank_composite,10826,1801,0.6190548494911261,0.22814438483578453,0.16635876593386292,1.3713998391072755
CenterB->CenterC,CenterB,CenterC,Case3019,scar,DEPLOYABLE_CONTEXT,rank_composite,15660,3145,0.8808154284810532,0.6312847275838277,0.2008301404853129,3.1433764177941947
CenterB->CenterC,CenterB,CenterC,Case3020,scar,DEPLOYABLE_CONTEXT,rank_composite,14932,4987,0.8892762207380215,0.7972993546820475,0.3339807125636218,2.3872616731727154
CenterB->CenterC,CenterB,CenterC,Case3021,scar,DEPLOYABLE_CONTEXT,rank_composite,9312,2778,0.8236852346578114,0.7062136742235007,0.29832474226804123,2.367264843185471
CenterB->CenterC,CenterB,CenterC,Case3022,scar,DEPLOYABLE_CONTEXT,rank_composite,14744,3769,0.660552317763121,0.567812606336731,0.25562940857297883,2.2212335016791624
CenterB->CenterC,CenterB,CenterC,Case3023,scar,DEPLOYABLE_CONTEXT,rank_composite,12015,2535,0.9180994349154039,0.7199959229038121,0.21098626716604243,3.4125250547097843
CenterB->CenterC,CenterB,CenterC,Case3024,scar,DEPLOYABLE_CONTEXT,rank_composite,9536,2648,0.8113944826327849,0.6605152424415036,0.27768456375838924,2.3786530785204603
CenterB->CenterC,CenterB,CenterC,Case3025,scar,DEPLOYABLE_CONTEXT,rank_composite,13561,6661,0.7729853201308068,0.7701174832141202,0.4911879654892707,1.567867165570738
CenterB->CenterC,CenterB,CenterC,Case3026,scar,DEPLOYABLE_CONTEXT,rank_composite,10763,3348,0.9606798998768198,0.920999010363323,0.311065688005203,2.960786245083765
CenterB->CenterC,CenterB,CenterC,Case3027,scar,DEPLOYABLE_CONTEXT,rank_composite,13038,670,0.944454514297851,0.5676246008434181,0.05138824973155392,11.045805292233561
CenterB->CenterC,CenterB,CenterC,Case3028,scar,DEPLOYABLE_CONTEXT,rank_composite,12658,4486,0.6125055892602405,0.5015043187827238,0.3544003792068257,1.4150783921426033
CenterB->CenterC,CenterB,CenterC,Case3029,scar,DEPLOYABLE_CONTEXT,rank_composite,7053,1847,0.7596747620140102,0.4556423839042906,0.261874379696583,1.739927305726563
CenterB->CenterC,CenterB,CenterC,Case3030,scar,DEPLOYABLE_CONTEXT,rank_composite,14300,8144,0.9029276946094407,0.8908181098943516,0.5695104895104895,1.5641820937486772
CenterB->CenterC,CenterB,CenterC,Case3031,scar,DEPLOYABLE_CONTEXT,rank_composite,13942,3089,0.9535386769190212,0.8894852076787434,0.22156075168555445,4.014633462433487
CenterB->CenterC,CenterB,CenterC,Case3032,scar,DEPLOYABLE_CONTEXT,rank_composite,11270,0,,,0.0,
CenterB->CenterC,CenterB,CenterC,Case3033,scar,DEPLOYABLE_CONTEXT,rank_composite,15060,4946,0.8334665764590182,0.7145723973070607,0.32841965471447543,2.1757905991597926
CenterB->CenterC,CenterB,CenterC,Case3034,scar,DEPLOYABLE_CONTEXT,rank_composite,15027,3456,0.40097707451099013,0.1877064178362219,0.2299860251547215,0.8161644504701697
CenterB->CenterC,CenterB,CenterC,Case3035,scar,DEPLOYABLE_CONTEXT,rank_composite,11622,885,0.8578325437830745,0.3293451490026732,0.07614868353123387,4.325027482157139
CenterB->CenterC,CenterB,CenterC,Case3036,scar,DEPLOYABLE_CONTEXT,rank_composite,11465,3566,0.8731393759278757,0.8135534851442281,0.31103358046227647,2.6156451786815973
CenterB->CenterC,CenterB,CenterC,Case3037,scar,DEPLOYABLE_CONTEXT,rank_composite,8240,2569,0.9963587938854808,0.9919401458170466,0.3117718446601942,3.181621954664252
CenterB->CenterC,CenterB,CenterC,Case3038,scar,DEPLOYABLE_CONTEXT,rank_composite,14892,6614,0.6268853734305313,0.6234089441979207,0.4441310770883696,1.4036598120646258
CenterB->CenterC,CenterB,CenterC,Case3039,scar,DEPLOYABLE_CONTEXT,rank_composite,12504,3988,0.5012470773051894,0.3882262236582811,0.31893793985924507,1.217246915903497
CenterB->CenterC,CenterB,CenterC,Case3040,scar,DEPLOYABLE_CONTEXT,rank_composite,13683,3650,0.615002792155749,0.45862800620822275,0.26675436673244174,1.7192895914923594
CenterB->CenterC,CenterB,CenterC,Case3041,scar,DEPLOYABLE_CONTEXT,rank_composite,15717,3743,0.7324290125265174,0.5666260222649286,0.23814977412992303,2.3792843152385474
CenterB->CenterC,CenterB,CenterC,Case3042,scar,DEPLOYABLE_CONTEXT,rank_composite,14279,6372,0.8753024110875874,0.8578194477719426,0.446249737376567,1.9222856080878168
CenterB->CenterC,CenterB,CenterC,Case3043,scar,DEPLOYABLE_CONTEXT,rank_composite,13114,3554,0.851646503556603,0.7404791922114373,0.27100808296477047,2.7323140480193553
CenterB->CenterC,CenterB,CenterC,Case3044,scar,DEPLOYABLE_CONTEXT,rank_composite,16278,7601,0.7322094196221398,0.7425458053231409,0.466949256665438,1.5902066332127465
CenterB->CenterC,CenterB,CenterC,Case3045,scar,DEPLOYABLE_CONTEXT,rank_composite,14075,3619,0.8915364332553283,0.8618305639441108,0.25712255772646536,3.3518279048116497
CenterC->CenterB,CenterC,CenterB,Case2001,scar,DEPLOYABLE_CONTEXT,rank_composite,8042,2138,0.9203110383536015,0.8125534708650737,0.26585426510818205,3.0563868160415915
CenterC->CenterB,CenterC,CenterB,Case2002,scar,DEPLOYABLE_CONTEXT,rank_composite,5028,1880,0.9508909743437238,0.923182896126941,0.3739061256961018,2.469023192407585
CenterC->CenterB,CenterC,CenterB,Case2003,scar,DEPLOYABLE_CONTEXT,rank_composite,7734,2648,0.8748141483106876,0.8426804738415228,0.34238427721748127,2.461212531982756
CenterC->CenterB,CenterC,CenterB,Case2004,scar,DEPLOYABLE_CONTEXT,rank_composite,11142,4320,0.9200995621464326,0.8323081345440975,0.3877221324717286,2.1466613970116515
CenterC->CenterB,CenterC,CenterB,Case2005,scar,DEPLOYABLE_CONTEXT,rank_composite,7662,2234,0.9320602281746098,0.8523121872940401,0.2915687809971287,2.923194260987885
CenterC->CenterB,CenterC,CenterB,Case2006,scar,DEPLOYABLE_CONTEXT,rank_composite,6190,2268,0.9389389389389389,0.894969317047443,0.3663974151857835,2.4426190795959752
CenterC->CenterB,CenterC,CenterB,Case2007,scar,DEPLOYABLE_CONTEXT,rank_composite,7332,4374,0.6767258769550107,0.7645459105567309,0.5965630114566285,1.2815845030182786
CenterC->CenterB,CenterC,CenterB,Case2008,scar,DEPLOYABLE_CONTEXT,rank_composite,4820,1954,0.8533564374186184,0.8301813136163784,0.4053941908713693,2.047837221919623
CenterC->CenterB,CenterC,CenterB,Case2009,scar,DEPLOYABLE_CONTEXT,rank_composite,3770,1808,0.685283100141629,0.5830812563761671,0.47957559681697615,1.215827619766676
CenterC->CenterB,CenterC,CenterB,Case2010,scar,DEPLOYABLE_CONTEXT,rank_composite,10676,2602,0.9274253032622721,0.8247841725318876,0.24372424128887224,3.384087558013233
CenterC->CenterB,CenterC,CenterB,Case2011,scar,DEPLOYABLE_CONTEXT,rank_composite,12472,4254,0.8721964170294592,0.7947589693075012,0.34108402822322004,2.330097288482171
CenterC->CenterB,CenterC,CenterB,Case2012,scar,DEPLOYABLE_CONTEXT,rank_composite,1186,441,0.8296306442039904,0.7398302534235616,0.3718381112984823,1.9896568720189205
CenterC->CenterB,CenterC,CenterB,Case2013,scar,DEPLOYABLE_CONTEXT,rank_composite,29470,5632,0.8229068123302936,0.6289581688154109,0.19110960298608753,3.2910861567809233
CenterC->CenterB,CenterC,CenterB,Case2014,scar,DEPLOYABLE_CONTEXT,rank_composite,8760,2132,0.9550660481826488,0.9071045108959211,0.24337899543378996,3.7271273524616646
CenterC->CenterB,CenterC,CenterB,Case2015,scar,DEPLOYABLE_CONTEXT,rank_composite,10182,4016,0.9199077029539966,0.8933303548118954,0.39442152818699666,2.2649127671052587
CenterC->CenterB,CenterC,CenterB,Case2016,scar,DEPLOYABLE_CONTEXT,rank_composite,11674,3968,0.8618637655618162,0.7289109307960729,0.3399006338872709,2.1444824108148577
CenterC->CenterB,CenterC,CenterB,Case2017,scar,DEPLOYABLE_CONTEXT,rank_composite,13702,2730,0.7912214775138582,0.6134806023033289,0.19924098671726756,3.0790883563224223
CenterC->CenterB,CenterC,CenterB,Case2018,scar,DEPLOYABLE_CONTEXT,rank_composite,21074,5434,0.8834753263293444,0.8077689891282382,0.2578532789218943,3.1326690608922507
CenterC->CenterB,CenterC,CenterB,Case2019,scar,DEPLOYABLE_CONTEXT,rank_composite,5962,1152,0.9755396021021021,0.9373122879646175,0.19322375041932238,4.850916545872439
CenterC->CenterB,CenterC,CenterB,Case2020,scar,DEPLOYABLE_CONTEXT,rank_composite,5604,1868,0.9280428517715246,0.8416150078600254,0.3333333333333333,2.5248450235800766
CenterC->CenterB,CenterC,CenterB,Case2021,scar,DEPLOYABLE_CONTEXT,rank_composite,12820,2672,0.9504106809046471,0.9067197949360579,0.20842433697347895,4.350354704745607
CenterC->CenterB,CenterC,CenterB,Case2022,scar,DEPLOYABLE_CONTEXT,rank_composite,11866,2478,0.9285629603570646,0.7350521864746649,0.20883195685150852,3.5198261681631853
CenterC->CenterB,CenterC,CenterB,Case2023,scar,DEPLOYABLE_CONTEXT,rank_composite,10252,2590,0.9287902792601304,0.8445870749756577,0.25263363246195863,3.343129997162333
CenterC->CenterB,CenterC,CenterB,Case2024,scar,DEPLOYABLE_CONTEXT,rank_composite,8884,2098,0.9483507372465657,0.8722998798299011,0.23615488518685276,3.693761740900306
CenterC->CenterB,CenterC,CenterB,Case2025,scar,DEPLOYABLE_CONTEXT,rank_composite,8646,2276,0.9652707385509295,0.9151494278478776,0.2632431182049503,3.476441982940575
CenterC->CenterB,CenterC,CenterB,Case2026,scar,DEPLOYABLE_CONTEXT,rank_composite,8026,3770,0.7949397075247802,0.822431163482221,0.4697233989534014,1.750883957057906
CenterC->CenterB,CenterC,CenterB,Case2027,scar,DEPLOYABLE_CONTEXT,rank_composite,9854,2094,0.9586291589125533,0.7900799882062743,0.2125025370407956,3.7179790849019234
CenterC->CenterB,CenterC,CenterB,Case2028,scar,DEPLOYABLE_CONTEXT,rank_composite,8902,1756,0.905085407067815,0.6987170514078405,0.19725904291170523,3.542129380200795
CenterC->CenterB,CenterC,CenterB,Case2029,scar,DEPLOYABLE_CONTEXT,rank_composite,9174,1432,0.9641901028850831,0.8594934202944613,0.15609330717244385,5.506279774987003
CenterC->CenterB,CenterC,CenterB,Case2030,scar,DEPLOYABLE_CONTEXT,rank_composite,5336,1284,0.8992991807437886,0.6564315780939526,0.24062968515742128,2.7279742217362393
CenterC->CenterB,CenterC,CenterB,Case2031,scar,DEPLOYABLE_CONTEXT,rank_composite,9708,2896,0.9376400072345519,0.8788806751728995,0.29831067161104247,2.9461925395644015
CenterC->CenterB,CenterC,CenterB,Case2032,scar,DEPLOYABLE_CONTEXT,rank_composite,8798,930,0.9483410411575949,0.8009959736270923,0.10570584223687202,7.577594167710923
CenterC->CenterB,CenterC,CenterB,Case2033,scar,DEPLOYABLE_CONTEXT,rank_composite,13188,2120,0.9110433955445241,0.783065575298468,0.16075219896875947,4.871258871243489
CenterC->CenterB,CenterC,CenterB,Case2034,scar,DEPLOYABLE_CONTEXT,rank_composite,8494,1338,0.963464340710253,0.8758745541327813,0.15752295738168118,5.560297804786132
CenterC->CenterB,CenterC,CenterB,Case2035,scar,DEPLOYABLE_CONTEXT,rank_composite,8420,2412,0.9081521073063444,0.872907745348376,0.2864608076009501,3.04721526361249
