status,selected_checkpoint_reload,optimizer_counter_preserved,scheduler_counter_preserved,epoch_step_counter_preserved,temporal_memory_preserved,event_ledger_preserved
EVIDENCE_NOT_FOUND,False,False,False,False,False,False
