status,pretrained_fingerprint,random_fingerprint,fingerprints_differ,formal_training_credit
PASS_ZERO_CREDIT_PREFLIGHT,396527245b1fd756e91fe3795a728531734825d18dd4aff1d44ccad5985c5efd,2661b7dacdd8aa6b214c4614fe87f7d4911d47a67c234cba391731bd7b9179eb,True,0
