phase,design,variant,runtime_summary,slurm_job_id,slurm_state,slurm_exit_code,slurm_log_path,status,actual_optimizer_steps,required_optimizer_steps,train_loop_seconds,required_train_loop_seconds,validation_event_count,required_validation_events,eval_cases,required_eval_cases,stop_reason
d1_spatial_br2,D1_SPATIAL_BR2_PROPREF,m10_d1_spatial_br2_propref,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/summary.json,58775065,COMPLETED,0:0,logs/M10D1MyoPS_58775065_<timestamp>.log,TERMINAL_RUNTIME_EVIDENCE,31778,25000,9000.150148481014,9000,19,15,44,44,max_steps_min_train_loop_seconds_satisfied
