phase,status,first_loss,last_loss,median_first_window,median_last_window,loss_decrease,last_five_cv
d1_spatial_br2,REQUIRES_REVIEW,4.220096588134766,0.4198766350746155,1.4861408472061157,0.46127672493457794,1.0248641222715378,0.3479605537313863
