variant,model_variant,step,stage,loss,evidence_loss,final_loss,scar_proposal_loss,edema_proposal_loss,proposal_margin_loss,scar_component_ranking_loss,edema_component_ranking_loss,component_proposal_ranking_loss,roi_cover_loss,roi_remote_loss,semantic_retrieval_loss,baseline_preservation_loss,baseline_preserve_voxels,baseline_preserve_gate_mean,proposal_weight,refine_weight,edema_supervised_batch_fraction,anchor_present_batch_fraction,component_present_batch_fraction,baseline_gate_mean,baseline_residual_abs_mean,baseline_gate_status,local_refinement_status,anatomy_roi_prior_status,encoder_profile,encoder_scale_channels,p_union_mean,p_lv_mean,p_rv_mean,union_distance_mean,lv_distance_mean,rv_distance_mean,scar_anatomy_soft_gate_mean,edema_anatomy_soft_gate_mean,empty_union_fallback_fraction,prototype_source_scar,prototype_source_edema,batch_cases,elapsed_seconds
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,450,evidence_warmup,1.0651865005493164,1.0651763677597046,1.0559921264648438,0.5014087557792664,-0.0,0.23764465749263763,-0.0,-0.0,-0.0,0.2515004873275757,0.0021058127749711275,0.0031834105029702187,0.00010183682752540335,78670.0,0.00040611482108943164,0.0,0.0,0.0,1.0,0.5,8.452669862890616e-05,0.0003379556583240628,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.19431760907173157,0.07188635319471359,0.04601157084107399,0.6947059035301208,0.8603629469871521,0.9160282015800476,0.15689006447792053,0.0,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case7006,Case7006",161.27014613698702
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,500,evidence_warmup,1.6833018064498901,1.6832832098007202,1.7029114961624146,0.3503789007663727,0.0940256342291832,0.24663512408733368,0.6055057048797607,11.589812278747559,6.097659111022949,0.31552958488464355,0.0030394999776035547,0.0031080946791917086,0.00018554599955677986,54342.0,0.0007380094029940665,0.0,0.0,0.5,0.5,0.5,0.0001165620778920129,0.00046581754577346146,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.3032735288143158,0.10999573767185211,0.07467727363109589,0.5341871380805969,0.791551947593689,0.8388820290565491,0.22975946962833405,0.09513531625270844,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case2001,Case2001",178.1526616809424
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,550,evidence_warmup,1.346940040588379,1.3469122648239136,1.5506960153579712,0.3983946144580841,0.13687583804130554,0.2794552445411682,1.3625819683074951,13.063203811645508,7.212893009185791,0.30295035243034363,0.004172144923359156,0.0032974490895867348,0.0002778660273179412,52145.0,0.0010984104592353106,0.0,0.0,0.5,0.5,0.5,0.00013469885743688792,0.0005375149194151163,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.4312359094619751,0.12575167417526245,0.12307516485452652,0.355295866727829,0.7487004399299622,0.711584746837616,0.32808825373649597,0.1651391237974167,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case2001,Case3001",195.1931111359736
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,600,evidence_warmup,1.3627760410308838,1.3627495765686035,1.5650997161865234,0.3972470164299011,0.4362649917602539,0.27007806301116943,1.2037417888641357,8.68509292602539,4.944417476654053,0.4536471962928772,0.0042380779050290585,0.003431790042668581,0.00026467436691746116,51990.0,0.0010464513907209039,0.0,0.0,1.0,0.5,0.5,0.0001476341567467898,0.0005892636836506426,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.3629564344882965,0.1273847222328186,0.11086814850568771,0.4013981223106384,0.7505980730056763,0.7155041098594666,0.2940029203891754,0.28465816378593445,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case2001,Case2004",212.4057240569964
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,600,evidence_warmup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.64625983999576
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,650,evidence_warmup,1.1366180181503296,1.1365982294082642,1.435537338256836,0.37684378027915955,0.13443021476268768,0.29221826791763306,1.2670183181762695,15.261323928833008,8.264171600341797,0.29889726638793945,0.0033160236198455095,0.003278068732470274,0.00019845653150696307,52015.0,0.000786344229709357,0.0,0.0,0.5,0.5,0.5,9.742412657942623e-05,0.0003887609636876732,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.3705712854862213,0.13353028893470764,0.10895327478647232,0.43179160356521606,0.7553228735923767,0.7442847490310669,0.2894313931465149,0.15160462260246277,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case2001,Case2001",230.51409999694442
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,700,evidence_warmup,1.2054070234298706,1.2053760290145874,1.3627113103866577,0.45669952034950256,0.3899047374725342,0.36694175004959106,2.8324620723724365,6.243661403656006,4.538061618804932,0.4013010859489441,0.001431305892765522,0.002639237092807889,0.0003094003477599472,38949.0,0.0012284588301554322,0.0,0.0,0.5,0.5,0.5,0.00010212813504040241,0.0004072228039149195,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.3086576759815216,0.08369337022304535,0.0824412927031517,0.5482720136642456,0.846021294593811,0.8317248225212097,0.24326741695404053,0.19370706379413605,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case3008,Case3001",247.3148905779817
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,750,evidence_warmup,0.8003160357475281,0.8003126382827759,0.7943757772445679,0.5017623901367188,-0.0,0.24505092203617096,-0.0,-0.0,-0.0,0.2508777678012848,0.001731606782414019,0.0026840788777917624,3.392250437173061e-05,63744.0,0.00013564997061621398,0.0,0.0,0.0,0.5,0.0,3.352035491843708e-05,0.00013404908531811088,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.162695050239563,0.06766314804553986,0.038857776671648026,0.7101468443870544,0.8629026412963867,0.9054432511329651,0.13212020695209503,0.0,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case8028,Case3001",264.3758217939758
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,800,evidence_warmup,1.7731417417526245,1.7731339931488037,1.801651954650879,0.508151650428772,0.3364624083042145,0.30951428413391113,1.9196977615356445,9.233510971069336,5.57660436630249,0.42437586188316345,0.0024612601846456528,0.0018032966181635857,7.75515436544083e-05,103774.0,0.0003053257241845131,0.0,0.0,0.5,0.5,0.5,6.729987944709137e-05,0.0002680853067431599,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.2723754048347473,0.10315997898578644,0.051917172968387604,0.5471280217170715,0.7819690108299255,0.8546744585037231,0.2275453805923462,0.1274239420890808,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case1004,Case3008",281.5196249409928
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,850,evidence_warmup,1.1065177917480469,1.1065112352371216,1.2350640296936035,0.3499682545661926,0.23216955363750458,0.28861677646636963,1.1638975143432617,0.0,0.5819487571716309,0.3805725574493408,0.002468705642968416,0.0017433578614145517,6.497238791780546e-05,71257.0,0.0002545984461903572,0.0,0.0,0.5,0.5,0.5,5.654121923726052e-05,0.0002255932631669566,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.36164799332618713,0.1089518666267395,0.09734883904457092,0.41782018542289734,0.7621277570724487,0.7636890411376953,0.2845343053340912,0.1644708812236786,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case3032,Case1028",298.74434537498746
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,900,evidence_warmup,0.9528734087944031,0.9528669714927673,1.4545010328292847,0.21090763807296753,0.12361779808998108,0.2707558274269104,0.62343430519104,16.39495086669922,8.50919246673584,0.24253401160240173,0.0019104487728327513,0.002542646834626794,6.428788037737831e-05,114586.0,0.0002526079479139298,0.0,0.0,0.5,1.0,1.0,5.3791933169122785e-05,0.0002141833392670378,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.25730812549591064,0.12061972171068192,0.047215815633535385,0.5870288610458374,0.7736632823944092,0.8958727121353149,0.2240981012582779,0.12306459248065948,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case1028,Case2001",316.3282063129591
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,900,evidence_warmup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.6406857149559
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,950,evidence_warmup,0.835784375667572,0.8357756733894348,1.20037841796875,0.434684157371521,0.15578541159629822,0.27979427576065063,1.0519920587539673,14.033758163452148,7.542875289916992,0.32154661417007446,0.0024408798199146986,0.003303157165646553,8.712554699741304e-05,50667.0,0.0003417452098801732,0.0,0.0,0.5,0.5,0.5,4.795470158569515e-05,0.00019063732179347426,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.31287649273872375,0.112289659678936,0.05780152231454849,0.5031784176826477,0.7771090269088745,0.8437376022338867,0.2502489686012268,0.12741680443286896,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case2004,Case2004",336.20383460394805
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,1000,evidence_warmup,0.8061453104019165,0.8061388731002808,1.03916335105896,0.3883293867111206,0.4067409634590149,0.28203386068344116,0.5011582970619202,8.971485137939453,4.736321926116943,0.4539431035518646,0.004853779915720224,0.0035174801014363766,6.451258377637714e-05,39732.0,0.0002543774899095297,0.0,0.0,1.0,0.5,0.5,6.406588363461196e-05,0.0002552935329731554,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.3324086368083954,0.11787495762109756,0.07319296896457672,0.43412086367607117,0.7353925108909607,0.796028733253479,0.2719382643699646,0.2599983811378479,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case2001,Case3001",354.3886118149967
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,1050,evidence_warmup,0.6997444033622742,0.6997376084327698,1.6448886394500732,0.5273966193199158,0.2385900765657425,0.2662869989871979,1.6273102760314941,15.047479629516602,8.337394714355469,0.40200310945510864,0.0025086216628551483,0.0043739331886172295,6.766543810954317e-05,71707.0,0.0002655700664035976,0.0,0.0,1.0,1.0,1.0,5.705069997929968e-05,0.000225969692110084,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.4137113094329834,0.13265414535999298,0.09381729364395142,0.3638455867767334,0.7092782258987427,0.7631794214248657,0.34391120076179504,0.33420950174331665,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case2004,Case3008",371.97815889597405
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,1100,evidence_warmup,1.0247533321380615,1.0247491598129272,1.5809557437896729,0.6169338226318359,0.1171817034482956,0.24712511897087097,1.5683808326721191,16.71410369873047,9.141242027282715,0.3336358070373535,0.005325927399098873,0.002660636091604829,4.115126284887083e-05,51990.0,0.0001626046432647854,0.0,0.0,0.5,0.5,0.5,3.226793705835007e-05,0.00012829307524953038,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.2522156834602356,0.09121528267860413,0.060378000140190125,0.5751827955245972,0.8057953119277954,0.8385693430900574,0.2129436433315277,0.1505061686038971,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case2004,Case2001",388.97940192196984
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,1150,evidence_warmup,0.7954360842704773,0.7954339385032654,1.115263819694519,0.6782308220863342,0.18312282860279083,0.25336533784866333,2.0675535202026367,6.772059440612793,4.419806480407715,0.3771449327468872,0.005419073160737753,0.0025657035876065493,2.1742131139035337e-05,94057.0,8.621907181805e-05,0.0,0.0,0.5,1.0,0.5,2.6669629733078182e-05,0.00010590365855023265,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.18126240372657776,0.06286479532718658,0.02941848896443844,0.6826159954071045,0.8603503108024597,0.9260357618331909,0.16056621074676514,0.13150659203529358,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case1004,Case3001",405.9167383639724
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,1200,evidence_warmup,0.6935498118400574,0.693547785282135,1.4751843214035034,0.8541656732559204,0.1883699893951416,0.24371188879013062,2.805356502532959,12.420858383178711,7.613107681274414,0.382832407951355,0.008841798640787601,0.003201891900971532,2.0279780073906295e-05,91209.0,7.868077955208719e-05,0.0,0.0,0.5,1.0,1.0,2.6809091650648043e-05,0.00010646072041708976,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.31171470880508423,0.1068086251616478,0.07589802891016006,0.4528244435787201,0.7522341012954712,0.7670590281486511,0.2806190252304077,0.14917702972888947,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case6002,Case3008",422.565912748978
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,1200,evidence_warmup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.7764089749544
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,1250,proposal_dictionary,2.052473306655884,1.580865502357483,1.7020834684371948,0.43717455863952637,0.2636417746543884,0.2328575998544693,1.8532733917236328,1.153023600578308,1.5031485557556152,0.423855185508728,0.006914017256349325,0.0024820182006806135,-0.0,-0.0,-0.0,0.44999998807907104,0.20000000298023224,0.5,0.0,0.0,2.0857309209532104e-05,8.341534703504294e-05,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.24046000838279724,0.0732039138674736,0.06491009891033173,0.5011807680130005,0.7980578541755676,0.7965003848075867,0.20110709965229034,0.10056320577859879,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case2004,Case3001",441.62401460297406
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,1300,proposal_dictionary,1.4988288879394531,1.052075743675232,1.964303970336914,0.24030712246894836,0.12508231401443481,0.18044725060462952,0.03857707977294922,5.87439489364624,2.9564859867095947,0.2713874280452728,0.004347959067672491,0.0026320102624595165,3.897131682606414e-05,156427.0,0.0001528943539597094,0.44999998807907104,0.20000000298023224,0.5,1.0,1.0,3.8003599911462516e-05,0.0001511002774350345,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.29402539134025574,0.13068287074565887,0.057905055582523346,0.5630589127540588,0.7745238542556763,0.8587196469306946,0.26123854517936707,0.13921448588371277,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case2001,Case1004",459.65236811095383
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,1350,proposal_dictionary,1.9935046434402466,1.3119657039642334,1.5220016241073608,0.43001580238342285,0.5532042980194092,0.21171733736991882,0.8629237413406372,4.026715278625488,2.444819450378418,0.5182856917381287,0.0027331665623933077,0.003620439674705267,1.5965220882208087e-05,14400.0,6.386086897691712e-05,0.44999998807907104,0.20000000298023224,1.0,0.5,0.0,1.785311360436026e-05,7.135859050322324e-05,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.22830447554588318,0.09177142381668091,0.046982984989881516,0.6573871970176697,0.8281276226043701,0.882072389125824,0.16615892946720123,0.15287180244922638,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case3032,Case2004",478.30395346396836
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,1400,proposal_dictionary,1.5505925416946411,0.9531166553497314,1.4918231964111328,0.21801507472991943,0.18756762146949768,0.18554829061031342,3.8734045028686523,4.976844787597656,4.425124645233154,0.32335659861564636,0.0012649177806451917,0.002673833165317774,3.1139432394411415e-05,144079.0,0.00012217331095598638,0.44999998807907104,0.20000000298023224,0.5,1.0,1.0,3.2158342946786433e-05,0.00012748052540700883,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.2790064513683319,0.12071872502565384,0.054757196456193924,0.5558308362960815,0.7708122134208679,0.8457371592521667,0.2505479156970978,0.15521156787872314,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case1004,Case3001",496.9208417329937
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,1450,proposal_dictionary,2.003100633621216,1.6577115058898926,1.6437784433364868,0.5144653916358948,0.25098827481269836,0.010370518080890179,-0.0,-0.0,-0.0,0.3805229067802429,0.000591221556533128,0.0031907926313579082,1.689275995886419e-05,71049.0,6.510954699479043e-05,0.44999998807907104,0.20000000298023224,0.5,1.0,0.5,1.3536379810830113e-05,5.382945528253913e-05,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.20804452896118164,0.07509127259254456,0.04844839498400688,0.6288698315620422,0.8258694410324097,0.8688063621520996,0.18497489392757416,0.03749560937285423,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case5001,Case3008",515.6073542949744
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,1500,proposal_dictionary,0.48548197746276855,0.41721463203430176,1.0534740686416626,0.12926794588565826,-0.0,0.11218623071908951,0.0,-0.0,0.0,0.19003254175186157,0.0011955730151385069,0.003398043569177389,-0.0,-0.0,-0.0,0.44999998807907104,0.20000000298023224,0.0,0.0,0.0,9.044390026247129e-06,3.609396662795916e-05,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.3801467716693878,0.11906362324953079,0.06367485970258713,0.39289721846580505,0.7288634777069092,0.816304087638855,0.27923256158828735,0.0,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case3008,Case3001",533.1217319069547
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,1500,proposal_dictionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.3821232029586
srr_v3_m3_shared_dual_dict_pilot,srr_propref_shared_dual_dict,1550,proposal_dictionary,1.5336097478866577,1.2428257465362549,1.480118751525879,0.36995306611061096,0.2501899302005768,0.1302127242088318,0.0,-0.0,0.0,0.35634076595306396,0.0009579586912877858,0.00321003096178174,5.807496108900523e-06,36287.0,2.3229977159644477e-05,0.44999998807907104,0.20000000298023224,0.5,0.5,0.0,8.071572665357962e-06,3.218341589672491e-05,baseline_preserving_residual,enabled_crop_soft_roi,enabled_distance_soft_gates,strong_4scale,8;16;32;64,0.20696260035037994,0.07805841416120529,0.051563818007707596,0.6724486351013184,0.8504344820976257,0.8702439069747925,0.15330266952514648,0.02824224904179573,0.0,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,"Case2004,Case2004",552.4624010089901
