fold,case_id,pathology,inner_case_seen_by_stock_training,inner_case_in_stock_validation,stock_checkpoint,m0r_checkpoint_step,stock_dice,m0r_dice,m0r_minus_stock_dice,stock_hd95_mm,m0r_hd95_mm,m0r_minus_stock_hd95_mm,stock_precision,m0r_precision,stock_sensitivity,m0r_sensitivity
2,Case2001,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,3500,0.9639065817409767,0.8954950834667277,-0.06841149827424897,1.328125,1.328125,0.0,0.9723940980485483,0.876062639821029,0.9555659494855004,0.9158091674462114
2,Case2001,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,4000,0.9401306629538395,0.8606758341328217,-0.07945482882101784,1.328125,1.328125,0.0,0.9328374070138151,0.8500736997262581,0.947538860103627,0.8715457685664939
2,Case2010,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,3500,0.9658873131467995,0.9014807502467918,-0.06440656290000779,1.40625,1.40625,0.0,0.963302752293578,0.9269183922046285,0.9684857801691007,0.8774019984627209
2,Case2010,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,4000,0.9417263945154254,0.8462800059639183,-0.09544638855150711,1.40625,1.40625,0.0,0.9491206030150754,0.8171609559458681,0.9344465058750773,0.8775510204081632
2,Case2011,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,3500,0.9667957292033321,0.8976217440543601,-0.069173985148972,1.7708333730697632,2.5043365728981537,0.7335031998283905,0.9650972124619349,0.8660402097902098,0.9685002350728726,0.9315937940761636
2,Case2011,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,4000,0.9385760818985575,0.8295287187039765,-0.10904736319458097,1.7708333730697632,2.5043365728981537,0.7335031998283905,0.9507423992458166,0.8905138339920948,0.9267172065242362,0.7763611302549965
2,Case2012,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,3500,0.9761634506242906,0.9355216881594373,-0.04064176246485329,0.0,1.7708333730697632,1.7708333730697632,0.9772727272727273,0.9684466019417476,0.9750566893424036,0.9047619047619048
2,Case2012,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,4000,0.959409594095941,0.8963051251489869,-0.0631044689469541,0.0,1.7708333730697632,1.7708333730697632,0.9582309582309583,0.8683602771362586,0.9605911330049262,0.9261083743842364
2,Case2026,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,3500,0.9664589685801406,0.906543365559759,-0.05991560302038157,1.84375,1.84375,0.0,0.9660747415849457,0.9607959607959607,0.96684350132626,0.8580901856763926
2,Case2026,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,4000,0.9195484680164845,0.8228043143297381,-0.09674415368674638,1.84375,1.84375,0.0,0.9083185840707965,0.7789303079416532,0.9310595065312046,0.8719158200290276
2,Case2029,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,3500,0.9814100315678709,0.9216621253405994,-0.05974790622727144,0.0,1.328125,1.328125,0.9859055673009162,0.8996010638297872,0.9769553072625698,0.9448324022346368
2,Case2029,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,4000,0.9413131900058106,0.8582791033984093,-0.0830340866074013,1.328125,1.328125,0.0,0.9364161849710982,0.800944669365722,0.9462616822429907,0.9244548286604362
2,Case3004,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,3500,0.975609756097561,0.844204123014532,-0.131405633083029,0.0,24.000003814697266,24.000003814697266,0.9726027397260274,0.8282493368700266,0.9786354238456237,0.8607856650585803
2,Case3004,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,4000,0.9531453362255965,0.8156075808249721,-0.1375377554006244,0.7290666699409485,1.0310559725046782,0.3019893025637297,0.9593886462882096,0.8448036951501154,0.9469827586206897,0.7883620689655172
2,Case3018,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,3500,0.9739467849223947,0.8833079654997463,-0.0906388194226484,0.0,0.7291666865348816,0.7291666865348816,0.9723298284449363,0.8131714152265297,0.9755691282620766,0.9666851749028318
2,Case3018,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,4000,0.8912280701754386,0.7325227963525835,-0.15870527382285504,4.251735872508637,6.459531086927019,2.2077952144183817,0.927007299270073,0.6657458563535912,0.8581081081081081,0.8141891891891891
2,Case3022,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,3500,0.9699119695178032,0.8866995073891626,-0.08321246212864064,0.7290666699409485,2.1872000098228455,1.458133339881897,0.9606975533576262,0.976699648898819,0.9793048553993101,0.8118864420270628
2,Case3022,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,4000,0.8673684210526316,0.7201447527141134,-0.1472236683385182,0.7290666699409485,0.7290666699409485,0.0,0.869198312236287,0.6324152542372882,0.865546218487395,0.8361344537815126
2,Case3033,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,3500,0.9741667510890487,0.9061379455811011,-0.06802880550794765,0.7290666699409485,1.0310559725046782,0.3019893025637297,0.976243654822335,0.9470899470899471,0.9720986655883542,0.8685806712494946
2,Case3033,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,4000,0.9247822644497229,0.7541133455210237,-0.17066891892869918,0.7290666699409485,3.926144173020743,3.1970775030797944,0.926984126984127,0.8947939262472885,0.9225908372827805,0.6516587677725119
2,Case3034,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,3500,0.9638519375361481,0.8696833808941432,-0.09416855664200485,0.7290666699409485,0.7290666699409485,0.0,0.9632947976878613,0.8198821419420959,0.9644097222222222,0.9259259259259259
2,Case3034,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,4000,0.9574670989891284,0.8074602303894679,-0.1500068685996605,0.7290666699409485,2.1872000098228455,1.458133339881897,0.9565548780487805,0.7747368421052632,0.9583810614738449,0.843069873997709
2,Case3038,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,3500,0.9759243981099528,0.9230077890952666,-0.0529166090146862,0.7421875,0.7421875,0.0,0.9682988539961304,0.9145146927871772,0.9836710009071666,0.9316601149077713
2,Case3038,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,4000,0.9273570324574961,0.7410327158060701,-0.18632431665142601,7.993604010590279,4.978745106151876,-3.0148589044384035,0.9478672985781991,0.7736625514403292,0.9077155824508321,0.7110438729198184
2,Case3039,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,3500,0.9718765555002489,0.9405392096516065,-0.03133734584864234,0.0,0.7290666699409485,0.7290666699409485,0.9646739130434783,0.9238210399032648,0.9791875626880642,0.9578736208625878
2,Case3039,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,4000,0.929342492639843,0.8115557911476279,-0.11778670149221515,0.7290666699409485,0.7290666699409485,0.0,0.9203109815354713,0.8723646723646724,0.9385530227948464,0.7586719524281467
3,Case2016,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,3500,0.9597060314242271,0.8621197252208047,-0.09758630620342235,1.7708333730697632,2.5043365728981537,0.7335031998283905,0.9650866462793068,0.8398661567877629,0.9543850806451613,0.8855846774193549
3,Case2016,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,4000,0.9316645349899507,0.7753638040582086,-0.15630073093174213,1.7708333730697632,3.5416667461395264,1.7708333730697632,0.9281033855114671,0.8785415699024617,0.9352531181217901,0.6938738077769626
3,Case2023,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,3500,0.9758640664220892,0.8770010131712259,-0.09886305325086331,0.0,1.328125,1.328125,0.9760525299343376,0.9228144989339019,0.9756756756756757,0.8355212355212355
3,Case2023,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,4000,0.9503597122302159,0.8035516093229744,-0.14680810290724144,1.328125,3.984375,2.65625,0.9531024531024531,0.8296409472880061,0.9476327116212339,0.7790530846484935
3,Case2025,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,3500,0.9651828999559278,0.8360166964818128,-0.129166203474115,0.0,2.765625,2.765625,0.9681697612732095,0.763339382940109,0.9622144112478032,0.9239894551845342
3,Case2025,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,4000,0.944093339815265,0.7720110192837466,-0.1720823205315184,1.3828125,11.427804975694151,10.044992475694151,0.9408914728682171,0.7041206030150754,0.9473170731707317,0.854390243902439
