fold,case_id,pathology,inner_case_seen_by_stock_training,inner_case_in_stock_validation,stock_checkpoint,m0r_checkpoint_step,stock_dice,m0r_dice,m0r_minus_stock_dice,stock_hd95_mm,m0r_hd95_mm,m0r_minus_stock_hd95_mm,stock_precision,m0r_precision,stock_sensitivity,m0r_sensitivity
3,Case2030,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,3500,0.9769080234833659,0.8763066202090593,-0.10060140327430667,0.0,1.878252387526767,1.878252387526767,0.981904012588513,0.9940711462450593,0.9719626168224299,0.7834890965732088
3,Case2030,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,4000,0.9499072356215214,0.8228721656260269,-0.1270350699954944,0.0,2.65625,2.65625,0.9573672400897532,0.7430267062314541,0.9425625920471281,0.9219440353460973
3,Case2031,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,3500,0.9785095320623917,0.896137982752156,-0.08237154931023571,0.0,2.5043365728981537,2.5043365728981537,0.9822546972860126,0.9803117309269893,0.974792817679558,0.8252762430939227
3,Case2031,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,4000,0.8872651356993737,0.7558079504388229,-0.13145718526055084,2.5043365728981537,10.32564421215643,7.821307639258276,0.9219088937093276,0.7762460233297985,0.8551307847082495,0.7364185110663984
3,Case3004,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,3500,0.9742002063983488,0.7432928551256707,-0.23090735127267814,0.0,36.0000057220459,36.0000057220459,0.9725274725274725,0.6296650717703349,0.9758787043418332,0.906960716747071
3,Case3004,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,4000,0.9459223724378544,0.7581295988606693,-0.18779277357718505,0.7290666699409485,1.458133339881897,0.7290666699409485,0.9571932921447485,0.843634442683571,0.9349137931034482,0.6883620689655172
3,Case3006,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,3500,0.9582549830763445,0.9340252038547072,-0.02422977922163727,0.75,0.75,0.0,0.9571750563486101,0.9197080291970803,0.9593373493975904,0.9487951807228916
3,Case3006,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,4000,0.9211009174311927,0.828798185941043,-0.09230273149014967,0.75,0.75,0.0,0.9261992619926199,0.7760084925690022,0.916058394160584,0.889294403892944
3,Case3011,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,3500,0.975458537845518,0.929982986520089,-0.04547555132542891,0.0,0.7290666699409485,0.7290666699409485,0.9759627810803825,0.9429405520169851,0.9749548153885876,0.9173767105602891
3,Case3011,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,4000,0.917004048582996,0.8027426160337553,-0.1142614325492407,0.7290666699409485,1.6302426341173635,0.901175964176415,0.9359504132231405,0.8569819819819819,0.8988095238095238,0.7549603174603174
3,Case3028,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,3500,0.9213483146067416,0.7623852285339522,-0.15896308607278942,0.7414237260818481,1.6578738516501963,0.9164501255683482,0.9107142857142857,0.696405529953917,0.9322336156932679,0.8421756576014267
3,Case3028,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,4000,0.9438963333824179,0.8395534290271133,-0.10434290435530458,0.7414237260818481,1.4828474521636963,0.7414237260818481,0.956145584725537,0.9297068173790181,0.9319569642337889,0.7653387612678104
3,Case3030,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,3500,0.9591861898890259,0.8887878984613387,-0.07039829142768728,0.76171875,1.077232986963881,0.31551423696388103,0.9632243684992571,0.9429673508747761,0.9551817288801572,0.8404960707269156
3,Case3030,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,4000,0.8883374689826302,0.7087211306446053,-0.17961633833802493,0.76171875,2.7464160106073354,1.9846972606073354,0.895,0.7457381211461733,0.8817733990147784,0.6752052545155993
3,Case3031,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,3500,0.9760025769044934,0.9491905754127264,-0.02681200149176699,0.0,0.7291666865348816,0.7291666865348816,0.9711538461538461,0.94,0.9808999676270638,0.958562641631596
3,Case3031,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,4000,0.8667377398720683,0.7418013856812933,-0.12493635419077498,0.7291666865348816,1.4583333730697632,0.7291666865348816,0.883695652173913,0.664185277088503,0.850418410041841,0.8399581589958159
3,Case3039,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,3500,0.9676036808269255,0.8913265306122449,-0.07627715021468062,0.0,0.7290666699409485,0.7290666699409485,0.9728770595690748,0.907061266874351,0.9623871614844534,0.8761283851554664
3,Case3039,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,4000,0.9278199168093957,0.7644639429668221,-0.1633559738425736,0.7290666699409485,1.0310559725046782,0.3019893025637297,0.916384726921218,0.8557397176181707,0.9395441030723488,0.6907829534192269
3,Case3040,scar,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,3500,0.9706849315068493,0.9367752622860298,-0.033909669220819505,0.7290666699409485,0.7290666699409485,0.0,0.9706849315068493,0.9440734557595993,0.9706849315068493,0.9295890410958904
3,Case3040,pure_edema,True,False,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,4000,0.9683377308707124,0.7211538461538461,-0.24718388471686625,0.0,69.01539946413824,69.01539946413824,0.9918918918918919,0.6756756756756757,0.9458762886597938,0.7731958762886598
