case_id,fold,pathology,candidate_lane,candidate_checkpoint_step,candidate_dice,stock_dice,delta_dice,candidate_hd95_mm,stock_hd95_mm,delta_hd95_mm,candidate_exact_hd_mm,stock_exact_hd_mm,candidate_precision,stock_precision,delta_precision,candidate_sensitivity,stock_sensitivity,delta_sensitivity,candidate_lesion_recall,stock_lesion_recall,candidate_small_lesion_recall,stock_small_lesion_recall,candidate_remote_fp_count,stock_remote_fp_count,candidate_remote_fp_volume_mm3,stock_remote_fp_volume_mm3,candidate_blood_pool_adjacent_fp_count,stock_blood_pool_adjacent_fp_count,candidate_volume_ratio,stock_volume_ratio,help_harm_neutral
Case2006,2,scar,m2_selected_outer,4500,0.7764804003336113,0.6955066921606119,0.08097370817299943,2.9872470636911252,5.34375,-2.3565029363088748,20.0,20.044568566170394,0.7365506329113924,0.7593945720250522,-0.022843939113659784,0.8209876543209876,0.6415343915343915,0.17945326278659612,1.0,1.0,,,0,0,0.0,0.0,8,10,1.1146384479717812,0.8447971781305115,help
Case2006,2,pure_edema,m2_selected_outer,2500,0.5434324065196549,0.37984405911788666,0.1635883474017682,15.19790321394786,19.451543610421385,-4.253640396473525,31.052379041558556,38.464793568122545,0.7461822011585044,0.8322284548699643,-0.08604625371145991,0.4273220747889023,0.24607961399276237,0.1812424607961399,0.6,0.2,0.5,0.125,0,0,0.0,0.0,18,12,0.5726779252110977,0.2956875753920386,help
Case2009,2,scar,m2_selected_outer,4500,0.6970822281167108,0.4244203111241561,0.2726619169925547,10.0,41.19329080118812,-31.19329080118812,11.3235443324959,49.15856935882339,0.6697247706422018,0.4521575984990619,0.21756717214313992,0.7267699115044248,0.39988938053097345,0.3268805309734514,1.0,1.0,,,0,1,0.0,9190.00244140625,6,12,1.0851769911504425,0.8844026548672567,help
Case2009,2,pure_edema,m2_selected_outer,2500,0.6300923411189571,0.6999218546496484,-0.06982951353069133,11.269514325160602,7.152172009475513,4.117342315685089,28.999637996124193,24.624747183029616,0.625,0.6674118231495281,-0.04241182314952807,0.6352683461117196,0.7357612267250822,-0.10049288061336259,0.6,0.4,0.5,0.25,1,2,70.556640625,141.11328125,27,24,1.0164293537787514,1.1024096385542168,harm
Case2014,2,scar,m2_selected_outer,4500,0.8038004750593825,0.7165473866840165,0.08725308837536594,3.2405516392672733,5.225232512488828,-1.984680873221555,7.389594685714544,23.59157203575387,0.8142444658325313,0.6663977410246067,0.1478467248079246,0.7936210131332082,0.774859287054409,0.018761726078799223,1.0,1.0,,,0,2,0.0,672.0751953125,8,5,0.974671669793621,1.1627579737335836,help
Case2014,2,pure_edema,m2_selected_outer,2500,0.6498933901918976,0.6960429409561852,-0.04614955076428762,10.411577207196144,4.099009622190768,6.312567585005376,25.989697689398547,29.33061650728238,0.5927654609101517,0.7389345348529022,-0.14616907394275047,0.7192071731949032,0.6578574799433695,0.06134969325153372,1.0,0.25,1.0,0.0,2,2,672.0751953125,42.00469970703125,29,19,1.2133081642284096,0.8902784332232185,harm
Case2019,2,scar,m2_selected_outer,4500,0.7384937238493724,0.7436762225969646,-0.005182498747592246,6.384830526905883,19.340321611121333,-12.95549108421545,14.276915082977354,36.1615902384435,0.9289473684210526,0.7229508196721312,0.20599654874892148,0.6128472222222222,0.765625,-0.1527777777777778,1.0,1.0,,,0,2,0.0,1818.7934844030283,2,0,0.6597222222222222,1.0590277777777777,neutral
Case2019,2,pure_edema,m2_selected_outer,2500,0.645145976738666,0.6344086021505376,0.010737374588128401,12.756058039361246,17.708333730697632,-4.952275691336386,31.106092669558354,44.934849628419954,0.5277669902912622,0.7055306427503737,-0.17776365245911152,0.8296703296703297,0.5763125763125763,0.25335775335775346,0.6,0.4,0.5,0.25,1,6,689.8871837390798,6898.871837390798,19,7,1.572039072039072,0.8168498168498168,help
Case2022,2,scar,m2_selected_outer,4500,0.5051194539249146,0.6937984496124031,-0.18867899568748847,11.76242332724549,9.98046875,1.7819545772454894,34.5947455148369,20.414080812874488,0.8554913294797688,0.7437673130193906,0.11172401646037822,0.3583535108958838,0.6501210653753027,-0.2917675544794189,1.0,1.0,,,1,0,365.91339111328125,0.0,1,0,0.4188861985472155,0.87409200968523,harm
Case2022,2,pure_edema,m2_selected_outer,2500,0.7081124497991967,0.6249347939488784,0.08317765585031833,5.140727404470141,9.017432390323894,-3.8767049858537526,20.0,25.432994996599795,0.6289954337899544,0.7229061066859763,-0.09391067289602195,0.8099963248805586,0.5503491363469313,0.25964718853362734,1.0,0.5,1.0,0.0,0,1,0.0,1219.7113037109375,12,17,1.2877618522601983,0.7613009922822491,help
