case_id,fold,pathology,candidate_lane,candidate_checkpoint_step,candidate_dice,stock_dice,delta_dice,candidate_hd95_mm,stock_hd95_mm,delta_hd95_mm,candidate_exact_hd_mm,stock_exact_hd_mm,candidate_precision,stock_precision,delta_precision,candidate_sensitivity,stock_sensitivity,delta_sensitivity,candidate_lesion_recall,stock_lesion_recall,candidate_small_lesion_recall,stock_small_lesion_recall,candidate_remote_fp_count,stock_remote_fp_count,candidate_remote_fp_volume_mm3,stock_remote_fp_volume_mm3,candidate_blood_pool_adjacent_fp_count,stock_blood_pool_adjacent_fp_count,candidate_volume_ratio,stock_volume_ratio,help_harm_neutral
Case2023,2,scar,m0r_selected_outer,3500,0.7778485041374921,0.7216585796206441,0.05618992451684801,2.9697777826169083,8.504149377840502,-5.534371595223593,10.95199931804691,21.415372143918024,0.8634008478568064,0.8415637860082305,0.021837061848575923,0.7077220077220078,0.6316602316602317,0.07606177606177611,1.0,1.0,,,0,0,0.0,0.0,6,2,0.8196911196911197,0.7505791505791506,help
Case2023,2,pure_edema,m0r_selected_outer,4000,0.6155081072403275,0.6062387718438674,0.009269335396460021,18.06445301941426,16.72055678135383,1.3438962380604274,38.05489520190701,35.6373333914029,0.5571054925893636,0.5565217391304348,0.000583753458928804,0.6875896700143472,0.6657101865136298,0.021879483500717445,0.2,0.3,0.1111111111111111,0.2222222222222222,1,2,952.5146484375,211.669921875,10,9,1.2342180774748923,1.1961979913916787,neutral
Case2034,2,scar,m0r_selected_outer,3500,0.7747273411056789,0.7875912408759124,-0.0128638997702335,3.984375,2.9697777826169083,1.0145972173830917,8.909333347850724,7.513009550107068,0.7797123391370174,0.7696148359486448,0.010097503188372658,0.7698056801195815,0.8064275037369207,-0.03662182361733923,1.0,1.0,,,0,0,0.0,0.0,9,7,0.9872944693572496,1.047832585949178,harm
Case2034,2,pure_edema,m0r_selected_outer,4000,0.5533742331288344,0.5759774284562676,-0.022603195327433268,11.42496324529099,13.46870569549434,-2.04374245020335,30.662146636009112,35.88396147871985,0.43673337637185283,0.45078864353312303,-0.014055267161270202,0.7550223214285714,0.7974330357142857,-0.0424107142857143,0.3333333333333333,0.3333333333333333,0.0,0.0,0,0,0.0,0.0,19,14,1.7287946428571428,1.7689732142857142,harm
Case3006,2,scar,m0r_selected_outer,3500,0.8542641237855344,0.8571428571428571,-0.0028787333573226936,1.0606601717798212,1.0606601717798212,0.0,5.460082416960389,5.460082416960389,0.8180565127498277,0.824634655532359,-0.0065781427825313266,0.8938253012048193,0.8923192771084337,0.001506024096385561,1.0,1.0,,,0,0,0.0,0.0,4,9,1.0926204819277108,1.082078313253012,neutral
Case3006,2,pure_edema,m0r_selected_outer,4000,0.5017211703958692,0.4977338277709106,0.00398734262495859,7.5,9.031195934094221,-1.531195934094221,46.012226635971444,46.03056050060655,0.3881491344873502,0.3763239875389408,0.011825146948409415,0.7092457420924574,0.7347931873479319,-0.025547445255474477,0.6666666666666666,0.6666666666666666,0.5,0.5,1,0,219.9375,0.0,9,12,1.8272506082725062,1.9525547445255473,neutral
Case3008,2,scar,m0r_selected_outer,3500,0.6170474516695957,0.6042684029661783,0.012779048703417395,7.553666204834559,10.43864612341326,-2.8849799185787015,16.768533408641815,17.020232784078992,0.5787998681173755,0.5816504178272981,-0.0028505497099226007,0.6607075649228453,0.6287165976665412,0.031990967256304126,1.0,1.0,,,1,0,709.0719122957945,0.0,6,6,1.1415129845690628,1.0809183289424162,help
Case3008,2,pure_edema,m0r_selected_outer,4000,0.15955723542116632,0.310107948969578,-0.15055071354841168,23.01155037087213,19.011732752928467,3.9998176179436626,28.64777469601788,29.18088777211022,0.7396745932415519,0.8191834089436163,-0.07950881570206436,0.08942351339083068,0.1912543501286125,-0.10183083673778182,0.25,0.25,0.0,0.0,2,1,1051.3824906454884,12.225377798203354,9,16,0.12089574822212135,0.23346951127250717,harm
Case3015,2,scar,m0r_selected_outer,3500,0.7930426607121871,0.7870229898471234,0.00601967086506372,3.0931679175140347,3.006018888283859,0.08714902923017576,35.59757141684782,35.552747594556855,0.6955266955266955,0.6866218692730605,0.00890482625363509,0.9223619464188081,0.9218151995626025,0.0005467468562055933,0.5,0.5,0.0,0.0,0,0,0.0,0.0,11,11,1.3261344997266267,1.3425369054127938,neutral
Case3015,2,pure_edema,m0r_selected_outer,4000,0.4036697247706422,0.4224348987313599,-0.018765173960717696,7.290666699409485,8.502305361121454,-1.2116386617119694,29.34436741411254,28.396187479746207,0.3807875378623972,0.3882978723404255,-0.007510334478028291,0.42947779404587605,0.46315275744265494,-0.03367496339677889,0.2857142857142857,0.14285714285714285,0.16666666666666666,0.0,2,2,639.9720474940489,491.14133877450263,27,25,1.127867252318204,1.1927769643728647,harm
Case3016,2,scar,m0r_selected_outer,3500,0.754916067146283,0.7597923548843795,-0.004876287738096452,4.8175323729127655,3.046875,1.7706573729127655,19.93608753139819,17.53608253498563,0.6585774058577406,0.6550040683482506,0.00357333750948996,0.8842696629213483,0.9044943820224719,-0.020224719101123556,1.0,1.0,,,0,0,0.0,0.0,14,12,1.3426966292134832,1.3808988764044945,neutral
Case3016,2,pure_edema,m0r_selected_outer,4000,0.5534967124925284,0.5447284345047924,0.00876827798773605,1.703254904736168,1.703254904736168,0.0,5.386164934819405,6.552552449505126,0.5438527799530148,0.5363743609909556,0.007478418962059252,0.5634888438133874,0.5533468559837729,0.010141987829614507,0.7647058823529411,0.7647058823529411,0.7142857142857143,0.7142857142857143,0,0,0.0,0.0,31,31,1.036105476673428,1.0316430020283975,neutral
Case3017,2,scar,m0r_selected_outer,3500,0.8033485540334856,0.8042808496838009,-0.0009322956503152735,1.6302426341173635,1.6302426341173635,0.0,12.024075553135436,9.505866376464233,0.8028597505324003,0.8599167822468793,-0.057057031714478956,0.8038379530916845,0.7554066402680475,0.048431312823636996,1.0,1.0,,,0,0,0.0,0.0,13,13,1.001218397806884,0.8784648187633263,neutral
Case3017,2,pure_edema,m0r_selected_outer,4000,0.2872340425531915,0.3756243756243756,-0.0883903330711841,12.722395930580653,5.307685473781914,7.414710456798739,48.08850048531025,36.073743500015574,0.294010889292196,0.44339622641509435,-0.14938533712289837,0.2807625649913345,0.32582322357019067,-0.04506065857885616,1.0,1.0,1.0,1.0,3,4,1205.528466894582,153.0829799231215,10,6,0.9549393414211439,0.7348353552859619,harm
Case3024,2,scar,m0r_selected_outer,3500,0.8354293927416457,0.8509525588345163,-0.015523166092870522,1.6770509831248424,1.5,0.17705098312484235,6.18465843842649,5.460082416960389,0.7967786154900617,0.8418329637841833,-0.04505434829412158,0.8780211480362538,0.8602719033232629,0.017749244712990886,1.0,1.0,,,0,0,0.0,0.0,12,9,1.101963746223565,1.0219033232628398,harm
Case3024,2,pure_edema,m0r_selected_outer,4000,0.5071511403169695,0.4896119168953352,0.01753922342163433,4.5,6.046693311223912,-1.5466933112239118,10.738365797457265,17.26629797543095,0.7484312606959498,0.7430101130279595,0.005421147667990289,0.38351359251680794,0.36509792458345514,0.01841566793335281,1.0,1.0,,,0,0,0.0,0.0,13,8,0.5124232680502777,0.4913767904121602,help
Case3027,2,scar,m0r_selected_outer,3500,0.2420358152686145,0.26435845213849285,-0.022322636869878343,184.0617882429723,184.03860864116274,0.02317960180957357,184.30885593990095,184.30885593990095,0.13851132686084142,0.15306603773584906,-0.014554710875007648,0.9582089552238806,0.9686567164179104,-0.010447761194029792,1.0,1.0,,,0,0,0.0,0.0,1,2,6.917910447761194,6.3283582089552235,harm
Case3027,2,pure_edema,m0r_selected_outer,4000,0.009212730318257957,0.05072777057212855,-0.041515040253870594,48.121282204533394,70.97098013235536,-22.84969792782197,55.978859087370495,75.94244680354385,0.07112068965517242,0.7364016736401674,-0.665280983984995,0.004925373134328359,0.02626865671641791,-0.02134328358208955,1.0,1.0,,,2,6,4579.064976337415,392.49128368606415,2,5,0.06925373134328358,0.035671641791044775,harm
Case3035,2,scar,m0r_selected_outer,3500,0.3813038130381304,0.38253275109170304,-0.001228938053572659,161.05281501015435,161.1649894391517,-0.1121744289973492,184.64739547564497,184.4400150558759,0.29922779922779924,0.3117437722419929,-0.01251597301419366,0.5254237288135594,0.49491525423728816,0.030508474576271205,1.0,1.0,,,1,1,1674.876897248388,1112.5094718949147,5,2,1.7559322033898306,1.5875706214689265,neutral
Case3035,2,pure_edema,m0r_selected_outer,4000,0.4988458579122852,0.6037685420285982,-0.104922684116313,69.22534303156363,69.0,0.22534303156362512,92.83397051011795,93.12552269927812,0.5393788130892956,0.6864175022789426,-0.14703868918964702,0.4639790076335878,0.5388835877862596,-0.07490458015267176,1.0,1.0,,,2,7,1601.524624376196,733.5227287219216,7,5,0.8602099236641222,0.7850667938931297,harm
Case3037,2,scar,m0r_selected_outer,3500,0.8202933985330073,0.8039702233250621,0.01632317520794524,1.6302426341173635,2.0621119450093564,-0.4318693108919929,3.7175251767390067,4.434739422006101,0.8606241983753741,0.8575209528010587,0.0031032455743154053,0.7835733748540288,0.7567146749708058,0.02685869988322298,1.0,1.0,,,0,0,0.0,0.0,5,8,0.9104710003892565,0.8824445309458934,help
Case3037,2,pure_edema,m0r_selected_outer,4000,0.5808116349988272,0.5939505041246563,-0.013138869125829178,2.916266679763794,2.0621119450093564,0.8541547347544376,7.4350503534780135,4.251152680560727,0.6728260869565217,0.6676970633693973,0.005129023587124415,0.5109368551382584,0.5348741229880314,-0.023937267849773014,0.6,0.6,0.5,0.5,0,0,0.0,0.0,9,13,0.7593891869583161,0.8010730499380933,harm
Case2004,3,scar,m0r_selected_outer,3500,0.6100113478754255,0.6443920009936653,-0.03438065311823979,10.0,9.668895946700689,0.3311040532993115,22.578125,20.788444478318358,0.6698975353087787,0.6952559635486465,-0.02535842823986778,0.5599537037037037,0.600462962962963,-0.0405092592592593,1.0,1.0,,,0,0,0.0,0.0,20,30,0.8358796296296296,0.8636574074074074,harm
Case2004,3,pure_edema,m0r_selected_outer,4000,0.5357880247763248,0.539782684893095,-0.003994660116770188,21.448287251524807,23.943113938628056,-2.4948266871032487,40.864229515632005,42.118360590461315,0.7421353670162059,0.7730923694779116,-0.03095700246170574,0.41922455573505657,0.4146472805600431,0.0045772751750134955,0.16666666666666666,0.16666666666666666,0.0,0.0,0,4,0.0,176.3916015625,19,21,0.564889606892838,0.5363489499192245,neutral
Case2005,3,scar,m0r_selected_outer,3500,0.8076659822039699,0.7972814623857511,0.010384519818218751,3.004716344765342,4.844959526404736,-1.8402431816393938,9.014149034296027,12.018865379061369,0.8236389018147976,0.836694540088539,-0.013055638273741454,0.7923008057296329,0.761414503133393,0.030886302596239923,1.0,1.0,,,0,1,0.0,18.056640625,11,17,0.9619516562220233,0.9100268576544315,help
Case2005,3,pure_edema,m0r_selected_outer,4000,0.6691458733205374,0.6401358893472459,0.029009983973291575,14.51620413120207,13.4375,1.0787041312020698,29.470738268026135,28.346437303698327,0.7896375990939978,0.7673065735892961,0.022331025504701674,0.5805578684429642,0.5491257285595337,0.03143213988343052,0.2222222222222222,0.3333333333333333,0.125,0.25,0,0,0.0,0.0,19,20,0.7352206494587843,0.7156536219816819,help
Case2012,3,scar,m0r_selected_outer,3500,0.4096045197740113,0.35590551181102364,0.053699007962987655,24.16322773224197,24.601203450020154,-0.43797571777818334,33.83172408908297,30.260013943682665,0.5430711610486891,0.5824742268041238,-0.03940306575543462,0.3287981859410431,0.2562358276643991,0.07256235827664398,1.0,1.0,,,0,0,0.0,0.0,1,0,0.6054421768707483,0.4399092970521542,help
Case2012,3,pure_edema,m0r_selected_outer,4000,0.0,0.4894409937888199,-0.4894409937888199,228.76839139583063,17.708333730697632,211.060057665133,236.68961779184244,29.472541141615274,0.0,0.49373433583959897,-0.49373433583959897,0.0,0.4852216748768473,-0.4852216748768473,0.0,1.0,,,3,0,163.06424342923702,0.0,0,2,0.14039408866995073,0.9827586206896551,harm
Case2018,3,scar,m0r_selected_outer,3500,0.641387133365743,0.6396500495212941,0.0017370838444489278,11.879111397027707,9.029513924604055,2.8495974724236515,87.20343041019525,83.96066148786183,0.5729588882455124,0.5799161927566597,-0.006957304511147289,0.7283768862716231,0.7131026867868974,0.015274199484725748,1.0,1.0,,,5,2,5142.795369691322,4829.210286173558,9,9,1.271255060728745,1.229665071770335,harm
Case2018,3,pure_edema,m0r_selected_outer,4000,0.14830722587165235,0.19959473150962512,-0.05128750563797277,50.442520434015535,50.70895073698193,-0.26643030296639836,77.49755108017658,77.09185045594005,0.29233067729083667,0.2486118122160525,0.043718865074784174,0.09935680433310765,0.16672308733920108,-0.06736628300609343,0.13333333333333333,0.2,0.0,0.0,3,2,25212.240714828185,62.7170167035527,7,11,0.33987813134732564,0.6706161137440758,harm
Case2021,3,scar,m0r_selected_outer,3500,0.7914783731439639,0.7924121577926277,-0.0009337846486638934,7.44140625,6.1363407943762835,1.3050654556237165,17.419885414000692,17.419885414000692,0.9311392405063291,0.9344178952719878,-0.003278654765658695,0.688248502994012,0.687874251497006,0.00037425149700598404,1.0,1.0,,,0,0,0.0,0.0,2,1,0.7391467065868264,0.7361526946107785,neutral
Case2021,3,pure_edema,m0r_selected_outer,4000,0.5832387745177501,0.5758297602032714,0.007409014314478712,20.055298080036145,20.0,0.055298080036145336,43.3176041054841,30.476134171320357,0.5040627626786215,0.49039761969164186,0.013665142986979628,0.691923076923077,0.6973076923076923,-0.005384615384615321,0.75,1.0,0.6666666666666666,1.0,2,0,3521.8199157714844,0.0,12,14,1.3726923076923077,1.4219230769230768,neutral
Case2029,3,scar,m0r_selected_outer,3500,0.7608500448967375,0.7739957068383931,-0.013145661941655673,20.0,20.0,0.0,30.029384209730726,30.263430805852547,0.6657936092194866,0.6899945325314379,-0.02420092331195134,0.8875698324022346,0.8812849162011173,0.006284916201117374,1.0,1.0,,,0,1,0.0,934.87548828125,3,7,1.333100558659218,1.2772346368715084,harm
Case2029,3,pure_edema,m0r_selected_outer,4000,0.6510630695015187,0.6323950783751896,0.01866799112632911,5.634757162580301,9.391261937633834,-3.756504775053533,14.365868363176832,17.316631388819534,0.601518653020799,0.5575037147102526,0.04401493831054637,0.7095015576323987,0.7305295950155763,-0.0210280373831776,0.7142857142857143,0.42857142857142855,0.6666666666666666,0.3333333333333333,0,0,0.0,0.0,41,24,1.1795171339563864,1.3103582554517135,help
Case2032,3,scar,m0r_selected_outer,3500,0.6472303206997084,0.6464563703400246,0.0007739503596838615,8.065436722909057,8.065436722909057,0.0,21.232552939326187,21.232552939326187,0.5282121006118287,0.5221707478491066,0.0060413527627221075,0.8354838709677419,0.8483870967741935,-0.012903225806451646,0.5,0.5,,,0,0,0.0,0.0,5,5,1.581720430107527,1.624731182795699,neutral
Case2032,3,pure_edema,m0r_selected_outer,4000,0.4677821288714845,0.469117089806745,-0.0013349609352604763,13.45079341094008,13.145053620749625,0.3057397901904544,22.543580975809736,22.543580975809736,0.4692857142857143,0.5032520325203252,-0.03396631823461094,0.46628814762242726,0.43931866572036904,0.026969481902058223,0.4,0.6,0.25,0.5,0,0,0.0,0.0,14,13,0.99361249112846,0.872959545777147,neutral
Case3003,3,scar,m0r_selected_outer,3500,0.608955223880597,0.7995198079231692,-0.19056458404257226,20.503653894303913,1.0310559725046782,19.472597921799235,24.409166967752153,12.044211499391482,0.5151515151515151,0.7890995260663507,-0.27394801091483556,0.7445255474452555,0.8102189781021898,-0.06569343065693434,1.0,1.0,,,5,1,1537.208256728012,236.002927381479,6,4,1.4452554744525548,1.02676399026764,harm
Case3003,3,pure_edema,m0r_selected_outer,4000,0.5190782017378164,0.5407830342577488,-0.021704832519932382,11.755846817515266,3.260485268234727,8.495361549280538,22.788436330883957,12.221384405642361,0.5635767022149303,0.6474609375,-0.08388423528506972,0.4810924369747899,0.4642857142857143,0.016806722689075626,0.3333333333333333,0.6666666666666666,0.0,0.5,2,0,465.6273972661613,0.0,16,12,0.853641456582633,0.7170868347338936,harm
Case3009,3,scar,m0r_selected_outer,3500,0.683997689196996,0.7301587301587301,-0.04616104096173412,11.665066719055176,2.580210858917402,9.084855860137774,85.26864275057032,13.123200058937073,0.655592469545958,0.8070175438596491,-0.15142507431369112,0.714975845410628,0.6666666666666666,0.048309178743961345,1.0,1.0,,,2,1,907.8672613456829,96.73995407781868,2,1,1.0905797101449275,0.8260869565217391,harm
Case3009,3,pure_edema,m0r_selected_outer,4000,0.3147502903600465,0.33762376237623765,-0.022873472016191165,11.032780697136218,10.43864612341326,0.5941345737229575,15.223358999228449,14.08061618106986,0.25784966698382494,0.25277983691623424,0.005069830067590708,0.4038748137108793,0.5081967213114754,-0.10432190760059612,0.5,0.5,0.0,0.0,2,1,14.88306985812595,7.441534929062975,7,6,1.5663189269746647,2.0104321907600595,harm
Case3010,3,scar,m0r_selected_outer,3500,0.24481865284974094,0.2565880721220527,-0.01176941927231176,29.560616775864162,29.812628713559917,-0.25201193769575525,37.20358510976508,37.20358510976508,0.13994816734542762,0.14817781337605127,-0.00822964603062365,0.9767441860465116,0.9560723514211886,0.02067183462532296,1.0,1.0,,,1,0,111.62303153965969,0.0,6,7,6.979328165374677,6.452196382428941,harm
Case3010,3,pure_edema,m0r_selected_outer,4000,0.14467651553744268,0.2159011424574493,-0.07122462692000661,8.779125260339077,4.6683044650033425,4.1108207953357345,17.329716910804198,8.899392854211955,0.7845303867403315,0.6386206896551724,0.1459096970851591,0.07968574635241302,0.12991021324354657,-0.05022446689113355,0.2857142857142857,0.2857142857142857,0.16666666666666666,0.16666666666666666,0,0,0.0,0.0,2,8,0.1015712682379349,0.20342312008978675,harm
Case3019,3,scar,m0r_selected_outer,3500,0.7151076771329936,0.6961272698055601,0.018980407327433557,2.28515625,2.28515625,0.0,28.175580602450573,28.134364760356377,0.7402995234853642,0.7037037037037037,0.03659581978166049,0.6915739268680445,0.6887122416534182,0.002861685214626375,0.5,0.5,0.0,0.0,0,0,0.0,0.0,6,8,0.934181240063593,0.9786963434022258,help
Case3019,3,pure_edema,m0r_selected_outer,4000,0.19268849961919268,0.1964788732394366,-0.0037903736202439253,19.744422286477633,17.349896745622104,2.394525540855529,32.817807420465364,32.61385485407108,0.3821752265861027,0.3184931506849315,0.0636820759011712,0.12881873727087575,0.14205702647657842,-0.013238289205702664,0.16666666666666666,0.2777777777777778,0.125,0.25,1,2,56.86110288188502,316.79757319907367,10,7,0.33706720977596744,0.4460285132382892,harm
Case3020,3,scar,m0r_selected_outer,3500,0.4923508771929825,0.48670288818987706,0.005647989003105425,11.15257553021702,10.960275328815657,0.1923002014013626,17.873289113660338,15.379678250937463,0.8203928905519177,0.8480318883906328,-0.02763899783871515,0.3517144575897333,0.3412873471024664,0.01042711048726691,0.25,0.25,0.0,0.0,0,0,0.0,0.0,2,8,0.42871465811108883,0.40244636053739724,neutral
Case3020,3,pure_edema,m0r_selected_outer,4000,0.3774597495527728,0.3621001810500905,0.015359568502682275,8.87247024503216,12.393282735642893,-3.5208124906107336,16.543739693593565,24.333794711670542,0.47380239520958084,0.46296296296296297,0.010839432246617875,0.31367690782953417,0.29732408325074333,0.016352824578790837,0.21428571428571427,0.2857142857142857,0.08333333333333333,0.16666666666666666,1,2,121.19071170188273,102.05533617000651,11,10,0.6620416253716551,0.6422200198216056,help
Case3021,3,scar,m0r_selected_outer,3500,0.7313829787234043,0.7043170559094126,0.027065922813991672,2.0621119450093564,2.1872000098228455,-0.1250880648134891,7.327029352411328,7.4350503534780135,0.6203007518796992,0.5803592255656637,0.03994152631403558,0.8909287257019438,0.8956083513318934,-0.004679625629949613,1.0,1.0,,,0,0,0.0,0.0,15,15,1.4362850971922245,1.543196544276458,help
Case3021,3,pure_edema,m0r_selected_outer,4000,0.4828590337524818,0.4068036853295535,0.07605534842292827,4.374400019645691,4.124223890018713,0.2501761296269782,11.527556215638073,10.15472365889117,0.8092280390417036,0.8181299885974914,-0.008901949555787825,0.34408602150537637,0.2707036408224863,0.07338238068289005,0.36363636363636365,0.2727272727272727,0.125,0.0,0,0,0.0,0.0,20,16,0.4252027919260517,0.330880965855499,help
Case3029,3,scar,m0r_selected_outer,3500,0.8114602587800369,0.8169611307420495,-0.0055008719620125435,1.6563465957005696,1.6563465957005696,0.0,17.29276614410449,17.35610982192604,0.7077791213220476,0.7231025854879066,-0.015323464165859058,0.9507309149972929,0.9388197076340011,0.011911207363291765,1.0,1.0,,,2,1,26.33745311218977,46.0905429463321,12,17,1.34325933946941,1.298321602598809,neutral
Case3029,3,pure_edema,m0r_selected_outer,4000,0.5770053475935829,0.5557951482479785,0.02121019934560442,4.319223484216149,3.7037035822868347,0.6155199019293143,24.0000057220459,24.0000057220459,0.7066142763588736,0.6887107548430194,0.01790352151585428,0.48757342973339357,0.46588341617713513,0.021690013556258436,0.45454545454545453,0.45454545454545453,0.3333333333333333,0.3333333333333333,1,1,39.50617966828466,13.168726556094885,20,22,0.6900135562584727,0.6764572977858111,help
Case3032,3,scar,m0r_selected_outer,3500,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3,5,17213.331939870324,8191.003124796247,3,5,,,neutral
Case3032,3,pure_edema,m0r_selected_outer,4000,0.3760761214318079,0.46107178968655205,-0.08499566825474414,13.203958975389202,138.01732023667813,-124.81336126128893,16.138578701893305,184.2569081093211,0.9834123222748815,0.5786802030456852,0.4047321192291963,0.23249299719887956,0.3831932773109244,-0.15070028011204484,1.0,1.0,,,0,3,0.0,9645.823082782446,2,5,0.23641456582633052,0.6621848739495798,harm
Case3045,3,scar,m0r_selected_outer,3500,0.8209734191042602,0.8255066732575383,-0.004533254153278099,1.6595817020506252,2.099223256647563,-0.4396415545969379,21.018456477470284,21.018456477470284,0.732034632034632,0.746702436843282,-0.014667804808649931,0.9345122962144239,0.9229068803536888,0.011605415860735047,1.0,1.0,,,2,1,25.3387451171875,329.4036865234375,5,9,1.2765957446808511,1.2359767891682785,neutral
Case3045,3,pure_edema,m0r_selected_outer,4000,0.13219829744616926,0.17750355956336022,-0.045305262117190964,12.136442908301728,9.299582720183269,2.836860188118459,20.90018976298795,12.98297882836649,0.3626373626373626,0.39451476793248946,-0.03187740529512684,0.08083282302510716,0.11451316595223515,-0.03368034292712799,0.2777777777777778,0.3333333333333333,0.25,0.25,0,0,0.0,0.0,7,6,0.22290263319044704,0.290263319044703,harm
