lane,fold,checkpoint_step,pathology,case_count,dice_mean,hd95_vox_mean,exact_hd_vox_mean,precision_mean,sensitivity_mean,lesion_recall_mean,small_lesion_recall_mean,remote_fp_count_sum,remote_fp_voxels_sum,blood_pool_adjacent_fp_count_sum,blood_pool_adjacent_fp_voxels_sum,pred_component_count_sum,gt_component_count_sum,volume_ratio_mean,selection_scope,selection_rule,outer_cases_accessed
m1_myopsnet_l_care,2+3,4000,scar,26,0.43787574083134867,13.885541881496268,21.358414639482163,0.5108701573202343,0.513386932788949,0.9038461538461539,0.0,11,505,222,53130,50,33,1.4178011177925087,global_inner_fold2_fold3,scar:max_dice_tol_0.01_then_lower_hd95_tol_1_then_lower_remote_fp_then_higher_sensitivity_then_earlier_checkpoint,False
m1_myopsnet_l_care,2+3,4500,pure_edema,26,0.21595181641609745,18.39026791361208,25.328498204580285,0.2877851007739118,0.25398418003218215,0.2757972419737125,0.12458333333333334,13,383,202,33816,110,260,0.9016159543084203,global_inner_fold2_fold3,edema:max_dice_tol_0.01_then_higher_sensitivity_tol_0.02_then_lower_hd95_then_volume_ratio_closer_1_then_earlier_checkpoint,False
