lane,fold,checkpoint_step,pathology,case_count,dice_mean,hd95_vox_mean,exact_hd_vox_mean,precision_mean,sensitivity_mean,lesion_recall_mean,small_lesion_recall_mean,remote_fp_count_sum,remote_fp_voxels_sum,blood_pool_adjacent_fp_count_sum,blood_pool_adjacent_fp_voxels_sum,pred_component_count_sum,gt_component_count_sum,volume_ratio_mean
m1_myopsnet_l_care,3,500,scar,13,0.4040016226608161,14.219706196328502,20.57952111318606,0.6406722741572092,0.385768628871662,0.8846153846153846,0.0,3,482,71,9428,26,19,0.6714367059244268
m1_myopsnet_l_care,3,500,pure_edema,13,0.04183423357360528,16.507780723979277,23.281341567923974,0.2453646291079662,0.023947498199268592,0.09688644688644689,0.0,3,57,15,471,62,124,0.04739688162745886
m1_myopsnet_l_care,3,1000,scar,13,0.3628129652604032,14.905105616053644,19.581138781537543,0.5289152708236599,0.3672722210789159,0.8846153846153846,0.0,5,1106,84,11256,40,19,0.7263329947425584
m1_myopsnet_l_care,3,1000,pure_edema,13,0.0,,,0.0,0.0,0.0,0.0,0,0,0,0,0,124,0.0
m1_myopsnet_l_care,3,1500,scar,13,0.4661535563456522,18.67390950324544,24.51330484244601,0.6205417651681754,0.5471777509409649,1.0,1.0,5,2236,96,19510,25,19,1.1456820010760713
m1_myopsnet_l_care,3,1500,pure_edema,13,0.0984520821158025,20.931085283410205,28.66178395526248,0.23535450795123508,0.07164435353316087,0.09752747252747254,0.02564102564102564,7,84,40,2513,61,124,0.1613728513503481
m1_myopsnet_l_care,3,2000,scar,13,0.3877611511608568,14.59931186303208,23.51443190840811,0.45716877450210575,0.4985309305898469,0.8846153846153846,0.0,7,1060,84,27890,26,19,1.4885665372953807
m1_myopsnet_l_care,3,2000,pure_edema,13,0.14025011890286543,23.034078575201043,30.337949497498073,0.22905222824747393,0.1325867258714205,0.1444139194139194,0.047008547008547015,11,495,52,6792,78,124,0.46864251390562567
m1_myopsnet_l_care,3,2500,scar,13,0.3790448878041523,12.47446835919325,18.665616472533536,0.49622498711943636,0.42723351226242445,0.7692307692307693,1.0,4,396,68,12449,22,19,0.7768944593292434
m1_myopsnet_l_care,3,2500,pure_edema,13,0.08863161623132787,20.401939054316628,27.03119620064097,0.212780565739056,0.06344472346222646,0.07490842490842492,0.0,5,198,28,2916,29,124,0.16728271210065243
m1_myopsnet_l_care,3,3000,scar,13,0.39012268000589156,13.451472564998655,19.986617603795498,0.45304752040098506,0.43397008297961065,0.7307692307692307,0.0,6,337,88,12859,30,19,0.8497906730767002
m1_myopsnet_l_care,3,3000,pure_edema,13,0.14121966743742217,23.351645008147862,30.234650094095688,0.23519658222335138,0.16164895739381815,0.19111721611721613,0.11068376068376068,18,654,61,12128,61,124,0.8170757774542688
m1_myopsnet_l_care,3,3500,scar,13,0.44695969349092535,16.17823682644333,22.70250045121647,0.5512598165967341,0.5761046513885011,0.9230769230769231,1.0,6,1597,108,27223,25,19,1.4782256011652561
m1_myopsnet_l_care,3,3500,pure_edema,13,0.18815310471640376,25.73858505649571,35.113354977374804,0.3565950701147791,0.20068273709911544,0.17948717948717946,0.07179487179487179,6,1156,64,10876,67,124,0.7442990569465772
m1_myopsnet_l_care,3,4000,scar,13,0.3911112107881959,14.989278277638144,23.131670753097477,0.4592015726429489,0.47799921104334236,0.8076923076923077,0.0,6,348,76,31328,22,19,1.731822991147784
m1_myopsnet_l_care,3,4000,pure_edema,13,0.1290616196515935,28.19933753275865,33.96365631946703,0.2768715079345068,0.12764452644389743,0.11296844181459566,0.03803418803418803,9,814,62,6502,50,124,0.3909230693842352
m1_myopsnet_l_care,3,4500,scar,13,0.37432200307134117,10.724085644176151,15.39815900441108,0.45665799400448137,0.43310780088050504,0.6923076923076923,1.0,4,264,81,13322,17,19,0.8239473333956535
m1_myopsnet_l_care,3,4500,pure_edema,13,0.2367392808523872,18.790776857594135,26.21361835982662,0.306063761567002,0.2685064415331631,0.20064102564102562,0.07478632478632478,5,133,68,13100,44,124,1.0244056954208753
m1_myopsnet_l_care,3,5000,scar,13,0.35639160526441854,14.486752252433831,21.52594613718073,0.45451776583830183,0.4485281417318167,0.7692307692307693,1.0,11,604,85,21268,34,19,1.183742325555611
m1_myopsnet_l_care,3,5000,pure_edema,13,0.12103061071499485,23.29236437024533,30.057841981945074,0.19030047239297462,0.11901952704996231,0.0858974358974359,0.0,11,723,69,9522,49,124,0.6250854328768667
m1_myopsnet_l_care,3,5500,scar,13,0.5063292375378665,15.958005808250546,24.960025332604957,0.5580822468942199,0.5727447997305739,1.0,1.0,8,1342,101,18855,26,19,1.2031454989881731
m1_myopsnet_l_care,3,5500,pure_edema,13,0.19296375135690208,27.807610494112918,39.7575446985072,0.3505965768990922,0.180595109915517,0.21474358974358976,0.11452991452991454,14,1552,53,7168,60,124,0.6975186779729937
m1_myopsnet_l_care,3,6000,scar,13,0.4087539429003702,18.35987663810643,28.14671370992839,0.5185535507799238,0.5406766592665155,0.9615384615384616,0.0,10,529,92,38182,33,19,2.1296011523363934
m1_myopsnet_l_care,3,6000,pure_edema,13,0.1553098979518691,23.182170360273364,30.00572739666578,0.27776583987874,0.15424978690363192,0.12243589743589743,0.05512820512820513,12,316,69,6838,61,124,0.4503681343030715
