variant,class_id,metric_name,group,n,dice_mean,hd_mean,hd95_mean,component_count_mean,remote_fp_mean,empty_prediction_rate,matrix_variant
srr_v25_no_local_refine__checkpoint_final__argmax,4,myops_edema,complete_modality,3,0.41910413764779153,24.507417182297555,20.313793465184908,5.333333333333333,0.0,0.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__argmax,4,myops_edema,CenterB,1,0.5376005596362364,21.6923175485009,17.453201935819685,5.0,0.0,0.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__argmax,4,myops_edema,CenterC,2,0.3598559266535691,25.914966999195883,21.74408922986752,5.5,0.0,0.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__argmax,4,myops_edema,LGE-only,1,1.0,0.0,0.0,0.0,0.0,1.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__argmax,4,myops_edema,no_T2_empty_GT,1,1.0,0.0,0.0,0.0,0.0,1.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__argmax,5,myops_scar,all_cases,4,0.6100990733533207,23.344669183291437,15.174779339523523,3.0,0.0,0.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__argmax,5,myops_scar,gt_positive_only,4,0.6100990733533207,23.344669183291437,15.174779339523523,3.0,0.0,0.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__argmax,5,myops_scar,t2_present,3,0.6078854017691854,27.52340071415602,18.79188376247698,3.0,0.0,0.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__argmax,5,myops_scar,complete_modality,3,0.6078854017691854,27.52340071415602,18.79188376247698,3.0,0.0,0.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__argmax,5,myops_scar,CenterB,1,0.5602700096432015,39.123780057857715,21.415372143918024,5.0,0.0,0.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__argmax,5,myops_scar,CenterC,2,0.6316930978321773,21.723211042305167,17.48013957175646,2.0,0.0,0.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__argmax,5,myops_scar,LGE-only,1,0.6167400881057269,10.808474590697703,4.323466070663145,3.0,0.0,0.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__pathology_aware,4,myops_edema,all_cases,4,0.5643281032358436,18.38056288672317,15.235345098888681,4.0,0.0,0.25,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__pathology_aware,4,myops_edema,gt_positive_only,3,0.41910413764779153,24.507417182297555,20.313793465184908,5.333333333333333,0.0,0.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__pathology_aware,4,myops_edema,t2_present,3,0.41910413764779153,24.507417182297555,20.313793465184908,5.333333333333333,0.0,0.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__pathology_aware,4,myops_edema,complete_modality,3,0.41910413764779153,24.507417182297555,20.313793465184908,5.333333333333333,0.0,0.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__pathology_aware,4,myops_edema,CenterB,1,0.5376005596362364,21.6923175485009,17.453201935819685,5.0,0.0,0.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__pathology_aware,4,myops_edema,CenterC,2,0.3598559266535691,25.914966999195883,21.74408922986752,5.5,0.0,0.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__pathology_aware,4,myops_edema,LGE-only,1,1.0,0.0,0.0,0.0,0.0,1.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__pathology_aware,4,myops_edema,no_T2_empty_GT,1,1.0,0.0,0.0,0.0,0.0,1.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__pathology_aware,5,myops_scar,all_cases,4,0.6101669288878946,23.344669183291437,15.174779339523523,3.0,0.0,0.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__pathology_aware,5,myops_scar,gt_positive_only,4,0.6101669288878946,23.344669183291437,15.174779339523523,3.0,0.0,0.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__pathology_aware,5,myops_scar,t2_present,3,0.6079758758152839,27.52340071415602,18.79188376247698,3.0,0.0,0.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__pathology_aware,5,myops_scar,complete_modality,3,0.6079758758152839,27.52340071415602,18.79188376247698,3.0,0.0,0.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__pathology_aware,5,myops_scar,CenterB,1,0.5602700096432015,39.123780057857715,21.415372143918024,5.0,0.0,0.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__pathology_aware,5,myops_scar,CenterC,2,0.6318288089013251,21.723211042305167,17.48013957175646,2.0,0.0,0.0,srr_v25_no_local_refine
srr_v25_no_local_refine__checkpoint_final__pathology_aware,5,myops_scar,LGE-only,1,0.6167400881057269,10.808474590697703,4.323466070663145,3.0,0.0,0.0,srr_v25_no_local_refine
