phase,design,runtime_summary,slurm_job_id,slurm_state,slurm_exit_code,slurm_log_path,partition,status,actual_optimizer_steps,required_optimizer_steps,train_loop_seconds,required_train_loop_seconds,validation_event_count,required_validation_events,eval_cases,required_eval_cases,stop_reason
cine_temporal,registration-gated learned temporal dictionary,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_cine_temporal_executor/variants/m10_cine_learned_temporal/summary.json,58848205,CANCELLED,0:0,EVIDENCE_NOT_FOUND_DEPENDENCY_CANCELLED,htzhulab,DEPENDENCY_CANCELLED_BY_REGISTRATION_GATE,EVIDENCE_NOT_FOUND,20000,EVIDENCE_NOT_FOUND,7200,0,10,EVIDENCE_NOT_FOUND,12,EVIDENCE_NOT_FOUND
