phase,case_id,control,graph_symbol,changed_logits,changed_voxels,changed_components,expected_behavior,observed_behavior,pass
d3_full_propref,Case2007,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case2008,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case2008,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,137,-1,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case2008,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case2017,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case2017,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,155,-3,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case2017,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case2020,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case2020,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,37,1,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case2020,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case2031,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case2031,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,71,2,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case2031,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case2033,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case2033,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,90,-3,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case2033,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case3004,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case3004,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,907,-83,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case3004,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case3011,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case3011,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,237,2,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case3011,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case3012,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case3012,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,310,-1,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case3012,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case3023,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case3023,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,197,-5,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case3023,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case3026,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case3026,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,922,-37,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case3026,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case3034,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case3034,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,452,1,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case3034,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case3038,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case3038,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,239,-4,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case3038,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case3040,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case3040,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,208,3,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case3040,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case3044,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case3044,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,307,-4,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case3044,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case5005,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case5005,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,123,0,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case5005,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case6001,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case6001,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,141,-1,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case6001,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case6010,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case6010,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,67,-1,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case6010,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case7005,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case7005,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,27,-1,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case7005,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case8003,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case8003,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,28,0,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case8003,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case8011,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case8011,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,21,-3,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case8011,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case8015,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case8015,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,44,-1,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case8015,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case8019,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case8019,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,25,0,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case8019,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case8021,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case8021,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,7,-1,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case8021,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case8022,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case8022,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,91,-1,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case8022,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case8023,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case8023,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,26,-3,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case8023,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
